family,hierarchy,model_a,method_a,model_b,method_b,seed,bootstrap_rng_seed,fold,horizon,mae_a_report,mae_b_report,unit,n_paired,block_length,n_boot,mean_paired_diff,median_paired_diff,mae_independent,mae_reconciled,relative_mae_diff,abs_ci_low,abs_ci_high,rel_ci_low,rel_ci_high,prob_improvement,p_value_raw,abs_ci_crosses_zero,rel_ci_crosses_zero
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ridge,independent,0,0,2,16,1.1549701444181844,1.3964343073665617,weighted_mean_pct,3798,32,5000,-0.24146416294837728,-0.10894840629576641,1.3964343073665617,1.1549701444181844,-0.17291480284793184,-0.29322283879460065,-0.19136294024432962,-0.2047574117204474,-0.14171207227020446,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ridge,independent,1,0,2,16,1.1549701444181844,1.3964343073665617,weighted_mean_pct,3798,32,5000,-0.24146416294837728,-0.10894840629576641,1.3964343073665617,1.1549701444181844,-0.17291480284793184,-0.29322283879460065,-0.19136294024432962,-0.2047574117204474,-0.14171207227020446,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ridge,independent,2,0,2,16,1.1549701444181844,1.3964343073665617,weighted_mean_pct,3798,32,5000,-0.24146416294837728,-0.10894840629576641,1.3964343073665617,1.1549701444181844,-0.17291480284793184,-0.29322283879460065,-0.19136294024432962,-0.2047574117204474,-0.14171207227020446,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,0,0,0,1,1.1094787687062335,1.4217285441973344,weighted_mean_pct,4847,32,5000,-0.31224977549110094,-0.10571265601140922,1.4217285441973344,1.1094787687062335,-0.21962685968817477,-0.3826047542937495,-0.25255716356395974,-0.25399127496981433,-0.18754513185948762,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,1,0,0,1,1.1094787687062335,1.4217285441973344,weighted_mean_pct,4847,32,5000,-0.31224977549110094,-0.10571265601140922,1.4217285441973344,1.1094787687062335,-0.21962685968817477,-0.3826047542937495,-0.25255716356395974,-0.25399127496981433,-0.18754513185948762,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,2,0,0,1,1.1094787687062335,1.4217285441973344,weighted_mean_pct,4847,32,5000,-0.31224977549110094,-0.10571265601140922,1.4217285441973344,1.1094787687062335,-0.21962685968817477,-0.3826047542937495,-0.25255716356395974,-0.25399127496981433,-0.18754513185948762,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,0,0,0,8,1.08977444725631,1.391766045075517,weighted_mean_pct,4295,32,5000,-0.3019915978192069,-0.10500161654771833,1.391766045075517,1.08977444725631,-0.21698445574796368,-0.37225875998064845,-0.23303116953570008,-0.2536599629711498,-0.17728769044954687,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,1,0,0,8,1.08977444725631,1.391766045075517,weighted_mean_pct,4295,32,5000,-0.3019915978192069,-0.10500161654771833,1.391766045075517,1.08977444725631,-0.21698445574796368,-0.37225875998064845,-0.23303116953570008,-0.2536599629711498,-0.17728769044954687,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,2,0,0,8,1.08977444725631,1.391766045075517,weighted_mean_pct,4295,32,5000,-0.3019915978192069,-0.10500161654771833,1.391766045075517,1.08977444725631,-0.21698445574796368,-0.37225875998064845,-0.23303116953570008,-0.2536599629711498,-0.17728769044954687,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,0,0,0,16,1.117143297745833,1.404968480146244,weighted_mean_pct,3707,32,5000,-0.2878251824004109,-0.1108324626993622,1.404968480146244,1.117143297745833,-0.2048623769626853,-0.36743950506475065,-0.216315464406418,-0.2468346943069726,-0.16369096852567536,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,1,0,0,16,1.117143297745833,1.404968480146244,weighted_mean_pct,3707,32,5000,-0.2878251824004109,-0.1108324626993622,1.404968480146244,1.117143297745833,-0.2048623769626853,-0.36743950506475065,-0.216315464406418,-0.2468346943069726,-0.16369096852567536,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,2,0,0,16,1.117143297745833,1.404968480146244,weighted_mean_pct,3707,32,5000,-0.2878251824004109,-0.1108324626993622,1.404968480146244,1.117143297745833,-0.2048623769626853,-0.36743950506475065,-0.216315464406418,-0.2468346943069726,-0.16369096852567536,1.0,0.0,False,False
cpu_lightgbm_vs_deterministic,cpu_core_weighted,lightgbm,independent,ewma,independent,0,0,1,1,0.8458250834966149,1.08740076279778,weighted_mean_pct,5261,32,5000,-0.241575679301165,-0.11073505125083027,1.08740076279778,0.8458250834966149,-0.22215882824986574,-0.29802712995959485,-0.18799177787406188,-0.2656038443980737,-0.1797416583924537,1.0,0.0,False,False
