family,hierarchy,model_a,method_a,model_b,method_b,seed,fold,horizon,relative_mae_diff,rel_ci_low,rel_ci_high,rel_ci_crosses_zero,prob_improvement,p_value_raw
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,0,16,-0.09322664389371522,-0.12415167392870685,-0.06318192675399276,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,0,16,-0.09322664389371522,-0.12415167392870685,-0.06318192675399276,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,1,1,-0.08599750550226194,-0.11423435532520912,-0.05712996753551647,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,1,1,-0.08599750550226194,-0.11423435532520912,-0.05712996753551647,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,1,1,-0.08599750550226194,-0.11423435532520912,-0.05712996753551647,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,1,8,-0.08601607139358783,-0.11439071802043962,-0.05749061256799231,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,1,8,-0.08601607139358783,-0.11439071802043962,-0.05749061256799231,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,1,8,-0.08601607139358783,-0.11439071802043962,-0.05749061256799231,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,1,16,-0.08632915059549583,-0.11547304133141514,-0.05723135088179041,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,1,16,-0.08632915059549583,-0.11547304133141514,-0.05723135088179041,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,1,16,-0.08632915059549583,-0.11547304133141514,-0.05723135088179041,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,2,1,-0.1200825828937573,-0.14761516207941217,-0.08981749290632834,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,2,1,-0.1200825828937573,-0.14761516207941217,-0.08981749290632834,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,2,1,-0.1200825828937573,-0.14761516207941217,-0.08981749290632834,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,2,8,-0.10798502669144082,-0.1380641933115599,-0.07561581536414326,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,2,8,-0.10798502669144082,-0.1380641933115599,-0.07561581536414326,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,2,8,-0.10798502669144082,-0.1380641933115599,-0.07561581536414326,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,0,2,16,-0.11924211287084303,-0.14757140361503743,-0.0896639937970474,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,1,2,16,-0.11924211287084303,-0.14757140361503743,-0.0896639937970474,False,1.0,0.0
cpu_lightgbm_reconciliation,cpu_core_weighted,lightgbm,mint,lightgbm,independent,2,2,16,-0.11924211287084303,-0.14757140361503743,-0.0896639937970474,False,1.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,0,1,0.4366402479688606,0.36833419398804707,0.5196930790403648,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,0,1,0.4366402479688606,0.36833419398804707,0.5196930790403648,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,0,1,0.4366402479688606,0.36833419398804707,0.5196930790403648,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,0,8,0.18849017177474278,0.1472003202251103,0.23273094610478245,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,0,8,0.18849017177474278,0.1472003202251103,0.23273094610478245,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,0,8,0.18849017177474278,0.1472003202251103,0.23273094610478245,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,0,16,0.3573871815325437,0.2970618598847545,0.42179361349067795,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,0,16,0.3573871815325437,0.2970618598847545,0.42179361349067795,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,0,16,0.3573871815325437,0.2970618598847545,0.42179361349067795,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,1,1,0.6207570827726031,0.4704178390121603,0.8069313064893794,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,1,1,0.6207570827726031,0.4704178390121603,0.8069313064893794,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,1,1,0.6207570827726031,0.4704178390121603,0.8069313064893794,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,1,8,0.6157059638432683,0.46712464809645554,0.811494139688387,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,1,8,0.6157059638432683,0.46712464809645554,0.811494139688387,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,1,8,0.6157059638432683,0.46712464809645554,0.811494139688387,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,1,16,0.6134202204404361,0.46188542821184386,0.8087345981699755,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,1,16,0.6134202204404361,0.46188542821184386,0.8087345981699755,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,1,16,0.6134202204404361,0.46188542821184386,0.8087345981699755,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,2,1,0.22076510921554826,0.14699011831147624,0.3023801634089194,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,2,1,0.22076510921554826,0.14699011831147624,0.3023801634089194,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,2,1,0.22076510921554826,0.14699011831147624,0.3023801634089194,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,2,8,0.2189120101345837,0.14488523597927772,0.30307705908562704,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,2,8,0.2189120101345837,0.14488523597927772,0.30307705908562704,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,2,8,0.2189120101345837,0.14488523597927772,0.30307705908562704,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,0,2,16,0.22193586859255346,0.1481683820309109,0.3048688682925994,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,1,2,16,0.22193586859255346,0.1481683820309109,0.3048688682925994,False,0.0,0.0
memory_lightgbm_vs_ewma,memory_um,lightgbm,independent,ewma,independent,2,2,16,0.22193586859255346,0.1481683820309109,0.3048688682925994,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,0,1,0.12249309937215673,0.057098007368322455,0.2080385221744598,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,0,1,0.12249309937215673,0.057098007368322455,0.2080385221744598,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,0,1,0.12249309937215673,0.057098007368322455,0.2080385221744598,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,0,8,0.31614648221961095,0.2171210264061993,0.44686643416123645,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,0,8,0.31614648221961095,0.2171210264061993,0.44686643416123645,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,0,8,0.31614648221961095,0.2171210264061993,0.44686643416123645,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,0,16,0.2170303271873979,0.13682381181290942,0.3213913601490045,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,0,16,0.2170303271873979,0.13682381181290942,0.3213913601490045,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,0,16,0.2170303271873979,0.13682381181290942,0.3213913601490045,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,1,1,-0.11554057564022002,-0.14390313408169578,-0.08765855371113852,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,1,1,-0.11554057564022002,-0.14390313408169578,-0.08765855371113852,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,1,1,-0.11554057564022002,-0.14390313408169578,-0.08765855371113852,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,1,8,-0.006460425296858702,-0.03897731938850296,0.026570189407562977,True,0.6434,0.7132
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,1,8,-0.006460425296858702,-0.03897731938850296,0.026570189407562977,True,0.6434,0.7132
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,1,8,-0.006460425296858702,-0.03897731938850296,0.026570189407562977,True,0.6434,0.7132
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,1,16,0.037209643211308756,0.004899209301626979,0.0704077421375394,False,0.011,0.022
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,1,16,0.037209643211308756,0.004899209301626979,0.0704077421375394,False,0.011,0.022
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,1,16,0.037209643211308756,0.004899209301626979,0.0704077421375394,False,0.011,0.022
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,2,1,-0.07100900256887177,-0.10001286552556753,-0.04147358393076704,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,2,1,-0.07100900256887177,-0.10001286552556753,-0.04147358393076704,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,2,1,-0.07100900256887177,-0.10001286552556753,-0.04147358393076704,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,2,8,-0.07504818149230325,-0.10538206460244101,-0.04390224210831381,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,2,8,-0.07504818149230325,-0.10538206460244101,-0.04390224210831381,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,2,8,-0.07504818149230325,-0.10538206460244101,-0.04390224210831381,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,0,2,16,-0.10718321583055192,-0.1363158972913839,-0.07563395046749563,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,1,2,16,-0.10718321583055192,-0.1363158972913839,-0.07563395046749563,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,lightgbm,independent,2,2,16,-0.10718321583055192,-0.1363158972913839,-0.07563395046749563,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,0,1,0.6126187646253501,0.46691667964855843,0.8158113812524231,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,0,1,0.6126187646253501,0.46691667964855843,0.8158113812524231,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,0,1,0.6126187646253501,0.46691667964855843,0.8158113812524231,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,0,8,0.5642271587339089,0.42515016880811946,0.7541683157363975,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,0,8,0.5642271587339089,0.42515016880811946,0.7541683157363975,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,0,8,0.5642271587339089,0.42515016880811946,0.7541683157363975,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,0,16,0.6519813656605314,0.4972156720425027,0.8506046717502274,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,0,16,0.6519813656605314,0.4972156720425027,0.8506046717502274,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,0,16,0.6519813656605314,0.4972156720425027,0.8506046717502274,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,1,1,0.4334938764560928,0.3069645826234912,0.5929172005907117,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,1,1,0.4334938764560928,0.3069645826234912,0.5929172005907117,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,1,1,0.4334938764560928,0.3069645826234912,0.5929172005907117,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,1,8,0.6052678161621696,0.4513568454844339,0.80503706274947,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,1,8,0.6052678161621696,0.4513568454844339,0.80503706274947,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,1,8,0.6052678161621696,0.4513568454844339,0.80503706274947,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,1,16,0.6734550111929358,0.5055766126335689,0.8917371368566763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,1,16,0.6734550111929358,0.5055766126335689,0.8917371368566763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,1,16,0.6734550111929358,0.5055766126335689,0.8917371368566763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,2,1,0.13407979643927237,0.06906826515499749,0.20816149010193574,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,2,1,0.13407979643927237,0.06906826515499749,0.20816149010193574,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,2,1,0.13407979643927237,0.06906826515499749,0.20816149010193574,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,2,8,0.12743488037485529,0.06406280730743535,0.1992524414188226,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,2,8,0.12743488037485529,0.06406280730743535,0.1992524414188226,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,2,8,0.12743488037485529,0.06406280730743535,0.1992524414188226,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,0,2,16,0.0909648526581049,0.03332257803020918,0.15572275209570524,False,0.0006,0.0012
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,1,2,16,0.0909648526581049,0.03332257803020918,0.15572275209570524,False,0.0006,0.0012
memory_lightgbm_reconciliation,memory_um,lightgbm,bottom_up,ewma,independent,2,2,16,0.0909648526581049,0.03332257803020918,0.15572275209570524,False,0.0006,0.0012
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,0,1,0.01093223769885251,-0.03354339056135766,0.06920685372491596,True,0.3062,0.6124
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,0,1,0.01093223769885251,-0.03354339056135766,0.06920685372491596,True,0.3062,0.6124
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,0,1,0.01093223769885251,-0.03354339056135766,0.06920685372491596,True,0.3062,0.6124
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,0,8,0.058873052784607666,0.006546138493094192,0.12495641365460929,False,0.0126,0.0252
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,0,8,0.058873052784607666,0.006546138493094192,0.12495641365460929,False,0.0126,0.0252
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,0,8,0.058873052784607666,0.006546138493094192,0.12495641365460929,False,0.0126,0.0252
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,0,16,0.061285174459562226,0.012069609358316528,0.12476579837771978,False,0.0072,0.0144
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,0,16,0.061285174459562226,0.012069609358316528,0.12476579837771978,False,0.0072,0.0144
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,0,16,0.061285174459562226,0.012069609358316528,0.12476579837771978,False,0.0072,0.0144
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,1,1,-0.09663569464774631,-0.11546050537853089,-0.07789305758547256,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,1,1,-0.09663569464774631,-0.11546050537853089,-0.07789305758547256,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,1,1,-0.09663569464774631,-0.11546050537853089,-0.07789305758547256,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,1,8,-0.02452804497400424,-0.0463320264927278,-0.0021338644175493272,False,0.9832,0.0336
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,1,8,-0.02452804497400424,-0.0463320264927278,-0.0021338644175493272,False,0.9832,0.0336
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,1,8,-0.02452804497400424,-0.0463320264927278,-0.0021338644175493272,False,0.9832,0.0336
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,1,16,0.005099305402241747,-0.017004173591659243,0.027569075189130078,True,0.339,0.678
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,1,16,0.005099305402241747,-0.017004173591659243,0.027569075189130078,True,0.339,0.678
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,1,16,0.005099305402241747,-0.017004173591659243,0.027569075189130078,True,0.339,0.678
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,2,1,-0.0756382146799501,-0.09573096523749726,-0.05504571288780916,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,2,1,-0.0756382146799501,-0.09573096523749726,-0.05504571288780916,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,2,1,-0.0756382146799501,-0.09573096523749726,-0.05504571288780916,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,2,8,-0.07901286898947554,-0.1002824583108626,-0.05785639463200465,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,2,8,-0.07901286898947554,-0.1002824583108626,-0.05785639463200465,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,2,8,-0.07901286898947554,-0.1002824583108626,-0.05785639463200465,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,0,2,16,-0.10367075492224034,-0.12508749741344194,-0.08182556919709891,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,1,2,16,-0.10367075492224034,-0.12508749741344194,-0.08182556919709891,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,lightgbm,independent,2,2,16,-0.10367075492224034,-0.12508749741344194,-0.08182556919709891,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,0,1,0.45234594064739464,0.3410047131367196,0.6075665864632446,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,0,1,0.45234594064739464,0.3410047131367196,0.6075665864632446,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,0,1,0.45234594064739464,0.3410047131367196,0.6075665864632446,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,0,8,0.2584602163916247,0.17727807894981315,0.36557263492646763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,0,8,0.2584602163916247,0.17727807894981315,0.36557263492646763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,0,8,0.2584602163916247,0.17727807894981315,0.36557263492646763,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,0,16,0.4405748917619391,0.33273022314572076,0.5760769705651031,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,0,16,0.4405748917619391,0.33273022314572076,0.5760769705651031,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,0,16,0.4405748917619391,0.33273022314572076,0.5760769705651031,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,1,1,0.46413409622361773,0.3323599315933421,0.6288451496119997,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,1,1,0.46413409622361773,0.3323599315933421,0.6288451496119997,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,1,1,0.46413409622361773,0.3323599315933421,0.6288451496119997,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,1,8,0.5760758552973535,0.4294745136111944,0.7693015082308162,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,1,8,0.5760758552973535,0.4294745136111944,0.7693015082308162,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,1,8,0.5760758552973535,0.4294745136111944,0.7693015082308162,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,1,16,0.6216475428866141,0.4600331922081365,0.8301009829504388,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,1,16,0.6216475428866141,0.4600331922081365,0.8301009829504388,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,1,16,0.6216475428866141,0.4600331922081365,0.8301009829504388,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,2,1,0.12842861581090992,0.06415904844061164,0.19922397379037754,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,2,1,0.12842861581090992,0.06415904844061164,0.19922397379037754,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,2,1,0.12842861581090992,0.06415904844061164,0.19922397379037754,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,2,8,0.12260227516812158,0.06007634516377372,0.19435873769469061,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,2,8,0.12260227516812158,0.06007634516377372,0.19435873769469061,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,2,8,0.12260227516812158,0.06007634516377372,0.19435873769469061,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,0,2,16,0.09525685462899997,0.03646300859820926,0.16101763520117904,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,1,2,16,0.09525685462899997,0.03646300859820926,0.16101763520117904,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,wls,ewma,independent,2,2,16,0.09525685462899997,0.03646300859820926,0.16101763520117904,False,0.0004,0.0008
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,0,0,1,-0.008518559740897784,-0.044948454689218854,0.03910417831744281,True,0.623,0.754
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,1,0,1,-0.008518559740897784,-0.044948454689218854,0.03910417831744281,True,0.623,0.754
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,2,0,1,-0.008518559740897784,-0.044948454689218854,0.03910417831744281,True,0.623,0.754
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,0,0,8,0.15216214902814562,0.08085755864996522,0.24449239587900445,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,1,0,8,0.15216214902814562,0.08085755864996522,0.24449239587900445,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,2,0,8,0.15216214902814562,0.08085755864996522,0.24449239587900445,False,0.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,0,0,16,0.09269248258504009,0.03526833150463655,0.16651206855002806,False,0.0016,0.0032
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,1,0,16,0.09269248258504009,0.03526833150463655,0.16651206855002806,False,0.0016,0.0032
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,2,0,16,0.09269248258504009,0.03526833150463655,0.16651206855002806,False,0.0016,0.0032
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,0,1,1,-0.09771910612778921,-0.116903720641607,-0.07863416762518403,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,1,1,1,-0.09771910612778921,-0.116903720641607,-0.07863416762518403,False,1.0,0.0
memory_lightgbm_reconciliation,memory_um,lightgbm,mint,lightgbm,independent,2,1,1,-0.09771910612778921,-0.116903720641607,-0.07863416762518403,False,1.0,0.0
