target,model,horizon,context,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mase_mean,mase_std,r2_mean,r2_std,train_time_mean,infer_time_mean
machine01_CU,ewma,1,32,2,3.653258516824581,0.0,12.001993014021998,0.0,,,0.1133066170080653,0.0,6.035002115822863e-07,0.0005417289999058501
machine01_CU,ewma,4,32,1,4.321215911003379,,13.836236647133504,,,,-0.1845992967063423,,5.830006557516754e-07,0.0002467500007696
machine01_CU,ewma,8,32,2,4.651454466245672,0.0,14.38841186980027,0.0,,,-0.2711655615069521,0.0,5.619995135930367e-07,0.00025141649939535
machine01_CU,historical_mean,1,32,1,4.557386875856882,,12.745851823405614,,,,-1.0266886887766448e-05,,1.5124999663385095e-05,1.3330000001587905e-06
machine01_CU,historical_mean,4,32,1,4.536378607848104,,12.712562758349016,,,,-3.978076357213922e-06,,2.9000000722589903e-05,3.000000106112566e-06
machine01_CU,lightgbm,1,32,2,2.2290406037913932,0.00342451991669671,7.670918913267252,0.013559163579795332,,,0.6377885367879055,0.0012804924320610068,0.2848981460001596,0.0024213959995904
machine01_CU,lightgbm,4,32,1,3.5445469358364226,,10.502335008477388,,,,0.3174927912740447,,0.8020585000003848,0.0064693750000515
machine01_CU,lightgbm,8,32,2,3.917685325677076,0.0,11.326597053805989,0.0,,,0.2122737869675519,0.0,3.1507316875004108,0.0273838124999201
machine01_CU,lstm,1,32,2,3.382772341684949,0.023967955751719217,12.836786208058385,0.004281398646137559,,,-0.014330229944789549,0.0006766104477075145,9.453116916999534,0.1033251880003263
machine01_CU,lstm,8,32,2,3.5095227013549115,0.017063209926164283,12.838687182762975,0.004093682719810042,,,-0.01208654915501535,0.0006454181720656541,10.957710520499859,0.10436018749987849
machine01_CU,moving_average,1,32,1,4.18289521574824,,13.13863323030695,,,,-0.0625933823690587,,7.500002539018169e-07,0.0001582090008014
machine01_CU,moving_average,4,32,1,4.574290781616457,,13.992371316956444,,,,-0.2114853057077441,,1.0829999155248515e-06,0.000169249999999
machine01_CU,persistence,1,32,2,2.73837543393514,0.0,11.387073694460009,0.0,,,0.2018381039912995,0.0,1.6250000044237822e-05,5.414999577624258e-07
machine01_CU,persistence,4,32,1,4.180789322021496,,15.779868254031948,,,,-0.5407857518562242,,2.6749999960884452e-05,2.829100048984401e-05
machine01_CU,persistence,8,32,2,4.696030765362197,0.0,16.924124628077823,0.0,,,-0.7586881037052742,0.0,4.416650017446955e-05,3.43540000358189e-05
machine01_CU,ridge,1,32,2,3.42185903771412,0.0,9.987110734304002,0.0,,,0.3860309787173769,0.0,0.0026386875001662,0.0001220835001731
machine01_CU,ridge,4,32,1,4.263174622836876,,11.95291266286287,,,,0.1159374366516146,,0.0098661669999273,0.0004196670006422
machine01_CU,ridge,8,32,2,4.346543329091583,0.0,12.228371850766536,0.0,,,0.0818499342996762,0.0,0.0190768544998718,0.0010093955002048
machine01_CU,xgboost,1,32,2,2.114711041514121,0.0,7.552404650236614,0.0,,,0.6488948253735393,0.0,0.961026020999725,0.0032232710004791
machine01_CU,xgboost,8,32,2,3.869616561311267,0.0,11.310512976964809,0.0,,,0.2145093839636308,0.0,7.641351854000277,0.0265019580001535
machine01_DWT,dlinear,1,32,2,7322796.552226036,48161.0910518393,31939802.852447055,20008.505648590843,,,0.04730639615262015,0.001193618614475971,0.19965314599994594,0.0009250835000784499
machine01_DWT,dlinear,8,32,2,7938307.246135341,107613.66695535756,33347110.434141904,42558.765166788515,,,-0.034372868064368844,0.0026402045372481385,0.20966631199962643,0.0009152079996965501
machine01_DWT,ewma,1,32,2,7049250.186437909,0.0,32417434.63599107,0.0,,,0.01860014457924,0.0,7.91999809734989e-07,0.0009169999998448
machine01_DWT,ewma,8,32,2,8371976.227170756,0.0,35087051.27578494,0.0,,,-0.1451281589672786,0.0,6.039999789209105e-07,0.0002259795001009
machine01_DWT,lightgbm,1,32,2,7544635.694036999,0.0,30121960.353016708,0.0,,,0.1526649583009718,0.0,0.28795206250015326,0.00178808349983225
machine01_DWT,lightgbm,8,32,2,10560590.552080724,0.0,35155432.99108058,0.0,,,-0.1495960256379407,0.0,2.425657666999996,0.015944500000387
machine01_DWT,lstm,1,32,2,5058657.861958692,2.434634608739218,33111889.96701157,0.3719548482158328,,,-0.02389787672796535,2.3003445705386864e-08,7.28044837500056,0.10828858350032525
machine01_DWT,lstm,8,32,2,5074323.453281289,0.3064125369776326,33178697.26079715,0.04696981643602788,,,-0.02395061366605505,2.899135329424552e-09,7.396237999999812,0.12510868749996004
machine01_DWT,persistence,1,32,2,6857011.197141383,0.0,39901243.313859574,0.0,,,-0.4868308335635465,0.0,1.5604500276822364e-05,4.375001481093932e-07
machine01_DWT,persistence,8,32,2,8371378.772163442,0.0,43396302.34585074,0.0,,,-0.7517244983413249,0.0,4.137499990974902e-05,3.031250025742338e-05
machine01_DWT,ridge,1,32,2,8606602.918814171,0.0,31889258.59774897,0.0,,,0.0503194431280965,0.0,0.00140710449977625,8.143800005200319e-05
machine01_DWT,ridge,8,32,2,10130928.383230165,0.0,33271502.987388287,0.0,,,-0.0296869079098549,0.0,0.009488854500432301,0.0006102504999034
machine01_DWT,xgboost,1,32,2,8212346.7533992175,0.0,31703715.317233227,0.0,,,0.0613384655825709,0.0,0.5220418540002356,0.0032454584998049
machine01_DWT,xgboost,8,32,2,11455038.121078542,0.0,36623568.32342958,0.0,,,-0.2476180919576296,0.0,3.830748479500471,0.02377847949992425
machine01_UM,dlinear,1,32,2,18469300358.846992,4672176810.035971,18520045678.466534,4662914119.23892,55.441157359859105,14.024943268314448,-129.65260407340554,63.76932160808505,0.24541070850000324,0.00101116649966565
machine01_UM,dlinear,8,32,2,2414540720.1778855,2656764540.727677,6292804452.650677,6588826554.411474,7.247969842834192,7.975077458742043,-21.606244247260765,30.578052911097537,0.2495112295000581,0.00101608299974025
machine01_UM,ewma,1,32,2,375339977.3913514,0.0,1449975050.0950985,0.0,1.1266957787078276,0.0,0.2237468247992657,0.0,6.044997462595347e-07,0.00024170849974319998
machine01_UM,ewma,8,32,2,557463442.6085943,0.0,1850204554.155557,0.0,1.6733941104177972,0.0,-0.2623128747640586,0.0,5.4199972510105e-07,0.0002661879998413
machine01_UM,lightgbm,1,32,2,314519921.60654324,0.0,1229563420.07237,0.0,0.9441260972425648,0.0,0.4418072396066774,0.0,0.3484952710005018,0.003739645999758
machine01_UM,lightgbm,8,32,2,529257018.87181056,0.0,1602301392.481754,0.0,1.588724050016683,0.0,0.0532922317231785,0.0,2.5056262085004164,0.03472972899999145
machine01_UM,lstm,1,32,2,18359424695.679123,0.3102399173126666,18433038422.610565,0.3090072062874083,55.11133252549331,9.312833848697274e-10,-124.45159509323545,4.206074212828187e-09,5.359750062500098,0.1197494580001148
machine01_UM,lstm,8,32,2,18360132494.471264,0.12659969203265922,18433837304.62954,0.12609662724162052,55.11345719634991,3.8002517869151764e-10,-124.3022936488767,1.7142294585388796e-09,5.47111779099987,0.1216030830000818
machine01_UM,persistence,1,32,2,285279822.75333065,0.0,1373040681.3388765,0.0,0.8563531502309436,0.0,0.3039360512417873,0.0,1.6167000012501376e-05,3.955001375288703e-07
