target,model,horizon,context,n_seeds,mae_mean,mae_std,rmse_mean,rmse_std,mase_mean,mase_std,r2_mean,r2_std,train_time_mean,infer_time_mean
machine06_CU,xgboost,8,32,2,0.0726063615303043,0.0,0.1685251343195577,0.0,,,0.1310604758260201,0.0,3.2073570625002503,0.023421333499754803
rx_bond0_acamas,dlinear,1,32,2,19.344577865821748,0.5270653926151867,72.04039978463615,0.033737090796075106,,,0.0402542549694549,0.0008989129956938001,0.20782639549997833,0.0012306249996072
rx_bond0_acamas,dlinear,8,32,2,19.50590188518398,0.078969086045301,72.16550086822838,0.004913210019755162,,,0.0409513131243506,0.00013058892546080023,0.23488531250040975,0.0009966249999706
rx_bond0_acamas,ewma,1,32,2,21.699409479313623,0.0,76.78355744008506,0.0,,,-0.0902858560005797,0.0,8.544998308934737e-07,0.00022675050013270002
rx_bond0_acamas,ewma,8,32,2,22.446267087562216,0.0,78.2515794925428,0.0,,,-0.1276325886518841,0.0,6.870004654047079e-07,0.0002338959998269
rx_bond0_acamas,lightgbm,1,32,2,19.851111171370544,0.0,71.01019548120398,0.0,,,0.0675075253817836,0.0,0.31512729150017543,0.0037421044994516497
rx_bond0_acamas,lightgbm,8,32,2,19.819048598178252,0.0,71.3569373178389,0.0,,,0.062321848491591,0.0,2.7023925000003146,0.038082833499629445
rx_bond0_acamas,lstm,1,32,2,18.572424052605278,0.05392633837891196,71.73980862360413,0.03146784868397454,,,0.04824670587684845,0.0008349513704408823,16.466222395500154,0.13241972950027045
rx_bond0_acamas,lstm,8,32,2,18.24842018998762,0.07068189420387126,72.20478725427776,0.00041785250558292294,,,0.039906832521073146,1.1112208784737918e-05,22.16882533299986,0.18926885400014726
rx_bond0_acamas,persistence,1,32,2,25.854918050620785,0.0,102.08141143626209,0.0,,,-0.9270689403756592,0.0,1.7458000456826994e-05,4.3799946070066653e-07
rx_bond0_acamas,persistence,8,32,2,25.663014167228688,0.0,100.86208652380216,0.0,,,-0.8734292208061658,0.0,4.483349994188757e-05,4.158350020588841e-05
rx_bond0_acamas,ridge,1,32,2,20.025741960742163,0.0,71.91739082542087,0.0,,,0.0435290927560841,0.0,0.0016364999996767,8.49789998937922e-05
rx_bond0_acamas,ridge,8,32,2,20.035128550627384,0.0,72.04208757857914,0.0,,,0.0442287303446482,0.0,0.01194958299993225,0.0006280409997998
rx_bond0_acamas,xgboost,1,32,2,19.92116494832078,0.0,72.58662107628004,0.0,,,0.0256453099077569,0.0,0.47090866649978125,0.0029819374999532997
rx_bond0_acamas,xgboost,8,32,2,19.621455092771946,0.0,71.56891453153416,0.0,,,0.0567425273183003,0.0,5.1613864794999245,0.030395958499866448
tx_bond0_acamas,dlinear,1,32,2,58.95920669477512,0.5501116721094924,157.48896348931441,3.0288415803029083,,,0.11228585296817445,0.00332480180129345,0.19144639600017394,0.000952832999701
tx_bond0_acamas,dlinear,4,32,1,59.33275575764842,,162.0701444566388,,,,0.0844506488733367,,0.2079027500003576,0.0010551250006756
tx_bond0_acamas,dlinear,8,32,2,58.199966133530374,0.7212126578681634,158.89261662917488,0.05395047358213525,,,0.07753431662475516,0.0006264288255597854,0.21418629150048213,0.00097179149997825
tx_bond0_acamas,drift,1,32,1,64.52708213021421,,210.7886845325932,,,,-0.5519712136097492,,4.579997039400041e-07,2.5292000827903394e-05
tx_bond0_acamas,drift,4,32,1,74.70515114114006,,230.3597823585402,,,,-0.8496477981642327,,4.579997039400041e-07,6.020799992256798e-05
tx_bond0_acamas,ewma,1,32,2,60.168494669257,0.9730685940054159,165.5471883135389,3.547357622048454,,,0.0191495750004034,0.007982312224644496,5.415004125097767e-07,0.00022710400025965
tx_bond0_acamas,ewma,4,32,1,63.96982526568347,,173.42655289103,,,,-0.0483514606166481,,8.749993867240846e-07,0.00024541699986
tx_bond0_acamas,ewma,8,32,2,63.71899810881781,0.0,169.5451644089351,0.0,,,-0.0503005078213412,0.0,7.08000243321294e-07,0.00024258350003945
tx_bond0_acamas,historical_mean,1,32,1,63.77263165955446,,169.90336303872593,,,,-0.0083075638672029,,1.5374999748019036e-05,1.2919999790028669e-06
tx_bond0_acamas,historical_mean,4,32,1,63.64057866237363,,170.10024035795965,,,,-0.008522461928919,,2.6124999749299604e-05,2.9169996196287684e-06
tx_bond0_acamas,lightgbm,1,32,2,59.166780848265866,1.0642565964717434,157.79262235316918,3.2922706224274685,,,0.10888064536137185,0.00624751828713193,0.24590545850014672,0.0025957499997275
tx_bond0_acamas,lightgbm,4,32,1,61.77864744532451,,162.60140803312729,,,,0.0784384962071319,,0.6293854169998667,0.007169624999733
tx_bond0_acamas,lightgbm,8,32,2,60.67944284354407,0.0,158.99021197558105,0.0,,,0.0764008243477673,0.0,3.765566791999845,0.0433003335001558
tx_bond0_acamas,lstm,1,32,2,48.82405168457942,0.2171774328271165,163.09959294404456,0.026892976850066357,,,0.024066846516830102,0.00032183706744224255,16.40081637500043,0.1157147085004908
tx_bond0_acamas,lstm,8,32,2,50.342464764313775,0.13424170557091805,164.38927028657673,0.015035210320816958,,,0.012607788931709149,0.00018061579657324158,17.67530354199971,0.1119626664999486
tx_bond0_acamas,moving_average,1,32,1,62.13554272745991,,166.30659047460432,,,,0.0339313379079126,,8.749993867240846e-07,0.0001501249998909
tx_bond0_acamas,moving_average,4,32,1,64.06793960618313,,169.41578012138373,,,,-0.0004224769106724,,9.57999873207882e-07,0.0001464580000174
tx_bond0_acamas,persistence,1,32,2,62.32244713439509,1.0304623463194418,204.10100517087722,5.082384276771349,,,-0.4908433861321754,0.022490904250011226,1.683350001258077e-05,4.375001481093932e-07
tx_bond0_acamas,persistence,4,32,1,70.36971115639061,,221.502916995082,,,,-0.7101516370986061,,2.716700055316323e-05,2.658299945323961e-05
tx_bond0_acamas,persistence,8,32,2,69.30148721956833,0.0,214.65225950536865,0.0,,,-0.6835022014329548,0.0,3.985449984611478e-05,3.322949987705215e-05
tx_bond0_acamas,ridge,1,32,2,60.24811988222169,0.8143734391670988,156.85760615063876,3.553963816013169,,,0.119430651237561,0.00933140746190645,0.00304254149978075,0.0002773955002339503
tx_bond0_acamas,ridge,4,32,1,62.25187702909911,,161.80496284366538,,,,0.0874442690585629,,0.0057127500003844,0.0003177090002282
tx_bond0_acamas,ridge,8,32,2,62.213498706941024,0.0,158.846758041131,0.0,,,0.0780667654209931,0.0,0.02207212500024975,0.0009366459999000001
tx_bond0_acamas,xgboost,1,32,2,58.848170758290806,0.0,155.70829962380807,0.0,,,0.1105166240500385,0.0,0.9177833119997558,0.0031107294998946
tx_bond0_acamas,xgboost,8,32,2,61.71029694041813,0.0,161.1301436159102,0.0,,,0.0513711066918544,0.0,9.201572811999995,0.02832381300004265
