run_id,experiment_stage,eligible_for_final_claims,evaluation_role,scope,target,model,horizon,context,seed,mae,rmse,mse,smape,mape,mape_fraction_excluded,mase,r2,nrmse,medae,maxae,peak_recall,peak_precision,training_time_sec,inference_time_sec,n_parameters,runtime_sec,n_test_windows
local__cluster_mean_CU__h1__c32__drift__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,drift,1,32,0,1.45603443563382,3.3695707920058995,11.354007322339266,25.70450741902643,28.727860570074203,0.0,1.280968550790429,0.3697604134557858,0.1023675234738192,0.5067893409323676,28.45166154639054,0.6029055690072639,0.5971223021582733,6.670006769127212e-07,4.875000013271347e-05,0,1.6901467920006326,4954
local__cluster_mean_CU__h1__c32__ewma__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,ewma,1,32,0,1.626448471147904,3.6659690275935337,13.439328911275078,26.30971882100902,31.08956219445973,0.0,1.430892903377461,0.2540081351005648,0.1113720985998558,0.4926974711478002,29.900978435619127,0.5690072639225182,0.4181494661921708,5.4199972510105e-07,0.0002891659996748,1,1.7118719590007458,4954
local__cluster_mean_CU__h1__c32__ewma__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,ewma,1,32,1,1.626448471147904,3.6659690275935337,13.439328911275078,26.30971882100902,31.08956219445973,0.0,1.430892903377461,0.2540081351005648,0.1113720985998558,0.4926974711478002,29.900978435619127,0.5690072639225182,0.4181494661921708,5.830006557516754e-07,0.0002507500003048,1,2.325299625000298,4954
local__cluster_mean_CU__h1__c32__moving_average__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,moving_average,1,32,0,1.8940960570380772,4.137720163856204,17.12072815438221,29.109293677385523,35.57058511559178,0.0,1.6663599581597528,0.0496605888104503,0.1257038929131671,0.4749026335253921,30.546729497448897,0.3317191283292978,0.2275747508305647,1.207999957841821e-06,0.0001659159997871,1,1.783930374999727,4954
local__cluster_mean_CU__h1__c32__lstm__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,lstm,1,32,0,1.9267061201397455,4.290679597338235,18.409931407014597,37.127513431596235,37.68972844723545,0.0,1.6950491596306954,-0.0219006584076897,0.1303507988142574,1.0521958951857413,31.16725075379284,0.0,0.0,11.974552666999443,0.1065860420003446,17473,13.955611333999514,4954
local__cluster_mean_CU__h1__c32__lstm__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,lstm,1,32,1,1.9285994802525663,4.289983365890968,18.403957279621196,37.18351749454385,37.79492197845741,0.0,1.6967148721306808,-0.0215690458350104,0.1303296473105732,1.0552910051688005,31.16247713700207,0.0,0.0,15.245099250000749,0.1460135420002188,17473,17.174786665999818,4954
local__cluster_mean_CU__h1__c32__historical_mean__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,historical_mean,1,32,0,1.976581650919062,4.274839839929822,18.274255657051228,38.5673414740581,40.39106007995253,0.0,1.7389279202003058,-0.0143695527695286,0.1298695871590009,1.1515314165944086,31.047915232391727,0.0,0.0,3.7957999666105025e-05,1.316699945164146e-05,1,1.7921633329997348,4954
local__cluster_mean_CU__h4__c32__lightgbm__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,lightgbm,4,32,0,1.4880666931847275,3.304542502622641,10.920001151639507,25.12352768613762,31.288226616572267,0.0,1.3091494189961117,0.3941690115872323,0.1003919647600223,0.4538073393880613,29.29970202624199,0.5284503631961259,0.4542143600416233,0.852408749999995,0.0081412079998699,-200,2.6311444579996532,4951
local__cluster_mean_CU__h4__c32__dlinear__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,dlinear,4,32,0,1.6998969355393585,3.7358819303912782,13.956813797824063,29.058608596433032,33.39590908479331,0.0,1.495510312613629,0.2256896147891687,0.1134960518152772,0.5417375461969569,29.75452888146313,0.326271186440678,0.3636977058029689,0.3519854999995004,0.0010712080002122,264,2.0898004170003333,4951
local__cluster_mean_CU__h4__c32__ridge__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,ridge,4,32,0,1.7050936626718265,3.6614166790116793,13.405972097344916,30.39343905670968,35.124570572734406,0.0,1.5000822127423736,0.2562497738245136,0.1112337983001798,0.6456266632194305,30.860817774233848,0.3529055690072639,0.3971389645776567,0.0119089999998323,0.0004420830000526,260,1.7563296669995907,4951
local__cluster_mean_CU__h4__c32__ewma__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,ewma,4,32,0,1.9398962415543703,4.332990627284087,18.77480777613174,29.699876083165833,36.23190754186665,0.0,1.706653370561247,-0.0416079810180134,0.1316362074370586,0.4949139651329989,30.848512658686793,0.3274818401937046,0.2406583629893238,7.500002539018169e-07,0.0002729160005401,1,1.7072542500000054,4951
local__cluster_mean_CU__h4__c32__historical_mean__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,historical_mean,4,32,0,1.976562924009693,4.276224120013216,18.286092724582808,38.553371430298725,40.35664546354737,0.0,1.7389114449155405,-0.0144945477298097,0.1299116415726572,1.150188912256581,31.049370170375123,0.0,0.0,2.845800008799415e-05,2.708000465645455e-06,1,1.6984781669998483,4951
local__cluster_mean_CU__h4__c32__persistence__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,persistence,4,32,0,1.991979444902721,4.787488300400313,22.920044226469876,29.53971845169125,37.24751793816492,0.0,1.7524743648185823,-0.271581646866569,0.1454438417303939,0.5096494710274906,31.54198412703492,0.3444309927360774,0.3444309927360774,2.845800008799415e-05,3.162499979225686e-05,0,1.693341791000421,4951
local__cluster_mean_CU__h4__c32__moving_average__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,moving_average,4,32,0,2.0813019805828668,4.464339343717369,19.93032577586283,31.57452494427329,39.04428973075328,0.0,1.8310572309122095,-0.1057149899994847,0.1356265799927086,0.4825387937298731,30.97048280429523,0.1761501210653753,0.1208471760797342,3.8749994928366505e-06,0.0003047919999517,1,1.7166511250006806,4951
local__cluster_mean_CU__h4__c32__drift__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,drift,4,32,0,2.1249474559689903,5.052910077434362,25.53190025063773,32.31584660431891,40.25572211783821,0.0,1.8694550050208865,-0.4164848657161277,0.1535073523874356,0.5517325910560889,35.34676964206396,0.3516949152542373,0.3415637860082304,5.000001692678779e-07,8.60840000314056e-05,0,1.7106878340000549,4951
local__cluster_mean_CU__h8__c32__lightgbm__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,lightgbm,8,32,0,1.6079375817850308,3.5538872769286516,12.630114777115349,27.02345976273954,33.43179150820196,0.0,1.4146076655144706,0.2997826707415739,0.1079670562516154,0.5015689493868121,29.11243547615068,0.4358353510895884,0.4070096099491238,3.086036791999504,0.0331434170002467,-800,4.847943458000373,4947
local__cluster_mean_CU__h8__c32__lightgbm__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,lightgbm,8,32,1,1.6079375817850308,3.5538872769286516,12.630114777115349,27.02345976273954,33.43179150820196,0.0,1.4146076655144706,0.2997826707415739,0.1079670562516154,0.5015689493868121,29.11243547615068,0.4358353510895884,0.4070096099491238,2.8672785830003704,0.0343971660004172,-800,4.643059458000607,4947
local__cluster_mean_CU__h8__c32__xgboost__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,xgboost,8,32,0,1.6174530046039808,3.5910894166651772,12.895923198484644,27.116344672979153,33.390584524680975,0.0,1.4229790041863082,0.2850461726027884,0.1090972568462401,0.5036686297697663,29.431410194787105,0.4052663438256658,0.404776299879081,7.757096792000084,0.0271076249991892,4800,9.535102625000036,4947
local__cluster_mean_CU__h8__c32__xgboost__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,xgboost,8,32,1,1.6174530046039808,3.5910894166651772,12.895923198484644,27.116344672979153,33.390584524680975,0.0,1.4229790041863082,0.2850461726027884,0.1090972568462401,0.5036686297697663,29.431410194787105,0.4052663438256658,0.404776299879081,7.532969041999422,0.0273166659999333,4800,9.259095833000174,4947
local__cluster_mean_CU__h8__c32__dlinear__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,dlinear,8,32,0,1.758638698045753,3.8221587572729336,14.608897565798175,30.31145492654636,35.22377898371659,0.0,1.5471892760688697,0.1900783629086334,0.116117140863772,0.5937074154163289,29.889840485009273,0.2754237288135593,0.3366629670736219,0.2236812499995721,0.001052958999935,528,1.9092553330001465,4947
local__cluster_mean_CU__h8__c32__dlinear__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,dlinear,8,32,1,1.7636032748612471,3.821775319814558,14.605966595143666,30.31209139526893,35.3872727279459,0.0,1.5515569384077506,0.1902408567956688,0.1161054920380183,0.5851808394648492,29.99943816796215,0.2845036319612591,0.3309859154929577,0.223012583000127,0.0010354170008213,528,1.8696943750001085,4947
local__cluster_mean_CU__h8__c32__ridge__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,ridge,8,32,0,1.7645939864272109,3.775335467555578,14.253157892583094,31.11641758142006,36.209469528072155,0.0,1.5524285320513111,0.2098006764652188,0.1146946498389108,0.6573275452174285,30.86081451397714,0.299636803874092,0.3549659376120473,0.0206320829993273,0.0008524579998265,520,1.767542833999869,4947
local__cluster_mean_CU__h8__c32__ridge__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,ridge,8,32,1,1.7645939864272109,3.775335467555578,14.253157892583094,31.11641758142006,36.209469528072155,0.0,1.5524285320513111,0.2098006764652188,0.1146946498389108,0.6573275452174285,30.86081451397714,0.299636803874092,0.3549659376120473,0.019963667000411,0.0009383750002598,520,1.7062327079993338,4947
local__cluster_mean_CU__h8__c32__lstm__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,lstm,8,32,1,1.9192532949025305,4.297669028377437,18.469959077474662,36.86262469857663,37.16876202689649,0.0,1.6884924227089797,-0.0239800385801056,0.1305631376520915,1.026565463515922,31.295333982857784,0.0,0.0,16.456847541999196,0.1114799159995527,17928,18.303310874999625,4947
local__cluster_mean_CU__h8__c32__lstm__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,lstm,8,32,0,1.9346466381114664,4.292225037822302,18.42319577530866,37.31479727833237,38.018662942651346,0.0,1.7020349516901616,-0.0213874671642608,0.1303977492791076,1.0569469802529388,31.337472559365352,0.0,0.0,12.876560707999488,0.1078532090004955,17928,14.759476083000663,4947
local__cluster_mean_CU__h8__c32__ewma__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,ewma,8,32,0,2.089961909073555,4.539866067152922,20.61038390768654,31.68288977095098,39.34797681036124,0.0,1.8386759353722015,-0.1426458293934245,0.1379210810171513,0.5051334811618937,31.77505443399567,0.2015738498789346,0.1481316725978647,4.999992597731762e-07,0.0002525419995436,1,1.6751728330000333,4947
local__cluster_mean_CU__h8__c32__ewma__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,ewma,8,32,1,2.089961909073555,4.539866067152922,20.61038390768654,31.68288977095098,39.34797681036124,0.0,1.8386759353722015,-0.1426458293934245,0.1379210810171513,0.5051334811618937,31.77505443399567,0.2015738498789346,0.1481316725978647,6.669997674180195e-07,0.0002742919996308,1,1.6599186250005005,4947
local__cluster_mean_CU__h8__c32__persistence__seed0,pilot,False,development_benchmark,local,cluster_mean_CU,persistence,8,32,0,2.248095380527262,5.246793735064202,27.52884449830896,32.37502769453789,42.384717770610145,0.0,1.9777962740140125,-0.5262073474663225,0.1593975357664876,0.5408134919088633,32.19579365088113,0.2185230024213075,0.2185230024213075,4.558400087262271e-05,3.937499968742486e-05,0,1.667933042000186,4947
local__cluster_mean_CU__h8__c32__persistence__seed1,pilot,False,development_benchmark,local,cluster_mean_CU,persistence,8,32,1,2.248095380527262,5.246793735064202,27.52884449830896,32.37502769453789,42.384717770610145,0.0,1.9777962740140125,-0.5262073474663225,0.1593975357664876,0.5408134919088633,32.19579365088113,0.2185230024213075,0.2185230024213075,4.325000008975621e-05,3.775000004679896e-05,0,1.6993427500001417,4947
local__jitterWithGoogleDns__h1__c32__dlinear__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,dlinear,1,32,1,0.3108049038294442,1.141231627486983,1.3024096275765875,147.25853666500362,2177.057739126579,0.0166632798211745,,0.1093256180552042,0.0442560835881251,0.0898883775472638,25.5496579105854,,,0.2071564580000995,0.0010267079996992,66,1.9150975830007155,4921
local__jitterWithGoogleDns__h1__c32__ridge__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,ridge,1,32,0,0.3183055339381109,1.1381724191089777,1.2954364556203817,148.84737977188533,2318.817852177115,0.0166632798211745,,0.1140943371208373,0.0441374498432922,0.0964864620548615,25.55454210045221,,,0.0019711670001925,0.0001165839994428,33,2.2289479579994804,4921
local__jitterWithGoogleDns__h1__c32__ridge__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,ridge,1,32,1,0.3183055339381109,1.1381724191089777,1.2954364556203817,148.84737977188533,2318.817852177115,0.0166632798211745,,0.1140943371208373,0.0441374498432922,0.0964864620548615,25.55454210045221,,,0.0036207500006639,0.0001180839999506,33,2.2467139589998624,4921
local__jitterWithGoogleDns__h1__c32__dlinear__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,dlinear,1,32,0,0.3201678780449573,1.1387568552888727,1.2967671754674026,149.51163385468925,2352.0506748262474,0.0166632798211745,,0.1131843023267208,0.0441601138282418,0.0989685884714126,25.54803064417839,,,0.2827792919997591,0.0010636670003805,66,2.3948987500007206,4921
local__jitterWithGoogleDns__h1__c32__ewma__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,ewma,1,32,0,0.3247623698826322,1.1761058776232929,1.3832250353800557,115.74558553167296,2291.896318868481,0.0166632798211745,,0.054058663732312,0.0456084801498155,0.0380247467315908,25.721373355486925,,,7.500002539018169e-07,0.0005059999994045,1,2.2875625839997156,4921
local__jitterWithGoogleDns__h1__c32__ewma__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,ewma,1,32,1,0.3247623698826322,1.1761058776232929,1.3832250353800557,115.74558553167296,2291.896318868481,0.0166632798211745,,0.054058663732312,0.0456084801498155,0.0380247467315908,25.721373355486925,,,8.750002962187864e-07,0.0003078749996348,1,2.45078624999951,4921
local__jitterWithGoogleDns__h1__c32__lightgbm__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,lightgbm,1,32,0,0.3273436948503652,1.145148487398238,1.3113650581904723,140.37048675868235,2302.520251005143,0.0166632798211745,,0.1032012985951945,0.0444079763988923,0.073779968131285,25.734247795841256,,,0.3793130000003657,0.0072869589994297,-100,2.706239541999821,4921
local__jitterWithGoogleDns__h1__c32__lightgbm__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,lightgbm,1,32,1,0.3273436948503652,1.145148487398238,1.3113650581904723,140.37048675868235,2302.520251005143,0.0166632798211745,,0.1032012985951945,0.0444079763988923,0.073779968131285,25.734247795841256,,,0.4282122909999089,0.0106953330005126,-100,2.9100608329999886,4921
local__jitterWithGoogleDns__h1__c32__lstm__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,lstm,1,32,0,0.3439458789544434,1.158588769130397,1.3423279359550888,150.0089655655162,2726.753418210873,0.0166632798211745,,0.082026822123037,0.0449291801733585,0.1062315187454223,25.51568341207504,,,8.40953675000037,0.1526772500001243,17217,11.043866166000043,4921
local__jitterWithGoogleDns__h1__c32__persistence__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,persistence,1,32,0,0.3527533021743548,1.5004739168026482,2.2514219750050803,112.42863732758148,2064.4476568824966,0.0166632798211745,,-0.5396721842542287,0.05818722289536,0.0159999999999995,25.787,,,2.28750004680478e-05,4.160001481068321e-07,0,2.38619029199981,4921
local__jitterWithGoogleDns__h1__c32__persistence__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,persistence,1,32,1,0.3527533021743548,1.5004739168026482,2.2514219750050803,112.42863732758148,2064.4476568824966,0.0166632798211745,,-0.5396721842542287,0.05818722289536,0.0159999999999995,25.787,,,3.6624999665946234e-05,5.000001692678779e-07,0,2.123499291000371,4921
local__jitterWithGoogleDns__h1__c32__lstm__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,lstm,1,32,1,0.3530658320413448,1.1606712651709348,1.3471577857934982,154.611509349308,2911.482458850042,0.0166632798211745,,0.078723849364984,0.0450099377659648,0.1243445439338684,25.407559245347976,,,14.72735449999982,0.1618071659995621,17217,17.234048833999623,4921
local__jitterWithGoogleDns__h1__c32__xgboost__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,xgboost,1,32,0,0.3547809162356839,1.2030686840959963,1.4473742586524725,140.65898854094308,2459.8496809449307,0.0166632798211745,,0.0101891555678858,0.0466540770192731,0.0906731797456741,25.61154830408096,,,0.6282916249992923,0.0040400420002697,600,3.1034209999997984,4921
local__jitterWithGoogleDns__h1__c32__xgboost__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,xgboost,1,32,1,0.3547809162356839,1.2030686840959963,1.4473742586524725,140.65898854094308,2459.8496809449307,0.0166632798211745,,0.0101891555678858,0.0466540770192731,0.0906731797456741,25.61154830408096,,,0.629074125000443,0.005053584000052,600,2.861634750000121,4921
local__jitterWithGoogleDns__h8__c32__dlinear__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,dlinear,8,32,0,0.3121701087459113,1.1419616725262698,1.3040764615189957,149.07927353860703,2227.6224909787265,0.0165325045852863,,0.0858326655796019,0.0442843941725004,0.0952983010411261,25.575773134350776,,,0.3023385840006085,0.001163957999779,528,2.4847427919994516,4907
local__jitterWithGoogleDns__h8__c32__ridge__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,ridge,8,32,0,0.3193451191728205,1.1400802841656097,1.2997830543431372,150.19314953530971,2356.9405539004806,0.0165325045852863,,0.0888423760600471,0.0442114353808356,0.1000893887988663,25.553235885459767,,,0.0117403750000448,0.0007133330000215,264,1.9717537500000617,4907
local__jitterWithGoogleDns__h8__c32__ridge__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,ridge,8,32,1,0.3193451191728205,1.1400802841656097,1.2997830543431372,150.19314953530971,2356.9405539004806,0.0165325045852863,,0.0888423760600471,0.0442114353808356,0.1000893887988663,25.553235885459767,,,0.0138967909997518,0.0007603329995617,264,2.150337333000607,4907
local__jitterWithGoogleDns__h8__c32__dlinear__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,dlinear,8,32,1,0.3237451019802713,1.1397760638191714,1.2990894756551237,150.94383372217058,2436.915645443996,0.0165325045852863,,0.0893285798978908,0.0441996379500977,0.1042985201478004,25.585573672771453,,,0.2870891250004206,0.0013056249999863,528,2.59671866699955,4907
local__jitterWithGoogleDns__h8__c32__lightgbm__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,lightgbm,8,32,0,0.3319516238473777,1.1472309484624097,1.3161388491099604,142.2116682258654,2399.5891586585835,0.0165325045852863,,0.0773768418329379,0.0444887326351421,0.0735420221169419,25.678118475456895,,,2.663387374999729,0.0542533329999059,-800,4.5327232090003235,4907
local__jitterWithGoogleDns__h8__c32__lightgbm__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,lightgbm,8,32,1,0.3319516238473777,1.1472309484624097,1.3161388491099604,142.2116682258654,2399.5891586585835,0.0165325045852863,,0.0773768418329379,0.0444887326351421,0.0735420221169419,25.678118475456895,,,2.98669554099979,0.0563698750002004,-800,4.870417875000385,4907
local__jitterWithGoogleDns__h8__c32__ewma__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,ewma,8,32,0,0.3339909858043298,1.201243540841922,1.4429860444144385,116.72349048033956,2387.500169168903,0.0165325045852863,,-0.0115439889863899,0.0465832993695242,0.0386037682954835,25.762297644411312,,,6.250002115848474e-07,0.0002902500000345,1,1.7111472500000673,4907
local__jitterWithGoogleDns__h8__c32__ewma__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,ewma,8,32,1,0.3339909858043298,1.201243540841922,1.4429860444144385,116.72349048033956,2387.500169168903,0.0165325045852863,,-0.0115439889863899,0.0465832993695242,0.0386037682954835,25.762297644411312,,,7.080006980686449e-07,0.0003103749995716,1,1.6560762919998524,4907
local__jitterWithGoogleDns__h8__c32__lstm__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,lstm,8,32,0,0.3382795249405304,1.1653690880158798,1.3580851113029633,148.11727327773903,2617.1035634270884,0.0165325045852863,,0.0479721989079278,0.0451921157178376,0.1054066017568112,25.39222419214249,,,20.009646290999623,0.1178259159996741,17672,22.752232083999843,4907
local__jitterWithGoogleDns__h8__c32__lstm__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,lstm,8,32,1,0.3546437900697618,1.1666112085772713,1.3609817119781216,154.9162543255664,2933.18158830565,0.0165325045852863,,0.045941660211596,0.0452402841965824,0.132510476768017,25.355804413080214,,,10.382948792000208,0.1249680410001019,17672,12.360143249999965,4907
local__jitterWithGoogleDns__h8__c32__persistence__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,persistence,8,32,0,0.3673087426125943,1.531557433696971,2.345668172712452,113.00589689964424,2394.101757632112,0.0165325045852863,,-0.6443308994210175,0.0593926177413801,0.0150000000000002,25.787,,,0.00013645800027,4.6042000576562714e-05,0,2.409614750000401,4907
local__jitterWithGoogleDns__h8__c32__persistence__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,persistence,8,32,1,0.3673087426125943,1.531557433696971,2.345668172712452,113.00589689964424,2394.101757632112,0.0165325045852863,,-0.6443308994210175,0.0593926177413801,0.0150000000000002,25.787,,,4.3416999687906355e-05,3.345900040585548e-05,0,1.9110126249997847,4907
local__jitterWithGoogleDns__h8__c32__xgboost__seed0,pilot,False,development_benchmark,local,jitterWithGoogleDns,xgboost,8,32,0,0.3758794435863957,1.36010980779111,1.8498986892495703,141.6882780392783,2715.077563470414,0.0165325045852863,,-0.2967927906077268,0.0527440108500837,0.0916445241272448,25.658450588107108,,,3.938537584000187,0.0308476250002058,4800,5.797286709000218,4907
local__jitterWithGoogleDns__h8__c32__xgboost__seed1,pilot,False,development_benchmark,local,jitterWithGoogleDns,xgboost,8,32,1,0.3758794435863957,1.36010980779111,1.8498986892495703,141.6882780392783,2715.077563470414,0.0165325045852863,,-0.2967927906077268,0.0527440108500837,0.0916445241272448,25.658450588107108,,,4.92647075000059,0.0322283340001376,4800,7.143935874999443,4907
local__machine01_CU__h1__c32__xgboost__seed0,pilot,False,development_benchmark,local,machine01_CU,xgboost,1,32,0,2.114711041514121,7.552404650236614,57.03881600091564,28.66917898930284,45.759094450926554,0.0,,0.6488948253735393,0.076617981008587,0.3761815472540482,89.66950141010737,,,0.907043541999883,0.0031949590002113,600,2.703341458000068,4525
local__machine01_CU__h1__c32__xgboost__seed1,pilot,False,development_benchmark,local,machine01_CU,xgboost,1,32,1,2.114711041514121,7.552404650236614,57.03881600091564,28.66917898930284,45.759094450926554,0.0,,0.6488948253735393,0.076617981008587,0.3761815472540482,89.66950141010737,,,1.015008499999567,0.0032515830007469,600,2.8947444579998773,4525
local__machine01_CU__h1__c32__lightgbm__seed1,pilot,False,development_benchmark,local,machine01_CU,lightgbm,1,32,1,2.2266191025359885,7.661331136752762,58.69599478697736,30.27661871325559,48.911824147467264,0.0,,0.6386939816698739,0.0777230234237818,0.4247421250204131,85.54693811094818,,,0.3598739999997633,0.0034639999994396,-100,2.335673250000582,4525
local__machine01_CU__h1__c32__lightgbm__seed0,pilot,False,development_benchmark,local,machine01_CU,lightgbm,1,32,0,2.2314621050467975,7.680506689781744,58.99018301178212,30.194332232358207,48.41147165525349,0.0,,0.6368830919059372,0.0779175564534385,0.4217780561037727,86.51631141124413,,,0.2099222920005559,0.0013787919997412,-50,1.953183292000176,4525
local__machine01_CU__h1__c32__persistence__seed0,pilot,False,development_benchmark,local,machine01_CU,persistence,1,32,0,2.73837543393514,11.387073694460009,129.66544732306312,36.63235486249238,48.51936910646006,0.0,,0.2018381039912995,0.1155201073658287,0.6925925931513865,94.75000000024149,,,1.650000012887176e-05,4.169996827840805e-07,0,1.6970290419994851,4525
local__machine01_CU__h1__c32__persistence__seed1,pilot,False,development_benchmark,local,machine01_CU,persistence,1,32,1,2.73837543393514,11.387073694460009,129.66544732306312,36.63235486249238,48.51936910646006,0.0,,0.2018381039912995,0.1155201073658287,0.6925925931513865,94.75000000024149,,,1.5999999959603883e-05,6.66000232740771e-07,0,1.8383252090006863,4525
local__machine01_CU__h1__c32__drift__seed0,pilot,False,development_benchmark,local,machine01_CU,drift,1,32,0,2.840223049095576,11.58759614782557,134.27238448510198,39.99712594330902,50.89690572453941,0.0,,0.1734798807640709,0.1175543767456184,0.7142174442375504,97.90298685807572,,,3.329996616230346e-07,4.716599960374879e-05,0,1.7825950830001602,4525
local__machine01_CU__h1__c32__dlinear__seed0,pilot,False,development_benchmark,local,machine01_CU,dlinear,1,32,0,3.2797179544062116,10.32467576959572,106.59892974727696,44.001171041874784,70.15738621738609,0.0,,0.3438251620911856,0.1047422441817812,0.6789284428512603,95.81569048503016,,,0.1544437920001655,0.0009947500002454,66,1.875912083000003,4525
local__machine01_CU__h1__c32__dlinear__seed1,pilot,False,development_benchmark,local,machine01_CU,dlinear,1,32,1,3.295349427806726,10.209252167614055,104.22882982193232,44.68562360518644,73.28477610503356,0.0,,0.358414426148787,0.1035712895316888,0.8376452126712701,95.43069717028712,,,0.1913933750001888,0.0009722499999043,66,1.8040336250005569,4525
local__machine01_CU__h1__c32__lstm__seed0,pilot,False,development_benchmark,local,machine01_CU,lstm,1,32,0,3.3658244376417294,12.83981361407403,164.86081364416083,48.07704054848677,56.89971056698175,0.0,,-0.0148086657805852,0.1302579299172085,1.0604800299085944,96.56544589699696,,,8.4480750419998,0.1043709170007787,17473,10.384465457999797,4525
local__machine01_CU__h1__c32__lstm__seed1,pilot,False,development_benchmark,local,machine01_CU,lstm,1,32,1,3.3997202457281688,12.833758802042738,164.70536498900944,49.111424161440134,58.85954191346429,0.0,,-0.0138517941089939,0.1301965047824722,1.1095758435764798,96.51449823082876,,,10.458158791999267,0.1022794589998739,17473,12.272567749999324,4525
local__machine01_CU__h1__c32__ridge__seed0,pilot,False,development_benchmark,local,machine01_CU,ridge,1,32,0,3.42185903771412,9.987110734304002,99.74238081925022,50.041318787551134,81.06094743434292,0.0,,0.3860309787173769,0.1013176989328275,1.049690731949099,95.14186524573832,,,0.0026453749997017,0.0001202499997816,65,1.7673707500007367,4525
local__machine01_CU__h1__c32__ridge__seed1,pilot,False,development_benchmark,local,machine01_CU,ridge,1,32,1,3.42185903771412,9.987110734304002,99.74238081925022,50.041318787551134,81.06094743434292,0.0,,0.3860309787173769,0.1013176989328275,1.049690731949099,95.14186524573832,,,0.0026320000006307,0.0001239170005646,65,1.7811463329999242,4525
local__machine01_CU__h1__c32__ewma__seed0,pilot,False,development_benchmark,local,machine01_CU,ewma,1,32,0,3.653258516824581,12.001993014021998,144.04783630863287,37.138647215067024,69.15197012731751,0.0,,0.1133066170080653,0.1217583690758309,0.5269932539414606,95.28546372738565,,,6.66000232740771e-07,0.0008538329993825,1,1.710202124999341,4525
local__machine01_CU__h1__c32__ewma__seed1,pilot,False,development_benchmark,local,machine01_CU,ewma,1,32,1,3.653258516824581,12.001993014021998,144.04783630863287,37.138647215067024,69.15197012731751,0.0,,0.1133066170080653,0.1217583690758309,0.5269932539414606,95.28546372738565,,,5.410001904238015e-07,0.0002296250004292,1,1.926905667000028,4525
local__machine01_CU__h1__c32__moving_average__seed0,pilot,False,development_benchmark,local,machine01_CU,moving_average,1,32,0,4.18289521574824,13.13863323030695,172.62368316052604,38.06754157862826,87.29679611755762,0.0,,-0.0625933823690587,0.133289408862237,0.4969907401095115,96.04047098292158,,,7.500002539018169e-07,0.0001582090008014,1,1.6780977499993242,4525
