base_model,horizon,reconciliation_method,nonnegative,mean_mae,std_mae,mean_rmse,mean_r2,mean_mase,mase_valid,coh_before_mean,coh_after_mean,coh_before_wsum,coh_after_wsum,rel_vs_ind,rel_vs_pers,macro_mae,core_w_mae,worst_mae,best_mae,improved,degraded,adj_mag,wall_train,pct_gt100_top,pct_neg_top
persistence,1,mint,False,1.3203317692824488,0.19491519599264587,3.248019337805447,0.38138237423810617,1.1201279984259291,True,0.0,0.0,0.0,0.0,1.0000000000000024,1.0000000000000024,1.6601191991330697,1.7355249079148594,3.2369200652082033,0.07462523019546477,0.0,0.0,3.0515767217162624e-13,0.00018643033308756666,0.0,0.0
persistence,1,wls,False,1.3203317692824654,0.19491519599273308,3.248019337805443,0.3813823742381093,1.1201279984259456,True,0.0,0.0,0.0,0.0,1.0000000000000078,1.0000000000000078,1.6601191991330675,1.7355249079148563,3.2369200652082006,0.0746252301954648,0.0,0.0,1.358648811167342e-13,0.00018643033308756666,0.0,0.0
persistence,8,bottom_up,False,1.3159518625014526,0.17816597179665647,3.2246153625388714,0.3869966687414746,1.1155259607602044,True,0.0,0.0,0.0,0.0,1.0,1.0,1.6540960024896518,1.7291656168871874,3.149479316312379,0.07443426537855666,0.0,0.0,0.0,0.0002996806673156666,0.0,0.0
persistence,8,bottom_up,True,1.3159518625014526,0.17816597179665647,3.2246153625388714,0.3869966687414746,1.1155259607602044,True,0.0,0.0,0.0,0.0,1.0,1.0,1.6540960024896518,1.7291656168871874,3.149479316312379,0.07443426537855666,0.0,0.0,0.0,0.0002996806673156666,0.0,0.0
persistence,8,independent,False,1.3159518625014526,0.17816597179665647,3.2246153625388714,0.3869966687414746,1.1155259607602044,True,0.0,0.0,0.0,0.0,1.0,1.0,1.6540960024896518,1.7291656168871874,3.149479316312379,0.07443426537855666,0.0,0.0,0.0,0.0002996806673156666,0.0,0.0
persistence,8,independent,True,1.3159518625014526,0.17816597179665647,3.2246153625388714,0.3869966687414746,1.1155259607602044,True,0.0,0.0,0.0,0.0,1.0,1.0,1.6540960024896518,1.7291656168871874,3.149479316312379,0.07443426537855666,0.0,0.0,0.0,0.0002996806673156666,0.0,0.0
persistence,8,mint,False,1.3159518625014635,0.17816597179667196,3.2246153625388785,0.38699666874147204,1.1155259607602142,True,0.0,0.0,0.0,0.0,1.000000000000007,1.000000000000007,1.6540960024896532,1.7291656168871892,3.149479316312386,0.07443426537855664,0.0,0.0,9.844109108603098e-14,0.0002996806673156666,0.0,0.0
persistence,8,mint,True,1.3159518625014635,0.17816597179667196,3.2246153625388785,0.38699666874147204,1.1155259607602142,True,0.0,0.0,0.0,0.0,1.000000000000007,1.000000000000007,1.6540960024896532,1.7291656168871892,3.149479316312386,0.07443426537855664,0.0,0.0,9.844109108603098e-14,0.0002996806673156666,0.0,0.0
persistence,8,ols,False,1.3159518625014532,0.17816597179665636,3.2246153625388723,0.38699666874147415,1.1155259607602048,True,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.654096002489652,1.7291656168871876,3.149479316312379,0.07443426537855669,0.0,0.0,3.851543818417218e-15,0.0002996806673156666,0.0,0.0
persistence,8,ols,True,1.3159518625014532,0.17816597179665636,3.2246153625388723,0.38699666874147415,1.1155259607602048,True,0.0,0.0,0.0,0.0,1.0000000000000004,1.0000000000000004,1.654096002489652,1.7291656168871876,3.149479316312379,0.07443426537855669,0.0,0.0,3.851543818417218e-15,0.0002996806673156666,0.0,0.0
persistence,8,wls,False,1.3159518625014848,0.17816597179669622,3.2246153625388794,0.38699666874147237,1.1155259607602337,True,0.0,0.0,0.0,0.0,1.0000000000000218,1.0000000000000218,1.6540960024896547,1.729165616887191,3.149479316312407,0.07443426537855667,0.0,0.0,2.3862385093532463e-13,0.0002996806673156666,0.0,0.0
persistence,8,wls,True,1.3159518625014848,0.17816597179669622,3.2246153625388794,0.38699666874147237,1.1155259607602337,True,0.0,0.0,0.0,0.0,1.0000000000000218,1.0000000000000218,1.6540960024896547,1.729165616887191,3.149479316312407,0.07443426537855667,0.0,0.0,2.3862385093532463e-13,0.0002996806673156666,0.0,0.0
persistence,16,bottom_up,False,1.3277964819268033,0.1895870069493675,3.2520672198275236,0.38331140710627815,1.1260819921823182,True,0.0,0.0,0.0,0.0,1.0,1.0,1.664322326321553,1.740551549550892,3.182874254722858,0.07377939224850168,0.0,0.0,0.0,0.00047719466662476663,0.0,0.0
