base_model,horizon,reconciliation_method,nonnegative,fold,mae_machine01_CU,mae_machine02_CU,mae_machine03_CU,mae_machine04_CU,mae_machine05_CU,mae_machine06_CU,mae_machine07_CU,macro_machine_mae,core_weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,top_mae_weighted_mean
ridge,1,independent,False,1,2.5473374832200193,1.277374359604288,0.7581520085368049,2.4443474019625064,0.6001959854470273,0.07945057116513478,0.9810311409377132,1.2411269929819277,1.2996482418995434,2.5473374832200193,0.07945057116513478,0,0,1.0386258182547239
ridge,1,bottom_up,False,1,2.5473374832200193,1.277374359604288,0.7581520085368049,2.4443474019625064,0.6001959854470273,0.07945057116513478,0.9810311409377132,1.2411269929819277,1.2996482418995434,2.5473374832200193,0.07945057116513478,0,0,0.9159785024691542
ridge,1,wls,False,1,2.6843659794998818,1.2778242058002722,0.7610637317372251,2.5294789427661923,0.6002564693578013,0.07945392270460017,0.9812809741089253,1.2733891751392712,1.3341037601935073,2.6843659794998818,0.07945392270460017,0,7,0.9349370499453465
ridge,1,mint,False,1,2.6417942060589645,1.2776605416899354,0.7603604137056805,2.540058986693026,0.6003098102427034,0.07947636678209088,0.9811253819677854,1.268683672448598,1.3290752136009716,2.6417942060589645,0.07947636678209088,0,7,0.9320871074165237
lightgbm,8,independent,False,1,1.7768245255286672,1.149809394010302,0.761773957929364,2.081802796860142,0.572021755931432,0.14303286015872352,0.8900138325340149,1.0536113032789494,1.09947138588605,2.081802796860142,0.14303286015872352,0,0,0.8619293246865776
lightgbm,8,independent,True,1,1.77590252392353,1.149809394010302,0.761773957929364,2.0733788011163345,0.572021755931432,0.14303286015872352,0.8900138325340149,1.0522761608005287,1.098045725273499,2.0733788011163345,0.14303286015872352,2,0,0.7935678500243805
lightgbm,8,bottom_up,False,1,1.7768245255286672,1.149809394010302,0.761773957929364,2.081802796860142,0.572021755931432,0.14303286015872352,0.8900138325340149,1.0536113032789494,1.09947138588605,2.081802796860142,0.14303286015872352,0,0,0.7941093241956438
lightgbm,8,bottom_up,True,1,1.77590252392353,1.149809394010302,0.761773957929364,2.0733788011163345,0.572021755931432,0.14303286015872352,0.8900138325340149,1.0522761608005287,1.098045725273499,2.0733788011163345,0.14303286015872352,2,0,0.7935678500243805
lightgbm,8,wls,False,1,1.9127767382043843,1.1503420092705885,0.7677488631889609,2.2139355646470746,0.572186890180623,0.14303992648403738,0.8902187876578246,1.0928926828047847,1.141421374929106,2.2139355646470746,0.14303992648403738,0,7,0.7873944212939674
lightgbm,8,wls,True,1,1.8847740600685714,1.1503420092705885,0.7677488631889609,2.1758573345350083,0.572186890180623,0.14303992648403738,0.8902187876578246,1.0834525530550876,1.1313412363828192,2.1758573345350083,0.14303992648403738,0,7,0.7906225858799558
lightgbm,8,mint,False,1,1.9029745722237879,1.1497816635312266,0.7623578685518343,2.256707587415843,0.5720734842707428,0.143030788847175,0.8901873779904098,1.0967304775472884,1.1455001526274349,2.256707587415843,0.143030788847175,2,5,0.7877895503581098
