family,family_size,model_a,method_a,model_b,method_b,fold,horizon,p_value_raw,p_value_holm,holm_rank,reject_holm_0.05,relative_mae_diff_mean,n_seeds
memory_dlinear_reconciliation,27,dlinear,bottom_up,dlinear,independent,1,16,0.0,0.0,9,True,-0.0582415358885147,3
memory_dlinear_reconciliation,27,dlinear,bottom_up,dlinear,independent,2,1,0.0037333333333333,0.0410666666666666,17,True,0.0348905031085761,3
memory_dlinear_reconciliation,27,dlinear,bottom_up,dlinear,independent,2,8,0.0,0.0,13,True,0.0591883858977641,3
memory_dlinear_reconciliation,27,dlinear,bottom_up,dlinear,independent,2,16,0.0,0.0,7,True,0.0542540723433769,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,0,1,0.0098666666666666,0.0888,19,False,-0.025247707509548,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,0,8,0.0,0.0,8,True,-0.0831055687468494,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,0,16,0.0057333333333333,0.0573333333333333,18,False,-0.0411384416845895,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,1,1,0.0,0.0,6,True,-0.0529222880369096,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,1,8,0.0,0.0,1,True,-0.0482747762842002,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,1,16,0.0,0.0,5,True,-0.0615175987384084,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,2,1,0.5753333333333334,1.0,26,False,-0.0037773267236571,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,2,8,0.1735999999999999,1.0,21,False,0.0104914661120557,3
memory_dlinear_reconciliation,27,dlinear,mint,dlinear,independent,2,16,0.3349333333333333,1.0,24,False,0.0079613058375027,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,0,1,0.0026666666666666,0.032,16,True,-0.02574276777491,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,0,8,0.0,0.0,2,True,-0.0750952388626274,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,0,16,0.0006666666666666,0.0086666666666666,15,True,-0.039765022274633,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,1,1,0.0,0.0,14,True,-0.0530848954016312,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,1,8,0.0,0.0,3,True,-0.0483836156894536,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,1,16,0.0,0.0,4,True,-0.0620181849416066,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,2,1,0.6097333333333333,1.0,27,False,-0.0028492566914231,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,2,8,0.1242666666666666,0.9941333333333334,20,False,0.0122398877287155,3
memory_dlinear_reconciliation,27,dlinear,wls,dlinear,independent,2,16,0.264,1.0,23,False,0.0093725619471189,3
