pack_id,total_training_time_sec,median_hierarchy_job_time_sec,cpu_time_sec,peak_rss_bytes,pack_wall_time_sec,warm_infer_latency_ms,forecasts_per_sec,reconciliation_overhead_sec,serialized_model_size_bytes
shared_tuning,,,332.666525,701923328,277.9170440409998,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
memory_classical,101.48478651101141,0.0562701649996597,552.661645,524681216,379.05838975000006,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
memory_dlinear,19.03234658299698,2.177500207999401,113.280828,712130560,114.68809333399986,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
cpu_classical,715.9019503720037,0.0530217100003937,618.674772,533905408,358.3801194590005,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
cpu_dlinear,16.539734042995406,1.9572484179980163,108.132018,749076480,109.07871016699937,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
disk_boundary,40.3193480890086,0.02429970900084295,285.514411,497074176,221.123122125,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
supporting_statistics,0.0,0.0,181.989665,not_recorded_by_frozen_runner,184.4321977080017,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
peak_analysis,0.0,0.0,2.5979650000000003,not_recorded_by_frozen_runner,2.6366080839998176,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner,not_recorded_by_frozen_runner
