hierarchy,base_model,horizon,method_b,relative_mae_diff,rel_ci_low,rel_ci_high,prob_improvement,p_value_raw,p_value_holm,effect_class,tradeoff_class,fold,correction_family,reject_holm_0.05,fold_consistency
cpu_core_weighted,ridge,8,bottom_up,-0.1168410930883637,-0.1449601929109735,-0.0946660087740376,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,8,wls,-0.0980827345127191,-0.1178091018659316,-0.0827469324887329,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,8,mint,-0.1011141079122268,-0.1217317504115464,-0.0850350712183817,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,8,bottom_up,-0.0660017249184441,-0.0841147925469859,-0.0463206490063653,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,8,wls,-0.0644661407960494,-0.0770381393726332,-0.0509875356553974,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,8,mint,-0.0681434968401751,-0.0827242321400789,-0.0525914942540661,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,bottom_up,-0.1072658424133939,-0.1344175794808335,-0.0847086371192561,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,wls,-0.0861720536410025,-0.1047742337311145,-0.0712266569851021,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,mint,-0.1014357264368375,-0.1253731296177167,-0.0821160523664346,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,bottom_up,-0.1176994173655411,-0.1471578947835123,-0.0948027606567042,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,wls,-0.0989785070418635,-0.1200558461284272,-0.0832896301560284,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,mint,-0.1021284844818822,-0.1241377872777976,-0.0856418385959605,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,bottom_up,-0.0618000893390227,-0.082647055487024,-0.0409709453303677,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,wls,-0.0614635933394532,-0.0759274382903821,-0.04762757873683,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,ridge,16,mint,-0.0645072238249258,-0.0809197222165206,-0.0485732370486103,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_ridge,True,strongly_consistent
cpu_core_weighted,lightgbm,1,bottom_up,-0.0933089925624334,-0.1310077321095921,-0.055331543094769,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,wls,-0.0987676459152578,-0.1195181678929536,-0.0783225367280908,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,mint,-0.10071003332852,-0.1226906074553549,-0.0790339544839074,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,bottom_up,-0.0771792523665338,-0.1223417383892245,-0.0333001982225351,0.9988,0.0024,0.0048,substantial_improvement,pareto_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,wls,-0.0856679648323926,-0.1132795903294471,-0.0573357563217711,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,mint,-0.0859975055022619,-0.1142343553252091,-0.0571299675355164,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,bottom_up,-0.1119560758878647,-0.145297733150471,-0.0749104121211508,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,wls,-0.1154836356358882,-0.1384426837120964,-0.0913178054419174,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,1,mint,-0.1200825828937573,-0.1476151620794121,-0.0898174929063283,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,bottom_up,-0.0855442234357979,-0.1261671124365099,-0.0470826930364169,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,wls,-0.0948958823097138,-0.115982088493064,-0.0756753271843489,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,mint,-0.1006064818253288,-0.1264103615879657,-0.077330025419469,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,bottom_up,-0.0786839460597247,-0.1277432606537507,-0.0316498563876759,0.9996,0.0008,0.0032,substantial_improvement,pareto_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,wls,-0.0864744953650499,-0.1154364023734721,-0.0573598877861618,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,mint,-0.0860160713935878,-0.1143907180204396,-0.0574906125679923,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,bottom_up,-0.098098439035294,-0.1342768797523754,-0.0581835382237925,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,wls,-0.1063778253278368,-0.1312934294556903,-0.0800199306217958,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,8,mint,-0.1079850266914408,-0.1380641933115599,-0.0756158153641432,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,bottom_up,-0.0773745000034978,-0.1252840572515126,-0.028923053472727,0.9996,0.0008,0.0032,substantial_improvement,pareto_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,wls,-0.0887298405573946,-0.1133702849308594,-0.0645821817750423,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,mint,-0.0932266438937152,-0.1241516739287068,-0.0631819267539927,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,0,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,bottom_up,-0.0756850951051728,-0.1259852105611831,-0.0293450914674387,0.9982,0.0036,0.0048,substantial_improvement,pareto_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,wls,-0.0873873796176533,-0.1179393047631855,-0.0570130200043684,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,mint,-0.0863291505954958,-0.1154730413314151,-0.0572313508817904,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,bottom_up,-0.1111392780178638,-0.1452707527418825,-0.0751490293441645,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,wls,-0.1160214460539701,-0.1392365366589506,-0.0912807027462387,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,lightgbm,16,mint,-0.119242112870843,-0.1475714036150374,-0.0896639937970474,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_lightgbm,True,strongly_consistent
cpu_core_weighted,dlinear,1,bottom_up,-0.0715281609392741,-0.0926037780892894,-0.0512135325400868,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,wls,-0.0631241665013568,-0.0778468978828488,-0.0493755496784983,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,mint,-0.0690703928356879,-0.0864047933760045,-0.0528877970871683,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,bottom_up,-0.1182097734542936,-0.1417521841265584,-0.0990523134123308,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,wls,-0.0977921306276794,-0.1144078431824921,-0.0847649545963958,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,mint,-0.0994519825898281,-0.1164579481685014,-0.0861665613225491,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,bottom_up,-0.0512584022680809,-0.0663028130968989,-0.03515283190027,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,wls,-0.0522380717598631,-0.0616923302336848,-0.0426257974291498,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,1,mint,-0.0544221913164104,-0.0652267031087855,-0.0429063234970355,1.0,0.0,0.0,substantial_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,bottom_up,-0.0715592469589096,-0.093180931300903,-0.0529676083188324,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,wls,-0.0581057617665385,-0.0726744225440897,-0.0457793323424481,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,mint,-0.067401567783851,-0.0857304073806907,-0.0518560273201706,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,bottom_up,-0.0943247750971397,-0.1250371004729721,-0.0713517890697219,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,wls,-0.0759971584908335,-0.0969265897763357,-0.060633278083209,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,mint,-0.0773891415123241,-0.098796255067812,-0.061616991619573,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,bottom_up,-0.0369194527238101,-0.0540225896545446,-0.0191844877194259,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,wls,-0.0411257096960221,-0.0522046776975686,-0.0294604489197636,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,8,mint,-0.0421509604698407,-0.0546634291292575,-0.0290547153008005,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,bottom_up,-0.0692192382094032,-0.0959015286795559,-0.0482581618228772,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,wls,-0.0606073750070855,-0.0784825561810929,-0.0466848169505852,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,mint,-0.0674392285731934,-0.0886453171569947,-0.050830434191578,1.0,0.0,0.0,substantial_improvement,pareto_improvement,0,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,bottom_up,-0.1038757324816176,-0.1308228949972756,-0.0821352786721621,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,wls,-0.0867761658006586,-0.1053579461997127,-0.0723190453858994,1.0,0.0,0.0,substantial_improvement,aggregate_focused_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,mint,-0.089057680264674,-0.1082896723110663,-0.0740674396438175,1.0,0.0,0.0,substantial_improvement,pareto_improvement,1,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,bottom_up,-0.0437529706294919,-0.0654471480395372,-0.0229377895411908,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,wls,-0.0476158078118804,-0.0626471733849135,-0.0341616893474007,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
cpu_core_weighted,dlinear,16,mint,-0.0488782187186385,-0.0656306651991728,-0.033654356737889,1.0,0.0,0.0,modest_improvement,pareto_improvement,2,cpu_dlinear,True,strongly_consistent
disk_ud,persistence,1,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,accuracy_costly_coherence,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,wls,2.2278979951581095e-11,1.8463961817987187e-11,2.758379890987299e-11,0.0,0.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,mint,3.7823825296493174e-11,3.1367165985790966e-11,4.6813736130755873e-11,0.0,0.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,consistently_harmful
disk_ud,persistence,1,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,wls,-4.5537502620457105e-11,-6.048147497281449e-11,-3.6186195031991495e-11,1.0,0.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,mint,1.6105077629648134e-10,1.2747815239424426e-10,2.1454524268067328e-10,0.0,0.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,consistently_harmful
disk_ud,persistence,1,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,wls,2.968268605246164e-11,2.4501640899724345e-11,3.671406061599168e-11,0.0,0.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,persistence,1,mint,3.70015753760828e-11,3.0525237523154276e-11,4.577454938452726e-11,0.0,0.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,consistently_harmful
disk_ud,persistence,8,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,accuracy_costly_coherence,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,wls,-1.2404124318131004e-11,-1.5298073318858068e-11,-1.0282194166088197e-11,1.0,0.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,directionally_consistent
disk_ud,persistence,8,mint,4.541559339563747e-12,3.7640350205587766e-12,5.608900681982238e-12,0.0,0.0,,accuracy_neutral,coherence_only,0,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,wls,-1.952992793243229e-12,-3.295493620501698e-12,-7.398908286322715e-13,0.9992,0.0016,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,directionally_consistent
disk_ud,persistence,8,mint,1.1654279263011564e-10,9.194362427090864e-11,1.559394731639645e-10,0.0,0.0,,accuracy_neutral,coherence_only,1,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,bottom_up,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,top_down,0.0,0.0,0.0,0.0,1.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,persistence,8,wls,6.676251548754634e-13,5.463172653559698e-13,8.296020205302099e-13,0.0,0.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,directionally_consistent
disk_ud,persistence,8,mint,-2.583092209383059e-11,-3.2066613063511323e-11,-2.120647178572292e-11,1.0,0.0,,accuracy_neutral,coherence_only,2,disk_persistence_descriptive,False,mixed
disk_ud,ridge,1,bottom_up,0.1702714568218415,0.122488193489708,0.2315370258692896,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_ridge,True,unstable
disk_ud,ridge,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,0,disk_ridge,False,mixed
disk_ud,ridge,1,wls,0.0398329427101835,0.0172964923408045,0.0681041536490118,0.0,0.0,0.0,modest_degradation,accuracy_costly_coherence,0,disk_ridge,True,mixed
disk_ud,ridge,1,mint,0.0228780689877235,0.0054924802906587,0.0447118484376023,0.004,0.008,0.072,modest_degradation,accuracy_costly_coherence,0,disk_ridge,False,mixed
disk_ud,ridge,1,bottom_up,0.2949651260001284,0.2211026725262162,0.4066951669746431,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_ridge,True,unstable
disk_ud,ridge,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,1,disk_ridge,False,mixed
disk_ud,ridge,1,wls,0.0924490993436074,0.0595978333383769,0.1424065885603524,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_ridge,True,mixed
disk_ud,ridge,1,mint,0.045961143839671,0.0240539486708899,0.0785662704613704,0.0,0.0,0.0,modest_degradation,accuracy_costly_coherence,1,disk_ridge,True,mixed
disk_ud,ridge,1,bottom_up,0.0146636858213597,-0.0010248314602404,0.0291751032838416,0.0324,0.0648,0.5184,accuracy_neutral,coherence_only,2,disk_ridge,False,unstable
disk_ud,ridge,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,2,disk_ridge,False,mixed
disk_ud,ridge,1,wls,-0.0184041918251741,-0.0269689884496116,-0.0109092208625003,1.0,0.0,0.0,accuracy_neutral,coherence_only,2,disk_ridge,True,mixed
disk_ud,ridge,1,mint,-0.0176419348430101,-0.0244686508226529,-0.0116740123074633,1.0,0.0,0.0,accuracy_neutral,coherence_only,2,disk_ridge,True,mixed
disk_ud,ridge,8,bottom_up,0.170788174917848,0.1232717814605247,0.2316316243861461,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_ridge,True,unstable
disk_ud,ridge,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,0,disk_ridge,False,mixed
disk_ud,ridge,8,wls,0.0441818905168935,0.0207297126019681,0.0736430533829245,0.0002,0.0004,0.0048,modest_degradation,accuracy_costly_coherence,0,disk_ridge,True,mixed
disk_ud,ridge,8,mint,0.0315001261996693,0.011709657043806,0.0562901862768859,0.0008,0.0016,0.0176,modest_degradation,accuracy_costly_coherence,0,disk_ridge,True,mixed
disk_ud,ridge,8,bottom_up,0.224460247558872,0.159545387408595,0.3252884250476784,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_ridge,True,unstable
disk_ud,ridge,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,1,disk_ridge,False,mixed
disk_ud,ridge,8,wls,0.0593650429476112,0.0283095880041272,0.1060148345142511,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_ridge,True,mixed
disk_ud,ridge,8,mint,0.0263080411840505,0.0057127934338421,0.0565732910932972,0.0028,0.0056,0.056,modest_degradation,accuracy_costly_coherence,1,disk_ridge,False,mixed
disk_ud,ridge,8,bottom_up,0.0148108768878599,-0.0012438959483522,0.0293746836681584,0.0338,0.0676,0.5184,accuracy_neutral,coherence_only,2,disk_ridge,False,unstable
disk_ud,ridge,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,2,disk_ridge,False,mixed
disk_ud,ridge,8,wls,-0.0183057620276011,-0.0272794922891512,-0.0106744395327912,1.0,0.0,0.0,accuracy_neutral,coherence_only,2,disk_ridge,True,mixed
disk_ud,ridge,8,mint,-0.017574762465731,-0.0246456619406215,-0.0115814580975793,1.0,0.0,0.0,accuracy_neutral,coherence_only,2,disk_ridge,True,mixed
disk_ud,lightgbm,1,bottom_up,8.0615991334025,6.888688268319738,9.482505493028892,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,0,disk_lightgbm,False,mixed
disk_ud,lightgbm,1,wls,4.153692780435707,3.514338156616206,4.934113417747041,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,mint,4.969001167531352,4.2113333845875305,5.88865442506585,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,bottom_up,4.204766659753241,3.9668276312798136,4.492903133105125,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,1,disk_lightgbm,False,mixed
disk_ud,lightgbm,1,wls,0.2771189406742233,0.2629106063019999,0.2939817317572912,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,mint,-0.0292364286877071,-0.0308747368215555,-0.027736116020436,1.0,0.0,0.0,modest_improvement,pareto_improvement,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,bottom_up,6.414938945041829,4.727244691130371,9.450720942547704,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,2,disk_lightgbm,False,mixed
disk_ud,lightgbm,1,wls,2.193496783772435,1.3330922926931614,3.740897665344069,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
disk_ud,lightgbm,1,mint,3.121910582203689,2.078959321608476,4.990653944349546,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,bottom_up,8.665741611714822,7.413020618098886,10.213608759689118,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,0,disk_lightgbm,False,mixed
disk_ud,lightgbm,8,wls,5.490974284494917,4.650897193837996,6.515649824270985,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,mint,6.760274038308801,5.7523963164953145,7.994427151573363,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,0,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,bottom_up,1.4329023428863308,1.2788804371668785,1.6229887707645902,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,1,disk_lightgbm,False,mixed
disk_ud,lightgbm,8,wls,0.1229285713964224,0.1100868400857023,0.1382075159347094,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,mint,0.094046857569682,0.0834394488136926,0.1064223914971981,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,1,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,bottom_up,15.210982897038615,12.433158541882504,21.30586050771815,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,top_down,0.0,0.0,0.0,0.0,1.0,1.0,accuracy_neutral,accuracy_costly_coherence,2,disk_lightgbm,False,mixed
disk_ud,lightgbm,8,wls,3.5214350902911833,2.8782016987724637,4.942919798234909,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
disk_ud,lightgbm,8,mint,5.284268915905346,4.320061717708538,7.4236760905087245,0.0,0.0,0.0,substantial_degradation,accuracy_costly_coherence,2,disk_lightgbm,True,unstable
