hierarchy,base_model,horizon,fold,method_b,relative_mae_diff,rel_ci_low,rel_ci_high,rel_ci_crosses_zero,prob_improvement,p_value_raw,n_boot,block_length,n_paired
cpu_core_weighted,dlinear,8,1,wls,-0.07599715849083359,-0.0969265897763357,-0.060633278083209015,False,1.0,0.0,5000,32,4778
cpu_core_weighted,dlinear,8,1,mint,-0.07738914151232411,-0.098796255067812,-0.06161699161957304,False,1.0,0.0,5000,32,4778
cpu_core_weighted,dlinear,8,2,bottom_up,-0.03691945272381015,-0.054022589654544616,-0.019184487719425925,False,1.0,0.0,5000,32,4341
cpu_core_weighted,dlinear,8,2,wls,-0.041125709696022125,-0.052204677697568654,-0.029460448919763606,False,1.0,0.0,5000,32,4341
cpu_core_weighted,dlinear,8,2,mint,-0.04215096046984075,-0.05466342912925753,-0.029054715300800574,False,1.0,0.0,5000,32,4341
cpu_core_weighted,dlinear,16,0,bottom_up,-0.0692192382094032,-0.09590152867955595,-0.04825816182287725,False,1.0,0.0,5000,32,3707
cpu_core_weighted,dlinear,16,0,wls,-0.060607375007085566,-0.07848255618109297,-0.04668481695058525,False,1.0,0.0,5000,32,3707
cpu_core_weighted,dlinear,16,0,mint,-0.06743922857319344,-0.08864531715699478,-0.05083043419157805,False,1.0,0.0,5000,32,3707
cpu_core_weighted,dlinear,16,1,bottom_up,-0.10387573248161763,-0.1308228949972756,-0.08213527867216217,False,1.0,0.0,5000,32,4317
cpu_core_weighted,dlinear,16,1,wls,-0.08677616580065863,-0.10535794619971277,-0.07231904538589949,False,1.0,0.0,5000,32,4317
cpu_core_weighted,dlinear,16,1,mint,-0.08905768026467402,-0.10828967231106634,-0.07406743964381753,False,1.0,0.0,5000,32,4317
cpu_core_weighted,dlinear,16,2,bottom_up,-0.04375297062949198,-0.06544714803953725,-0.022937789541190884,False,1.0,0.0,5000,32,3798
cpu_core_weighted,dlinear,16,2,wls,-0.04761580781188045,-0.06264717338491355,-0.03416168934740075,False,1.0,0.0,5000,32,3798
cpu_core_weighted,dlinear,16,2,mint,-0.04887821871863851,-0.06563066519917289,-0.033654356737889024,False,1.0,0.0,5000,32,3798
disk_ud,persistence,1,0,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,persistence,1,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,persistence,1,0,wls,2.2278979951581098e-11,1.8463961817987187e-11,2.7583798909872994e-11,False,0.0,0.0,5000,32,8276
disk_ud,persistence,1,0,mint,3.7823825296493174e-11,3.1367165985790966e-11,4.6813736130755873e-11,False,0.0,0.0,5000,32,8276
disk_ud,persistence,1,1,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,persistence,1,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,persistence,1,1,wls,-4.5537502620457105e-11,-6.048147497281449e-11,-3.61861950319915e-11,False,1.0,0.0,5000,32,8276
disk_ud,persistence,1,1,mint,1.6105077629648134e-10,1.2747815239424426e-10,2.1454524268067328e-10,False,0.0,0.0,5000,32,8276
disk_ud,persistence,1,2,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8279
disk_ud,persistence,1,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8279
disk_ud,persistence,1,2,wls,2.968268605246164e-11,2.4501640899724342e-11,3.6714060615991676e-11,False,0.0,0.0,5000,32,8279
disk_ud,persistence,1,2,mint,3.7001575376082796e-11,3.052523752315428e-11,4.577454938452726e-11,False,0.0,0.0,5000,32,8279
disk_ud,persistence,8,0,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,persistence,8,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,persistence,8,0,wls,-1.2404124318131004e-11,-1.5298073318858068e-11,-1.0282194166088195e-11,False,1.0,0.0,5000,32,8269
disk_ud,persistence,8,0,mint,4.541559339563747e-12,3.764035020558777e-12,5.608900681982238e-12,False,0.0,0.0,5000,32,8269
disk_ud,persistence,8,1,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,persistence,8,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,persistence,8,1,wls,-1.952992793243229e-12,-3.2954936205016975e-12,-7.398908286322715e-13,False,0.9992,0.0016,5000,32,8269
disk_ud,persistence,8,1,mint,1.1654279263011564e-10,9.194362427090865e-11,1.559394731639645e-10,False,0.0,0.0,5000,32,8269
disk_ud,persistence,8,2,bottom_up,0.0,0.0,0.0,True,0.0,1.0,5000,32,8272
disk_ud,persistence,8,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8272
disk_ud,persistence,8,2,wls,6.676251548754634e-13,5.463172653559698e-13,8.296020205302098e-13,False,0.0,0.0,5000,32,8272
disk_ud,persistence,8,2,mint,-2.583092209383059e-11,-3.2066613063511323e-11,-2.120647178572292e-11,False,1.0,0.0,5000,32,8272
disk_ud,ridge,1,0,bottom_up,0.17027145682184158,0.12248819348970802,0.23153702586928962,False,0.0,0.0,5000,32,8276
disk_ud,ridge,1,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,ridge,1,0,wls,0.03983294271018352,0.01729649234080455,0.06810415364901186,False,0.0,0.0,5000,32,8276
disk_ud,ridge,1,0,mint,0.022878068987723547,0.005492480290658723,0.04471184843760239,False,0.004,0.008,5000,32,8276
disk_ud,ridge,1,1,bottom_up,0.2949651260001284,0.22110267252621627,0.4066951669746431,False,0.0,0.0,5000,32,8276
disk_ud,ridge,1,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,ridge,1,1,wls,0.09244909934360741,0.059597833338376933,0.14240658856035246,False,0.0,0.0,5000,32,8276
disk_ud,ridge,1,1,mint,0.04596114383967109,0.024053948670889974,0.07856627046137042,False,0.0,0.0,5000,32,8276
disk_ud,ridge,1,2,bottom_up,0.01466368582135976,-0.0010248314602404759,0.02917510328384162,True,0.0324,0.0648,5000,32,8279
disk_ud,ridge,1,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8279
disk_ud,ridge,1,2,wls,-0.01840419182517411,-0.026968988449611615,-0.010909220862500346,False,1.0,0.0,5000,32,8279
disk_ud,ridge,1,2,mint,-0.01764193484301016,-0.02446865082265291,-0.011674012307463373,False,1.0,0.0,5000,32,8279
disk_ud,ridge,8,0,bottom_up,0.17078817491784803,0.12327178146052471,0.23163162438614618,False,0.0,0.0,5000,32,8269
disk_ud,ridge,8,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,ridge,8,0,wls,0.04418189051689355,0.020729712601968115,0.07364305338292451,False,0.0002,0.0004,5000,32,8269
disk_ud,ridge,8,0,mint,0.031500126199669326,0.011709657043806044,0.056290186276885985,False,0.0008,0.0016,5000,32,8269
disk_ud,ridge,8,1,bottom_up,0.22446024755887206,0.159545387408595,0.3252884250476784,False,0.0,0.0,5000,32,8269
disk_ud,ridge,8,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,ridge,8,1,wls,0.05936504294761124,0.0283095880041272,0.10601483451425116,False,0.0,0.0,5000,32,8269
disk_ud,ridge,8,1,mint,0.026308041184050536,0.005712793433842129,0.05657329109329727,False,0.0028,0.0056,5000,32,8269
disk_ud,ridge,8,2,bottom_up,0.014810876887859993,-0.0012438959483522117,0.029374683668158492,True,0.0338,0.0676,5000,32,8272
disk_ud,ridge,8,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8272
disk_ud,ridge,8,2,wls,-0.018305762027601175,-0.027279492289151244,-0.010674439532791255,False,1.0,0.0,5000,32,8272
disk_ud,ridge,8,2,mint,-0.01757476246573101,-0.0246456619406215,-0.011581458097579331,False,1.0,0.0,5000,32,8272
disk_ud,lightgbm,1,0,bottom_up,8.0615991334025,6.888688268319738,9.482505493028892,False,0.0,0.0,5000,32,8276
disk_ud,lightgbm,1,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,lightgbm,1,0,wls,4.153692780435707,3.5143381566162066,4.934113417747041,False,0.0,0.0,5000,32,8276
disk_ud,lightgbm,1,0,mint,4.969001167531352,4.2113333845875305,5.88865442506585,False,0.0,0.0,5000,32,8276
disk_ud,lightgbm,1,1,bottom_up,4.204766659753241,3.9668276312798136,4.492903133105125,False,0.0,0.0,5000,32,8276
disk_ud,lightgbm,1,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8276
disk_ud,lightgbm,1,1,wls,0.2771189406742233,0.2629106063019999,0.29398173175729125,False,0.0,0.0,5000,32,8276
disk_ud,lightgbm,1,1,mint,-0.02923642868770715,-0.030874736821555504,-0.027736116020436092,False,1.0,0.0,5000,32,8276
disk_ud,lightgbm,1,2,bottom_up,6.414938945041829,4.727244691130371,9.450720942547704,False,0.0,0.0,5000,256,8279
disk_ud,lightgbm,1,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,256,8279
disk_ud,lightgbm,1,2,wls,2.193496783772435,1.3330922926931614,3.740897665344069,False,0.0,0.0,5000,256,8279
disk_ud,lightgbm,1,2,mint,3.121910582203689,2.078959321608476,4.990653944349546,False,0.0,0.0,5000,256,8279
disk_ud,lightgbm,8,0,bottom_up,8.665741611714822,7.413020618098886,10.213608759689118,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,0,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,lightgbm,8,0,wls,5.490974284494917,4.650897193837996,6.515649824270985,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,0,mint,6.760274038308801,5.7523963164953145,7.994427151573363,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,1,bottom_up,1.4329023428863308,1.2788804371668785,1.6229887707645902,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,1,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,32,8269
disk_ud,lightgbm,8,1,wls,0.12292857139642242,0.11008684008570231,0.1382075159347094,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,1,mint,0.09404685756968208,0.08343944881369267,0.10642239149719816,False,0.0,0.0,5000,32,8269
disk_ud,lightgbm,8,2,bottom_up,15.210982897038615,12.433158541882504,21.30586050771815,False,0.0,0.0,5000,256,8272
disk_ud,lightgbm,8,2,top_down,0.0,0.0,0.0,True,0.0,1.0,5000,256,8272
disk_ud,lightgbm,8,2,wls,3.5214350902911833,2.8782016987724637,4.942919798234909,False,0.0,0.0,5000,256,8272
disk_ud,lightgbm,8,2,mint,5.284268915905346,4.320061717708538,7.4236760905087245,False,0.0,0.0,5000,256,8272
