hierarchy,base_model,horizon,method_b,top_rel,macro_rel,weighted_rel,worst_rel,machines_improved,machines_degraded,coherence_before,coherence_after,tradeoff_class
disk_ud,lightgbm,1,wls,2.2081028349607883,-0.16898706514133696,-0.16898706514133707,-0.043276833841241875,2.6666666666666665,4.333333333333333,51578077685.37145,0.0,accuracy_costly_coherence
disk_ud,lightgbm,8,bottom_up,8.436542283879923,0.0,0.0,0.0,0.0,0.0,44540619658.97568,0.0,accuracy_costly_coherence
disk_ud,lightgbm,8,mint,4.046196603927943,0.03529540136159364,0.0352954013615936,0.06981214127317813,3.0,4.0,44540619658.97568,0.0,accuracy_costly_coherence
disk_ud,lightgbm,8,top_down,0.0,0.045934323377546014,0.04593432337754588,-0.12459434041685806,2.3333333333333335,4.666666666666667,44540619658.97568,7.82520933939102e-05,accuracy_costly_coherence
disk_ud,lightgbm,8,wls,3.0451126487275073,-0.041984760693589925,-0.041984760693589966,-0.06905250431694654,2.3333333333333335,4.666666666666667,44540619658.97568,0.0,accuracy_costly_coherence
disk_ud,persistence,1,bottom_up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coherence_only
disk_ud,persistence,1,mint,7.86253923230191e-11,1.2669975684919546e-10,1.2669984608932355e-10,1.5708519994435025e-10,2.0,5.0,0.0,0.0,coherence_only
disk_ud,persistence,1,top_down,0.0,5.482185878161556e-17,3.881190438626409e-17,0.0,0.3333333333333333,1.3333333333333333,0.0,2.4583194880779764e-08,accuracy_costly_coherence
disk_ud,persistence,1,wls,2.141387794528543e-12,7.392561736341488e-11,7.39255754462163e-11,9.107833647479267e-11,1.0,6.0,0.0,0.0,coherence_only
disk_ud,persistence,8,bottom_up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,coherence_only
disk_ud,persistence,8,mint,3.175114329194959e-11,7.587043745647319e-11,7.587029228280061e-11,-2.7719379150673588e-11,1.6666666666666667,5.333333333333333,0.0,0.0,coherence_only
disk_ud,persistence,8,top_down,0.0,5.4777792731465006e-17,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,2.4604005421856734e-08,accuracy_costly_coherence
disk_ud,persistence,8,wls,-4.56316398549959e-12,2.2205628672800628e-11,2.2205630285948106e-11,7.794178086936438e-12,2.0,5.0,0.0,0.0,coherence_only
disk_ud,ridge,1,bottom_up,0.15996675621444326,0.0,0.0,0.0,0.0,0.0,945603562.8409365,0.0,accuracy_costly_coherence
disk_ud,ridge,1,mint,0.01706575932812816,0.014660576277176261,0.01466057627717623,-0.04932975590858559,2.3333333333333335,4.666666666666667,945603562.8409365,0.0,coherence_only
disk_ud,ridge,1,top_down,0.0,0.20423172947931753,0.20423172947931756,-0.02298016284292809,1.0,6.0,945603562.8409365,8.129681847806653e-05,accuracy_costly_coherence
disk_ud,ridge,1,wls,0.03795928340953894,-0.0001727493008471442,-0.00017274930084711643,-0.05241462395048143,2.3333333333333335,4.666666666666667,945603562.8409365,0.0,accuracy_costly_coherence
disk_ud,ridge,8,bottom_up,0.1366864331215267,0.0,0.0,0.0,0.0,0.0,914334943.6199989,0.0,accuracy_costly_coherence
disk_ud,ridge,8,mint,0.01341113497266295,0.015290593554685351,0.01529059355468528,-0.03794971226961201,2.3333333333333335,4.666666666666667,914334943.6199989,0.0,coherence_only
disk_ud,ridge,8,top_down,0.0,0.197112030551814,0.19711203055181392,-0.02167439256743565,1.3333333333333333,5.666666666666667,914334943.6199989,7.409388263087512e-05,accuracy_costly_coherence
disk_ud,ridge,8,wls,0.028413723812301204,-0.0017596510267541214,-0.0017596510267542543,-0.0475962317982653,2.3333333333333335,4.666666666666667,914334943.6199989,0.0,accuracy_costly_coherence
memory_um,dlinear,1,bottom_up,-0.0009062322666911644,0.0,0.0,0.0,0.0,0.0,385378030.62724036,0.0,coherence_only
memory_um,dlinear,1,mint,-0.022573503352508597,-0.005799904405903468,-0.00579990440590369,-0.029068140422558356,4.333333333333333,2.6666666666666665,385378030.62724036,0.0,pareto_improvement
memory_um,dlinear,1,wls,-0.02285924472353368,-0.003644439229178694,-0.003644439229178696,-0.025392671605760753,4.333333333333333,2.6666666666666665,385378030.62724036,0.0,pareto_improvement
memory_um,dlinear,8,bottom_up,-0.022066253258653773,0.0,0.0,0.0,0.0,0.0,373885678.2245867,0.0,pareto_improvement
