hierarchy,seed,fold,horizon,method,threshold_name,threshold_value,n_peak,peak_mae,signed_bias,max_underpred,pred_to_target_range_ratio
cpu_core_weighted,2,2,1,bottom_up,q95,1930.676666647816,337,1867.8584231469326,-1617.9561933953396,-6866.5846964891725,0.8351318314428522
cpu_core_weighted,2,2,1,wls,q90,1174.872469176665,620,1222.262630596972,-883.2744624531706,-6883.383534161057,0.8786872950679466
cpu_core_weighted,2,2,1,wls,q95,1930.676666647816,337,1862.5607131095894,-1596.1907162229595,-6883.383534161057,0.8786872950679466
cpu_core_weighted,2,2,1,mint,q90,1174.872469176665,620,1222.9780105715463,-888.1044149918407,-6878.226975689979,0.8653175429872159
cpu_core_weighted,2,2,1,mint,q95,1930.676666647816,337,1863.031645104043,-1602.8718305882687,-6878.226975689979,0.8653175429872159
cpu_core_weighted,2,2,8,independent,q90,1175.0487831049757,556,1301.7126024362399,-1011.1067275300228,-6879.1247093444645,0.7450753044590971
cpu_core_weighted,2,2,8,independent,q95,1930.886666651816,307,2003.034658297555,-1776.4250583372545,-6879.1247093444645,0.7450753044590971
cpu_core_weighted,2,2,8,bottom_up,q90,1175.0487831049757,556,1267.7198434848,-963.0036306437112,-6848.2260290938975,0.8024793353606963
cpu_core_weighted,2,2,8,bottom_up,q95,1930.886666651816,307,1938.7905524848204,-1695.5632461204837,-6848.2260290938975,0.8024793353606963
cpu_core_weighted,2,2,8,wls,q90,1175.0487831049757,556,1274.8544253116763,-981.7156022085152,-6860.245530200137,0.7708527483209195
cpu_core_weighted,2,2,8,wls,q95,1930.886666651816,307,1959.4855033137505,-1727.018267290013,-6860.245530200137,0.7708527483209195
cpu_core_weighted,2,2,8,mint,q90,1175.0487831049757,556,1272.2218679488456,-977.4692680523457,-6857.517927824791,0.77703257775975
cpu_core_weighted,2,2,8,mint,q95,1930.886666651816,307,1954.1329533544867,-1719.8801348750117,-6857.517927824791,0.77703257775975
cpu_core_weighted,2,2,16,independent,q90,1175.319999997194,490,1256.737712970779,-869.8309004671883,-6891.901673148574,0.8596300402904197
cpu_core_weighted,2,2,16,independent,q95,1931.1733333257325,273,1877.3402011715089,-1544.8525005111426,-6891.901673148574,0.8596300402904197
cpu_core_weighted,2,2,16,bottom_up,q90,1175.319999997194,490,1266.3797622515096,-952.8118185265363,-6850.862682260144,0.832903892193175
cpu_core_weighted,2,2,16,bottom_up,q95,1931.1733333257325,273,1900.5157441994616,-1654.0976888213133,-6850.862682260144,0.832903892193175
cpu_core_weighted,2,2,16,wls,q90,1175.319999997194,490,1255.4565448704825,-921.006434477545,-6866.592333084879,0.8425531547467581
cpu_core_weighted,2,2,16,wls,q95,1931.1733333257325,273,1886.350205102309,-1612.225590380268,-6866.592333084879,0.8425531547467581
cpu_core_weighted,2,2,16,mint,q90,1175.319999997194,490,1256.965114895897,-928.876174277917,-6862.700279495755,0.8401655971733225
cpu_core_weighted,2,2,16,mint,q95,1931.1733333257325,273,1888.90025414723,-1622.5861796163235,-6862.700279495755,0.8401655971733225
memory_um,0,0,1,independent,q90,117325735526.4,6656,1534965274.5263774,-705510164.1569304,-57621713937.483826,0.5521822007530912
memory_um,0,0,1,independent,q95,124176743423.99985,829,6825030817.6213,-5661300499.94924,-57621713937.483826,0.5521822007530912
memory_um,0,0,1,bottom_up,q90,117325735526.4,6656,1541587269.7673945,-816437467.9946747,-57425139188.13934,0.5091400161425216
memory_um,0,0,1,bottom_up,q95,124176743423.99985,829,7022181911.383728,-6212140701.85925,-57425139188.13934,0.5091400161425216
memory_um,0,0,1,wls,q90,117325735526.4,6656,1516096226.7352087,-780184343.9880983,-57489383504.18092,0.5186002780984036
memory_um,0,0,1,wls,q95,124176743423.99985,829,6916278124.35058,-6032115789.524695,-57489383504.18092,0.5186002780984036
memory_um,0,0,1,mint,q90,117325735526.4,6656,1518414076.7014658,-785657896.3195338,-57479683798.03145,0.5171312764846034
memory_um,0,0,1,mint,q95,124176743423.99985,829,6929465955.945284,-6059296228.176193,-57479683798.03145,0.5171312764846034
memory_um,0,0,8,independent,q90,117328012083.2,6649,1609057772.121418,-888073534.6235106,-57594709203.72647,0.49908188199701453
memory_um,0,0,8,independent,q95,124247169023.99992,822,7070441917.268001,-6249509484.590017,-57594709203.72647,0.49908188199701453
memory_um,0,0,8,bottom_up,q90,117328012083.2,6649,1482641470.0232224,-786261601.9500269,-57489468002.19115,0.49879058419196914
memory_um,0,0,8,bottom_up,q95,124247169023.99992,822,7167062569.480871,-6440930865.465308,-57489468002.19115,0.49879058419196914
memory_um,0,0,8,wls,q90,117328012083.2,6649,1512545707.3710814,-828054512.197916,-57532668597.392944,0.4951392788942133
memory_um,0,0,8,wls,q95,124247169023.99992,822,7102901318.092778,-6362354058.408174,-57532668597.392944,0.4951392788942133
memory_um,0,0,8,mint,q90,117328012083.2,6649,1503935759.6649716,-819681658.8814204,-57524013726.3931,0.4945892726394084
memory_um,0,0,8,mint,q95,124247169023.99992,822,7113688698.672046,-6378096252.100914,-57524013726.3931,0.4945892726394084
memory_um,0,0,16,independent,q90,117330849792.0,6640,1609232070.9704883,-895271370.0767909,-57604914094.79198,0.49175700391755245
memory_um,0,0,16,independent,q95,124298466508.79993,816,7057751922.404444,-6285829642.647,-57604914094.79198,0.49175700391755245
memory_um,0,0,16,bottom_up,q90,117330849792.0,6640,1478231787.3878672,-780523354.9720604,-57694399355.91907,0.4887256781784709
memory_um,0,0,16,bottom_up,q95,124298466508.79993,816,7152845128.626095,-6447049778.703953,-57694399355.91907,0.4887256781784709
memory_um,0,0,16,wls,q90,117330849792.0,6640,1509391180.4002903,-827626301.6704546,-57657666524.59587,0.48776792761411536
memory_um,0,0,16,wls,q95,124298466508.79993,816,7086798936.147552,-6380870477.334469,-57657666524.59587,0.48776792761411536
memory_um,0,0,16,mint,q90,117330849792.0,6640,1501623808.8605332,-819518191.4796704,-57663989565.25055,0.48728978676633405
memory_um,0,0,16,mint,q95,124298466508.79993,816,7095986322.291569,-6392262313.926533,-57663989565.25055,0.48728978676633405
memory_um,0,1,1,independent,q90,121059018342.4,2451,1958237977.1383305,-751072044.7876368,-55591449140.33916,0.4955756974899448
memory_um,0,1,1,independent,q95,127221156659.19992,398,7257786949.723401,-6082173304.405993,-55591449140.33916,0.4955756974899448
memory_um,0,1,1,bottom_up,q90,121059018342.4,2451,1838326754.260263,-855049756.3059576,-55696878880.3813,0.48761342128741303
memory_um,0,1,1,bottom_up,q95,127221156659.19992,398,7447445399.325997,-6558326460.541226,-55696878880.3813,0.48761342128741303
memory_um,0,1,1,wls,q90,121059018342.4,2451,1848395347.024927,-819768966.1012731,-55661105400.80246,0.4881695429750019
memory_um,0,1,1,wls,q95,127221156659.19992,398,7344224069.497931,-6396762416.179943,-55661105400.80246,0.4881695429750019
memory_um,0,1,1,mint,q90,121059018342.4,2451,1849043675.259549,-819029203.7847719,-55660355307.84378,0.4881812036520683
memory_um,0,1,1,mint,q95,127221156659.19992,398,7342355292.417536,-6393374765.282227,-55660355307.84378,0.4881812036520683
memory_um,0,1,8,independent,q90,121052190310.4,2467,1948315110.1297011,-713809948.0097054,-55589269868.14934,0.5100996671436381
memory_um,0,1,8,independent,q95,127247543500.79994,396,7268713104.705769,-5978520391.087895,-55589269868.14934,0.5100996671436381
memory_um,0,1,8,bottom_up,q90,121052190310.4,2467,1840388680.5718029,-859673567.0750257,-55736621495.96405,0.47873926949766094
memory_um,0,1,8,bottom_up,q95,127247543500.79994,396,7463128658.595929,-6644062533.002029,-55736621495.96405,0.47873926949766094
memory_um,0,1,8,wls,q90,121052190310.4,2467,1847592178.1922672,-810237955.1808428,-55686681573.097626,0.48624876414234874
memory_um,0,1,8,wls,q95,127247543500.79994,396,7348036591.4503355,-6418499206.960383,-55686681573.097626,0.48624876414234874
memory_um,0,1,8,mint,q90,121052190310.4,2467,1848270314.1357331,-808911604.8508506,-55685341692.17297,0.4864502428407412
memory_um,0,1,8,mint,q95,127247543500.79994,396,7345611596.144132,-6412447374.519272,-55685341692.17297,0.4864502428407412
memory_um,0,1,16,independent,q90,121048544051.2,2474,1968886860.5962052,-883276339.1844621,-55653428220.71716,0.47016999010183935
memory_um,0,1,16,independent,q95,127134631526.39993,399,7316017298.423302,-6300881622.137553,-55653428220.71716,0.47016999010183935
memory_um,0,1,16,bottom_up,q90,121048544051.2,2474,1849375038.7411146,-786781727.8300651,-55783238612.529724,0.46807937271625644
memory_um,0,1,16,bottom_up,q95,127134631526.39993,399,7323236949.043838,-6503633152.614904,-55783238612.529724,0.46807937271625644
memory_um,0,1,16,wls,q90,121048544051.2,2474,1861327694.647081,-819873569.9211094,-55738721463.53494,0.4655575690439109
memory_um,0,1,16,wls,q95,127134631526.39993,399,7280700955.649531,-6434101584.578375,-55738721463.53494,0.4655575690439109
memory_um,0,1,16,mint,q90,121048544051.2,2474,1862456179.3139722,-821032213.6170609,-55737162785.34889,0.46556417966889385
memory_um,0,1,16,mint,q95,127134631526.39993,399,7279837932.851148,-6431667077.0947485,-55737162785.34889,0.46556417966889385
memory_um,0,2,1,independent,q90,122230747955.2,688,6050010603.2025585,-4626037362.199371,-58971835644.37709,0.5164295511376847
memory_um,0,2,1,independent,q95,129465074073.59999,345,9481408453.914042,-8753190467.980186,-58971835644.37709,0.5164295511376847
memory_um,0,2,1,bottom_up,q90,122230747955.2,688,6195932815.528575,-5225546175.558805,-59154541047.25014,0.5193680725885942
memory_um,0,2,1,bottom_up,q95,129465074073.59999,345,9940342771.29362,-9465085969.532764,-59154541047.25014,0.5193680725885942
memory_um,0,2,1,wls,q90,122230747955.2,688,6094622597.960517,-5024206106.421735,-59093180951.117676,0.5154037573113736
memory_um,0,2,1,wls,q95,129465074073.59999,345,9745209155.893806,-9226001762.071669,-59093180951.117676,0.5154037573113736
memory_um,0,2,1,mint,q90,122230747955.2,688,6092136841.179822,-5017708014.653488,-59091200602.43091,0.5154204982095134
memory_um,0,2,1,mint,q95,129465074073.59999,345,9739627227.690851,-9218285508.046844,-59091200602.43091,0.5154204982095134
memory_um,0,2,8,independent,q90,122231190323.2,688,6064504720.914859,-4592333821.790652,-58956206261.46596,0.5296875295718431
memory_um,0,2,8,independent,q95,129465541427.2,345,9478345201.865368,-8668987932.311665,-58956206261.46596,0.5296875295718431
memory_um,0,2,8,bottom_up,q90,122231190323.2,688,6145742337.80103,-5071657929.1586685,-59086803884.27829,0.5286966381780628
memory_um,0,2,8,bottom_up,q95,129465541427.2,345,9835474447.305616,-9283901675.160395,-59086803884.27829,0.5286966381780628
memory_um,0,2,8,wls,q90,122231190323.2,688,6075004380.837412,-4909956678.611105,-59042746432.12273,0.5270449856633748
memory_um,0,2,8,wls,q95,129465541427.2,345,9681366712.476738,-9076458903.83082,-59042746432.12273,0.5270449856633748
memory_um,0,2,8,mint,q90,122231190323.2,688,6072698986.065664,-4901349817.49129,-59040401389.27402,0.526957073269908
memory_um,0,2,8,mint,q95,129465541427.2,345,9674059283.220076,-9065417361.967098,-59040401389.27402,0.526957073269908
memory_um,0,2,16,independent,q90,122228433715.2,688,6038686111.80589,-4623519990.186123,-58939884247.445175,0.5134727401307992
memory_um,0,2,16,independent,q95,129466101350.4,345,9466877303.80649,-8752295253.105793,-58939884247.445175,0.5134727401307992
memory_um,0,2,16,bottom_up,q90,122228433715.2,688,6172912736.531178,-5174317598.549178,-59112488460.26918,0.516430111898737
memory_um,0,2,16,bottom_up,q95,129466101350.4,345,9886305937.335255,-9434507302.001911,-59112488460.26918,0.516430111898737
memory_um,0,2,16,wls,q90,122228433715.2,688,6076318737.301584,-4988636773.718299,-59054301401.885864,0.511757582174056
memory_um,0,2,16,wls,q95,129466101350.4,345,9707228602.45258,-9204525010.81333,-59054301401.885864,0.511757582174056
memory_um,0,2,16,mint,q90,122228433715.2,688,6073304391.04302,-4980181926.007797,-59051651894.564224,0.5115448217679218
memory_um,0,2,16,mint,q95,129466101350.4,345,9700012425.4809,-9194052926.503017,-59051651894.564224,0.5115448217679218
memory_um,1,0,1,independent,q90,117325735526.4,6656,1597214140.4325995,-793915303.0153981,-57466093459.27013,0.47495812981116897
memory_um,1,0,1,independent,q95,124176743423.99985,829,6961879155.230209,-6048191259.074307,-57466093459.27013,0.47495812981116897
memory_um,1,0,1,bottom_up,q90,117325735526.4,6656,1526186837.7919962,-764858395.2956322,-57600522375.59996,0.5200131286125468
memory_um,1,0,1,bottom_up,q95,124176743423.99985,829,6982238962.079597,-6062215591.644373,-57600522375.59996,0.5200131286125468
memory_um,1,0,1,wls,q90,117325735526.4,6656,1524507113.7019525,-774390968.6697685,-57556420865.628784,0.4943718534689034
memory_um,1,0,1,wls,q95,124176743423.99985,829,6946976188.854456,-6057614689.864036,-57556420865.628784,0.4943718534689034
memory_um,1,0,1,mint,q90,117325735526.4,6656,1523011751.4254155,-773136748.727613,-57562223391.053406,0.4977455281600974
memory_um,1,0,1,mint,q95,124176743423.99985,829,6949567959.9019785,-6058220039.976818,-57562223391.053406,0.4977455281600974
memory_um,1,0,8,independent,q90,117328012083.2,6649,1631717663.6945312,-966001795.8533955,-57827726250.703674,0.5397437605450884
memory_um,1,0,8,independent,q95,124247169023.99992,822,7088358876.605846,-6105361986.939496,-57827726250.703674,0.5397437605450884
memory_um,1,0,8,bottom_up,q90,117328012083.2,6649,1490599938.8161604,-803656139.7160136,-57757163841.68375,0.4942191007393996
memory_um,1,0,8,bottom_up,q95,124247169023.99992,822,7103528383.402807,-6302779582.13322,-57757163841.68375,0.4942191007393996
memory_um,1,0,8,wls,q90,117328012083.2,6649,1521697513.4187248,-870834467.195669,-57786362433.97069,0.5015259315611746
memory_um,1,0,8,wls,q95,124247169023.99992,822,7072377411.018115,-6221088552.222276,-57786362433.97069,0.5015259315611746
memory_um,1,0,8,mint,q90,117328012083.2,6649,1512552039.7494724,-858045923.9359828,-57780803982.66481,0.5001349513854395
memory_um,1,0,8,mint,q95,124247169023.99992,822,7074742134.311266,-6236639836.441241,-57780803982.66481,0.5001349513854395
memory_um,1,0,16,independent,q90,117330849792.0,6640,1610102769.411069,-872768687.0889854,-57572299279.70807,0.4931198644784723
memory_um,1,0,16,independent,q95,124298466508.79993,816,7034084443.622142,-6188957523.11415,-57572299279.70807,0.4931198644784723
memory_um,1,0,16,bottom_up,q90,117330849792.0,6640,1536535096.9980028,-902267146.0601716,-57756338289.23651,0.4972384473224792
memory_um,1,0,16,bottom_up,q95,124298466508.79993,816,7195036874.723786,-6503026070.883304,-57756338289.23651,0.4972384473224792
memory_um,1,0,16,wls,q90,117330849792.0,6640,1544219259.2357504,-890024259.87232,-57679955700.79367,0.48267019377410825
memory_um,1,0,16,wls,q95,124298466508.79993,816,7106818519.933998,-6372676702.608355,-57679955700.79367,0.48267019377410825
memory_um,1,0,16,mint,q90,117330849792.0,6640,1540465013.4475102,-892039698.4547634,-57692529894.324005,0.4850684371994119
memory_um,1,0,16,mint,q95,124298466508.79993,816,7118813534.714159,-6394134972.3586235,-57692529894.324005,0.4850684371994119
memory_um,1,1,1,independent,q90,121059018342.4,2451,1965499081.9453325,-855616695.7914902,-55637797718.65378,0.4960684339403671
memory_um,1,1,1,independent,q95,127221156659.19992,398,7309709443.587235,-6182265382.616277,-55637797718.65378,0.4960684339403671
memory_um,1,1,1,bottom_up,q90,121059018342.4,2451,1830752656.1175337,-888867333.1692935,-55682930428.57808,0.47712905806764205
memory_um,1,1,1,bottom_up,q95,127221156659.19992,398,7431816705.00344,-6599541894.9948635,-55682930428.57808,0.47712905806764205
memory_um,1,1,1,wls,q90,121059018342.4,2451,1845451862.9023972,-877583242.1108332,-55667613982.09415,0.4806262028881772
memory_um,1,1,1,wls,q95,127221156659.19992,398,7348581507.55945,-6457932996.086121,-55667613982.09415,0.4806262028881772
memory_um,1,1,1,mint,q90,121059018342.4,2451,1846301233.9899316,-877321420.764268,-55667258599.07655,0.4807878574489378
memory_um,1,1,1,mint,q95,127221156659.19992,398,7347018349.900336,-6454647282.896188,-55667258599.07655,0.4807878574489378
memory_um,1,1,8,independent,q90,121052190310.4,2467,1962509773.051668,-678719074.2819635,-55556567949.51674,0.505624788098267
memory_um,1,1,8,independent,q95,127247543500.79994,396,7208283804.505056,-5996830115.716436,-55556567949.51674,0.505624788098267
memory_um,1,1,8,bottom_up,q90,121052190310.4,2467,1830761377.4117827,-793312804.4519657,-55655228213.29561,0.46049818066161546
memory_um,1,1,8,bottom_up,q95,127247543500.79994,396,7373946108.078825,-6633800027.805221,-55655228213.29561,0.46049818066161546
memory_um,1,1,8,wls,q90,121052190310.4,2467,1844534827.6765637,-754417373.1266503,-55621740922.95567,0.47351810434136604
memory_um,1,1,8,wls,q95,127247543500.79994,396,7275218618.610159,-6417599547.432949,-55621740922.95567,0.47351810434136604
memory_um,1,1,8,mint,q90,121052190310.4,2467,1844863474.6214426,-754053265.062828,-55621427441.62895,0.4736482586361744
memory_um,1,1,8,mint,q95,127247543500.79994,396,7274503631.640331,-6415575649.83874,-55621427441.62895,0.4736482586361744
memory_um,1,1,16,independent,q90,121048544051.2,2474,1982869984.2024603,-960105971.3446667,-55630929041.382706,0.49701326976123283
memory_um,1,1,16,independent,q95,127134631526.39993,399,7362132110.325644,-6262658923.038341,-55630929041.382706,0.49701326976123283
memory_um,1,1,16,bottom_up,q90,121048544051.2,2474,1838807602.1405413,-867427080.7284893,-55741713776.423065,0.47205311024249874
memory_um,1,1,16,bottom_up,q95,127134631526.39993,399,7420288404.017916,-6589900754.437464,-55741713776.423065,0.47205311024249874
memory_um,1,1,16,wls,q90,121048544051.2,2474,1856643992.9896064,-899057582.1243817,-55703903907.32199,0.4764583352906251
memory_um,1,1,16,wls,q95,127134631526.39993,399,7363392190.611422,-6478215955.997927,-55703903907.32199,0.4764583352906251
memory_um,1,1,16,mint,q90,121048544051.2,2474,1857718861.8151522,-899937272.3172727,-55702852360.13202,0.4767080380263826
memory_um,1,1,16,mint,q95,127134631526.39993,399,7362390509.332572,-6475109839.916289,-55702852360.13202,0.4767080380263826
memory_um,1,2,1,independent,q90,122230747955.2,688,6020701221.039544,-4562725714.32698,-58888168000.64925,0.5183983134126292
memory_um,1,2,1,independent,q95,129465074073.59999,345,9429815071.754902,-8668962413.438976,-58888168000.64925,0.5183983134126292
memory_um,1,2,1,bottom_up,q90,122230747955.2,688,6168262666.987625,-5157968194.272069,-59155217766.16945,0.5237771167963389
memory_um,1,2,1,bottom_up,q95,129465074073.59999,345,9876318066.791805,-9381402631.89686,-59155217766.16945,0.5237771167963389
memory_um,1,2,1,wls,q90,122230747955.2,688,6066079837.540642,-4958188693.776763,-59065588630.89813,0.5195364507222878
memory_um,1,2,1,wls,q95,129465074073.59999,345,9686923234.727196,-9142288395.640451,-59065588630.89813,0.5195364507222878
memory_um,1,2,1,mint,q90,122230747955.2,688,6063651930.658981,-4951928078.072161,-59062779866.5246,0.5194035583001645
memory_um,1,2,1,mint,q95,129465074073.59999,345,9681476837.586542,-9134795122.561453,-59062779866.5246,0.5194035583001645
memory_um,1,2,8,independent,q90,122231190323.2,688,6081955317.902071,-4664086620.624003,-58963875805.45419,0.531460162946338
memory_um,1,2,8,independent,q95,129465541427.2,345,9508341131.392519,-8718743318.557495,-58963875805.45419,0.531460162946338
memory_um,1,2,8,bottom_up,q90,122231190323.2,688,6181547064.508176,-5223177176.000775,-59087912727.556946,0.5130004905665567
memory_um,1,2,8,bottom_up,q95,129465541427.2,345,9909978111.346928,-9472964935.658318,-59087912727.556946,0.5130004905665567
memory_um,1,2,8,wls,q90,122231190323.2,688,6095158793.085216,-5034650254.125855,-59046087125.4541,0.5169309828660352
memory_um,1,2,8,wls,q95,129465541427.2,345,9731602005.941118,-9218639266.010542,-59046087125.4541,0.5169309828660352
memory_um,1,2,8,mint,q90,122231190323.2,688,6091930418.030049,-5023950170.962212,-59043713260.79593,0.5171540629158217
memory_um,1,2,8,mint,q95,129465541427.2,345,9722756115.296144,-9204204691.894873,-59043713260.79593,0.5171540629158217
memory_um,1,2,16,independent,q90,122228433715.2,688,6033843896.968418,-4448210232.043443,-58868383717.01051,0.5308967376966793
memory_um,1,2,16,independent,q95,129466101350.4,345,9412795082.754416,-8529773743.263885,-58868383717.01051,0.5308967376966793
memory_um,1,2,16,bottom_up,q90,122228433715.2,688,6163618542.213946,-5130551547.165606,-58986028142.07861,0.5234391339283883
memory_um,1,2,16,bottom_up,q95,129466101350.4,345,9843298996.49127,-9359411701.180605,-58986028142.07861,0.5234391339283883
memory_um,1,2,16,wls,q90,122228433715.2,688,6062091503.392163,-4900627488.045126,-58946386274.94742,0.5246092086005485
memory_um,1,2,16,wls,q95,129466101350.4,345,9652449809.994606,-9079854062.422503,-58946386274.94742,0.5246092086005485
memory_um,1,2,16,mint,q90,122228433715.2,688,6058888328.479946,-4890416782.301051,-58944625817.88713,0.5246611704885862
memory_um,1,2,16,mint,q95,129466101350.4,345,9644668150.617916,-9067439177.261475,-58944625817.88713,0.5246611704885862
memory_um,2,0,1,independent,q90,117325735526.4,6656,1596140678.1268957,-735994958.045683,-57271228095.032486,0.45877182485778895
memory_um,2,0,1,independent,q95,124176743423.99985,829,6930370739.740584,-6078661259.397407,-57271228095.032486,0.45877182485778895
memory_um,2,0,1,bottom_up,q90,117325735526.4,6656,1591397443.5314708,-863656745.6165751,-57687966663.84564,0.4419061350620859
memory_um,2,0,1,bottom_up,q95,124176743423.99985,829,7258771177.792426,-6650098042.179273,-57687966663.84564,0.4419061350620859
memory_um,2,0,1,wls,q90,117325735526.4,6656,1566831601.5927026,-821883010.3868209,-57551600669.15079,0.4362554894026953
memory_um,2,0,1,wls,q95,124176743423.99985,829,7115577791.202881,-6463111400.846796,-57551600669.15079,0.4362554894026953
memory_um,2,0,1,mint,q90,117325735526.4,6656,1568040240.4321952,-825867288.5898963,-57564606929.25926,0.43608740354480824
memory_um,2,0,1,mint,q95,124176743423.99985,829,7127884008.226474,-6480945736.32293,-57564606929.25926,0.43608740354480824
memory_um,2,0,8,independent,q90,117328012083.2,6649,1908436645.8253515,-1212933095.9212751,-57032535524.6532,0.3910099506603553
memory_um,2,0,8,independent,q95,124247169023.99992,822,8007707524.385048,-7677070681.263976,-57032535524.6532,0.3910099506603553
memory_um,2,0,8,bottom_up,q90,117328012083.2,6649,1638958714.5868845,-893847835.9445847,-57555006426.87334,0.4099672833452578
memory_um,2,0,8,bottom_up,q95,124247169023.99992,822,7800609937.55023,-7432159831.489756,-57555006426.87334,0.4099672833452578
memory_um,2,0,8,wls,q90,117328012083.2,6649,1711080395.0819478,-1019822031.7025005,-57348736003.30644,0.3943143818553347
memory_um,2,0,8,wls,q95,124247169023.99992,822,7850406411.562886,-7528850124.653402,-57348736003.30644,0.3943143818553347
memory_um,2,0,8,mint,q90,117328012083.2,6649,1683802814.510438,-982455266.457132,-57409920426.46965,0.3974975352534764
memory_um,2,0,8,mint,q95,124247169023.99992,822,7830611236.9606905,-7500169620.175114,-57409920426.46965,0.3974975352534764
memory_um,2,0,16,independent,q90,117330849792.0,6640,1659564488.3052547,-822562587.8354132,-57213605482.30185,0.4326587423816103
memory_um,2,0,16,independent,q95,124298466508.79993,816,7183675830.213227,-6510759477.410799,-57213605482.30185,0.4326587423816103
memory_um,2,0,16,bottom_up,q90,117330849792.0,6640,1665108657.3044841,-921691415.7191817,-57711755194.1181,0.40089586907772307
memory_um,2,0,16,bottom_up,q95,124298466508.79993,816,7842448248.932543,-7520338554.018398,-57711755194.1181,0.40089586907772307
memory_um,2,0,16,wls,q90,117330849792.0,6640,1627981354.5885446,-881395578.4209193,-57509257493.099335,0.3987338775897256
memory_um,2,0,16,wls,q95,124298466508.79993,816,7502618561.521079,-7109944977.192542,-57509257493.099335,0.3987338775897256
memory_um,2,0,16,mint,q90,117330849792.0,6640,1631906162.41969,-889962253.4515947,-57552307398.936066,0.3991935051782819
memory_um,2,0,16,mint,q95,124298466508.79993,816,7567272835.848237,-7197192411.372562,-57552307398.936066,0.3991935051782819
memory_um,2,1,1,independent,q90,121059018342.4,2451,1957279822.9534721,-762434270.6186422,-55579757879.65828,0.49772840219414494
memory_um,2,1,1,independent,q95,127221156659.19992,398,7229110373.905715,-6013968903.165124,-55579757879.65828,0.49772840219414494
memory_um,2,1,1,bottom_up,q90,121059018342.4,2451,1847925721.2024214,-808997720.0543746,-55676655325.473694,0.47362466478494925
memory_um,2,1,1,bottom_up,q95,127221156659.19992,398,7363556392.948685,-6479151827.353356,-55676655325.473694,0.47362466478494925
memory_um,2,1,1,wls,q90,121059018342.4,2451,1855834001.002899,-793193398.8498156,-55643766903.639175,0.47880716943908336
memory_um,2,1,1,wls,q95,127221156659.19992,398,7276908343.169833,-6321261883.193115,-55643766903.639175,0.47880716943908336
memory_um,2,1,1,mint,q90,121059018342.4,2451,1856664345.3068786,-792740582.7530566,-55642824604.62985,0.4789556553046446
memory_um,2,1,1,mint,q95,127221156659.19992,398,7275080889.590082,-6316738119.143219,-55642824604.62985,0.4789556553046446
memory_um,2,1,8,independent,q90,121052190310.4,2467,1954885112.7415636,-780274725.7065332,-55654342798.76274,0.4865140353790319
memory_um,2,1,8,independent,q95,127247543500.79994,396,7276497970.612192,-6126378558.978663,-55654342798.76274,0.4865140353790319
memory_um,2,1,8,bottom_up,q90,121052190310.4,2467,1850693994.1257422,-885568533.9169269,-55801084704.488785,0.44375844827793876
memory_um,2,1,8,bottom_up,q95,127247543500.79994,396,7451007382.750135,-6788979367.986193,-55801084704.488785,0.44375844827793876
memory_um,2,1,8,wls,q90,121052190310.4,2467,1853415949.5932322,-849751448.6404132,-55751168499.081406,0.4521787001376583
memory_um,2,1,8,wls,q95,127247543500.79994,396,7337828996.891488,-6563586914.392303,-55751168499.081406,0.4521787001376583
memory_um,2,1,8,mint,q90,121052190310.4,2467,1854633357.7511966,-848092084.296646,-55748855938.718506,0.4529308704205716
memory_um,2,1,8,mint,q95,127247543500.79994,396,7334101582.181637,-6553144741.286848,-55748855938.718506,0.4529308704205716
memory_um,2,1,16,independent,q90,121048544051.2,2474,2005867196.2248785,-1035698153.9313161,-55711878298.96123,0.4542720485141361
memory_um,2,1,16,independent,q95,127134631526.39993,399,7380572258.845723,-6474150780.552375,-55711878298.96123,0.4542720485141361
memory_um,2,1,16,bottom_up,q90,121048544051.2,2474,1887749915.5825634,-1003996831.4553982,-55873853915.78496,0.4261673174814243
memory_um,2,1,16,bottom_up,q95,127134631526.39993,399,7514609106.7399435,-7023880190.328553,-55873853915.78496,0.4261673174814243
memory_um,2,1,16,wls,q90,121048544051.2,2474,1898153060.778993,-1014894536.1040716,-55818172880.55095,0.4312241169009398
memory_um,2,1,16,wls,q95,127134631526.39993,399,7431308150.5208235,-6834904200.034931,-55818172880.55095,0.4312241169009398
memory_um,2,1,16,mint,q90,121048544051.2,2474,1900230693.5030007,-1015637367.6664407,-55814377433.372406,0.4315688089955462
memory_um,2,1,16,mint,q95,127134631526.39993,399,7427275865.171953,-6822022824.495588,-55814377433.372406,0.4315688089955462
memory_um,2,2,1,independent,q90,122230747955.2,688,6055886214.092417,-4751133228.422027,-58976790322.55521,0.5049996760671986
memory_um,2,2,1,independent,q95,129465074073.59999,345,9507883464.499197,-8870338253.674076,-58976790322.55521,0.5049996760671986
memory_um,2,2,1,bottom_up,q90,122230747955.2,688,6159388780.27859,-5130526382.918695,-59116280362.7061,0.5197055237366808
memory_um,2,2,1,bottom_up,q95,129465074073.59999,345,9867478655.073296,-9372991677.303326,-59116280362.7061,0.5197055237366808
memory_um,2,2,1,wls,q90,122230747955.2,688,6079037058.6724825,-5002715176.488625,-59069288501.83467,0.5128819599909439
memory_um,2,2,1,wls,q95,129465074073.59999,345,9714145819.964357,-9203656148.390646,-59069288501.83467,0.5128819599909439
