hierarchy,seed,fold,horizon,method,threshold_name,threshold_value,n_peak,peak_mae,signed_bias,max_underpred,pred_to_target_range_ratio
cpu_core_weighted,1,0,8,mint,q95,1467.2066666604928,338,1751.0529812461564,-1299.082647007982,-6700.260210483661,0.777105260206575
cpu_core_weighted,1,0,16,independent,q90,1043.5733333087214,563,1086.809633646509,-638.4150836430208,-6856.513833410225,0.9437175658053768
cpu_core_weighted,1,0,16,independent,q95,1468.3999999969562,296,1741.0092869637144,-1202.2164890358029,-6856.513833410225,0.9437175658053768
cpu_core_weighted,1,0,16,bottom_up,q90,1043.5733333087214,563,1094.1358145243423,-721.4905342567563,-6663.377527532198,0.8257351436759202
cpu_core_weighted,1,0,16,bottom_up,q95,1468.3999999969562,296,1755.99351268541,-1322.9704002970168,-6663.377527532198,0.8257351436759202
cpu_core_weighted,1,0,16,wls,q90,1043.5733333087214,563,1083.2305202447812,-687.558623697906,-6742.263453620053,0.8739246986609439
cpu_core_weighted,1,0,16,wls,q95,1468.3999999969562,296,1745.581079941202,-1273.6488391584287,-6742.263453620053,0.8739246986609439
cpu_core_weighted,1,0,16,mint,q90,1043.5733333087214,563,1086.5802093215366,-701.1467369584932,-6710.6733992802365,0.8546270782100885
cpu_core_weighted,1,0,16,mint,q95,1468.3999999969562,296,1748.8384736380297,-1293.3997741311446,-6710.6733992802365,0.8546270782100885
cpu_core_weighted,1,1,1,independent,q90,1107.3999999913692,442,1123.4409077857636,-691.7231499642544,-6309.067979966835,1.0501260043779248
cpu_core_weighted,1,1,1,independent,q95,1684.729999958847,240,1750.9840240544584,-1244.960755244763,-6309.067979966835,1.0501260043779248
cpu_core_weighted,1,1,1,bottom_up,q90,1107.3999999913692,442,1107.9528415483612,-694.7114224469364,-6239.686591987607,0.96713615282159
cpu_core_weighted,1,1,1,bottom_up,q95,1684.729999958847,240,1718.0636089455102,-1271.0006436205051,-6239.686591987607,0.96713615282159
cpu_core_weighted,1,1,1,wls,q90,1107.3999999913692,442,1108.1100533456447,-693.5783603864655,-6265.993904617479,0.9986033810449532
cpu_core_weighted,1,1,1,wls,q95,1684.729999958847,240,1726.2847053662842,-1261.1271097478689,-6265.993904617479,0.9986033810449532
cpu_core_weighted,1,1,1,mint,q90,1107.3999999913692,442,1107.94294028559,-693.6213696031774,-6264.995321264442,0.9974089355798854
cpu_core_weighted,1,1,1,mint,q95,1684.729999958847,240,1725.862217260666,-1261.5018932423925,-6264.995321264442,0.9974089355798854
cpu_core_weighted,1,1,8,independent,q90,1105.9466666535784,421,1120.2278880668764,-688.4639789754489,-6332.937110778828,0.9526588466554715
cpu_core_weighted,1,1,8,independent,q95,1684.9866666241232,230,1739.515426111564,-1236.4085928353527,-6332.937110778828,0.9526588466554715
cpu_core_weighted,1,1,8,bottom_up,q90,1105.9466666535784,421,1118.0348321615977,-739.0133995910677,-6262.705831135904,0.9035698262906054
cpu_core_weighted,1,1,8,bottom_up,q95,1684.9866666241232,230,1734.6195056287481,-1310.7356579618493,-6262.705831135904,0.9035698262906054
cpu_core_weighted,1,1,8,wls,q90,1105.9466666535784,421,1113.6027494255645,-719.8112413137845,-6289.384517682508,0.922217223772951
cpu_core_weighted,1,1,8,wls,q95,1684.9866666241232,230,1733.0463720534342,-1282.5011094455162,-6289.384517682508,0.922217223772951
cpu_core_weighted,1,1,8,mint,q90,1105.9466666535784,421,1113.6366773542657,-720.2685121100128,-6288.7492045028075,0.9217731637788159
cpu_core_weighted,1,1,8,mint,q95,1684.9866666241232,230,1733.0184457824146,-1283.1734731607519,-6288.7492045028075,0.9217731637788159
cpu_core_weighted,1,1,16,independent,q90,1103.5466666898378,387,1095.3188626958442,-671.4594938000748,-6345.18027079807,0.9504119477082916
cpu_core_weighted,1,1,16,independent,q95,1678.6133333214827,207,1715.3278202735498,-1235.678357382718,-6345.18027079807,0.9504119477082916
cpu_core_weighted,1,1,16,bottom_up,q90,1103.5466666898378,387,1091.3348865413059,-687.5015115892579,-6256.118058070443,0.9251764808832064
cpu_core_weighted,1,1,16,bottom_up,q95,1678.6133333214827,207,1702.5881133577943,-1256.7964425724526,-6256.118058070443,0.9251764808832064
cpu_core_weighted,1,1,16,wls,q90,1103.5466666898378,387,1087.5649017623991,-681.4279248001369,-6289.8374495919925,0.9347307526674391
cpu_core_weighted,1,1,16,wls,q95,1678.6133333214827,207,1704.1641183669808,-1248.8010317142118,-6289.8374495919925,0.9347307526674391
cpu_core_weighted,1,1,16,mint,q90,1103.5466666898378,387,1087.586551406829,-681.6626974228319,-6288.534036920138,0.9343614352405465
