run_id,experiment_stage,eligible_for_final_claims,evaluation_role,freeze_commit,freeze_tag,source_experiment_freeze_tag,dataset_fingerprint,config_hash,pack_id,pack_hash,hierarchy,fold,horizon,context,base_model,ewma_alpha,seed,summing_matrix_hash,wall_train_sec_sum,cpu_train_sec_sum,peak_rss_mb_max,top_mae_independent,n_bottom_series,n_series_fitted,reconciliation_method,nonnegative,coherence_error_before,coherence_error_after,is_coherent_after,top_mae,bottom_mae_mean
base__disk_ud__f1__h1__ewma__s0__wls__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5207997421384787e-05,3.799999996090264e-05,491.09375,1146341583.7071595,7,8,wls,False,6.575512966710971e-05,0.0,True,1146341583.707011,185049688.9541936
base__disk_ud__f1__h1__ewma__s0__mint__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5207997421384787e-05,3.799999996090264e-05,491.09375,1146341583.7071595,7,8,mint,False,6.575512966710971e-05,0.0,True,1146341583.549135,185049688.9098418
base__disk_ud__f1__h8__ewma__s0__independent__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.570599852129817e-05,4.000000024007022e-05,491.09375,1147289013.041582,7,8,independent,False,6.576650649262305e-05,6.576650649262305e-05,True,1147289013.041582,185198578.1035792
base__disk_ud__f1__h8__ewma__s0__bottom_up__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.570599852129817e-05,4.000000024007022e-05,491.09375,1147289013.041582,7,8,bottom_up,False,6.576650649262305e-05,0.0,True,1147289013.04158,185198578.1035792
base__disk_ud__f1__h8__ewma__s0__top_down__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.570599852129817e-05,4.000000024007022e-05,491.09375,1147289013.041582,7,8,top_down,False,6.576650649262305e-05,4.998549741504414e-05,True,1147289013.041582,185198578.10357937
base__disk_ud__f1__h8__ewma__s0__wls__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.570599852129817e-05,4.000000024007022e-05,491.09375,1147289013.041582,7,8,wls,False,6.576650649262305e-05,0.0,True,1147289012.9808462,185198578.0890312
base__disk_ud__f1__h8__ewma__s0__mint__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,1,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.570599852129817e-05,4.000000024007022e-05,491.09375,1147289013.041582,7,8,mint,False,6.576650649262305e-05,0.0,True,1147289012.8890808,185198578.0949204
base__disk_ud__f2__h1__ewma__s0__independent__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5500003428314812e-05,3.90000000152213e-05,491.09375,1655185953.2532463,7,8,independent,False,6.113099596871603e-05,6.113099596871603e-05,True,1655185953.2532463,277962990.3526258
base__disk_ud__f2__h1__ewma__s0__bottom_up__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5500003428314812e-05,3.90000000152213e-05,491.09375,1655185953.2532463,7,8,bottom_up,False,6.113099596871603e-05,0.0,True,1655185953.2532458,277962990.3526258
base__disk_ud__f2__h1__ewma__s0__top_down__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5500003428314812e-05,3.90000000152213e-05,491.09375,1655185953.2532463,7,8,top_down,False,6.113099596871603e-05,4.2803492835789346e-05,True,1655185953.2532463,277962990.3526259
base__disk_ud__f2__h1__ewma__s0__wls__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5500003428314812e-05,3.90000000152213e-05,491.09375,1655185953.2532463,7,8,wls,False,6.113099596871603e-05,0.0,True,1655185953.2646391,277962990.360403
base__disk_ud__f2__h1__ewma__s0__mint__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,1,32,ewma,0.9,0,abe0cd1cb9555ccb,1.5500003428314812e-05,3.90000000152213e-05,491.09375,1655185953.2532463,7,8,mint,False,6.113099596871603e-05,0.0,True,1655185953.2582996,277962990.35063607
base__disk_ud__f2__h8__ewma__s0__independent__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.703999805613421e-05,4.0000000012696546e-05,491.09375,1656530293.7577431,7,8,independent,False,6.113845559568424e-05,6.113845559568424e-05,True,1656530293.7577431,278186254.54299676
base__disk_ud__f2__h8__ewma__s0__bottom_up__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.703999805613421e-05,4.0000000012696546e-05,491.09375,1656530293.7577431,7,8,bottom_up,False,6.113845559568424e-05,0.0,True,1656530293.7577424,278186254.54299676
base__disk_ud__f2__h8__ewma__s0__top_down__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.703999805613421e-05,4.0000000012696546e-05,491.09375,1656530293.7577431,7,8,top_down,False,6.113845559568424e-05,4.281020026142408e-05,True,1656530293.7577431,278186254.5429968
base__disk_ud__f2__h8__ewma__s0__wls__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.703999805613421e-05,4.0000000012696546e-05,491.09375,1656530293.7577431,7,8,wls,False,6.113845559568424e-05,0.0,True,1656530293.7829485,278186254.55452484
base__disk_ud__f2__h8__ewma__s0__mint__nn0,final_robustness_extension,True,robustness_extension,de2093a219740f4292d3034120109176c5b5b4b8,final-robustness-extension-freeze-v1,experiment-freeze-v2,bf06dc0e7fe6ff5e,2b0ff42ed114603a,ewma_baselines,8c7c971920dd0c71,disk_ud,2,8,32,ewma,0.9,0,abe0cd1cb9555ccb,1.703999805613421e-05,4.0000000012696546e-05,491.09375,1656530293.7577431,7,8,mint,False,6.113845559568424e-05,0.0,True,1656530293.6965742,278186254.53032637
