hierarchy,base_model,wall_train_sec_sum
cpu_core_weighted,dlinear,1.8377482269994896
cpu_core_weighted,lightgbm,79.480406337556
cpu_core_weighted,persistence,0.0003211018890093333
cpu_core_weighted,ridge,0.06393371299984406
disk_ud,lightgbm,6.686290173833034
disk_ud,persistence,0.00023835433421476665
disk_ud,ridge,0.03336282000085092
memory_um,dlinear,2.1147051758885533
memory_um,lightgbm,11.212499301555908
memory_um,persistence,0.00031786633371662224
memory_um,ridge,0.0632702222227534
