base_model,n_jobs,total_train_sec,median_job_train_sec,mean_job_train_sec,slowest_job_train_sec,warm_inference_latency,reconciliation_overhead
lightgbm,9,715.3236570380041,53.876376333000735,79.480406337556,285.5105624170001,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics
persistence,9,0.0028899170010839997,0.0002891679996537,0.0003211018890093333,0.0007037489995127,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics
ridge,9,0.5754034169985965,0.0530217100003937,0.06393371299984406,0.1949329590015622,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics
