run_id,fold,horizon,base_model,reconciliation_method,nonnegative,top_mae_weighted_mean,top_rmse_weighted_mean,top_r2,top_mase,mase_valid,coherence_before_wsum,coherence_after_wsum,coherence_before_mean,coherence_after_mean,is_coherent_after,macro_machine_mae,core_weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,adj_magnitude_mean_units,ind_top_mae,wall_train_sec_sum,pct_pred_gt100_top,pct_pred_neg_top,pct_pred_gt100_machines,pct_pred_neg_machines,mae_machine01_CU,mae_machine02_CU,mae_machine03_CU,mae_machine04_CU,mae_machine05_CU,mae_machine06_CU,mae_machine07_CU,pers_ind_mae,same_ind_mae,rel_vs_ind,rel_vs_pers
base__cpu_core_weighted__f0__h1__ridge__s0__independent__nn0,0,1,ridge,independent,False,1.336759005851477,3.1668112856130346,0.5301464354880667,1.2082727458872957,True,123.47735953230479,123.47735953230479,0.5232091505606135,0.5232091505606135,False,1.5671654438782914,1.6468663260419918,3.846644579939137,0.05806877585700892,0,0,0.0,1.336759005851477,0.0111302490004163,0.0,0.10315659170621003,0.011789324766424003,0.8134634088832563,3.846644579939137,1.240013049663714,0.9208543418780958,3.343927959526327,0.6044006759947186,0.05806877585700892,0.9562487242890382,1.4204331179186942,1.336759005851477,1.0,0.9410925364864614
base__cpu_core_weighted__f0__h1__ridge__s0__bottom_up__nn0,0,1,ridge,bottom_up,False,1.2009014408533412,3.1045884349062867,0.5484288076152217,1.0854735035472014,True,123.47735953230479,0.0,0.5232091505606135,0.0,True,1.5671654438782914,1.6468663260419918,3.846644579939137,0.05806877585700892,0,0,0.0654011438200767,1.336759005851477,0.0111302490004163,0.0,0.18568186507117806,0.011789324766424003,0.8134634088832563,3.846644579939137,1.240013049663714,0.9208543418780958,3.343927959526327,0.6044006759947186,0.05806877585700892,0.9562487242890382,1.4204331179186942,1.336759005851477,0.8983679448551024,0.8454473679218178
base__cpu_core_weighted__f0__h1__ridge__s0__wls__nn0,0,1,ridge,wls,False,1.2216535483302398,3.1086460832182965,0.5472476433290053,1.1042309652693978,True,123.47735953230479,0.0,0.5232091505606135,0.0,True,1.5997322030368715,1.6818173594684884,4.037020534271874,0.05806435339713619,1,6,0.2045239927656072,1.336759005851477,0.0111302490004163,0.0,0.14441922838869403,0.014736655958030006,0.7987267529252263,4.037020534271874,1.244591805980984,0.9244713503669227,3.3722914554903505,0.6046222353725463,0.05806435339713619,0.9570636863782853,1.4204331179186942,1.336759005851477,0.9138921398566391,0.8600570719727244
base__cpu_core_weighted__f0__h1__ridge__s0__mint__nn0,0,1,ridge,mint,False,1.207236051982506,3.103700243685136,0.5486871505192987,1.0911992461452764,True,123.47735953230479,0.0,0.5232091505606135,0.0,True,1.5752346276501616,1.655700038374974,3.87851385531853,0.05806528215408272,2,5,0.1423461995071428,1.336759005851477,0.0111302490004163,0.0,0.16505054672993605,0.014736655958030006,0.7898847593504081,3.87851385531853,1.2444543479136023,0.9272935443800254,3.357494985660678,0.6043811872049093,0.05806528215408272,0.9564391909193057,1.4204331179186942,1.336759005851477,0.9031067280624241,0.8499070014302555
base__cpu_core_weighted__f0__h8__lightgbm__s0__independent__nn0,0,8,lightgbm,independent,False,1.08977444725631,2.711788710130992,0.6342276406112819,0.9843461809568078,True,171.44483583057644,171.44483583057644,0.726461168773629,0.726461168773629,False,1.313124136803469,1.3772005875044397,3.070396112709679,0.05536087688496863,0,0,0.0,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.5321802760685181,3.070396112709679,1.0837412158708686,0.9671972260648545,2.627957114189408,0.5615603677557083,0.05536087688496863,0.8256560441487945,1.3906675083299915,1.08977444725631,1.0,0.7836340755275037
base__cpu_core_weighted__f0__h8__lightgbm__s0__independent__nn1,0,8,lightgbm,independent,True,0.9962724450291911,2.4444704144188285,0.7027863455262698,0.8998898615452071,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3083589720129958,1.3721123606942731,3.0647187341094537,0.05536087688496863,3,0,0.09472680050141306,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.0,3.0647187341094537,1.0837412158708686,0.9670436439562365,2.6004319213649385,0.5615603677557083,0.05536087688496863,0.8256560441487945,1.3906675083299915,1.08977444725631,0.9142005921844416,0.7163987359031513
base__cpu_core_weighted__f0__h8__lightgbm__s0__bottom_up__nn0,0,8,lightgbm,bottom_up,False,0.9965505384455932,2.4442549881671347,0.702838728898836,0.9001410513148643,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.313124136803469,1.3772005875044397,3.070396112709679,0.05536087688496863,0,0,0.09080764609670361,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.5321802760685181,3.070396112709679,1.0837412158708686,0.9671972260648545,2.627957114189408,0.5615603677557083,0.05536087688496863,0.8256560441487945,1.3906675083299915,1.08977444725631,0.9144557765642022,0.7165987070786741
base__cpu_core_weighted__f0__h8__lightgbm__s0__bottom_up__nn1,0,8,lightgbm,bottom_up,True,0.9962724450291911,2.4444704144188285,0.7027863455262698,0.8998898615452071,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3083589720129958,1.3721123606942731,3.0647187341094537,0.05536087688496863,3,0,0.09472680050141306,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.0,3.0647187341094537,1.0837412158708686,0.9670436439562365,2.6004319213649385,0.5615603677557083,0.05536087688496863,0.8256560441487945,1.3906675083299915,1.08977444725631,0.9142005921844416,0.7163987359031513
base__cpu_core_weighted__f0__h8__lightgbm__s0__wls__nn0,0,8,lightgbm,wls,False,0.9863593395653419,2.448089373209233,0.7019056638379595,0.8909357816167144,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3583125090773407,1.427742932617064,3.2913095560632093,0.05535998187670779,1,6,0.3181104964722703,1.08977444725631,52.36379783400207,0.0,0.0,0.033261267254282384,1.0044902710793282,3.2913095560632093,1.140073219287844,0.9679150477808578,2.655906014316321,0.5642034726798855,0.05535998187670779,0.8334202715365604,1.3906675083299915,1.08977444725631,0.9051041176902863,0.7092704285223644
base__cpu_core_weighted__f0__h8__lightgbm__s0__wls__nn1,0,8,lightgbm,wls,True,0.9916933041432251,2.449334286378567,0.701602410267274,0.8957537213975719,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3430505950924014,1.4114372045108179,3.2265204068607862,0.05535998187670779,2,5,0.31155902812156405,1.08977444725631,52.36379783400207,0.0,0.0,0.033261267254282384,0.0,3.2265204068607862,1.1398940935487278,0.9677765947788883,2.6141793443652555,0.5642034726798855,0.05535998187670779,0.8334202715365604,1.3906675083299915,1.08977444725631,0.9099986760012398,0.7131059711994839
base__cpu_core_weighted__f0__h8__lightgbm__s0__mint__nn0,0,8,lightgbm,mint,False,0.9801360741347103,2.428490504828174,0.7066595144025969,0.8853145747925448,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3422613888887174,1.4096449781232898,3.2366761480835513,0.05536704521523469,2,5,0.2666045351421694,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.8248794279062033,3.2366761480835513,1.1115195402974658,0.9760117481543407,2.6274028496973303,0.5614152392881963,0.05536704521523469,0.8274371514849019,1.3906675083299915,1.08977444725631,0.8993935181746712,0.7047954081502376
base__cpu_core_weighted__f0__h8__lightgbm__s0__mint__nn1,0,8,lightgbm,mint,True,0.9843987562314567,2.43166984756956,0.7058909378450731,0.8891648713866055,True,171.44483583057644,0.0,0.726461168773629,0.0,True,1.3312465924264452,1.3978834157991684,3.187811167883149,0.05536704521523469,2,5,0.26408461234664765,1.08977444725631,52.36379783400207,0.0,0.0,0.02993514052885415,0.0,3.187811167883149,1.1115195402974658,0.9758917196986728,2.5992842831174943,0.5614152392881963,0.05536704521523469,0.8274371514849019,1.3906675083299915,1.08977444725631,0.9033050451034575,0.707860613938978
