claim,hierarchy,base_model,horizon,fold,method,threshold,effect,verdict,best_model,lgbm_high_load_mae,best_high_load_mae,aspect
P2,cpu_core_weighted,ridge,8,0,wls,q95,-0.01179941002949847,uncertain,,,,
P2,cpu_core_weighted,ridge,8,0,mint,q95,-0.01179941002949847,uncertain,,,,
P2,cpu_core_weighted,ridge,8,1,bottom_up,q90,-0.030952380952380953,contradict,,,,
P2,cpu_core_weighted,ridge,8,1,wls,q90,-0.023809523809523725,contradict,,,,
P2,cpu_core_weighted,ridge,8,1,mint,q90,-0.02619047619047621,contradict,,,,
P2,cpu_core_weighted,ridge,8,1,bottom_up,q95,-0.021739130434782594,contradict,,,,
P2,cpu_core_weighted,ridge,8,1,wls,q95,-0.008695652173913104,uncertain,,,,
P2,cpu_core_weighted,ridge,8,1,mint,q95,-0.004347826086956608,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,bottom_up,q90,-0.003597122302158362,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,wls,q90,-0.003597122302158362,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,mint,q90,0.003597122302158251,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,bottom_up,q95,0.013029315960912058,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,wls,q95,0.013029315960912058,uncertain,,,,
P2,cpu_core_weighted,ridge,8,2,mint,q95,0.013029315960912058,uncertain,,,,
P2,cpu_core_weighted,ridge,16,0,bottom_up,q90,-0.03362831858407078,contradict,,,,
P2,cpu_core_weighted,ridge,16,0,wls,q90,0.001769911504424737,uncertain,,,,
P2,cpu_core_weighted,ridge,16,0,mint,q90,-0.023008849557522137,contradict,,,,
P2,cpu_core_weighted,ridge,16,0,bottom_up,q95,-0.0033444816053511683,uncertain,,,,
P2,cpu_core_weighted,ridge,16,0,wls,q95,-0.013377926421404673,uncertain,,,,
P2,cpu_core_weighted,ridge,16,0,mint,q95,-0.0033444816053511683,uncertain,,,,
P2,cpu_core_weighted,ridge,16,1,bottom_up,q90,-0.0390625,contradict,,,,
P2,cpu_core_weighted,ridge,16,1,wls,q90,-0.02864583333333337,contradict,,,,
P2,cpu_core_weighted,ridge,16,1,mint,q90,-0.02864583333333337,contradict,,,,
P2,cpu_core_weighted,ridge,16,1,bottom_up,q95,-0.024154589371980673,contradict,,,,
P2,cpu_core_weighted,ridge,16,1,wls,q95,-0.004830917874396157,uncertain,,,,
P2,cpu_core_weighted,ridge,16,1,mint,q95,-0.004830917874396157,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,bottom_up,q90,-0.00612244897959191,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,wls,q90,-0.00612244897959191,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,mint,q90,-0.008163265306122547,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,bottom_up,q95,0.0146520146520146,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,wls,q95,0.0146520146520146,uncertain,,,,
P2,cpu_core_weighted,ridge,16,2,mint,q95,0.0146520146520146,uncertain,,,,
P3,cpu_core_weighted,lightgbm,1,0,independent,q90,-0.0,support,lightgbm,3.842479837383223,3.842479837383223,
P3,cpu_core_weighted,lightgbm,1,1,independent,q90,-0.0,support,lightgbm,4.162829441454485,4.162829441454485,
P3,cpu_core_weighted,lightgbm,1,2,independent,q90,-0.0,support,lightgbm,4.258499621361494,4.258499621361494,
P3,cpu_core_weighted,lightgbm,8,0,independent,q90,-0.0,support,lightgbm,3.7198402293283257,3.7198402293283257,
P3,cpu_core_weighted,lightgbm,8,1,independent,q90,-0.0,support,lightgbm,4.15749557932449,4.15749557932449,
P3,cpu_core_weighted,lightgbm,8,2,independent,q90,-0.0,support,lightgbm,4.268427504464971,4.268427504464971,
P3,cpu_core_weighted,lightgbm,16,0,independent,q90,-0.0,support,lightgbm,3.89054109850068,3.89054109850068,
P3,cpu_core_weighted,lightgbm,16,1,independent,q90,-0.0,support,lightgbm,4.116427641149148,4.116427641149148,
P3,cpu_core_weighted,lightgbm,16,2,independent,q90,-0.0,support,lightgbm,4.365209850408368,4.365209850408368,
P3,cpu_core_weighted,lightgbm,1,0,independent,q95,-0.0,support,lightgbm,5.972451679188666,5.972451679188666,
P3,cpu_core_weighted,lightgbm,1,1,independent,q95,-0.0,support,lightgbm,6.157629807531317,6.157629807531317,
P3,cpu_core_weighted,lightgbm,1,2,independent,q95,-0.0,support,lightgbm,6.482583554511089,6.482583554511089,
P3,cpu_core_weighted,lightgbm,8,0,independent,q95,-0.0,support,lightgbm,5.837240114534344,5.837240114534344,
P3,cpu_core_weighted,lightgbm,8,1,independent,q95,-0.0,support,lightgbm,6.099093522983697,6.099093522983697,
P3,cpu_core_weighted,lightgbm,8,2,independent,q95,-0.0,support,lightgbm,6.428545452469313,6.428545452469313,
P3,cpu_core_weighted,lightgbm,16,0,independent,q95,-0.0,support,lightgbm,5.9850643984406195,5.9850643984406195,
P3,cpu_core_weighted,lightgbm,16,1,independent,q95,-0.0,support,lightgbm,6.062081766723417,6.062081766723417,
P3,cpu_core_weighted,lightgbm,16,2,independent,q95,-0.0,support,lightgbm,6.543096190099937,6.543096190099937,
P4,memory_um,dlinear,1,0,wls,q90,-0.012292817371383756,uncertain,,,,
P4,memory_um,dlinear,1,0,mint,q90,-0.01078278323268164,uncertain,,,,
P4,memory_um,dlinear,1,0,wls,q95,0.013369508382832844,uncertain,,,,
P4,memory_um,dlinear,1,0,mint,q95,0.015301782675375889,uncertain,,,,
P4,memory_um,dlinear,1,1,wls,q90,-0.05609258496453123,support,,,,
P4,memory_um,dlinear,1,1,mint,q90,-0.05576150761734923,support,,,,
P4,memory_um,dlinear,1,1,wls,q95,0.011909569731558961,uncertain,,,,
P4,memory_um,dlinear,1,1,mint,q95,0.011652083931363908,uncertain,,,,
P4,memory_um,dlinear,1,2,wls,q90,0.0073738705076555,uncertain,,,,
P4,memory_um,dlinear,1,2,mint,q90,0.006963002338370123,uncertain,,,,
P4,memory_um,dlinear,1,2,wls,q95,0.027822944582760252,contradict,,,,
P4,memory_um,dlinear,1,2,mint,q95,0.0272342210581819,contradict,,,,
P4,memory_um,dlinear,8,0,wls,q90,-0.059980484493787296,support,,,,
P4,memory_um,dlinear,8,0,mint,q90,-0.06533140964718201,support,,,,
P4,memory_um,dlinear,8,0,wls,q95,0.004577976968311295,uncertain,,,,
P4,memory_um,dlinear,8,0,mint,q95,0.00610180155261958,uncertain,,,,
P4,memory_um,dlinear,8,1,wls,q90,-0.05199092304707694,support,,,,
P4,memory_um,dlinear,8,1,mint,q90,-0.05163777029040672,support,,,,
P4,memory_um,dlinear,8,1,wls,q95,0.01101459413443615,uncertain,,,,
P4,memory_um,dlinear,8,1,mint,q95,0.010679737487597703,uncertain,,,,
P4,memory_um,dlinear,8,2,wls,q90,0.0017313301589728402,uncertain,,,,
P4,memory_um,dlinear,8,2,mint,q90,0.0013511845612957706,uncertain,,,,
P4,memory_um,dlinear,8,2,wls,q95,0.021419510081930212,contradict,,,,
P4,memory_um,dlinear,8,2,mint,q95,0.02064854963461244,contradict,,,,
P4,memory_um,dlinear,16,0,wls,q90,-0.062049709258735916,support,,,,
P4,memory_um,dlinear,16,0,mint,q90,-0.06687735960593097,support,,,,
P4,memory_um,dlinear,16,0,wls,q95,0.004036837957894639,uncertain,,,,
P4,memory_um,dlinear,16,0,mint,q95,0.0053270949526485175,uncertain,,,,
P4,memory_um,dlinear,16,1,wls,q90,-0.05495334716797837,support,,,,
P4,memory_um,dlinear,16,1,mint,q90,-0.05437028084176043,support,,,,
P4,memory_um,dlinear,16,1,wls,q95,-0.004605315345579389,uncertain,,,,
P4,memory_um,dlinear,16,1,mint,q95,-0.0047276010797893,uncertain,,,,
P4,memory_um,dlinear,16,2,wls,q90,0.006231922772425738,uncertain,,,,
P4,memory_um,dlinear,16,2,mint,q90,0.005732750236752651,uncertain,,,,
P4,memory_um,dlinear,16,2,wls,q95,0.025388656780145222,contradict,,,,
P4,memory_um,dlinear,16,2,mint,q95,0.024626401525312862,contradict,,,,
P4,memory_um,ridge,1,0,wls,q90,-0.06570210764052421,support,,,,
P4,memory_um,ridge,1,0,mint,q90,-0.06822811136783866,support,,,,
P4,memory_um,ridge,1,0,wls,q95,-0.0007846995426994795,uncertain,,,,
P4,memory_um,ridge,1,0,mint,q95,-0.00024194640198067435,uncertain,,,,
P4,memory_um,ridge,1,1,wls,q90,-0.05545176032708382,support,,,,
P4,memory_um,ridge,1,1,mint,q90,-0.05494462266337626,support,,,,
P4,memory_um,ridge,1,1,wls,q95,0.004837270346711351,uncertain,,,,
P4,memory_um,ridge,1,1,mint,q95,0.004579552390416097,uncertain,,,,
P4,memory_um,ridge,1,2,wls,q90,0.005176211330335186,uncertain,,,,
P4,memory_um,ridge,1,2,mint,q90,0.004955709931285476,uncertain,,,,
P4,memory_um,ridge,1,2,wls,q95,0.024852588461767407,contradict,,,,
P4,memory_um,ridge,1,2,mint,q95,0.02448920397371283,contradict,,,,
P4,memory_um,ridge,8,0,wls,q90,-0.060613082353216594,support,,,,
P4,memory_um,ridge,8,0,mint,q90,-0.06404844704203652,support,,,,
P4,memory_um,ridge,8,0,wls,q95,-0.0016443512497592982,uncertain,,,,
P4,memory_um,ridge,8,0,mint,q95,-0.001164691248696876,uncertain,,,,
P4,memory_um,ridge,8,1,wls,q90,-0.055443850821338965,support,,,,
P4,memory_um,ridge,8,1,mint,q90,-0.05496492780670383,support,,,,
P4,memory_um,ridge,8,1,wls,q95,0.0047932317776888346,uncertain,,,,
P4,memory_um,ridge,8,1,mint,q95,0.004547354119967176,uncertain,,,,
P4,memory_um,ridge,8,2,wls,q90,0.005186517654333277,uncertain,,,,
P4,memory_um,ridge,8,2,mint,q90,0.004963933983743922,uncertain,,,,
P4,memory_um,ridge,8,2,wls,q95,0.024861406185784817,contradict,,,,
P4,memory_um,ridge,8,2,mint,q95,0.02449442815216939,contradict,,,,
P4,memory_um,ridge,16,0,wls,q90,-0.06091923971995172,support,,,,
P4,memory_um,ridge,16,0,mint,q90,-0.06408566364659297,support,,,,
P4,memory_um,ridge,16,0,wls,q95,-0.0019025450871927758,uncertain,,,,
P4,memory_um,ridge,16,0,mint,q95,-0.001490763343607739,uncertain,,,,
P4,memory_um,ridge,16,1,wls,q90,-0.05570874888624803,support,,,,
P4,memory_um,ridge,16,1,mint,q90,-0.055211403366963056,support,,,,
P4,memory_um,ridge,16,1,wls,q95,0.004453093388376082,uncertain,,,,
P4,memory_um,ridge,16,1,mint,q95,0.0042079369835425545,uncertain,,,,
P4,memory_um,ridge,16,2,wls,q90,0.005180148210357735,uncertain,,,,
P4,memory_um,ridge,16,2,mint,q90,0.004960554233314786,uncertain,,,,
P4,memory_um,ridge,16,2,wls,q95,0.024872600312082993,contradict,,,,
P4,memory_um,ridge,16,2,mint,q95,0.02451061684330603,contradict,,,,
P5,memory_um,dlinear,1,0,independent,q90,-705510164.1569304,support,,,,independent_underprediction
P5,memory_um,dlinear,1,0,bottom_up,q90,-110927303.83774424,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,0,wls,q90,-74674179.83116782,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,0,mint,q90,-80147732.16260338,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,independent,q90,-751072044.7876368,support,,,,independent_underprediction
P5,memory_um,dlinear,1,1,bottom_up,q90,-103977711.5183208,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,wls,q90,-68696921.3136363,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,mint,q90,-67957158.99713516,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,independent,q90,-4626037362.199371,support,,,,independent_underprediction
P5,memory_um,dlinear,1,2,bottom_up,q90,-599508813.3594341,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,wls,q90,-398168744.2223635,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,mint,q90,-391670652.4541168,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,independent,q90,-888073534.6235106,support,,,,independent_underprediction
P5,memory_um,dlinear,8,0,bottom_up,q90,101811932.67348373,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,wls,q90,60019022.42559457,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,mint,q90,68391875.74209023,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,independent,q90,-721988217.6513606,support,,,,independent_underprediction
P5,memory_um,dlinear,8,1,bottom_up,q90,-148216719.00521195,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,wls,q90,-97983602.31652772,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,mint,q90,-96635855.04365289,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,independent,q90,-4592333821.790652,support,,,,independent_underprediction
P5,memory_um,dlinear,8,2,bottom_up,q90,-479324107.36801624,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,wls,q90,-317622856.8204527,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,mint,q90,-309015995.7006378,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,independent,q90,-895159860.7979773,support,,,,independent_underprediction
P5,memory_um,dlinear,16,0,bottom_up,q90,114752679.3917706,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,wls,q90,67647818.04880846,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,mint,q90,75756257.81874382,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,independent,q90,-893939586.2650005,support,,,,independent_underprediction
P5,memory_um,dlinear,16,1,bottom_up,q90,94303001.19020343,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,wls,q90,61962749.43660867,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,mint,q90,60830421.15644765,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,independent,q90,-4623519990.186123,support,,,,independent_underprediction
P5,memory_um,dlinear,16,2,bottom_up,q90,-550797608.3630552,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,wls,q90,-365116783.532176,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,mint,q90,-356661935.82167435,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,0,independent,q95,-5661300499.94924,support,,,,independent_underprediction
P5,memory_um,dlinear,1,0,bottom_up,q95,-550840201.9100103,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,0,wls,q95,-370815289.57545567,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,0,mint,q95,-397995728.2269535,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,independent,q95,-6082173304.405993,support,,,,independent_underprediction
P5,memory_um,dlinear,1,1,bottom_up,q95,-476153156.1352329,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,wls,q95,-314589111.7739496,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,1,mint,q95,-311201460.8762331,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,independent,q95,-8753190467.980186,support,,,,independent_underprediction
P5,memory_um,dlinear,1,2,bottom_up,q95,-711895501.552578,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,wls,q95,-472811294.09148216,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,1,2,mint,q95,-465095040.066658,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,independent,q95,-6241282552.6999445,support,,,,independent_underprediction
P5,memory_um,dlinear,8,0,bottom_up,q95,-191338187.3579445,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,wls,q95,-112795530.51397419,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,0,mint,q95,-128530882.50255394,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,independent,q95,-5945418045.725613,support,,,,independent_underprediction
P5,memory_um,dlinear,8,1,bottom_up,q95,-668353505.5136309,contradict,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,wls,q95,-441837361.48423576,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,1,mint,q95,-435759965.0688324,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,independent,q95,-8668987932.311665,support,,,,independent_underprediction
P5,memory_um,dlinear,8,2,bottom_up,q95,-614913742.8487301,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,wls,q95,-407470971.5191555,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,8,2,mint,q95,-396429429.65543365,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,independent,q95,-6237363220.036759,support,,,,independent_underprediction
P5,memory_um,dlinear,16,0,bottom_up,q95,-161250357.08042622,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,wls,q95,-95058650.27406883,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,0,mint,q95,-106452622.2877264,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,independent,q95,-6326174121.54209,support,,,,independent_underprediction
P5,memory_um,dlinear,16,1,bottom_up,q95,-200717160.00416374,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,wls,q95,-131883258.55789948,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,1,mint,q95,-129473178.45909977,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,independent,q95,-8752295253.105793,support,,,,independent_underprediction
P5,memory_um,dlinear,16,2,bottom_up,q95,-682212048.8961182,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,wls,q95,-452229757.7075367,support,,,,recon_vs_independent_bias
P5,memory_um,dlinear,16,2,mint,q95,-441757673.3972244,support,,,,recon_vs_independent_bias
