hierarchy,base_model,horizon,fold,method,npz_path,summing_matrix_hash,top_mae_recon,bottom_mae_mean_recon,coherence_before_recon,coherence_after_recon,adjustment_magnitude,nonnegative,match_ok,diff_top_mae,ok_top_mae,diff_bottom_mae_mean,ok_bottom_mae_mean,diff_coherence_before,ok_coherence_before,diff_coherence_after,ok_coherence_after
memory_um,ridge,16,1,wls,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,abe0cd1cb9555ccb,787972211.0399096,177692845.99600843,301682596.29424995,0.0,198910891.2176239,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,ridge,16,1,mint,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,abe0cd1cb9555ccb,788200179.1092962,177595965.74185032,301682596.29424995,0.0,195705114.52289414,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,ridge,16,2,independent,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,abe0cd1cb9555ccb,1065098498.0995754,224455614.59220654,428885072.4161675,428885072.4161675,0.0,False,True,0.0,True,-2.9802322387695312e-08,True,0.0,True,0.0,True
memory_um,ridge,16,2,bottom_up,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,abe0cd1cb9555ccb,1106800962.842381,224455614.59220654,428885072.4161675,0.0,428885072.4161675,False,True,0.0,True,-2.9802322387695312e-08,True,0.0,True,0.0,True
memory_um,ridge,16,2,wls,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,abe0cd1cb9555ccb,1065919806.8753793,223245201.7651642,428885072.4161675,0.0,284933255.3952206,False,True,1.1920928955078125e-07,True,0.0,True,0.0,True,0.0,True
memory_um,ridge,16,2,mint,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,abe0cd1cb9555ccb,1065340507.2458456,222383878.84618917,428885072.4161675,0.0,281762426.13481396,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,0,independent,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1848635679.4026902,506790526.9619207,1491534985.8369813,1491534985.8369813,0.0,False,True,-2.384185791015625e-07,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,0,bottom_up,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,2075080793.3826785,506790526.9619207,1491534985.8369813,0.0,1491534985.8369813,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,0,wls,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1868845404.0685003,522887013.1767534,1491534985.8369813,0.0,952918037.4723753,False,True,-2.384185791015625e-07,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,0,mint,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1832887965.9285433,536030867.676578,1491534985.8369813,0.0,759302744.292244,False,True,2.384185791015625e-07,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,1,independent,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1352577183.8579013,238395087.0982274,732754784.1564883,732754784.1564883,0.0,False,True,2.384185791015625e-07,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,1,bottom_up,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1196299637.4371316,238395087.0982274,732754784.1564883,0.0,732754784.1564883,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,1,wls,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1221869948.1311007,246352054.7894912,732754784.1564883,0.0,499109347.9930918,False,True,-2.384185791015625e-07,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,1,mint,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1220404550.4824648,246949233.4340988,732754784.1564883,0.0,508470144.7930083,False,True,0.0,True,0.0,True,0.0,True,0.0,True
memory_um,lightgbm,1,2,independent,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h1__lightgbm__s0.npz,abe0cd1cb9555ccb,1263368437.7287288,232768082.75907645,763501987.9491076,763501987.9491076,0.0,False,True,0.0,True,0.0,True,0.0,True,0.0,True
