hierarchy,unit,base_model,horizon,fold,method,threshold,threshold_value,n_paired,eval_days,y_min,y_max,yhat_min,yhat_max,coherence_error,false_alarms_per_day,npz_path,tp,fp,fn,tn,n_actual_peaks,n_predicted_peaks,precision,precision_valid,recall,recall_valid,f1,f1_valid,specificity,false_positive_rate,high_load_mae,low_load_mae,peak_magnitude_mae,signed_peak_bias,max_underprediction,max_overprediction,predicted_actual_peak_ratio,invalid_reason
memory_um,memory_bytes,ridge,8,2,bottom_up,q90,122230747955.2,8272,4.048413115185185,117320785920.0,179990249472.0,114078445855.1953,147232157165.9303,0.0,110.4136330166871,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,527,447,161,7137,688,974,0.5410677618069816,True,0.7659883720930233,True,0.6341756919374248,True,0.9410601265822784,0.05893987341772152,6151638883.630442,647594302.0898858,6151638883.630442,-5078266373.282726,-59069939712.49347,10515863583.106598,0.9647553509955812,
memory_um,memory_bytes,ridge,8,2,bottom_up,q95,129465074073.59999,8272,4.048413115185185,117320785920.0,179990249472.0,114078445855.1953,147232157165.9303,0.0,6.916290211336104,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,160,28,185,7899,345,188,0.851063829787234,True,0.463768115942029,True,0.600375234521576,True,0.9964677683865271,0.0035322316134729407,9821624509.150284,726027788.9908656,9821624509.150284,-9282860086.372166,-59069939712.49347,7880195565.930298,0.936248306022701,
memory_um,memory_bytes,ridge,8,2,wls,q90,122230747955.2,8272,4.048413115185185,117320785920.0,179990249472.0,115005625371.63478,148092147126.6918,0.0,106.21445681694732,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,526,430,162,7154,688,956,0.5502092050209205,True,0.7645348837209303,True,0.6399026763990268,True,0.943301687763713,0.05669831223628692,6059672081.855603,611381868.4714437,6059672081.855603,-4877701113.120256,-59000778486.44908,11654036027.162262,0.9662668449540142,
memory_um,memory_bytes,ridge,8,2,wls,q95,129465074073.59999,8272,4.048413115185185,117320785920.0,179990249472.0,115005625371.63478,148092147126.6918,0.0,8.15134203478898,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,172,33,173,7894,345,205,0.8390243902439024,True,0.4985507246376812,True,0.6254545454545455,True,0.995837012741264,0.004162987258735966,9642894457.227547,691178995.2138995,9642894457.227547,-9035268805.321001,-59000778486.44908,8740185526.691803,0.9380633567533523,
memory_um,memory_bytes,ridge,8,2,mint,q90,122230747955.2,8272,4.048413115185185,117320785920.0,179990249472.0,115026335954.45038,148111356883.78455,0.0,106.21445681694732,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,526,430,162,7154,688,956,0.5502092050209205,True,0.7645348837209303,True,0.6399026763990268,True,0.943301687763713,0.05669831223628692,6058330257.19833,610862649.2230173,6058330257.19833,-4873221049.398742,-58999233619.314026,11679459598.624237,0.9663006074771977,
memory_um,memory_bytes,ridge,8,2,mint,q95,129465074073.59999,8272,4.048413115185185,117320785920.0,179990249472.0,115026335954.45038,148111356883.78455,0.0,8.398352399479556,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h8__ridge__s0.npz,172,34,173,7893,345,206,0.8349514563106796,True,0.4985507246376812,True,0.6243194192377496,True,0.9957108616122115,0.004289138387788571,9639441570.403128,690716059.9054794,9639441570.403128,-9029738312.539839,-58999233619.314026,8759395283.784546,0.9381038998812155,
memory_um,memory_bytes,ridge,16,0,independent,q90,117325735526.4,8261,4.043029587106481,115448389632.0,178617548800.0,115267212176.2402,151306112759.05392,464949215.46992654,12.11962439163557,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,6552,49,89,1571,6641,6601,0.9925768822905621,True,0.9865984038548411,True,0.9895786135024921,True,0.9697530864197531,0.030246913580246913,1614450407.3856456,283354760.79614747,1614450407.3856456,-906933594.3068831,-57854838892.066895,13559541495.053925,0.9935280403163298,
memory_um,memory_bytes,ridge,16,0,independent,q95,124176743423.99985,8261,4.043029587106481,115448389632.0,178617548800.0,115267212176.2402,151306112759.05392,464949215.46992654,55.65133649220415,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,637,225,183,7216,820,862,0.7389791183294664,True,0.776829268292683,True,0.7574316290130797,True,0.9697621287461363,0.030237871253863728,7030255207.776204,727831017.0086474,7030255207.776204,-5937840038.148318,-57854838892.066895,13559541495.053925,0.9593268004789107,
memory_um,memory_bytes,ridge,16,0,bottom_up,q90,117325735526.4,8261,4.043029587106481,115448389632.0,178617548800.0,114205004224.09048,149221554823.18204,0.0,14.345677851323735,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,6573,58,68,1562,6641,6631,0.9912532046448499,True,0.9897605782261708,True,0.990506329113924,True,0.9641975308641976,0.03580246913580247,1493383183.9807222,289419212.30317324,1493383183.9807222,-772806293.7060077,-57732921137.98146,11474983559.182037,0.9946572570741535,
memory_um,memory_bytes,ridge,16,0,bottom_up,q95,124176743423.99985,8261,4.043029587106481,115448389632.0,178617548800.0,114205004224.09048,149221554823.18204,0.0,46.252444106854114,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,637,187,183,7254,820,824,0.7730582524271845,True,0.776829268292683,True,0.7749391727493918,True,0.9748689692245666,0.02513103077543341,7061495822.282473,617657609.7937762,7061495822.282473,-5996525209.64493,-57732921137.98146,11474983559.182037,0.9589215972157312,
memory_um,memory_bytes,ridge,16,0,wls,q90,117325735526.4,8261,4.043029587106481,115448389632.0,178617548800.0,114962353221.01611,150099810912.59116,0.0,13.603660031427681,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,6569,55,72,1565,6641,6624,0.9916968599033816,True,0.9891582592982985,True,0.990425932906144,True,0.9660493827160493,0.033950617283950615,1516099316.0021458,278929842.9828269,1516099316.0021458,-829316173.5906531,-57784286949.480286,12353239648.591156,0.9941815008107997,
memory_um,memory_bytes,ridge,16,0,wls,q95,124176743423.99985,8261,4.043029587106481,115448389632.0,178617548800.0,114962353221.01611,150099810912.59116,0.0,48.231158293243595,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,640,195,180,7246,820,835,0.7664670658682635,True,0.7804878048780488,True,0.7734138972809668,True,0.9737938449133181,0.026206155086681896,7016879830.268938,640564499.7153475,7016879830.268938,-5971800250.801993,-57784286949.480286,12353239648.591156,0.9590923155377327,
memory_um,memory_bytes,ridge,16,0,mint,q90,117325735526.4,8261,4.043029587106481,115448389632.0,178617548800.0,114872920794.74873,149993126604.2145,0.0,13.603660031427681,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,6571,55,70,1565,6641,6626,0.9916993661334138,True,0.9894594187622346,True,0.9905781261777342,True,0.9660493827160493,0.033950617283950615,1510987281.6038241,279678258.7412464,1510987281.6038241,-822451755.0065707,-57778047395.76706,12246555340.214508,0.9942392923004069,
memory_um,memory_bytes,ridge,16,0,mint,q95,124176743423.99985,8261,4.043029587106481,115448389632.0,178617548800.0,114872920794.74873,149993126604.2145,0.0,47.736479746646225,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h16__ridge__s0.npz,641,193,179,7248,820,834,0.7685851318944844,True,0.7817073170731708,True,0.7750906892382103,True,0.9740626259911302,0.025937374008869776,7019774761.016244,635845990.0898396,7019774761.016244,-5974803663.124692,-57778047395.76706,12246555340.214508,0.9590715778889584,
memory_um,memory_bytes,ridge,16,1,independent,q90,121059018342.4,8261,4.043029587106481,115408904192.0,176082169856.0,116748457056.12457,147885674085.03955,301682596.29424995,71.72838925661868,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,1775,290,676,5520,2451,2065,0.8595641646489104,True,0.7241942064463485,True,0.7860938883968113,True,0.9500860585197934,0.04991394148020654,1964842608.2883358,359132365.0525496,1964842608.2883358,-843735013.5278772,-55613651588.69612,12036994430.120132,0.9944429292354686,
memory_um,memory_bytes,ridge,16,1,independent,q95,127221156659.19992,8261,4.043029587106481,115408904192.0,176082169856.0,116748457056.12457,147885674085.03955,301682596.29424995,16.324392037713217,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,257,66,141,7797,398,323,0.7956656346749226,True,0.6457286432160804,True,0.7128987517337032,True,0.991606257153758,0.008393742846241892,7321423680.968811,507244264.12875956,7321423680.968811,-6074920460.503794,-55613651588.69612,10043803977.653656,0.9586148650888254,
memory_um,memory_bytes,ridge,16,1,bottom_up,q90,121059018342.4,8261,4.043029587106481,115408904192.0,176082169856.0,116695895030.1684,146092335666.39377,0.0,104.12983405874643,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,2076,421,375,5389,2451,2497,0.8313976772126552,True,0.847001223990208,True,0.8391269199676638,True,0.9275387263339071,0.07246127366609294,1845103196.0549908,348999361.2628895,1845103196.0549908,-876713203.6959234,-55689237991.14017,12746137373.915344,0.9942343471930875,
memory_um,memory_bytes,ridge,16,1,bottom_up,q95,127221156659.19992,8261,4.043029587106481,115408904192.0,176082169856.0,116695895030.1684,146092335666.39377,0.0,13.850999304726367,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,252,56,146,7807,398,308,0.8181818181818182,True,0.6331658291457286,True,0.7138810198300283,True,0.9928780363728856,0.007121963627114333,7435260161.295218,456670568.26563305,7435260161.295218,-6529554832.91115,-55689237991.14017,12746137373.915344,0.9552320528129226,
memory_um,memory_bytes,ridge,16,1,wls,q90,121059018342.4,8261,4.043029587106481,115408904192.0,176082169856.0,116880085865.1717,146703257374.35843,0.0,87.55810274773452,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,1998,354,453,5456,2451,2352,0.8494897959183674,True,0.8151774785801713,True,0.8319800124921924,True,0.9390705679862307,0.060929432013769366,1855383684.8222003,337675219.26015157,1855383684.8222003,-865478797.5702602,-55663488599.13345,11924749483.155365,0.9943054031048236,
memory_um,memory_bytes,ridge,16,1,wls,q95,127221156659.19992,8261,4.043029587106481,115408904192.0,176082169856.0,116880085865.1717,146703257374.35843,0.0,14.345677851323735,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,255,58,143,7805,398,313,0.8146964856230032,True,0.6407035175879398,True,0.7172995780590717,True,0.9926236805290601,0.0073763194709398445,7354026664.356033,455619461.14549047,7354026664.356033,-6374678316.414189,-55663488599.13345,11825555894.622284,0.9563844473810732,
memory_um,memory_bytes,ridge,16,1,mint,q90,121059018342.4,8261,4.043029587106481,115408904192.0,176082169856.0,116879985679.5282,146722313967.96454,0.0,87.55810274773452,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,1993,354,458,5456,2451,2347,0.8491691521090754,True,0.8131374949000408,True,0.8307628178407671,True,0.9390705679862307,0.060929432013769366,1856360890.4895327,337587114.8075819,1856360890.4895327,-865128360.5191619,-55662685393.457,11925669731.358063,0.9943076195661874,
memory_um,memory_bytes,ridge,16,1,mint,q95,127221156659.19992,8261,4.043029587106481,115408904192.0,176082169856.0,116879985679.5282,146722313967.96454,0.0,14.09833857802505,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h16__ridge__s0.npz,255,57,143,7806,398,312,0.8173076923076923,True,0.6407035175879398,True,0.7183098591549296,True,0.9927508584509729,0.007249141549027089,7352231770.448144,455949820.04114634,7352231770.448144,-6369847224.535948,-55662685393.457,11796840026.984436,0.9564203942383731,
memory_um,memory_bytes,ridge,16,2,independent,q90,122230747955.2,8264,4.0444978220370364,117320785920.0,179990249472.0,116410417292.19254,149785041996.50525,428885072.4161675,111.26226785142752,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,529,450,159,7126,688,979,0.5403472931562819,True,0.7688953488372093,True,0.6346730653869227,True,0.9406019007391764,0.05939809926082365,6028198324.550885,614384047.1230043,6028198324.550885,-4479276298.25221,-58863728521.37555,13918577957.800049,0.9692698564383452,
memory_um,memory_bytes,ridge,16,2,independent,q95,129465074073.59999,8264,4.0444978220370364,117320785920.0,179990249472.0,116410417292.19254,149785041996.50525,428885072.4161675,15.082218530971286,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,185,61,160,7858,345,246,0.7520325203252033,True,0.5362318840579711,True,0.6260575296108292,True,0.9922970071978785,0.00770299280212148,9407983027.560385,701631499.4047931,9407983027.560385,-8544327707.334658,-58863728521.37555,10433080396.505249,0.9416623124891182,
memory_um,memory_bytes,ridge,16,2,bottom_up,q90,122230747955.2,8264,4.0444978220370364,117320785920.0,179990249472.0,114067407363.0087,147224228564.709,0.0,111.01501836731325,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,527,449,161,7127,688,976,0.5399590163934426,True,0.7659883720930233,True,0.6334134615384615,True,0.9407338965153115,0.05926610348468849,6151467590.441151,648679178.287477,6151467590.441151,-5076652215.295772,-59069576290.985825,10525175528.50026,0.9647679800020899,
memory_um,memory_bytes,ridge,16,2,bottom_up,q95,129465074073.59999,8264,4.0444978220370364,117320785920.0,179990249472.0,114067407363.0087,147224228564.709,0.0,6.922985555199935,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,160,28,185,7891,345,188,0.851063829787234,True,0.463768115942029,True,0.600375234521576,True,0.9964642000252557,0.0035357999747442858,9820834366.26239,727164452.6542385,9820834366.26239,-9281846685.195389,-59069576290.985825,7872266964.709015,0.9362558460852992,
memory_um,memory_bytes,ridge,16,2,wls,q90,122230747955.2,8264,4.0444978220370364,117320785920.0,179990249472.0,114998320297.39047,148083744948.4914,0.0,106.31727816914186,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,526,430,162,7146,688,956,0.5502092050209205,True,0.7645348837209303,True,0.6399026763990268,True,0.9432418162618796,0.05675818373812038,6059425285.313489,612444124.5673776,6059425285.313489,-4876147804.658857,-59000485146.64516,11664143697.196701,0.9662789985347368,
memory_um,memory_bytes,ridge,16,2,wls,q95,129465074073.59999,8264,4.0444978220370364,117320785920.0,179990249472.0,114998320297.39047,148083744948.4914,0.0,8.406482459885636,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,172,34,173,7885,345,206,0.8349514563106796,True,0.4985507246376812,True,0.6243194192377496,True,0.9957065286020962,0.004293471397903776,9641984029.147755,692294076.7725923,9641984029.147755,-9034304385.989138,-59000485146.64516,8731783348.491394,0.9380704829480229,
memory_um,memory_bytes,ridge,16,2,mint,q90,122230747955.2,8264,4.0444978220370364,117320785920.0,179990249472.0,115018825533.2258,148102677531.22934,0.0,106.31727816914186,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,526,430,162,7146,688,956,0.5502092050209205,True,0.7645348837209303,True,0.6399026763990268,True,0.9432418162618796,0.05675818373812038,6058101529.268997,611932431.3282204,6058101529.268997,-4871731290.447099,-58998963274.80185,11689231769.40178,0.9663122817667715,
memory_um,memory_bytes,ridge,16,2,mint,q95,129465074073.59999,8264,4.0444978220370364,117320785920.0,179990249472.0,115018825533.2258,148102677531.22934,0.0,8.406482459885636,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h16__ridge__s0.npz,172,34,173,7885,345,206,0.8349514563106796,True,0.4985507246376812,True,0.6243194192377496,True,0.9957065286020962,0.004293471397903776,9638578494.817244,691837905.1859729,9638578494.817244,-9028851767.36408,-58998963274.80185,8750715931.22934,0.9381104539864575,
memory_um,memory_bytes,lightgbm,1,0,independent,q90,117325735526.4,8276,4.050370761759259,115448389632.0,178617548800.0,113380963901.59947,141039952777.37558,1491534985.8369813,27.89868055212777,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,6446,113,210,1507,6656,6559,0.9827717639884128,True,0.9684495192307693,True,0.9755580779417328,True,0.9302469135802469,0.06975308641975309,2212427941.8158927,353943519.759309,2212427941.8158927,-1636316636.8341408,-58731543488.16788,13578687277.45192,0.9876965415052722,
memory_um,memory_bytes,lightgbm,1,0,independent,q95,124176743423.99985,8276,4.050370761759259,115448389632.0,178617548800.0,113380963901.59947,141039952777.37558,1491534985.8369813,31.108263270514154,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,614,126,215,7321,829,740,0.8297297297297297,True,0.7406513872135102,True,0.7826641172721478,True,0.9830804350745267,0.016919564925473345,8214582249.546603,1139978541.407618,8214582249.546603,-7555586161.308472,-58731543488.16788,11253343113.37558,0.9474674237239412,
memory_um,memory_bytes,lightgbm,1,0,bottom_up,q90,117325735526.4,8276,4.050370761759259,115448389632.0,178617548800.0,115652423876.00868,143646126417.47205,0.0,22.220188050367252,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,6403,90,253,1530,6656,6493,0.9861389188356692,True,0.9619891826923077,True,0.9739143661114914,True,0.9444444444444444,0.05555555555555555,2503474457.9270096,314964601.2795495,2503474457.9270096,-1839736733.7194972,-55439969351.097534,11557626008.307251,0.9857386602177793,
memory_um,memory_bytes,lightgbm,1,0,bottom_up,q95,124176743423.99985,8276,4.050370761759259,115448389632.0,178617548800.0,115652423876.00868,143646126417.47205,0.0,49.378195667482785,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,668,200,161,7247,829,868,0.7695852534562212,True,0.8057901085645356,True,0.7872716558632883,True,0.9731435477373439,0.026856452262656105,6676136397.555526,1562891308.2397628,6676136397.555526,-5923138445.368143,-55439969351.097534,11261648345.57135,0.9591790324591307,
memory_um,memory_bytes,lightgbm,1,0,wls,q90,117325735526.4,8276,4.050370761759259,115448389632.0,178617548800.0,115673199107.1758,140209008134.28268,0.0,23.701533920391736,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,6581,96,75,1524,6656,6677,0.9856222854575408,True,0.9887319711538461,True,0.9871746793669841,True,0.9407407407407408,0.05925925925925926,2249916188.129945,303161985.109872,2249916188.129945,-1766278509.2270339,-56119306179.301056,9170394901.067856,0.9864456822148525,
memory_um,memory_bytes,lightgbm,1,0,wls,q95,124176743423.99985,8276,4.050370761759259,115448389632.0,178617548800.0,115673199107.1758,140209008134.28268,0.0,32.34271816220122,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,673,131,156,7316,829,804,0.8370646766169154,True,0.8118214716525934,True,0.8242498469075321,True,0.9824090237679602,0.017590976232039746,7004991154.270321,1297089686.743764,7004991154.270321,-6512641216.313916,-56119306179.301056,7592374349.446655,0.9549497847262883,
memory_um,memory_bytes,lightgbm,1,0,mint,q90,117325735526.4,8276,4.050370761759259,115448389632.0,178617548800.0,115680667127.74443,139446882037.91406,0.0,23.701533920391736,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,6570,96,86,1524,6656,6666,0.9855985598559855,True,0.9870793269230769,True,0.986338387629485,True,0.9407407407407408,0.05925925925925926,2204120913.209126,307624696.1140006,2204120913.209126,-1739872664.2330503,-56650064410.9635,8449879121.616211,0.986699833651203,
memory_um,memory_bytes,lightgbm,1,0,mint,q95,124176743423.99985,8276,4.050370761759259,115448389632.0,178617548800.0,115680667127.74443,139446882037.91406,0.0,30.86137229217674,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f0__h1__lightgbm__s0.npz,663,125,166,7322,829,788,0.8413705583756346,True,0.7997587454764777,True,0.8200371057513915,True,0.98321471733584,0.016785282664160066,7195861546.409891,1235881775.7554483,7195861546.409891,-6724548309.482792,-56650064410.9635,7676957357.439453,0.9534295075748733,
memory_um,memory_bytes,lightgbm,1,1,independent,q90,121059018342.4,8276,4.050370761759259,115408904192.0,176082169856.0,117223233117.0097,139149303033.0507,732754784.1564883,331.5745839071469,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,2367,1343,84,4482,2451,3710,0.6380053908355795,True,0.9657282741738066,True,0.7683817562084077,True,0.7694420600858369,0.2305579399141631,2274505150.412904,964655218.8748434,2274505150.412904,131131794.79092343,-55378051990.88394,12397439278.876205,1.0023760028342021,
memory_um,memory_bytes,lightgbm,1,1,independent,q95,127221156659.19992,8276,4.050370761759259,115408904192.0,176082169856.0,117223233117.0097,139149303033.0507,732754784.1564883,23.454642942054324,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,288,95,110,7783,398,383,0.7519582245430809,True,0.7236180904522613,True,0.7375160051216388,True,0.987941101802488,0.012058898197512059,6680433312.154002,1083411565.799784,6680433312.154002,-5663852065.39636,-55378051990.88394,8343544698.259918,0.9614973464712651,
memory_um,memory_bytes,lightgbm,1,1,bottom_up,q90,121059018342.4,8276,4.050370761759259,115408904192.0,176082169856.0,117333240248.18294,143320093018.60992,0.0,367.3737757660719,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,2423,1488,28,4337,2451,3911,0.6195346458706213,True,0.9885760913912689,True,0.7617101540396102,True,0.744549356223176,0.255450643776824,1851810761.6912425,920478561.8067752,1851810761.6912425,91891143.10277468,-53757874870.80864,9224156482.87181,1.0018897588007947,
memory_um,memory_bytes,lightgbm,1,1,bottom_up,q95,127221156659.19992,8276,4.050370761759259,115408904192.0,176082169856.0,117333240248.18294,143320093018.60992,0.0,20.24506022366794,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,305,82,93,7796,398,387,0.7881136950904393,True,0.7663316582914573,True,0.7770700636942677,True,0.9895912668189896,0.010408733181010408,5664678192.948052,970555201.6547825,5664678192.948052,-4648368487.351189,-53757874870.80864,9008002677.47351,0.9688513418401211,
memory_um,memory_bytes,lightgbm,1,1,wls,q90,121059018342.4,8276,4.050370761759259,115408904192.0,176082169856.0,117511040990.2113,141572852366.75882,0.0,361.94217424264883,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,2425,1466,26,4359,2451,3891,0.6232331020303264,True,0.9893920848633211,True,0.7647429832860296,True,0.7483261802575107,0.25167381974248926,1931584262.807737,923241658.8139445,1931584262.807737,104403377.00038777,-54274482879.38403,9494577838.699463,1.0020448020735093,
memory_um,memory_bytes,lightgbm,1,1,wls,q95,127221156659.19992,8276,4.050370761759259,115408904192.0,176082169856.0,117511040990.2113,141572852366.75882,0.0,17.282368483618974,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,305,70,93,7808,398,375,0.8133333333333334,True,0.7663316582914573,True,0.7891332470892626,True,0.9911144960649911,0.008885503935008886,5813588842.286524,989894304.582756,5813588842.286524,-4972164535.595899,-54274482879.38403,8701243878.933441,0.9665064544478357,
memory_um,memory_bytes,lightgbm,1,1,mint,q90,121059018342.4,8276,4.050370761759259,115408904192.0,176082169856.0,117503917561.49402,141642854011.0308,0.0,361.44839228597397,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,2425,1464,26,4361,2451,3889,0.6235536127539213,True,0.9893920848633211,True,0.7649842271293374,True,0.7486695278969957,0.2513304721030043,1927127716.53428,923034854.3463274,1927127716.53428,103902085.49600849,-54253785438.51149,9440134666.72705,1.0020385904027844,
memory_um,memory_bytes,lightgbm,1,1,mint,q95,127221156659.19992,8276,4.050370761759259,115408904192.0,176082169856.0,117503917561.49402,141642854011.0308,0.0,17.282368483618974,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f1__h1__lightgbm__s0.npz,305,70,93,7808,398,375,0.8133333333333334,True,0.7663316582914573,True,0.7891332470892626,True,0.9911144960649911,0.008885503935008886,5803132592.277579,988883128.7213001,5803132592.277579,-4959191934.59575,-54253785438.51149,8713533897.662445,0.9666004002779247,
memory_um,memory_bytes,lightgbm,1,2,independent,q90,122230747955.2,8279,4.051838996689814,117320785920.0,179990249472.0,118217862704.2891,140767649535.9817,763501987.9491076,151.28932825336736,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h1__lightgbm__s0.npz,553,613,135,6978,688,1166,0.47427101200686106,True,0.8037790697674418,True,0.5965480043149947,True,0.9192464760901067,0.0807535239098933,5330090862.71349,894786560.7178582,5330090862.71349,-3840397906.204904,-59304574078.66441,16985089116.279633,0.973972287884766,
memory_um,memory_bytes,lightgbm,1,2,independent,q95,129465074073.59999,8279,4.051838996689814,117320785920.0,179990249472.0,118217862704.2891,140767649535.9817,763501987.9491076,20.731327199482642,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h1__lightgbm__s0.npz,218,84,127,7850,345,302,0.7218543046357616,True,0.6318840579710145,True,0.6738794435857806,True,0.98941265439879,0.010587345601209983,8125805107.911337,964964019.8798503,8125805107.911337,-7417427581.306018,-59304574078.66441,6571374883.411346,0.949859753426276,
memory_um,memory_bytes,lightgbm,1,2,bottom_up,q90,122230747955.2,8279,4.051838996689814,117320785920.0,179990249472.0,117913470022.79836,142956537805.00916,0.0,141.1704661679056,/Users/fgtek002/TimeTrack/results/final/packs/01_memory_classical/metrics/predictions/base__memory_um__f2__h1__lightgbm__s0.npz,589,572,99,7019,688,1161,0.5073212747631353,True,0.8561046511627907,True,0.6371011357490535,True,0.9246476090106706,0.07535239098932947,4969616356.392653,829616353.9758292,4969616356.392653,-3876106484.987325,-58249303535.67558,9193778446.538315,0.9736145926668299,
