hierarchy,base_model,horizon,fold,threshold,method,delta_high_load_mae,rel_delta_high_load_mae,delta_precision,delta_recall,delta_f1,delta_false_alarms_per_day,rel_delta_false_alarms_per_day,delta_signed_peak_bias,delta_peak_magnitude_mae,coherence_independent,coherence_method,coherence_improved,operational_class
cpu_core_weighted,lightgbm,8,0,q90,mint,-0.3644106870478936,-0.09796406957878767,0.011730715678084036,0.07530120481927705,0.036964353499831515,7.611714967992327,0.050632911392405125,0.13766696035405612,-0.3644106870478936,171.44483583057644,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,8,0,q95,bottom_up,-0.5937886113565733,-0.10172420522467095,-0.03146485565904833,0.09734513274336287,0.017275367902891303,22.35941271847743,0.2955974842767295,0.1552085200840687,-0.5937886113565733,171.44483583057644,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,8,0,q95,wls,-0.5344793911325842,-0.09156371515397588,0.019780506305110412,0.07079646017699115,0.040808705193204675,0.9514643709990338,0.012578616352201179,0.08393358041954047,-0.5344793911325842,171.44483583057644,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,0,q95,mint,-0.5898261339746185,-0.10104537802136838,0.005420038690033269,0.07964601769911506,0.035229321957634174,6.660250596993265,0.08805031446540863,0.10004810780731566,-0.5898261339746185,171.44483583057644,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,8,1,q90,bottom_up,-0.45298676018126294,-0.10895664265621763,0.036631399129332665,0.08333333333333326,0.055107491799998076,-3.8487709565684156,-0.039647577092510905,0.9191367521363758,-0.45298676018126294,132.7397281498307,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,1,q90,wls,-0.4627579825673305,-0.1113069091086128,0.023431726880651316,0.08571428571428574,0.04737787803026727,1.7105648695859657,0.017621145374449323,0.5699928744809513,-0.4627579825673305,132.7397281498307,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,1,q90,mint,-0.4602938149887823,-0.11071420431036776,0.02447928934351762,0.08571428571428574,0.04806773913136797,1.2829236521894813,0.013215859030837067,0.559993367316826,-0.4602938149887823,132.7397281498307,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,1,q95,bottom_up,-1.0096075071214887,-0.16553402621502766,0.039830508474576254,0.16521739130434776,0.09569973912311702,2.5658473043789485,0.06521739130434777,1.4250044566366116,-1.0096075071214887,132.7397281498307,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,8,1,q95,wls,-0.8071273019938099,-0.13233561658830909,0.05775503677646299,0.14347826086956517,0.09712576407855378,-1.7105648695859657,-0.04347826086956518,0.883701347485752,-0.8071273019938099,132.7397281498307,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,1,q95,mint,-0.7987953427589574,-0.13096951862580786,0.05775503677646299,0.14347826086956517,0.09712576407855378,-1.7105648695859657,-0.04347826086956518,0.8681983853422661,-0.7987953427589574,132.7397281498307,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,2,q90,bottom_up,-0.6438586150123493,-0.15084211090356897,0.048730049657068064,0.021582733812949617,0.03823433593305359,-22.12247814463501,-0.16040955631399317,1.0998341026731504,-0.6438586150123493,170.36132440790686,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,2,q90,wls,-0.6680637124285327,-0.15651284032110357,0.05438615825435311,0.043165467625899234,0.05049555707450437,-21.65178712028107,-0.1569965870307167,0.7644278260289941,-0.6680637124285327,170.36132440790686,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,2,q90,mint,-0.6879676548892051,-0.1611759024065793,0.05490590877410362,0.03237410071942448,0.046374677953625376,-23.534551217696816,-0.1706484641638225,0.9194795170325603,-0.6879676548892051,170.36132440790686,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,2,q95,bottom_up,-1.3320393753403383,-0.20720696231970787,0.017642618354362205,0.13029315960912058,0.07430664573521717,4.236219219185429,0.10588235294117651,1.5384197752022701,-1.3320393753403383,170.36132440790686,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,8,2,q95,wls,-1.2082038047246328,-0.18794357349694732,0.02864494935669315,0.13029315960912058,0.08016877637130793,1.8827640974157447,0.04705882352941174,1.0692620654511282,-1.2082038047246328,170.36132440790686,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,8,2,q95,mint,-1.3066680196032623,-0.20326029103540816,0.022855844844184348,0.1335504885993486,0.07861635220125773,3.2948371704775568,0.08235294117647064,1.2861443998310853,-1.3066680196032623,170.36132440790686,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,0,q90,bottom_up,-0.29340801873304656,-0.07541573557624642,0.01839583435192882,0.07256637168141589,0.04018781358696366,2.75596133898091,0.0185185185185186,0.36964607837511343,-0.29340801873304656,183.11774023810403,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,16,0,q90,wls,-0.3736104059496297,-0.0960304483336804,0.008149659541151544,0.08318584070796464,0.03765035380434012,11.575037623719766,0.07777777777777774,0.1999782246767079,-0.3736104059496297,183.11774023810403,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,0,q90,mint,-0.3853429222830971,-0.09904609989381655,0.009490142114878086,0.08495575221238938,0.039175906817307315,11.023845355923584,0.07407407407407401,0.2443419224804726,-0.3853429222830971,183.11774023810403,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,0,q95,bottom_up,-0.772496974707316,-0.1290707874268799,-0.02971102971102979,0.12374581939799334,0.0274404449574982,25.354844318624274,0.32857142857142874,0.31032970896074596,-0.772496974707316,183.11774023810403,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,0,q95,wls,-0.6242631956931417,-0.10430350521471257,0.0024409615202453105,0.08361204013377932,0.03482720178372345,8.267884016942702,0.10714285714285725,0.16788811756168442,-0.6242631956931417,183.11774023810403,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,0,q95,mint,-0.7009082296297837,-0.1171095552142099,-0.011459011459011514,0.09698996655518399,0.030655916321638776,14.882191230496858,0.19285714285714298,0.20513286120503826,-0.7009082296297837,183.11774023810403,0.0,True,recall_focused_tradeoff
cpu_core_weighted,lightgbm,16,1,q90,bottom_up,-0.41542045090862834,-0.10091770999590775,0.021928791337335385,0.08072916666666663,0.044654401308947156,1.8932311667551005,0.019138755980861285,0.9584281244017616,-0.41542045090862834,131.29275142248974,0.0,True,operational_improvement
cpu_core_weighted,lightgbm,16,1,q90,wls,-0.4501412009365513,-0.10935239002789546,0.02891827108946099,0.08854166666666663,0.05209072083977617,0.0,0.0,0.5909693605223623,-0.4501412009365513,131.29275142248974,0.0,True,operational_improvement
