experiment_stage,eligible_for_final_claims,family,method,base_model,horizon,outer_fold,machine,mae,mase,mase_valid,nmae_train_range,n_parameters,train_seconds,infer_seconds,n_test
development,False,CU,global_embed,ridge,4,outer_0,machine02,1.2229084279011322,0.608391181561657,True,0.08547656228276912,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,global_embed,ridge,4,outer_0,machine03,0.8990454455332774,0.9050344404021385,True,0.014743373336059675,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,global_embed,ridge,4,outer_0,machine04,4.207271364150685,2.3327109029473716,True,0.042288856687070546,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,global_embed,ridge,4,outer_0,machine05,0.605697834171301,0.7157455189827203,True,0.05880561496737849,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,global_embed,ridge,4,outer_0,machine06,0.070479609925768,1.2929446868277852,True,0.04363335306629905,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,global_embed,ridge,4,outer_0,machine07,0.9624726782774509,0.6655941129632313,True,0.08018749460573546,2948,0.691433625001082,0.09919391699804692,4606
development,False,CU,local,ridge,8,outer_0,machine01,3.735521318136657,1.4295561243533914,True,0.03784367693724104,264,0.006300089285754699,0.0011613750029937364,4295
development,False,CU,local,ridge,8,outer_0,machine02,1.235085644287607,0.6144492893450946,True,0.08632770254081419,264,0.006300089285754699,0.0012478750031732488,4295
development,False,CU,local,ridge,8,outer_0,machine03,0.8800274001224695,0.8858897062049662,True,0.014431497951999018,264,0.006300089285754699,0.0011404169999877922,4295
development,False,CU,local,ridge,8,outer_0,machine04,3.315612166005393,1.8383327292574232,True,0.03332645688434558,264,0.006300089285754699,0.001146416998381028,4295
development,False,CU,local,ridge,8,outer_0,machine05,0.6041551290522993,0.7139225237303964,True,0.058655837771360714,264,0.006300089285754699,0.001190791001135949,4295
development,False,CU,local,ridge,8,outer_0,machine06,0.05812993202338696,1.0663905040686064,True,0.03598776795682965,264,0.006300089285754699,0.0011767079995479435,4295
development,False,CU,local,ridge,8,outer_0,machine07,0.9486102334406846,0.6560075949426446,True,0.07903255821568653,264,0.006300089285754699,0.0011134170017612632,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine01,4.424511679141135,1.6932275924861757,True,0.044823674215835795,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine02,1.5049630191128736,0.748712011884755,True,0.1051910856949837,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine03,1.2695699159164089,1.278027161042181,True,0.020819574071122622,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine04,3.512868165201222,1.9477008161169158,True,0.035309150644423797,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine05,0.6328257945290073,0.7478022888269359,True,0.061439397526347354,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine06,0.0696123328074238,1.2770345343262106,True,0.04309642885870351,264,0.14383158400232787,0.09223333399859257,4295
development,False,CU,global_pooled,ridge,8,outer_0,machine07,1.0546350216679448,0.7293286111802553,True,0.08786591247698727,264,0.14383158400232787,0.09223333399859257,4295
