experiment_stage,eligible_for_final_claims,hierarchy,method,model,horizon,context,outer_fold,top_mae,top_mase,bottom_mae_macro,bottom_mase_macro,worst_child_mae,coherence_error,coherent,adjustment_mae,train_seconds_total,infer_seconds_total,n_test,top_metric_scale,top_mae_vs_weighted_mean,bond_agg_rel_error,bond_host
development,False,disk_ud,bottom_up_nn,persistence,1,32,outer_0,1848015504.270662,1.5414789512918345,292520190.6743079,1.403933484085884,908892486.6505558,0.0,True,0.0,0.00014916800137143582,0.0006646670008194633,8276,,,,
development,False,disk_ud,ols_nn,persistence,1,32,outer_0,1848015504.270532,1.541478951291726,292520190.6743041,1.403933484086581,908892486.6505822,0.0,True,0.0007153695882259791,0.00014916800137143582,0.0004688749977503903,8276,,,,
development,False,cpu_core_weighted,independent,persistence,1,32,outer_0,1.323994789791317,1.2930349451840852,1.747626173256086,1.2320569940722872,3.6004420577882987,36.27503824836743,False,0.0,0.00015379200340248644,2.8208000003360212e-05,4847,cluster_mean_CU,,,
development,False,cpu_core_weighted,bottom_up,persistence,1,32,outer_0,1.3955411797072623,1.3965986474117644,1.747626173256086,1.2320569940722872,3.6004420577882987,0.0,True,0.15370778918799766,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.4204331179186942,,
development,False,cpu_core_weighted,top_down,persistence,1,32,outer_0,1.323994789791317,1.3528104215403776,1.7300513303002218,1.23676269046938,3.528815261126186,1.0252455877139588e-12,True,0.1525291408060686,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.375897598485183,,
development,False,cpu_core_weighted,ols,persistence,1,32,outer_0,1.3312269587939303,1.356883984698578,1.7714119728201303,1.4694596670904396,3.5669165771349727,0.0,True,0.16406171665413366,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.3800406814163921,,
development,False,cpu_core_weighted,wls,persistence,1,32,outer_0,1.3607018016576116,1.3731082409042368,1.7373538062581433,1.2276077273321884,3.5462674798177445,0.0,True,0.14762536855983036,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.3965418221491461,,
development,False,cpu_core_weighted,mint,persistence,1,32,outer_0,1.3547429848245238,1.369788347801733,1.7366610655211108,1.2272687162967628,3.5428930072583533,0.0,True,0.14545309215743518,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.3931652714704772,,
development,False,cpu_core_weighted,bottom_up_nn,persistence,1,32,outer_0,1.3955411797072623,1.3965986474117644,1.747626173256086,1.2320569940722872,3.6004420577882987,0.0,True,0.15370778918799766,0.00015379200340248644,2.8208000003360212e-05,4847,weighted_mean_CU,1.4204331179186942,,
development,False,bond0_transmitted_acamas,independent,persistence,1,32,outer_0,49.813159476236564,1.9274562112062192,12.454417298749126,1.2373510838432227,49.81304989656455,0.007129517533391713,False,0.0,9.049899745150469e-05,0.0002794169959088322,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,bottom_up,persistence,1,32,outer_0,49.81345371948256,1.92746759657061,12.454417298749126,1.2373510838432227,49.81304989656455,0.0,True,0.007129517533391713,9.049899745150469e-05,0.0004200839939585421,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,top_down,persistence,1,32,outer_0,49.813159476236564,1.9274562112062192,12.454347426152221,1.2371848457412162,49.81277170187151,9.992001279043647e-13,True,0.0017823793835932168,9.049899745150469e-05,0.000475708999147173,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,ols,persistence,1,32,outer_0,49.81321707594512,1.9274584399529437,12.454966207475643,1.633008557901248,49.81299295106297,0.0,True,0.002851807013351584,9.049899745150469e-05,0.0003527089938870631,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,wls,persistence,1,32,outer_0,49.813305259683126,1.9274618521093967,12.454381930844155,1.2373497248514858,49.8129084248916,0.0,True,0.004455947979879309,9.049899745150469e-05,0.00031204299375531264,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,mint,persistence,1,32,outer_0,49.81330525778596,1.9274618520359883,12.454381930481171,1.237349775252107,49.81290842314288,0.0,True,0.004455913478369351,9.049899745150469e-05,0.0003507089932099916,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,bottom_up_nn,persistence,1,32,outer_0,49.81345371948256,1.92746759657061,12.454417298749126,1.2373510838432227,49.81304989656455,0.0,True,0.007129517533391713,9.049899745150469e-05,0.00045520899584516883,7473,,,0.00017352694631481117,acamas
development,False,bond0_transmitted_acamas,ols_nn,persistence,1,32,outer_0,49.81333037249415,1.9274628238173568,12.454506820376842,1.3076240229143825,49.81299295106297,0.0,True,0.004229968309754246,9.049899745150469e-05,0.00031754199517308734,7473,,,0.00017352694631481117,acamas
development,False,memory_um,independent,persistence,8,32,outer_0,1291570370.298706,1.4865669814427231,228173977.45051223,1.281985920051282,427958992.2302576,0.0,True,0.0,0.00022404200353776105,0.0010118339996552095,8269,,,,
development,False,memory_um,bottom_up,persistence,8,32,outer_0,1291570370.298706,1.4865669814427231,228173977.45051223,1.281985920051282,427958992.2302576,0.0,True,0.0,0.00022404200353776105,0.0012139580030634534,8269,,,,
development,False,memory_um,top_down,persistence,8,32,outer_0,1291570370.298706,1.4865669814427231,228173977.45051223,1.281985920051282,427958992.2302576,0.0,True,1.504908385200264e-07,0.00022404200353776105,0.0012584590003825724,8269,,,,
development,False,memory_um,ols,persistence,8,32,outer_0,1291570370.298708,1.4865669814427254,228173977.4505115,1.2819859200512744,427958992.2302577,0.0,True,9.381624246219036e-05,0.00022404200353776105,0.0011232510005356744,8269,,,,
development,False,memory_um,wls,persistence,8,32,outer_0,1291570370.298315,1.486566981442273,228173977.45110172,1.2819859200534462,427958992.2302296,0.0,True,0.037399345983700295,0.00022404200353776105,0.0011397500020393636,8269,,,,
development,False,memory_um,mint,persistence,8,32,outer_0,1291570370.2984016,1.4865669814423725,228173977.45096022,1.2819859200527997,427958992.2301779,0.0,True,0.030210495044544875,0.00022404200353776105,0.0011703329982992727,8269,,,,
development,False,memory_um,bottom_up_nn,persistence,8,32,outer_0,1291570370.298706,1.4865669814427231,228173977.45051223,1.281985920051282,427958992.2302576,0.0,True,0.0,0.00022404200353776105,0.0013082080004096497,8269,,,,
development,False,memory_um,ols_nn,persistence,8,32,outer_0,1291570370.298708,1.4865669814427254,228173977.4505115,1.2819859200512744,427958992.2302577,0.0,True,9.381624246219036e-05,0.00022404200353776105,0.001279292002436705,8269,,,,
development,False,disk_ud,independent,persistence,8,32,outer_0,1849506840.3956947,1.5413881330967347,292749791.3515194,1.4036918156096492,909633993.9455799,0.0,True,0.0,0.00022899999748915434,0.001025124998704996,8269,,,,
development,False,disk_ud,bottom_up,persistence,8,32,outer_0,1849506840.3956947,1.5413881330967347,292749791.3515194,1.4036918156096492,909633993.9455799,0.0,True,0.0,0.00022899999748915434,0.0012889579957118258,8269,,,,
development,False,disk_ud,top_down,persistence,8,32,outer_0,1849506840.3956947,1.5413881330967347,292749791.3515194,1.4036918156096496,909633993.9455799,7.38120162655702e-08,True,9.462436870902295e-07,0.00022899999748915434,0.0013034159965172876,8269,,,,
development,False,disk_ud,ols,persistence,8,32,outer_0,1849506840.3955646,1.5413881330966261,292749791.3515158,1.4036918156103468,909633993.9456061,0.0,True,0.000715452953785647,0.00022899999748915434,0.0011429579972173087,8269,,,,
development,False,disk_ud,wls,persistence,8,32,outer_0,1849506840.3727534,1.5413881330776154,292749791.3498929,1.4036918156077758,909633993.9343011,0.0,True,0.12331468555693031,0.00022899999748915434,0.0011230409945710562,8269,,,,
development,False,disk_ud,mint,persistence,8,32,outer_0,1849506840.4040942,1.541388133103735,292749791.35340333,1.403691815614367,909633993.9528482,0.0,True,0.04513395807778207,0.00022899999748915434,0.0011717079942172859,8269,,,,
development,False,disk_ud,bottom_up_nn,persistence,8,32,outer_0,1849506840.3956947,1.5413881330967347,292749791.3515194,1.4036918156096492,909633993.9455799,0.0,True,0.0,0.00022899999748915434,0.0012953329969604965,8269,,,,
development,False,disk_ud,ols_nn,persistence,8,32,outer_0,1849506840.3955646,1.5413881330966261,292749791.3515158,1.4036918156103468,909633993.9456061,0.0,True,0.000715452953785647,0.00022899999748915434,0.0011247919974266551,8269,,,,
development,False,cpu_core_weighted,independent,persistence,8,32,outer_0,1.2944235503602035,1.263274355285703,1.7116951307898558,1.2139556558237643,3.44850171742069,35.71270400257458,False,0.0,0.00021366600049077533,0.0005597079943981953,4295,cluster_mean_CU,,,
development,False,cpu_core_weighted,bottom_up,persistence,8,32,outer_0,1.365282191894736,1.3625190679481634,1.7116951307898558,1.2139556558237643,3.44850171742069,0.0,True,0.15132501696006184,0.00021366600049077533,0.0005597079943981953,4295,weighted_mean_CU,1.3906675083299915,,
development,False,cpu_core_weighted,top_down,persistence,8,32,outer_0,1.2944235503602035,1.31688872519254,1.694395995029296,1.2189247856017242,3.3778647711548517,1.0260270191348408e-12,True,0.15028896502136047,0.00021366600049077533,0.0005597079943981953,4295,weighted_mean_CU,1.344094482999956,,
development,False,cpu_core_weighted,ols,persistence,8,32,outer_0,1.3019749869063428,1.3211532055765418,1.7339982565330383,1.4458534928425124,3.4153788985992954,0.0,True,0.1615184382413994,0.00021366600049077533,0.0005597079943981953,4295,weighted_mean_CU,1.3484470637817227,,
development,False,cpu_core_weighted,wls,persistence,8,32,outer_0,1.3287338337926697,1.3367350559335371,1.7010809410020848,1.2095132483675457,3.390939282526104,0.0,True,0.144893555612835,0.00021366600049077533,0.0005597079943981953,4295,weighted_mean_CU,1.364350821403086,,
development,False,cpu_core_weighted,mint,persistence,8,32,outer_0,1.3230351281565589,1.3333301344799051,1.7005768876970888,1.2092538821631023,3.3887934027592763,0.0,True,0.142640601421626,0.00021366600049077533,0.0005597079943981953,4295,weighted_mean_CU,1.3608755572799112,,
