run_id,base_run_id,fold,horizon,base_model,seed,reconciliation_method,nonnegative,top_mae,top_rmse,top_r2,top_mase,mase_valid,mase_invalid_reason,coherence_before,coherence_after,is_coherent_after,macro_machine_mae,weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,adj_magnitude,ind_top_mae,wall_train_sec_sum,mae_machine01_UM,mae_machine02_UM,mae_machine03_UM,mae_machine04_UM,mae_machine05_UM,mae_machine06_UM,mae_machine07_UM,pers_ind_mae,same_ind_mae,rel_mae_vs_independent,rel_mae_vs_pers_ind
base__memory_um__f0__h8__persistence__s0__ols__nn1,base__memory_um__f0__h8__persistence__s0,0,8,persistence,0,ols,True,1291570370.298708,4459098467.509138,0.3659605644730456,1.4865669814427254,True,,0.0,0.0,True,228173977.4505115,187733491.37948352,427958992.2302577,5846095.626556955,5,2,2.3614871543730195e-05,1291570370.298706,0.0002297510000062,426663790.3688501,161642103.93517905,417612361.4966689,427958992.2302577,65407610.783407,5846095.626556955,92086887.71266074,1291570370.298706,1291570370.298706,1.0000000000000016,1.0000000000000016
base__memory_um__f0__h8__ridge__s0__independent__nn0,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,independent,False,1357156730.2391167,3983549653.713941,0.493985904143576,1.5620553321842188,True,,464923296.3696819,464923296.3696819,False,261400373.5963501,217818747.40955713,557653013.287769,5207752.958309645,0,0,0.0,1357156730.2391167,0.0364387500021621,431163893.7949427,230397636.25375345,557653013.287769,437759790.78111535,60780431.19393819,5207752.958309645,106840096.90462239,1291570370.298706,1357156730.2391167,1.0,1.0507803225040244
base__memory_um__f0__h8__ridge__s0__independent__nn1,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,independent,True,1261466683.1458573,3955030616.075835,0.5012052833133389,1.4519183487625256,True,,464923296.3696819,0.0,True,261400373.5963501,217818747.40955713,557653013.287769,5207752.958309645,0,0,58115412.04621024,1357156730.2391167,0.0364387500021621,431163893.7949427,230397636.25375345,557653013.287769,437759790.78111535,60780431.19393819,5207752.958309645,106840096.90462239,1291570370.298706,1357156730.2391167,0.929492264996984,0.976692181978527
base__memory_um__f0__h8__ridge__s0__bottom_up__nn0,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,bottom_up,False,1261466683.1458573,3955030616.075835,0.5012052833133389,1.4519183487625256,True,,464923296.3696819,0.0,True,261400373.5963501,217818747.40955713,557653013.287769,5207752.958309645,0,0,58115412.04621024,1357156730.2391167,0.0364387500021621,431163893.7949427,230397636.25375345,557653013.287769,437759790.78111535,60780431.19393819,5207752.958309645,106840096.90462239,1291570370.298706,1357156730.2391167,0.929492264996984,0.976692181978527
base__memory_um__f0__h8__ridge__s0__bottom_up__nn1,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,bottom_up,True,1261466683.1458573,3955030616.075835,0.5012052833133389,1.4519183487625256,True,,464923296.3696819,0.0,True,261400373.5963501,217818747.40955713,557653013.287769,5207752.958309645,0,0,58115412.04621024,1357156730.2391167,0.0364387500021621,431163893.7949427,230397636.25375345,557653013.287769,437759790.78111535,60780431.19393819,5207752.958309645,106840096.90462239,1291570370.298706,1357156730.2391167,0.929492264996984,0.976692181978527
base__memory_um__f0__h8__ridge__s0__wls__nn0,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,wls,False,1277394243.2300913,3948325074.6433063,0.5028952086735862,1.4702505941133472,True,,464923296.3696819,0.0,True,267470159.40056887,224369680.90469652,556351577.2994949,5208172.669663764,2,5,58115412.04621023,1357156730.2391167,0.0364387500021621,473654566.56299806,234322070.64924428,556351577.2994949,434037353.19286084,60855120.45087837,5208172.669663764,107862254.97884169,1291570370.298706,1357156730.2391167,0.941228241932697,0.9890241156079354
base__memory_um__f0__h8__ridge__s0__wls__nn1,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,wls,True,1277394243.2300913,3948325074.6433063,0.5028952086735862,1.4702505941133472,True,,464923296.3696819,0.0,True,267470159.40056887,224369680.90469652,556351577.2994949,5208172.669663764,2,5,58115412.04621023,1357156730.2391167,0.0364387500021621,473654566.56299806,234322070.64924428,556351577.2994949,434037353.19286084,60855120.45087837,5208172.669663764,107862254.97884169,1291570370.298706,1357156730.2391167,0.941228241932697,0.9890241156079354
base__memory_um__f0__h8__ridge__s0__mint__nn0,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,mint,False,1273086565.0781949,3947645880.3444557,0.5030662187571288,1.4652925583341503,True,,464923296.3696819,0.0,True,265875886.39355138,222876767.92479283,555259558.2555041,5211327.171196251,2,5,58115412.04621024,1357156730.2391167,0.0364387500021621,467316291.3261257,232429231.82581887,555259558.2555041,432923740.0273451,60796051.67316767,5211327.171196251,107195004.47570185,1291570370.298706,1357156730.2391167,0.938054195740451,0.9856888903264045
base__memory_um__f0__h8__ridge__s0__mint__nn1,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,mint,True,1273086565.0781949,3947645880.3444557,0.5030662187571288,1.4652925583341503,True,,464923296.3696819,0.0,True,265875886.39355138,222876767.92479283,555259558.2555041,5211327.171196251,2,5,58115412.04621024,1357156730.2391167,0.0364387500021621,467316291.3261257,232429231.82581887,555259558.2555041,432923740.0273451,60796051.67316767,5211327.171196251,107195004.47570185,1291570370.298706,1357156730.2391167,0.938054195740451,0.9856888903264045
base__memory_um__f0__h8__ridge__s0__ols__nn0,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,ols,False,1334852101.8108466,3971634670.878687,0.497008400688869,1.5363832318346677,True,,464923296.3696819,0.0,True,281120921.002738,244738298.6074246,544439867.5625129,59038792.86299909,2,5,58115412.04621023,1357156730.2391167,0.0364387500021621,455883087.6727173,250188557.69855043,544439867.5625129,431531494.8241192,91338054.46748866,59038792.86299909,135426591.93077826,1291570370.298706,1357156730.2391167,0.9835651786331706,1.0335109356078915
base__memory_um__f0__h8__ridge__s0__ols__nn1,base__memory_um__f0__h8__ridge__s0,0,8,ridge,0,ols,True,1334852101.8108466,3971634670.878687,0.497008400688869,1.5363832318346677,True,,464923296.3696819,0.0,True,281120921.002738,244738298.6074246,544439867.5625129,59038792.86299909,2,5,58115412.04621023,1357156730.2391167,0.0364387500021621,455883087.6727173,250188557.69855043,544439867.5625129,431531494.8241192,91338054.46748866,59038792.86299909,135426591.93077826,1291570370.298706,1357156730.2391167,0.9835651786331706,1.0335109356078915
base__memory_um__f1__h16__lightgbm__s0__independent__nn0,base__memory_um__f1__h16__lightgbm__s0,1,16,lightgbm,0,independent,False,1348125215.317614,2904450434.3747735,0.5274162681450507,1.3840078526185642,True,,787283428.9104376,787283428.9104376,False,265230185.9482822,251893111.30323818,923669854.1910511,16365935.181800306,0,0,0.0,1348125215.317614,21.55464358500012,923669854.1910511,117493174.25663477,320447553.3175338,229216803.1465906,59005406.13249794,16365935.181800306,190412575.41186672,844976853.3901465,1348125215.317614,1.0,1.5954581594854074
base__memory_um__f1__h16__lightgbm__s0__bottom_up__nn0,base__memory_um__f1__h16__lightgbm__s0,1,16,lightgbm,0,bottom_up,False,1398288473.5837512,2793189344.04618,0.5629294126501306,1.4355062910161505,True,,787283428.9104376,0.0,True,265230185.9482822,251893111.30323818,923669854.1910511,16365935.181800306,0,0,98410428.61380468,1348125215.317614,21.55464358500012,923669854.1910511,117493174.25663477,320447553.3175338,229216803.1465906,59005406.13249794,16365935.181800306,190412575.41186672,844976853.3901465,1348125215.317614,1.0372096432113087,1.6548245883584307
base__memory_um__f1__h16__lightgbm__s0__wls__nn0,base__memory_um__f1__h16__lightgbm__s0,1,16,lightgbm,0,wls,False,1354999717.5109816,2768824798.0696893,0.5705211511493335,1.3910653313381671,True,,787283428.9104376,0.0,True,269224669.04179174,253512997.06222594,912366007.1556779,16366191.446880966,3,4,98410428.6138047,1348125215.317614,21.55464358500012,912366007.1556779,117388872.91844311,333024084.23313236,256050106.56661472,59008092.270274855,16366191.446880966,190369328.70151794,844976853.3901465,1348125215.317614,1.0050993054022417,1.603593887897122
base__memory_um__f1__h16__lightgbm__s0__mint__nn0,base__memory_um__f1__h16__lightgbm__s0,1,16,lightgbm,0,mint,False,1355061135.6553676,2768814113.741959,0.5705244656847451,1.3911283842305526,True,,787283428.9104376,0.0,True,271808252.7808545,254770139.77459374,914951920.4303038,16367466.556225931,4,3,98427531.72220516,1348125215.317614,21.55464358500012,914951920.4303038,117389876.15908913,331360537.2785935,273188272.5259369,59004993.50782017,16367466.556225931,190394703.00801226,844976853.3901465,1348125215.317614,1.0051448635920066,1.6036665740827136
base__memory_um__f1__h16__persistence__s0__independent__nn0,base__memory_um__f1__h16__persistence__s0,1,16,persistence,0,independent,False,844976853.3901465,3260388166.5214877,0.4044894703449463,0.867467344342616,True,,0.0,0.0,True,157471415.92404935,132840004.73008779,271934026.06367266,5358775.330831618,0,0,0.0,844976853.3901465,0.0004721270015579,271934026.06367266,119631060.336521,259324910.27430093,254732124.13025057,58699438.8398499,5358775.330831618,132619576.49291854,844976853.3901465,844976853.3901465,1.0,1.0
base__memory_um__f1__h16__persistence__s0__bottom_up__nn0,base__memory_um__f1__h16__persistence__s0,1,16,persistence,0,bottom_up,False,844976853.3901465,3260388166.5214877,0.4044894703449463,0.867467344342616,True,,0.0,0.0,True,157471415.92404935,132840004.73008779,271934026.06367266,5358775.330831618,0,0,0.0,844976853.3901465,0.0004721270015579,271934026.06367266,119631060.336521,259324910.27430093,254732124.13025057,58699438.8398499,5358775.330831618,132619576.49291854,844976853.3901465,844976853.3901465,1.0,1.0
base__memory_um__f1__h16__persistence__s0__wls__nn0,base__memory_um__f1__h16__persistence__s0,1,16,persistence,0,wls,False,844976853.390347,3260388166.521439,0.4044894703449641,0.8674673443428218,True,,0.0,0.0,True,157471415.9286682,132840004.73506305,271934026.0956686,5358775.330831592,5,2,0.04068559841820495,844976853.3901465,0.0004721270015579,271934026.0956686,119631060.3359946,259324910.2751727,254732124.1302495,58699438.83984241,5358775.330831592,132619576.49291784,844976853.3901465,844976853.3901465,1.0000000000002374,1.0000000000002374
base__memory_um__f1__h16__persistence__s0__mint__nn0,base__memory_um__f1__h16__persistence__s0,1,16,persistence,0,mint,False,844976853.3903192,3260388166.5214767,0.4044894703449503,0.8674673443427933,True,,0.0,0.0,True,157471415.92744425,132840004.73359713,271934026.080095,5358775.330831998,3,4,0.02693861937237167,844976853.3901465,0.0004721270015579,271934026.080095,119631060.33647141,259324910.28168112,254732124.13026348,58699438.83984838,5358775.330831998,132619576.49291848,844976853.3901465,844976853.3901465,1.0000000000002045,1.0000000000002045
base__memory_um__f1__h16__ridge__s0__independent__nn0,base__memory_um__f1__h16__ridge__s0,1,16,ridge,0,independent,False,835539072.0094448,2874105280.202899,0.5372396150646939,0.8577783604160665,True,,301682596.29424995,301682596.29424995,False,178285454.22070652,150222682.06183684,323099011.5389217,4575765.737176121,0,0,0.0,835539072.0094448,0.1427020000000993,323099011.5389217,118023898.65770902,320415411.46187526,298363308.74763656,56000940.4090463,4575765.737176121,127519842.99258061,844976853.3901465,835539072.0094448,1.0,0.9888307219980805
base__memory_um__f1__h16__ridge__s0__bottom_up__nn0,base__memory_um__f1__h16__ridge__s0,1,16,ridge,0,bottom_up,False,792886360.3036158,2854955368.8312683,0.5433857347999718,0.8139903745037672,True,,301682596.29424995,0.0,True,178285454.22070652,150222682.06183684,323099011.5389217,4575765.737176121,0,0,37710324.536781244,835539072.0094448,0.1427020000000993,323099011.5389217,118023898.65770902,320415411.46187526,298363308.74763656,56000940.4090463,4575765.737176121,127519842.99258061,844976853.3901465,835539072.0094448,0.9489518645690014,0.9383527573831905
base__memory_um__f1__h16__ridge__s0__wls__nn0,base__memory_um__f1__h16__ridge__s0,1,16,ridge,0,wls,False,787972211.0399096,2849935765.5790186,0.5449899683024411,0.8089454268292986,True,,301682596.29424995,0.0,True,177692845.99600843,150401170.4411101,333151279.2355276,4575774.885862416,3,4,37710324.53678123,835539072.0094448,0.1427020000000993,333151279.2355276,117987240.99607918,313792694.9272334,290817167.4858335,56001930.70028293,4575774.885862416,127523833.7412401,844976853.3901465,835539072.0094448,0.9430704528812298,0.9325370368176032
base__memory_um__f1__h16__ridge__s0__mint__nn0,base__memory_um__f1__h16__ridge__s0,1,16,ridge,0,mint,False,788200179.1092962,2849971520.262811,0.5449785513139922,0.809179462655194,True,,301682596.29424995,0.0,True,177595965.74185032,150284225.18542963,332226909.9484973,4575717.208905626,4,3,37711266.89722209,835539072.0094448,0.1427020000000993,332226909.9484973,117994135.74713886,313924731.0901055,290924974.6467847,56002382.19696447,4575717.208905626,127522909.35455552,844976853.3901465,835539072.0094448,0.9433432923893073,0.9328068289053651
base__memory_um__f1__h1__lightgbm__s0__independent__nn0,base__memory_um__f1__h1__lightgbm__s0,1,1,lightgbm,0,independent,False,1352577183.8579013,2924283422.8991084,0.5202164529748255,1.3861010834905192,True,,732754784.1564883,732754784.1564883,False,238395087.0982274,223877201.5154698,792462122.9281087,17087341.980673566,0,0,0.0,1352577183.8579013,1.349383542000396,792462122.9281087,116637118.71938556,319752483.59072405,219537062.98829252,58853040.72280503,17087341.980673566,144436438.7576024,843922661.6452392,1352577183.8579013,1.0,1.602726464556637
base__memory_um__f1__h1__lightgbm__s0__bottom_up__nn0,base__memory_um__f1__h1__lightgbm__s0,1,1,lightgbm,0,bottom_up,False,1196299637.4371316,2699479798.417308,0.5911475639876795,1.2259501664084917,True,,732754784.1564883,0.0,True,238395087.0982274,223877201.5154698,792462122.9281087,17087341.980673566,0,0,91594348.01956104,1352577183.8579013,1.349383542000396,792462122.9281087,116637118.71938556,319752483.59072405,219537062.98829252,58853040.72280503,17087341.980673566,144436438.7576024,843922661.6452392,1352577183.8579013,0.88445942435978,1.4175465262479485
base__memory_um__f1__h1__lightgbm__s0__wls__nn0,base__memory_um__f1__h1__lightgbm__s0,1,1,lightgbm,0,wls,False,1221869948.1311007,2716171174.750314,0.586075914364695,1.252154242435419,True,,732754784.1564883,0.0,True,246352054.7894912,229833081.53860596,802856518.267588,17087225.348416507,4,3,91594348.01956104,1352577183.8579013,1.349383542000396,802856518.267588,116578387.89343704,340978740.79738426,243686846.42215908,58851780.72028111,17087225.348416507,144424884.07717222,843922661.6452392,1352577183.8579013,0.9033643053522538,1.44784587932388
base__memory_um__f1__h1__lightgbm__s0__mint__nn0,base__memory_um__f1__h1__lightgbm__s0,1,1,lightgbm,0,mint,False,1220404550.4824648,2714467567.797635,0.5865949853379399,1.2506525246090654,True,,732754784.1564883,0.0,True,246949233.4340988,229606510.0102773,799701665.3748889,17087713.00146816,2,5,91647971.17760909,1352577183.8579013,1.349383542000396,799701665.3748889,116589054.42078736,338108406.45911103,253872084.28570423,58856224.113301165,17087713.00146816,144429486.38343105,843922661.6452392,1352577183.8579013,0.9022808938722108,1.4461094670728105
base__memory_um__f1__h1__persistence__s0__independent__nn0,base__memory_um__f1__h1__persistence__s0,1,1,persistence,0,independent,False,843922661.6452392,3257467097.4877105,0.4046580280269858,0.8648394558543444,True,,0.0,0.0,True,157294732.34661326,132700380.39602873,271525107.0082165,5359041.886901885,0,0,0.0,843922661.6452392,0.0002085819996864,271525107.0082165,119525364.61672306,258933652.10633156,254279738.40115997,58718698.96568391,5359041.886901885,132721523.44127598,843922661.6452392,843922661.6452392,1.0,1.0
base__memory_um__f1__h1__persistence__s0__bottom_up__nn0,base__memory_um__f1__h1__persistence__s0,1,1,persistence,0,bottom_up,False,843922661.6452392,3257467097.4877105,0.4046580280269858,0.8648394558543444,True,,0.0,0.0,True,157294732.34661326,132700380.39602873,271525107.0082165,5359041.886901885,0,0,0.0,843922661.6452392,0.0002085819996864,271525107.0082165,119525364.61672306,258933652.10633156,254279738.40115997,58718698.96568391,5359041.886901885,132721523.44127598,843922661.6452392,843922661.6452392,1.0,1.0
base__memory_um__f1__h1__persistence__s0__wls__nn0,base__memory_um__f1__h1__persistence__s0,1,1,persistence,0,wls,False,843922661.6454324,3257467097.4877243,0.4046580280269806,0.8648394558545422,True,,0.0,0.0,True,157294732.34648773,132700380.39586422,271525107.0050003,5359041.886902365,5,2,0.01974106304538371,843922661.6452392,0.0002085819996864,271525107.0050003,119525364.61600754,258933652.10939148,254279738.40115827,58718698.96568055,5359041.886902365,132721523.44127358,843922661.6452392,843922661.6452392,1.000000000000229,1.000000000000229
base__memory_um__f1__h1__persistence__s0__mint__nn0,base__memory_um__f1__h1__persistence__s0,1,1,persistence,0,mint,False,843922661.6447572,3257467097.4877286,0.4046580280269789,0.8648394558538504,True,,0.0,0.0,True,157294732.34227806,132700380.39180155,271525107.0005922,5359041.886902176,2,5,0.05074577718440204,843922661.6452392,0.0002085819996864,271525107.0005922,119525364.6167856,258933652.08344713,254279738.40118942,58718698.96575301,5359041.886902176,132721523.44127709,843922661.6452392,843922661.6452392,0.9999999999994288,0.9999999999994288
base__memory_um__f1__h1__ridge__s0__independent__nn0,base__memory_um__f1__h1__ridge__s0,1,1,ridge,0,independent,False,834422178.6472346,2871593904.8023505,0.537350100862643,0.855103501459744,True,,301581705.2888302,301581705.2888302,False,178183129.56075722,150152195.76093137,323324236.2392891,4578406.465541778,0,0,0.0,834422178.6472346,0.009547998999551,323324236.2392891,117911756.76068981,319745778.1354212,298111328.57360685,56000174.882426806,4578406.465541778,127610225.86832495,843922661.6452392,834422178.6472346,1.0,0.9887424719944321
base__memory_um__f1__h1__ridge__s0__bottom_up__nn0,base__memory_um__f1__h1__ridge__s0,1,1,ridge,0,bottom_up,False,792068860.7184273,2852729432.367738,0.5434087422486833,0.8117004479622028,True,,301581705.2888302,0.0,True,178183129.56075722,150152195.76093137,323324236.2392891,4578406.465541778,0,0,37697713.161103785,834422178.6472346,0.009547998999551,323324236.2392891,117911756.76068981,319745778.1354212,298111328.57360685,56000174.882426806,4578406.465541778,127610225.86832495,843922661.6452392,834422178.6472346,0.9492423391747923,0.9385562169574613
base__memory_um__f1__h1__ridge__s0__wls__nn0,base__memory_um__f1__h1__ridge__s0,1,1,ridge,0,wls,False,787020827.6599429,2847617116.4813,0.5450437708947862,0.8065272983812645,True,,301581705.2888302,0.0,True,177628446.42540455,150372762.813466,333659702.0682692,4578415.28095773,3,4,37697713.161103785,834422178.6472346,0.009547998999551,333659702.0682692,117876119.11219883,313116797.793584,290552681.03818303,56001102.08289085,4578415.28095773,127614307.60174845,843922661.6452392,834422178.6472346,0.9431926041753363,0.9325745870191879
base__memory_um__f1__h1__ridge__s0__mint__nn0,base__memory_um__f1__h1__ridge__s0,1,1,ridge,0,mint,False,787248084.4787565,2847650173.2427926,0.5450332080513751,0.8067601878063912,True,,301581705.2888302,0.0,True,177520776.7147126,150248508.40439934,332717766.9077562,4578349.6444948595,4,3,37698626.491376385,834422178.6472346,0.009547998999551,332717766.9077562,117883033.84346355,313235444.6523082,290616001.010832,56001517.21344227,4578349.6444948595,127613323.7306909,843922661.6452392,834422178.6472346,0.9434649564984519,0.9328438733283986
base__memory_um__f1__h8__lightgbm__s0__independent__nn0,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,independent,False,1349230704.7903304,2943535599.797134,0.5142099248661095,1.38234083061477,True,,799168503.5116102,799168503.5116102,False,255925025.03682604,241788600.47990948,861639278.7633283,16940635.26021365,0,0,0.0,1349230704.7903304,10.648379502002172,861639278.7633283,117903438.38856764,316075629.2474398,231837720.09949782,59019797.04303154,16940635.26021365,188058676.45570344,844465442.1477809,1349230704.7903304,1.0,1.5977334742778213
base__memory_um__f1__h8__lightgbm__s0__independent__nn1,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,independent,True,1340514100.6138046,2774377876.626428,0.568439907181272,1.3734103209437858,True,,799168503.5116102,0.0,True,255925025.03682604,241788600.47990948,861639278.7633283,16940635.26021365,0,0,99896062.93895127,1349230704.7903304,10.648379502002172,861639278.7633283,117903438.38856764,316075629.2474398,231837720.09949782,59019797.04303154,16940635.26021365,188058676.45570344,844465442.1477809,1349230704.7903304,0.9935395747031414,1.587411436522959
base__memory_um__f1__h8__lightgbm__s0__bottom_up__nn0,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,bottom_up,False,1340514100.6138046,2774377876.626428,0.568439907181272,1.3734103209437858,True,,799168503.5116102,0.0,True,255925025.03682604,241788600.47990948,861639278.7633283,16940635.26021365,0,0,99896062.93895127,1349230704.7903304,10.648379502002172,861639278.7633283,117903438.38856764,316075629.2474398,231837720.09949782,59019797.04303154,16940635.26021365,188058676.45570344,844465442.1477809,1349230704.7903304,0.9935395747031414,1.587411436522959
base__memory_um__f1__h8__lightgbm__s0__bottom_up__nn1,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,bottom_up,True,1340514100.6138046,2774377876.626428,0.568439907181272,1.3734103209437858,True,,799168503.5116102,0.0,True,255925025.03682604,241788600.47990948,861639278.7633283,16940635.26021365,0,0,99896062.93895127,1349230704.7903304,10.648379502002172,861639278.7633283,117903438.38856764,316075629.2474398,231837720.09949782,59019797.04303154,16940635.26021365,188058676.45570344,844465442.1477809,1349230704.7903304,0.9935395747031414,1.587411436522959
base__memory_um__f1__h8__lightgbm__s0__wls__nn0,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,wls,False,1316136713.382926,2765302037.658872,0.5712588190993348,1.3484347125520488,True,,799168503.5116102,0.0,True,260569657.43985084,244222097.04911274,854592106.592839,16940789.524408977,3,4,99896062.93895124,1349230704.7903304,10.648379502002172,854592106.592839,117796211.77669366,330632317.09212005,256984828.35519245,59025552.00401508,16940789.524408977,188015796.73368672,844465442.1477809,1349230704.7903304,0.9754719550259959,1.558544195764263
base__memory_um__f1__h8__lightgbm__s0__wls__nn1,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,wls,True,1316136713.382926,2765302037.658872,0.5712588190993348,1.3484347125520488,True,,799168503.5116102,0.0,True,260569657.43985084,244222097.04911274,854592106.592839,16940789.524408977,3,4,99896062.93895124,1349230704.7903304,10.648379502002172,854592106.592839,117796211.77669366,330632317.09212005,256984828.35519245,59025552.00401508,16940789.524408977,188015796.73368672,844465442.1477809,1349230704.7903304,0.9754719550259959,1.558544195764263
base__memory_um__f1__h8__lightgbm__s0__mint__nn0,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,mint,False,1316686002.217671,2764486141.1412177,0.5715117801333117,1.3489974809365608,True,,799168503.5116102,0.0,True,261977288.54998517,244722750.78232944,855531821.3243225,16940425.05995239,5,2,99903863.83006068,1349230704.7903304,10.648379502002172,855531821.3243225,117827570.42257069,327737426.91996974,268768624.5995952,59019237.340332076,16940425.05995239,188015914.18315363,844465442.1477809,1349230704.7903304,0.975879067636756,1.5591946532102752
base__memory_um__f1__h8__lightgbm__s0__mint__nn1,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,mint,True,1316686002.217671,2764486141.1412177,0.5715117801333117,1.3489974809365608,True,,799168503.5116102,0.0,True,261977288.54998517,244722750.78232944,855531821.3243225,16940425.05995239,5,2,99903863.83006068,1349230704.7903304,10.648379502002172,855531821.3243225,117827570.42257069,327737426.91996974,268768624.5995952,59019237.340332076,16940425.05995239,188015914.18315363,844465442.1477809,1349230704.7903304,0.975879067636756,1.5591946532102752
base__memory_um__f1__h8__lightgbm__s0__ols__nn0,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,ols,False,1331571667.075231,2891871563.978493,0.531113148816699,1.3642484400574848,True,,799168503.5116102,0.0,True,295763737.8926946,286537668.03259104,854317741.8680184,103573178.5464477,1,6,99896062.93895125,1349230704.7903304,10.648379502002172,854317741.8680184,159938249.7311249,327669909.735223,280112592.12814045,122626784.34094869,103573178.5464477,222107708.89895886,844465442.1477809,1349230704.7903304,0.9869117730182078,1.5768219759100657
base__memory_um__f1__h8__lightgbm__s0__ols__nn1,base__memory_um__f1__h8__lightgbm__s0,1,8,lightgbm,0,ols,True,1331571667.075231,2891871563.978493,0.531113148816699,1.3642484400574848,True,,799168503.5116102,0.0,True,295763737.8926946,286537668.03259104,854317741.8680184,103573178.5464477,1,6,99896062.93895125,1349230704.7903304,10.648379502002172,854317741.8680184,159938249.7311249,327669909.735223,280112592.12814045,122626784.34094869,103573178.5464477,222107708.89895886,844465442.1477809,1349230704.7903304,0.9869117730182078,1.5768219759100657
base__memory_um__f1__h8__persistence__s0__independent__nn0,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,independent,False,844465442.1477809,3258836986.682608,0.4045636743667381,0.8651886268074785,True,,0.0,0.0,True,157380669.84724358,132768384.87704381,271687768.66658604,5359287.834562825,0,0,0.0,844465442.1477809,0.0002951259994006,271687768.66658604,119587492.63998064,259110430.77324948,254491932.45132422,58718626.31805539,5359287.834562825,132709150.24694642,844465442.1477809,844465442.1477809,1.0,1.0
base__memory_um__f1__h8__persistence__s0__independent__nn1,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,independent,True,844465442.1477809,3258836986.682608,0.4045636743667381,0.8651886268074785,True,,0.0,0.0,True,157380669.84724358,132768384.87704381,271687768.66658604,5359287.834562825,0,0,0.0,844465442.1477809,0.0002951259994006,271687768.66658604,119587492.63998064,259110430.77324948,254491932.45132422,58718626.31805539,5359287.834562825,132709150.24694642,844465442.1477809,844465442.1477809,1.0,1.0
base__memory_um__f1__h8__persistence__s0__bottom_up__nn0,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,bottom_up,False,844465442.1477809,3258836986.682608,0.4045636743667381,0.8651886268074785,True,,0.0,0.0,True,157380669.84724358,132768384.87704381,271687768.66658604,5359287.834562825,0,0,0.0,844465442.1477809,0.0002951259994006,271687768.66658604,119587492.63998064,259110430.77324948,254491932.45132422,58718626.31805539,5359287.834562825,132709150.24694642,844465442.1477809,844465442.1477809,1.0,1.0
base__memory_um__f1__h8__persistence__s0__bottom_up__nn1,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,bottom_up,True,844465442.1477809,3258836986.682608,0.4045636743667381,0.8651886268074785,True,,0.0,0.0,True,157380669.84724358,132768384.87704381,271687768.66658604,5359287.834562825,0,0,0.0,844465442.1477809,0.0002951259994006,271687768.66658604,119587492.63998064,259110430.77324948,254491932.45132422,58718626.31805539,5359287.834562825,132709150.24694642,844465442.1477809,844465442.1477809,1.0,1.0
base__memory_um__f1__h8__persistence__s0__wls__nn0,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,wls,False,844465442.1480584,3258836986.6826024,0.40456367436674023,0.8651886268077629,True,,0.0,0.0,True,157380669.84928608,132768384.8791916,271687768.6785433,5359287.8345631305,3,4,0.02316403711904622,844465442.1477809,0.0002951259994006,271687768.6785433,119587492.64017515,259110430.7754009,254491932.45132032,58718626.318054244,5359287.8345631305,132709150.24694544,844465442.1477809,844465442.1477809,1.0000000000003286,1.0000000000003286
base__memory_um__f1__h8__persistence__s0__wls__nn1,base__memory_um__f1__h8__persistence__s0,1,8,persistence,0,wls,True,844465442.1480584,3258836986.6826024,0.40456367436674023,0.8651886268077629,True,,0.0,0.0,True,157380669.84928608,132768384.8791916,271687768.6785433,5359287.8345631305,3,4,0.02316403711904622,844465442.1477809,0.0002951259994006,271687768.6785433,119587492.64017515,259110430.7754009,254491932.45132032,58718626.318054244,5359287.8345631305,132709150.24694544,844465442.1477809,844465442.1477809,1.0000000000003286,1.0000000000003286
