base_model,n_jobs,series_fits,total_train_sec,median_job_train_sec,slowest_job_train_sec,early_stops,timeouts,warm_inference_latency,forecasts_per_second,reconciliation_overhead
dlinear,9,72,16.539734042995406,1.9572484179980163,2.3119037929991464,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics
