hierarchy,model,horizon,fold,method,mean_mae,std_mae,cv,min_mae,max_mae,best_seed,worst_seed,identical_hashes,max_pred_abs_diff,stability_class,seed0_mae,seed1_mae,seed2_mae,prediction_hash_relation,direction_agreement
memory_um,lightgbm,16,2,wls,1135057345.1545937,0.0,0.0,1135057345.1545937,1135057345.1545937,0,0,True,0.0,seed_invariant,1135057345.1545937,1135057345.1545937,1135057345.1545937,identical,all_agree
memory_um,lightgbm,16,2,mint,1128115358.949221,0.0,0.0,1128115358.949221,1128115358.949221,0,0,True,0.0,seed_invariant,1128115358.949221,1128115358.949221,1128115358.949221,identical,all_agree
memory_um,dlinear,1,0,independent,1324241661.5200665,24941414.390721325,0.0188344885344353,1288970217.5265772,1342112238.0998075,0,2,False,6177552185.156525,moderately_seed_sensitive,1288970217.5265772,1341642528.9338136,1342112238.0998075,distinct,all_agree
memory_um,dlinear,1,0,bottom_up,1304981961.6506608,23764291.73902803,0.0182104369542156,1282500335.0896914,1337857115.53044,1,2,False,6177552185.156525,moderately_seed_sensitive,1294588434.3318503,1282500335.0896914,1337857115.53044,distinct,all_agree
memory_um,dlinear,1,0,wls,1289923812.342718,19290732.27497618,0.0149549392688091,1272621477.3740215,1316841627.8783777,0,2,False,6177552185.156525,moderately_seed_sensitive,1272621477.3740215,1280308331.775755,1316841627.8783777,distinct,all_agree
memory_um,dlinear,1,0,mint,1290560481.300595,19409339.258986127,0.015039465054304,1274651157.037978,1317886610.2539024,0,2,False,6177552185.156525,moderately_seed_sensitive,1274651157.037978,1279143676.6099043,1317886610.2539024,distinct,all_agree
memory_um,dlinear,1,1,independent,835955104.4008151,661830.9772763903,0.0007917063653206,835042020.9050137,836589801.3086051,1,0,False,1086105278.373825,practically_seed_stable,836589801.3086051,835042020.9050137,836233490.9888268,distinct,all_agree
memory_um,dlinear,1,1,bottom_up,797820746.2020698,5995079.384642514,0.0075143187403704,789788087.818767,804186280.5178248,1,2,False,1086105278.373825,practically_seed_stable,799487870.2696177,789788087.818767,804186280.5178248,distinct,all_agree
memory_um,dlinear,1,1,wls,791581324.9303169,4965426.129585286,0.0062727934240014,784987446.2757449,796969617.4532963,1,2,False,1086105278.373825,practically_seed_stable,792786911.0619098,784987446.2757449,796969617.4532963,distinct,all_agree
memory_um,dlinear,1,1,mint,791717228.707538,4933997.426179728,0.0062320197758414,785173797.7174767,797087545.8944224,1,2,False,1086105278.373825,practically_seed_stable,792890342.5107149,785173797.7174767,797087545.8944224,distinct,all_agree
memory_um,dlinear,1,2,independent,1052223302.6517684,5566056.675372631,0.005289805558711,1047857594.3617969,1060078627.4855586,2,1,False,1346568806.071106,practically_seed_stable,1048733686.1079496,1060078627.4855586,1047857594.3617969,distinct,all_agree
