hierarchy,seed,fold,horizon,reconciliation_method,top_mae_report,pct_vs_independent,coherence_error_before,coherence_error_after,bottom_mae_mean_native,worst_machine_mae_native,improved_machine_count,degraded_machine_count
memory_um,1,2,1,bottom_up,1088970658.4786875,2.7254611350536306,420822372.82712317,0.0,220130320.747874,599993100.2303897,0,0
memory_um,1,2,1,wls,1053543218.4334736,-0.6165022935691655,420822372.82712317,0.0,219269619.68343005,576972871.8888985,3,4
memory_um,1,2,1,mint,1052851462.0479527,-0.6817574895126799,420822372.82712317,0.0,218560515.46987453,574575020.6425011,2,5
memory_um,2,2,1,bottom_up,1089924119.544496,4.014526917497796,413437762.9999718,0.0,219965987.30254883,598145533.4157735,0,0
memory_um,2,2,1,wls,1049065310.6556197,0.11525576569957341,413437762.9999718,0.0,218405292.3320671,575482103.157505,4,3
memory_um,2,2,1,mint,1047712950.3144735,-0.013803788616084667,413437762.9999718,0.0,217853831.26830617,573074701.4454154,4,3
memory_um,0,2,8,bottom_up,1102962664.1543586,5.340901169684886,422773609.62416166,0.0,226639661.50603178,604648543.99596,0,0
memory_um,0,2,8,wls,1057524495.8382838,1.0012278938129837,422773609.62416166,0.0,224774257.35124716,578887060.3866627,4,3
memory_um,0,2,8,mint,1055903452.2580509,0.8464065230388451,422773609.62416166,0.0,224103729.42082828,576032849.123813,4,3
memory_um,1,2,8,bottom_up,1096835386.279895,5.107764146098348,409620279.77904767,0.0,222503418.9647546,588443171.1980455,0,0
memory_um,1,2,8,wls,1052795742.0968314,0.8875241795785804,409620279.77904767,0.0,221044286.375272,567275758.3160615,5,2
memory_um,1,2,8,mint,1051138787.7667587,0.728741223535545,409620279.77904767,0.0,220611949.55324847,565335313.2345296,5,2
memory_um,2,2,8,bottom_up,1143045349.8114996,7.307850453546005,479924370.1989934,0.0,234669374.96662393,634300166.5855911,0,0
memory_um,2,2,8,wls,1084196815.425309,1.7832142452231192,479924370.1989934,0.0,232547558.54919314,603002604.7836661,4,3
memory_um,2,2,8,mint,1081950068.4160104,1.5722920870423263,479924370.1989934,0.0,231420054.02123633,598887147.5598806,5,2
memory_um,0,2,16,bottom_up,1114268869.9370599,5.492553671772615,442752201.4274765,0.0,228959976.162846,629540423.6563805,0,0
memory_um,0,2,16,wls,1065327935.1031616,0.8591080699015263,442752201.4274765,0.0,226909603.9732956,600080413.7275304,4,3
memory_um,0,2,16,mint,1063840218.9395489,0.7182596791112994,442752201.4274765,0.0,226014500.40097898,596211151.2072144,5,2
memory_um,1,2,16,bottom_up,1109621115.1633756,4.503140361733382,421945593.8067741,0.0,228361534.2003195,620586088.5045063,0,0
memory_um,1,2,16,wls,1066505691.4668428,0.442567691709006,421945593.8067741,0.0,227021619.4667809,594736820.8607782,4,3
memory_um,1,2,16,mint,1065254537.6591183,0.3247351268848453,421945593.8067741,0.0,226290299.20164156,591742312.2825644,3,4
memory_um,2,2,16,bottom_up,1124392060.6235838,6.280527669507019,442837526.7654207,0.0,230630097.050616,624354052.403797,0,0
memory_um,2,2,16,wls,1073923370.0244174,1.5100928225251442,442837526.7654207,0.0,228838176.9758832,595543698.7545435,4,3
memory_um,2,2,16,mint,1072180974.3016919,1.3453969452546843,442837526.7654207,0.0,227987200.20600787,591925646.1045266,4,3
