hierarchy,fold,horizon,seed,reconciliation_method,base_model,source,top_mae_native,top_mae_report,top_rmse_report,top_r2,mase,mase_valid,coherence_error_before,coherence_error_after,is_coherent_after,recon_adjustment_l2,bottom_mae_mean_native,bottom_mae_weighted_native,worst_machine_mae_native,improved_machine_count,degraded_machine_count,neg_pred_rate,prediction_hash,model_config_hash,report_unit,rel_mae_vs_independent,pct_vs_independent,persistence_mae_native,ewma_mae_native,ridge_mae_native,lightgbm_mae_native,rel_mae_vs_persistence,rel_mae_vs_ewma,rel_mae_vs_ridge,rel_mae_vs_lightgbm
cpu_core_weighted,0,1,0,independent,dlinear,experiment-freeze-v2:cpu_dlinear,310.3574455560124,1.3150739218475103,3.1805553126953305,0.5260592368741082,1.1886719832370527,True,111.46417771966371,111.46417771966371,False,0.0,55.81443603589967,60.64272935444039,136.94271995473704,0,0,0.00020631318341242006,6dec6df8ab2af2b5,177793534259287c,weighted_mean_pct,1.0,0.0,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.9258260070522977,0.9249824287589032,0.9837778657865452,1.1853078751394424
cpu_core_weighted,0,1,0,bottom_up,dlinear,experiment-freeze-v2:cpu_dlinear,288.15814824157997,1.2210091027185592,3.1758867955872785,0.5274495454723489,1.1036484623160667,True,111.46417771966371,0.0,True,157.20730197536355,55.81443603589967,60.64272935444039,136.94271995473704,0,0,0.00020631318341242006,6dec6df8ab2af2b5,177793534259287c,weighted_mean_pct,0.928471839060726,-7.152816093927406,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8596033754180955,0.8588201367286358,0.9134100442740697,1.1005249826838794
cpu_core_weighted,0,1,0,wls,dlinear,experiment-freeze-v2:cpu_dlinear,290.76639048779896,1.232060976643216,3.1610551923190977,0.5318529236858265,1.113638055051699,True,111.46417771966371,0.0,True,95.90497740575007,56.66278506363335,61.56004988154952,141.91261643309664,1,6,0.00020631318341242006,6dec6df8ab2af2b5,177793534259287c,weighted_mean_pct,0.9368758334986433,-6.312416650135666,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8673840120318422,0.866593683915097,0.9216777079862861,1.110486303473771
cpu_core_weighted,0,1,0,mint,dlinear,experiment-freeze-v2:cpu_dlinear,288.92093487197803,1.224241249457534,3.1636350836621467,0.5310884565219351,1.1065699424020934,True,111.46417771966371,0.0,True,116.3236531996038,56.1447892643031,61.006610544579885,138.6956896356088,1,6,0.00020631318341242006,6dec6df8ab2af2b5,177793534259287c,weighted_mean_pct,0.9309296071643122,-6.907039283568784,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8618788410476992,0.8610935290384172,0.9158279421336141,1.1034381945723266
cpu_core_weighted,0,1,1,independent,dlinear,robustness_extension,312.74972007357223,1.3252106782778486,3.1837019379588463,0.5251210034310023,1.1978344175074498,True,111.7871754317808,111.7871754317808,False,0.0,55.60767337300563,60.42008970920155,136.83717015172894,0,0,0.00020631318341242006,25ad98ead85cf2e7,177793534259287c,weighted_mean_pct,1.0,0.0,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.9329623912315058,0.9321123105297311,0.9913609502362972,1.1944443784383372
cpu_core_weighted,0,1,1,bottom_up,dlinear,robustness_extension,287.9474683135467,1.2201163911590962,3.1730660617346538,0.5282885849031037,1.1028415561777756,True,111.7871754317808,0.0,True,158.50083945170493,55.60767337300563,60.42008970920155,136.83717015172894,0,0,0.0004126263668248401,25ad98ead85cf2e7,177793534259287c,weighted_mean_pct,0.9206961663972363,-7.930383360276371,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8589748969996459,0.8581922309563937,0.9127422263984802,1.0997203602029066
cpu_core_weighted,0,1,1,wls,dlinear,robustness_extension,291.4301493275064,1.2348735140996034,3.160305880627163,0.5320748410395222,1.116180257752758,True,111.7871754317808,0.0,True,97.28275945490286,56.535358649646604,61.42383448306859,142.32341207792476,1,6,0.00020631318341242006,25ad98ead85cf2e7,177793534259287c,weighted_mean_pct,0.9318318470723154,-6.816815292768464,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8693640682702581,0.8685719359997629,0.9237817053740546,1.1130213113853393
cpu_core_weighted,0,1,1,mint,dlinear,robustness_extension,289.1179405700636,1.2250760193646761,3.1625624403560555,0.5314063753381917,1.1073244761089707,True,111.7871754317808,0.0,True,119.98285160295707,55.928101638596466,60.77519413166257,138.53055229667652,1,6,0.00020631318341242006,25ad98ead85cf2e7,177793534259287c,weighted_mean_pct,0.9244386869540621,-7.556131304593794,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8624665279275752,0.8616806804398216,0.9164524151339739,1.1041905928431972
cpu_core_weighted,0,1,2,independent,dlinear,robustness_extension,316.5820837892716,1.3414495075816595,3.2362772258605963,0.5093073055962574,1.2125124071727693,True,110.32141607195008,110.32141607195008,False,0.0,56.42434141818868,61.29413551775734,136.2124434806469,0,0,0.0,4f08e535db27c91d,177793534259287c,weighted_mean_pct,1.0,0.0,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.9443946995175905,0.9435342021208428,1.0035088611407519,1.2090808273383438
cpu_core_weighted,0,1,2,bottom_up,dlinear,robustness_extension,293.7510537790743,1.2447078549960775,3.2488868329409453,0.5054760539438464,1.1250693439881678,True,110.32141607195008,0.0,True,153.73472539956697,56.42434141818868,61.29413551775734,136.2124434806469,0,0,0.0,4f08e535db27c91d,177793534259287c,weighted_mean_pct,0.9278827477002948,-7.211725229970522,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8762875487019761,0.875489108013093,0.9311385594168744,1.1218852402624482
cpu_core_weighted,0,1,2,wls,dlinear,robustness_extension,296.605714173314,1.2568038736157374,3.22853733547258,0.5116515832093416,1.136002720586271,True,110.32141607195008,0.0,True,94.67147062097118,57.14121995211715,62.06877615802795,141.26891211753716,2,5,0.0,4f08e535db27c91d,177793534259287c,weighted_mean_pct,0.9368998732434443,-6.3100126756555746,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8848032742698111,0.8839970743678719,0.9401873248014434,1.132787673874373
cpu_core_weighted,0,1,2,mint,dlinear,robustness_extension,294.6767335809304,1.2486302270378407,3.233229873113633,0.5102309654777022,1.128614706478001,True,110.32141607195008,0.0,True,114.52047126792098,56.674815054471146,61.56955718031737,138.2041726529273,2,5,0.0,4f08e535db27c91d,177793534259287c,weighted_mean_pct,0.9308067280809161,-6.919327191908387,335.22221582881184,335.52793643057095,315.4751253809486,261.83698941467105,0.8790489402749284,0.8782479835085395,0.9340727996386297,1.1254205688801708
cpu_core_weighted,0,8,0,independent,dlinear,experiment-freeze-v2:cpu_dlinear,306.07803005117887,1.2969408053016054,3.152303947840108,0.5057401206525882,1.1714706027837543,True,96.52036216500535,96.52036216500535,False,0.0,55.172625905422706,59.95176709609389,133.75795077274265,0,0,0.0,1d8d2a9e62bb8d7b,177793534259287c,weighted_mean_pct,1.0,0.0,328.197531965878,328.45678663782206,308.1622967950762,257.1867695524892,0.9326030827160552,0.9318669685113875,0.9932364641438166,1.1901002162115943
