run_id,experiment_stage,eligible_for_final_claims,evaluation_role,freeze_commit,freeze_tag,dataset_fingerprint,config_hash,pack_id,pack_hash,hierarchy,fold,horizon,context,base_model,seed,summing_matrix_hash,wall_train_sec_sum,top_mae_independent,reconciliation_method,nonnegative,coherence_error_before,coherence_error_after,is_coherent_after,top_mae,bottom_mae_mean,source_pack
base__memory_um__f2__h8__persistence__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,independent,False,0.0,0.0,True,1043003720.7891682,191036776.90411717,memory_classical
base__memory_um__f2__h8__persistence__s0__independent__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,independent,True,0.0,0.0,True,1043003720.7891682,191036776.90411717,memory_classical
base__memory_um__f2__h8__persistence__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,bottom_up,False,0.0,0.0,True,1043003720.7891682,191036776.90411717,memory_classical
base__memory_um__f2__h8__persistence__s0__bottom_up__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,bottom_up,True,0.0,0.0,True,1043003720.7891682,191036776.90411717,memory_classical
base__memory_um__f2__h8__persistence__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,wls,False,0.0,0.0,True,1043003720.7889508,191036776.90459737,memory_classical
base__memory_um__f2__h8__persistence__s0__wls__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,wls,True,0.0,0.0,True,1043003720.7889508,191036776.90459737,memory_classical
base__memory_um__f2__h8__persistence__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,mint,False,0.0,0.0,True,1043003720.7896672,191036776.90357807,memory_classical
base__memory_um__f2__h8__persistence__s0__mint__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,mint,True,0.0,0.0,True,1043003720.7896672,191036776.90357807,memory_classical
base__memory_um__f2__h8__persistence__s0__ols__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,ols,False,0.0,0.0,True,1043003720.7891706,191036776.9041163,memory_classical
base__memory_um__f2__h8__persistence__s0__ols__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,persistence,0,abe0cd1cb9555ccb,0.000378042000193,1043003720.7891682,ols,True,0.0,0.0,True,1043003720.7891706,191036776.9041163,memory_classical
base__memory_um__f2__h8__ridge__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,independent,False,428265056.35127103,428265056.35127103,False,1063739741.8137752,224244437.99396488,memory_classical
base__memory_um__f2__h8__ridge__s0__independent__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,independent,True,428265056.35127103,0.0,True,1105377507.130977,224244437.99396488,memory_classical
base__memory_um__f2__h8__ridge__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,bottom_up,False,428265056.35127103,0.0,True,1105377507.130977,224244437.99396488,memory_classical
base__memory_um__f2__h8__ridge__s0__bottom_up__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,bottom_up,True,428265056.35127103,0.0,True,1105377507.130977,224244437.99396488,memory_classical
base__memory_um__f2__h8__ridge__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,wls,False,428265056.35127103,0.0,True,1064527863.0082308,223031947.13097057,memory_classical
base__memory_um__f2__h8__ridge__s0__wls__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,wls,True,428265056.35127103,0.0,True,1064527863.0082308,223031947.13097057,memory_classical
base__memory_um__f2__h8__ridge__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,mint,False,428265056.35127103,0.0,True,1063940225.901815,222174121.57506785,memory_classical
base__memory_um__f2__h8__ridge__s0__mint__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,mint,True,428265056.35127103,0.0,True,1063940225.901815,222174121.57506785,memory_classical
base__memory_um__f2__h8__ridge__s0__ols__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,ols,False,428265056.35127103,0.0,True,1056590027.3318183,240968884.0585515,memory_classical
base__memory_um__f2__h8__ridge__s0__ols__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,ridge,0,abe0cd1cb9555ccb,0.0777400820006732,1063739741.8137752,ols,True,428265056.35127103,0.0,True,1056590027.3318183,240968884.0585515,memory_classical
base__memory_um__f2__h8__lightgbm__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,independent,False,767941323.936843,767941323.936843,False,1262294522.4928114,232323552.07860935,memory_classical
base__memory_um__f2__h8__lightgbm__s0__independent__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,independent,True,767941323.936843,0.0,True,1167561614.072031,232323552.07860935,memory_classical
base__memory_um__f2__h8__lightgbm__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,bottom_up,False,767941323.936843,0.0,True,1167561614.072031,232323552.07860935,memory_classical
base__memory_um__f2__h8__lightgbm__s0__bottom_up__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,bottom_up,True,767941323.936843,0.0,True,1167561614.072031,232323552.07860935,memory_classical
base__memory_um__f2__h8__lightgbm__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,wls,False,767941323.936843,0.0,True,1162557010.7609544,240670947.22559813,memory_classical
base__memory_um__f2__h8__lightgbm__s0__wls__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,wls,True,767941323.936843,0.0,True,1162557010.7609544,240670947.22559813,memory_classical
base__memory_um__f2__h8__lightgbm__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,mint,False,767941323.936843,0.0,True,1160263172.3851843,235799166.0215833,memory_classical
base__memory_um__f2__h8__lightgbm__s0__mint__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,mint,True,767941323.936843,0.0,True,1160263172.3851843,235799166.0215833,memory_classical
base__memory_um__f2__h8__lightgbm__s0__ols__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,ols,False,767941323.936843,0.0,True,1232192925.0790453,276136972.5404003,memory_classical
base__memory_um__f2__h8__lightgbm__s0__ols__nn1,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,8,32,lightgbm,0,abe0cd1cb9555ccb,11.916132167000796,1262294522.4928114,ols,True,767941323.936843,0.0,True,1232192925.0790453,276136972.5404003,memory_classical
base__memory_um__f2__h16__persistence__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,persistence,0,abe0cd1cb9555ccb,0.0006237510015125,1043733133.2584704,independent,False,0.0,0.0,True,1043733133.2584704,191170063.50656897,memory_classical
base__memory_um__f2__h16__persistence__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,persistence,0,abe0cd1cb9555ccb,0.0006237510015125,1043733133.2584704,bottom_up,False,0.0,0.0,True,1043733133.2584704,191170063.50656897,memory_classical
base__memory_um__f2__h16__persistence__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,persistence,0,abe0cd1cb9555ccb,0.0006237510015125,1043733133.2584704,wls,False,0.0,0.0,True,1043733133.258181,191170063.5071413,memory_classical
base__memory_um__f2__h16__persistence__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,persistence,0,abe0cd1cb9555ccb,0.0006237510015125,1043733133.2584704,mint,False,0.0,0.0,True,1043733133.2576348,191170063.50865695,memory_classical
base__memory_um__f2__h16__ridge__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,ridge,0,abe0cd1cb9555ccb,0.1526815859997441,1065098498.0995754,independent,False,428885072.4161675,428885072.4161675,False,1065098498.0995754,224455614.59220657,memory_classical
base__memory_um__f2__h16__ridge__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,ridge,0,abe0cd1cb9555ccb,0.1526815859997441,1065098498.0995754,bottom_up,False,428885072.4161675,0.0,True,1106800962.842381,224455614.59220657,memory_classical
base__memory_um__f2__h16__ridge__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,ridge,0,abe0cd1cb9555ccb,0.1526815859997441,1065098498.0995754,wls,False,428885072.4161675,0.0,True,1065919806.8753792,223245201.7651642,memory_classical
base__memory_um__f2__h16__ridge__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,ridge,0,abe0cd1cb9555ccb,0.1526815859997441,1065098498.0995754,mint,False,428885072.4161675,0.0,True,1065340507.2458456,222383878.84618917,memory_classical
base__memory_um__f2__h16__lightgbm__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,lightgbm,0,abe0cd1cb9555ccb,23.573858418000786,1266339742.2184117,independent,False,780548531.5914713,780548531.5914713,False,1266339742.2184117,228151917.36735824,memory_classical
base__memory_um__f2__h16__lightgbm__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,lightgbm,0,abe0cd1cb9555ccb,23.573858418000786,1266339742.2184117,bottom_up,False,780548531.5914713,0.0,True,1130609376.3134103,228151917.36735824,memory_classical
base__memory_um__f2__h16__lightgbm__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,lightgbm,0,abe0cd1cb9555ccb,23.573858418000786,1266339742.2184117,wls,False,780548531.5914713,0.0,True,1135057345.1545937,237802041.6769665,memory_classical
base__memory_um__f2__h16__lightgbm__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_classical,23f54983a9093bc0,memory_um,2,16,32,lightgbm,0,abe0cd1cb9555ccb,23.573858418000786,1266339742.2184117,mint,False,780548531.5914713,0.0,True,1128115358.949221,231715380.6134359,memory_classical
base__memory_um__f0__h1__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,independent,False,405896187.4710493,405896187.4710493,False,1288970217.5265772,269954482.4285871,memory_dlinear
base__memory_um__f0__h1__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,bottom_up,False,405896187.4710493,0.0,True,1294588434.3318503,269954482.4285871,memory_dlinear
base__memory_um__f0__h1__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,wls,False,405896187.4710493,0.0,True,1272621477.3740215,270074328.9517489,memory_dlinear
base__memory_um__f0__h1__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,1,32,dlinear,0,abe0cd1cb9555ccb,2.177500207999401,1288970217.5265772,mint,False,405896187.4710493,0.0,True,1274651157.037978,269953063.9497292,memory_dlinear
base__memory_um__f0__h8__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,independent,False,411277892.719184,411277892.719184,False,1351523873.7521622,262265333.2811841,memory_dlinear
base__memory_um__f0__h8__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,bottom_up,False,411277892.719184,0.0,True,1250599025.5425315,262265333.2811841,memory_dlinear
base__memory_um__f0__h8__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,wls,False,411277892.719184,0.0,True,1273168433.9610877,267428650.1525541,memory_dlinear
base__memory_um__f0__h8__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,8,32,dlinear,0,abe0cd1cb9555ccb,1.2366267499983223,1351523873.7521622,mint,False,411277892.719184,0.0,True,1266422328.8764336,265909607.69162023,memory_dlinear
base__memory_um__f0__h16__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,independent,False,414229236.4238867,414229236.4238867,False,1349931371.2096462,261870716.21953335,memory_dlinear
base__memory_um__f0__h16__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,bottom_up,False,414229236.4238867,0.0,True,1245082125.597914,261870716.21953335,memory_dlinear
base__memory_um__f0__h16__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,wls,False,414229236.4238867,0.0,True,1268714690.5064025,267048263.310882,memory_dlinear
base__memory_um__f0__h16__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,0,16,32,dlinear,0,abe0cd1cb9555ccb,1.1813521669992042,1349931371.2096462,mint,False,414229236.4238867,0.0,True,1262612695.810649,265480675.0801792,memory_dlinear
base__memory_um__f1__h1__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,1,32,dlinear,0,abe0cd1cb9555ccb,2.185940041000322,836589801.3086051,independent,False,303539149.51929253,303539149.51929253,False,836589801.3086051,178494246.02162883,memory_dlinear
base__memory_um__f1__h1__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,1,32,dlinear,0,abe0cd1cb9555ccb,2.185940041000322,836589801.3086051,bottom_up,False,303539149.51929253,0.0,True,799487870.2696177,178494246.02162883,memory_dlinear
base__memory_um__f1__h1__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,1,32,dlinear,0,abe0cd1cb9555ccb,2.185940041000322,836589801.3086051,wls,False,303539149.51929253,0.0,True,792786911.0619098,177809120.0540493,memory_dlinear
base__memory_um__f1__h1__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,1,32,dlinear,0,abe0cd1cb9555ccb,2.185940041000322,836589801.3086051,mint,False,303539149.51929253,0.0,True,792890342.5107149,177528654.64329857,memory_dlinear
base__memory_um__f1__h8__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,8,32,dlinear,0,abe0cd1cb9555ccb,2.1205852510001932,836114125.5450646,independent,False,287605532.3304146,287605532.3304146,False,836114125.5450646,177605775.0677328,memory_dlinear
base__memory_um__f1__h8__dlinear__s0__bottom_up__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,8,32,dlinear,0,abe0cd1cb9555ccb,2.1205852510001932,836114125.5450646,bottom_up,False,287605532.3304146,0.0,True,798545078.7047428,177605775.0677328,memory_dlinear
base__memory_um__f1__h8__dlinear__s0__wls__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,8,32,dlinear,0,abe0cd1cb9555ccb,2.1205852510001932,836114125.5450646,wls,False,287605532.3304146,0.0,True,794256307.6040021,177383673.798938,memory_dlinear
base__memory_um__f1__h8__dlinear__s0__mint__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,8,32,dlinear,0,abe0cd1cb9555ccb,2.1205852510001932,836114125.5450646,mint,False,287605532.3304146,0.0,True,794415111.9192388,177276521.15879196,memory_dlinear
base__memory_um__f1__h16__dlinear__s0__independent__nn0,final,True,outer_evaluation,9f1bebb5d5998aab24fbffe33b048fd16b8095a6,experiment-freeze-v2,bf06dc0e7fe6ff5e,998ed4d20a8987d6,memory_dlinear,f9aab59b953446a1,memory_um,1,16,32,dlinear,0,abe0cd1cb9555ccb,1.9594209159995444,846438532.3283072,independent,False,298993412.82859784,298993412.82859784,False,846438532.3283072,178379845.79303184,memory_dlinear
