run_id,fold,horizon,base_model,reconciliation_method,top_mae,top_rmse,top_r2,top_mase,mase_valid,coherence_before,coherence_after,is_coherent_after,adj_mean,adj_max,macro_machine_mae,weighted_machine_mae,worst_machine_mae,best_machine_mae,machines_improved_vs_ind,machines_degraded_vs_ind,ind_top_mae,normal_period_mae,reset_near_mae,reset_event_count,wall_train_sec_sum,mae_machine01_UD,mae_machine02_UD,mae_machine03_UD,mae_machine04_UD,mae_machine05_UD,mae_machine06_UD,mae_machine07_UD,pers_ind,same_ind,rel_vs_ind,rel_vs_pers
base__disk_ud__f1__h1__ridge__s0__wls__nn0,1,1,ridge,wls,1397710404.0770745,4235747148.184431,0.9969115785774488,1.0540766753042092,True,804451259.9295046,0.0,True,100556407.49118829,17084500130.174683,297517140.5980895,254755908.60820135,1118122971.0513027,6545196.303808879,3,4,1279428400.7528424,1267663321.3551288,16217780692.863546,36,0.0088692110002739,490578197.2572749,22135482.529574197,396387989.3187899,1118122971.0513027,21686136.475743495,6545196.303808879,27164011.250132598,1145989203.1474142,1279428400.7528424,1.0924490993436073,1.2196540772271833
base__disk_ud__f1__h1__ridge__s0__mint__nn0,1,1,ridge,mint,1338232393.5124042,4144456864.089561,0.9970432694429856,1.0092216155959615,True,804451259.9295046,0.0,True,100557466.31599562,19153487772.729607,294491282.47866964,254223351.28501537,1090556477.9686372,6544526.821643586,4,3,1279428400.7528424,1210601286.0922344,15904608481.992886,36,0.0088692110002739,496718216.94795996,22368180.061452482,396399337.28761524,1090556477.9686372,21694030.651810024,6544526.821643586,27158207.611568965,1145989203.1474142,1279428400.7528424,1.0459611438396712,1.1677530554712048
base__disk_ud__f1__h8__lightgbm__s0__independent__nn0,1,8,lightgbm,independent,18077746876.05507,25599793640.98857,0.8872087920127818,13.677088902411002,True,27536612470.426746,27536612470.426746,False,0.0,0.0,17807917789.977776,20397993175.748077,45876980225.39038,183047830.82804057,0,0,18077746876.05507,18036817252.81884,15680388541.449394,36,11.9010261250005,45134773971.99689,183047830.82804057,45876980225.39038,22654724930.38357,4965700350.566383,323124586.2319272,5517072634.447251,1146936385.5092514,18077746876.05507,1.0,15.761769444630852
base__disk_ud__f1__h8__lightgbm__s0__bottom_up__nn0,1,8,lightgbm,bottom_up,43981392728.86042,48854771506.21878,0.5892133777710413,33.27502163454036,True,27536612470.426746,0.0,True,3442076558.8033433,73368313271.17053,17807917789.977776,20397993175.748077,45876980225.39038,183047830.82804057,0,0,18077746876.05507,44033253820.61797,32280043326.060234,36,11.9010261250005,45134773971.99689,183047830.82804057,45876980225.39038,22654724930.38357,4965700350.566383,323124586.2319272,5517072634.447251,1146936385.5092514,18077746876.05507,2.4329023428863303,38.34684580987658
base__disk_ud__f1__h8__lightgbm__s0__top_down__nn0,1,8,lightgbm,top_down,18077746876.05507,25599793640.98857,0.8872087920127818,13.677088902411002,True,27536612470.426746,9.26340804132906e-05,True,3442076558.803343,17068835553.400513,18506315801.899155,21449516043.30085,43223665505.66518,748638038.9523972,2,5,18077746876.05507,18036817252.81884,15680388541.449394,36,11.9010261250005,42628602234.81385,6325634895.767106,43223665505.66518,23026463148.303783,5806045179.775424,748638038.9523972,7785161610.016351,1146936385.5092514,18077746876.05507,1.0,15.761769444630852
base__disk_ud__f1__h8__lightgbm__s0__wls__nn0,1,8,lightgbm,wls,20300018473.594658,27881184229.224274,0.8662096619231613,15.35839390204625,True,27536612470.426746,0.0,True,3442076558.8033457,39717362327.49426,17296713058.62631,19383367827.39992,44853042331.44752,182341481.19312194,3,4,18077746876.05507,20276485121.94452,16436179537.13764,36,11.9010261250005,40012584740.99428,182341481.19312194,44853042331.44752,25130675483.507202,4996131405.348421,323131407.6364553,5579084560.257165,1146936385.5092514,18077746876.05507,1.1229285713964225,17.699341245139106
base__disk_ud__f1__h8__lightgbm__s0__mint__nn0,1,8,lightgbm,mint,19777902161.688183,27461224117.897858,0.8702097395146705,14.963376134383926,True,27536612470.426746,0.0,True,3464648953.6197534,40661275708.66678,17503667092.614643,19566265162.43721,45777282658.26294,217586339.44756478,3,4,18077746876.05507,19750733719.424187,16286326656.033169,36,11.9010261250005,39891115112.04898,217586339.44756478,45777282658.26294,25858180768.54071,4972038659.552811,323377347.1846935,5486088763.2648,1146936385.5092514,18077746876.05507,1.094046857569682,17.244114330636215
base__disk_ud__f1__h8__persistence__s0__independent__nn0,1,8,persistence,independent,1146936385.5092514,4362782580.142862,0.9967241088726158,0.8677381654678382,True,0.0,0.0,True,0.0,0.0,181352825.06297186,148148770.58089188,736274221.7264482,4383387.72378764,0,0,1146936385.5092514,999807415.0525932,15553023652.226416,36,0.0003037100004803,260680255.34212118,19314432.154795017,202957528.65110654,736274221.7264482,18990007.55593179,4383387.72378764,26869942.28661265,1146936385.5092514,1146936385.5092514,1.0,1.0
base__disk_ud__f1__h8__persistence__s0__bottom_up__nn0,1,8,persistence,bottom_up,1146936385.5092514,4362782580.142862,0.9967241088726158,0.8677381654678382,True,0.0,0.0,True,0.0,0.0,181352825.06297186,148148770.58089188,736274221.7264482,4383387.72378764,0,0,1146936385.5092514,999807415.0525932,15553023652.226416,36,0.0003037100004803,260680255.34212118,19314432.154795017,202957528.65110654,736274221.7264482,18990007.55593179,4383387.72378764,26869942.28661265,1146936385.5092514,1146936385.5092514,1.0,1.0
base__disk_ud__f1__h8__persistence__s0__top_down__nn0,1,8,persistence,top_down,1146936385.5092514,4362782580.142862,0.9967241088726158,0.8677381654678382,True,0.0,0.0,True,1.58488238675229e-06,3.0517578125e-05,181352825.06297192,148148770.58089194,736274221.7264484,4383387.72378764,1,3,1146936385.5092514,999807415.0525932,15553023652.226416,36,0.0003037100004803,260680255.34212124,19314432.154794987,202957528.65110675,736274221.7264484,18990007.55593179,4383387.72378764,26869942.28661265,1146936385.5092514,1146936385.5092514,1.0,1.0
base__disk_ud__f1__h8__persistence__s0__wls__nn0,1,8,persistence,wls,1146936385.5070114,4362782580.143104,0.9967241088726154,0.8677381654661435,True,0.0,0.0,True,0.0512898761483083,0.2687530517578125,181352825.07389525,148148770.59462363,736274221.7355452,4383387.723791753,1,6,1146936385.5092514,999807415.0501786,15553023652.2215,36,0.0003037100004803,260680255.40946957,19314432.15463384,202957528.65126085,736274221.7355452,18990007.555950247,4383387.723791753,26869942.286615312,1146936385.5092514,1146936385.5092514,0.999999999998047,0.999999999998047
base__disk_ud__f1__h8__persistence__s0__mint__nn0,1,8,persistence,mint,1146936385.6429186,4362782580.140991,0.9967241088726185,0.8677381655689669,True,0.0,0.0,True,0.21218592980159123,0.889801025390625,181352825.1112754,148148770.64528307,736274221.7386197,4383387.7239929745,2,5,1146936385.5092514,999807415.1896889,15553023652.2621,36,0.0003037100004803,260680255.66781718,19314432.15475811,202957528.6511999,736274221.7386197,18990007.55593804,4383387.7239929745,26869942.28660209,1146936385.5092514,1146936385.5092514,1.0000000001165428,1.0000000001165428
base__disk_ud__f1__h8__ridge__s0__independent__nn0,1,8,ridge,independent,1279285563.5138888,4015788529.2402153,0.997224482380302,0.9678696412618757,True,710948694.4437817,710948694.4437817,False,0.0,0.0,296421060.2380795,249104572.59599468,1149942873.2286425,6547456.380360323,0,0,1279285563.5138888,1156975522.021801,15233429601.737007,36,0.0569204160010485,451007417.3878842,21985172.323125646,396606540.1474798,1149942873.2286425,21678146.381086156,6547456.380360323,27179815.817977805,1146936385.5092514,1279285563.5138888,1.0,1.115393651885822
base__disk_ud__f1__h8__ridge__s0__bottom_up__nn0,1,8,ridge,bottom_up,1566434317.7987077,4657861129.942838,0.9962659907322585,1.1851179005442332,True,710948694.4437817,0.0,True,88868586.80547273,34763439634.16089,296421060.2380795,249104572.59599468,1149942873.2286425,6547456.380360323,0,0,1279285563.5138888,1428204421.9338424,17336463090.239384,36,0.0569204160010485,451007417.3878842,21985172.323125646,396606540.1474798,1149942873.2286425,21678146.381086156,6547456.380360323,27179815.817977805,1146936385.5092514,1279285563.5138888,1.2244602475588722,1.3657551871137081
base__disk_ud__f1__h8__ridge__s0__top_down__nn0,1,8,ridge,top_down,1279285563.5138888,4015788529.2402153,0.997224482380302,0.9678696412618757,True,710948694.4437817,7.630686241534648e-05,True,88868586.80547275,8943191325.416016,362139866.5850302,340509842.76126516,1129736011.417642,20445546.879511837,1,6,1279285563.5138888,1156975522.021801,15233429601.737007,36,0.0569204160010485,521460549.5217623,177442491.57750043,473380773.12853295,1129736011.417642,71687622.74509814,20445546.879511837,140826070.82516372,1146936385.5092514,1279285563.5138888,1.0,1.115393651885822
base__disk_ud__f1__h8__ridge__s0__wls__nn0,1,8,ridge,wls,1355230405.93415,4236738390.508807,0.9969106606577854,1.0253272640830762,True,710948694.4437817,0.0,True,88868586.80547269,16951994003.024292,287850610.9447832,249126856.40797767,1059968503.1831696,6547658.281227097,3,4,1279285563.5138888,1224877030.3675709,16247715320.546986,36,0.0569204160010485,480894732.9061358,22128083.4272277,396559833.2227121,1059968503.1831696,21678959.4930707,6547658.281227097,27176506.099939547,1146936385.5092514,1279285563.5138888,1.0593650429476114,1.1816090439335167
base__disk_ud__f1__h8__ridge__s0__mint__nn0,1,8,ridge,mint,1312941060.8049736,4144711980.1958566,0.9970434104892824,0.9933323956449854,True,710948694.4437817,0.0,True,88869404.14399895,19224194880.313156,286655025.62182397,249227888.08997977,1046722167.7574106,6547130.452295117,4,3,1279285563.5138888,1185094823.1812277,15921700126.353704,36,0.0569204160010485,485555001.26524746,22331167.09993464,396571696.796995,1046722167.7574106,21685691.767307527,6547130.452295117,27172324.213577766,1146936385.5092514,1279285563.5138888,1.0263080411840506,1.1447374740160627
base__disk_ud__f2__h1__lightgbm__s0__independent__nn0,2,1,lightgbm,independent,4597961917.660613,7334082178.814949,0.972579822341182,3.096941112250074,True,36041391842.76695,36041391842.76695,False,0.0,0.0,11662441173.399006,11942012518.868404,22164990595.255592,246264316.130381,0,0,4597961917.660613,4529925558.899128,12152283151.110031,28,1.6262409159990057,16712194461.088768,246264316.130381,20369080262.314747,22164990595.255592,6332824145.093097,261930497.3634,15549803936.547054,1654563840.6184323,4597961917.660613,1.0,2.778957091158245
base__disk_ud__f2__h1__lightgbm__s0__bottom_up__nn0,2,1,lightgbm,bottom_up,34093606891.08089,36195279276.9133,0.3321443809899459,22.963629263724233,True,36041391842.76695,0.0,True,4505173980.345869,86372138355.40295,11662441173.399006,11942012518.868404,22164990595.255592,246264316.130381,0,0,4597961917.660613,34087104523.767006,25562672005.7199,28,1.6262409159990057,16712194461.088768,246264316.130381,20369080262.314747,22164990595.255592,6332824145.093097,261930497.3634,15549803936.547054,1654563840.6184323,4597961917.660613,7.414938945041829,20.60579716182943
base__disk_ud__f2__h1__lightgbm__s0__top_down__nn0,2,1,lightgbm,top_down,4597961917.660613,7334082178.814949,0.972579822341182,3.096941112250074,True,36041391842.76695,7.45927903052905e-05,True,4505173980.345869,21981244226.83841,12536448223.410574,13405476433.187193,22474357740.23336,1148781064.5890043,3,4,4597961917.660613,4529925558.899128,12152283151.110031,28,1.6262409159990057,9148473688.236643,8155404533.836588,16278987466.736565,21027918244.945923,9521214825.295925,1148781064.5890043,22474357740.23336,1654563840.6184323,4597961917.660613,1.0,2.778957091158245
base__disk_ud__f2__h1__lightgbm__s0__wls__nn0,2,1,lightgbm,wls,14683576595.957306,15800907976.561504,0.8727250872520825,9.89007148150324,True,36041391842.76695,0.0,True,4505173980.345867,39356647232.707275,9559534920.981611,9520842098.381027,21907011200.34269,253460897.06689957,3,4,4597961917.660613,14632195521.672,16070321133.538258,28,1.6262409159990057,9424243222.29286,253460897.06689957,13186112009.69876,21907011200.34269,6333371081.515791,262018853.60571986,15550527182.348553,1654563840.6184323,4597961917.660613,3.193496783772435,8.874590532855457
base__disk_ud__f2__h1__lightgbm__s0__mint__nn0,2,1,lightgbm,mint,18952387884.97485,20187942652.75946,0.7922395653621642,12.765314343045244,True,36041391842.76695,0.0,True,5713652461.438306,49803739451.001465,11370569951.573795,10877219486.727343,25063263126.837677,255857331.01557672,4,3,4597961917.660613,18910829101.81877,18118666874.736256,28,1.6262409159990057,10158723051.270502,316764312.27100337,25063263126.837677,21918301092.095936,6341000011.042695,255857331.01557672,15540080736.483189,1654563840.6184323,4597961917.660613,4.121910582203689,11.454612641535153
base__disk_ud__f2__h1__persistence__s0__independent__nn0,2,1,persistence,independent,1654563840.6184323,4857982632.17463,0.98796930723602,1.1144256678534377,True,0.0,0.0,True,0.0,0.0,264898218.51942092,215614729.72227508,978161272.6561179,5070326.537987679,0,0,1654563840.6184323,1543685253.662344,14752721286.095238,28,0.0001798330013116,251945601.19048193,16871134.07899505,978161272.6561179,571730400.6454886,9842455.96424689,5070326.537987679,20666338.562628336,1654563840.6184323,1654563840.6184323,1.0,1.0
base__disk_ud__f2__h1__persistence__s0__bottom_up__nn0,2,1,persistence,bottom_up,1654563840.6184323,4857982632.17463,0.98796930723602,1.1144256678534377,True,0.0,0.0,True,0.0,0.0,264898218.51942092,215614729.72227508,978161272.6561179,5070326.537987679,0,0,1654563840.6184323,1543685253.662344,14752721286.095238,28,0.0001798330013116,251945601.19048193,16871134.07899505,978161272.6561179,571730400.6454886,9842455.96424689,5070326.537987679,20666338.562628336,1654563840.6184323,1654563840.6184323,1.0,1.0
base__disk_ud__f2__h1__persistence__s0__top_down__nn0,2,1,persistence,top_down,1654563840.6184323,4857982632.17463,0.98796930723602,1.1144256678534377,True,0.0,0.0,True,4.36692756793827e-07,3.0517578125e-05,264898218.51942092,215614729.7222751,978161272.6561179,5070326.537987679,0,2,1654563840.6184323,1543685253.662344,14752721286.095238,28,0.0001798330013116,251945601.19048193,16871134.078995068,978161272.6561179,571730400.6454887,9842455.96424689,5070326.537987679,20666338.562628336,1654563840.6184323,1654563840.6184323,1.0,1.0
base__disk_ud__f2__h1__persistence__s0__wls__nn0,2,1,persistence,wls,1654563840.6675441,4857982632.175232,0.987969307236017,1.1144256678865168,True,0.0,0.0,True,0.06506699740505115,0.2789764404296875,264898218.53917575,215614729.73542815,978161272.7943828,5070326.537999694,2,5,1654563840.6184323,1543685253.712198,14752721286.110994,28,0.0001798330013116,251945601.18697926,16871134.079100877,978161272.7943828,571730400.6489011,9842455.964249462,5070326.537999694,20666338.562617414,1654563840.6184323,1654563840.6184323,1.0000000000296827,1.0000000000296827
base__disk_ud__f2__h1__persistence__s0__mint__nn0,2,1,persistence,mint,1654563840.6796536,4857982632.175534,0.9879693072360155,1.1144256678946731,True,0.0,0.0,True,0.07962607202761443,0.3525848388671875,264898218.54132208,215614729.73506543,978161272.8257182,5070326.537989073,3,4,1654563840.6184323,1543685253.7244945,14752721286.113626,28,0.0001798330013116,251945601.17314747,16871134.07895647,978161272.8257182,571730400.6465865,9842455.964247119,5070326.537989073,20666338.56260962,1654563840.6184323,1654563840.6184323,1.0000000000370015,1.0000000000370015
base__disk_ud__f2__h1__ridge__s0__independent__nn0,2,1,ridge,independent,1786927458.8985488,4463118016.291701,0.9898455720573269,1.2035787183916276,True,660729091.0202527,660729091.0202527,False,0.0,0.0,351548493.66384506,297404258.7317171,1165432595.256641,7282008.784975189,0,0,1786927458.8985488,1698925276.5892644,14074465101.463547,28,0.0119462929997098,428264688.96651477,20705437.777143702,1165432595.256641,803841659.7066218,12737484.517430188,7282008.784975189,22575580.637588914,1654563840.6184323,1786927458.8985488,1.0,1.0799991000834652
base__disk_ud__f2__h1__ridge__s0__bottom_up__nn0,2,1,ridge,bottom_up,1813130401.741398,4695425580.251993,0.9887609748341286,1.2212276185793973,True,660729091.0202527,0.0,True,82591136.37753159,11695603594.221802,351548493.66384506,297404258.7317171,1165432595.256641,7282008.784975189,0,0,1786927458.8985488,1712058211.4144883,16636219015.730314,28,0.0119462929997098,428264688.96651477,20705437.777143702,1165432595.256641,803841659.7066218,12737484.517430188,7282008.784975189,22575580.637588914,1654563840.6184323,1786927458.8985488,1.0146636858213598,1.0958358675744406
base__disk_ud__f2__h1__ridge__s0__top_down__nn0,2,1,ridge,top_down,1786927458.8985488,4463118016.291701,0.9898455720573269,1.2035787183916276,True,660729091.0202527,7.97828796880662e-05,True,82591136.37753156,2583182978.352936,406138309.207541,375948289.11482185,1154922093.7094562,20148516.958034392,1,6,1786927458.8985488,1698925276.5892644,14074465101.463547,28,0.0119462929997098,474495667.3907054,166687505.78966337,1154922093.7094562,803843528.4533023,71502113.31634036,20148516.958034392,151368738.83528474,1654563840.6184323,1786927458.8985488,1.0,1.0799991000834652
base__disk_ud__f2__h1__ridge__s0__wls__nn0,2,1,ridge,wls,1754040503.167309,4515919174.00072,0.9896038858115359,1.1814278247816508,True,660729091.0202527,0.0,True,82591136.37753156,5402056412.814941,350293635.19910556,296243662.11024475,1152890261.4659271,7281947.036962246,3,4,1786927458.8985488,1659848769.7697723,15257707936.99175,28,0.0119462929997098,426350519.8239315,20802152.942650564,1152890261.4659271,809417133.610078,12737602.91166673,7281947.036962246,22575828.60252292,1654563840.6184323,1786927458.8985488,0.981595808174826,1.0601225894745137
base__disk_ud__f2__h1__ridge__s0__mint__nn0,2,1,ridge,mint,1755402601.0994751,4494744979.224594,0.9897011476393879,1.182345261063329,True,660729091.0202527,0.0,True,82591136.37753132,5621369629.167709,351097416.6420584,296804358.0916993,1160228968.8916447,7282446.347835524,2,5,1786927458.8985488,1662651533.8379388,14978141793.91742,28,0.0119462929997098,426328087.1842073,20753039.182084866,1160228968.8916447,807774233.4804374,12737629.248800708,7282446.347835524,22577512.159398116,1654563840.6184323,1786927458.8985488,0.98235806515699,1.0609458263292832
base__disk_ud__f2__h8__lightgbm__s0__independent__nn0,2,8,lightgbm,independent,4086783999.4021482,6494465766.349345,0.9784660709431894,2.751756254909005,True,63896977551.5175,63896977551.5175,False,0.0,0.0,16088259043.249111,15542982856.458279,43888445096.06625,241123322.264259,0,0,4086783999.4021482,4015004233.4605627,12161599511.894943,28,12.968211166999936,21045552614.658085,241123322.264259,43888445096.06625,25320386004.953133,6329215086.128892,262461275.7612616,15530629902.911873,1655905782.5918763,4086783999.4021482,1.0,2.4680051500305678
base__disk_ud__f2__h8__lightgbm__s0__bottom_up__nn0,2,8,lightgbm,bottom_up,66250785518.19929,68531219971.79072,-1.3978021225092094,44.60867358514891,True,63896977551.5175,0.0,True,7987122193.939688,101304631414.02771,16088259043.249111,15542982856.458279,43888445096.06625,241123322.264259,0,0,4086783999.4021482,66257641438.05192,49810497205.46232,28,12.968211166999936,21045552614.658085,241123322.264259,43888445096.06625,25320386004.953133,6329215086.128892,262461275.7612616,15530629902.911873,1655905782.5918763,4086783999.4021482,16.210982897038612,40.00878927694875
base__disk_ud__f2__h8__lightgbm__s0__top_down__nn0,2,8,lightgbm,top_down,4086783999.4021482,6494465766.349345,0.9784660709431894,2.751756254909005,True,63896977551.5175,6.885639242323501e-05,True,7987122193.939688,23315217284.81775,17386036551.894073,18122146653.435966,34935369783.13101,1773496981.8572607,3,4,4086783999.4021482,4015004233.4605627,12161599511.894943,28,12.968211166999936,9480123235.35553,13948971364.910088,34935369783.13101,22471242259.46024,11762333525.192766,1773496981.8572607,27330718713.35163,1655905782.5918763,4086783999.4021482,1.0,2.4680051500305678
base__disk_ud__f2__h8__lightgbm__s0__wls__nn0,2,8,lightgbm,wls,18478128581.337414,20108199865.025642,0.7935652523861007,12.441887290873824,True,63896977551.5175,0.0,True,7987122193.939684,63201930374.18524,14752443519.831503,14356135065.741278,37226012787.15101,245415761.9580337,3,4,4086783999.4021482,18422036423.67691,17348805343.603725,28,12.968211166999936,19011835495.599583,245415761.9580337,37226012787.15101,24660460241.197098,6329600730.594393,262538529.3230191,15531241092.997396,1655905782.5918763,4086783999.4021482,4.521435090291183,11.158925088367564
base__disk_ud__f2__h8__lightgbm__s0__mint__nn0,2,8,lightgbm,mint,25682449653.462254,27334838036.81855,0.6185220640798007,17.292776296872766,True,63896977551.5175,0.0,True,10135604512.379084,76382412338.65175,18147055131.997307,17810822564.995945,52452157998.25206,252503482.84953016,3,4,4086783999.4021482,25635715818.403477,21727810168.418926,28,12.968211166999936,27269384710.99923,329233775.78696716,52452157998.25206,24861777162.387547,6346432638.7187805,252503482.84953016,15517896154.987034,1655905782.5918763,4086783999.4021482,6.284268915905346,15.509608048631407
base__disk_ud__f2__h8__persistence__s0__independent__nn0,2,8,persistence,independent,1655905782.5918763,4860037131.210098,0.987940880777602,1.11497184472039,True,0.0,0.0,True,0.0,0.0,265110500.3415308,215767996.72834316,978974672.9593811,5070563.775628626,0,0,1655905782.5918763,1544937606.1484716,14752721286.095238,28,0.0004000840008302,252135629.49323016,16872258.847195357,978974672.9593811,572212498.8162476,9843610.986460349,5070563.775628626,20664267.512572534,1655905782.5918763,1655905782.5918763,1.0,1.0
base__disk_ud__f2__h8__persistence__s0__bottom_up__nn0,2,8,persistence,bottom_up,1655905782.5918763,4860037131.210098,0.987940880777602,1.11497184472039,True,0.0,0.0,True,0.0,0.0,265110500.3415308,215767996.72834316,978974672.9593811,5070563.775628626,0,0,1655905782.5918763,1544937606.1484716,14752721286.095238,28,0.0004000840008302,252135629.49323016,16872258.847195357,978974672.9593811,572212498.8162476,9843610.986460349,5070563.775628626,20664267.512572534,1655905782.5918763,1655905782.5918763,1.0,1.0
base__disk_ud__f2__h8__persistence__s0__top_down__nn0,2,8,persistence,top_down,1655905782.5918763,4860037131.210098,0.987940880777602,1.11497184472039,True,0.0,0.0,True,4.370622985367618e-07,3.0517578125e-05,265110500.34153083,215767996.72834322,978974672.9593811,5070563.775628626,0,2,1655905782.5918763,1544937606.1484716,14752721286.095238,28,0.0004000840008302,252135629.49323016,16872258.847195376,978974672.9593811,572212498.8162477,9843610.986460349,5070563.775628626,20664267.512572534,1655905782.5918763,1655905782.5918763,1.0,1.0
base__disk_ud__f2__h8__persistence__s0__wls__nn0,2,8,persistence,wls,1655905782.5929816,4860037131.210042,0.9879408807776022,1.114971844721134,True,0.0,0.0,True,0.010809691662484027,0.0496368408203125,265110500.3446963,215767996.73023608,978974672.982333,5070563.775630613,3,4,1655905782.5918763,1544937606.149599,14752721286.095163,28,0.0004000840008302,252135629.49127746,16872258.847059477,978974672.982333,572212498.817543,9843610.98646471,5070563.775630613,20664267.512565944,1655905782.5918763,1655905782.5918763,1.0000000000006675,1.0000000000006675
base__disk_ud__f2__h8__persistence__s0__mint__nn0,2,8,persistence,mint,1655905782.5491028,4860037131.209392,0.9879408807776054,1.1149718446915893,True,0.0,0.0,True,0.05380643209590211,0.234375,265110500.3295626,215767996.72295496,978974672.8540117,5070563.775638374,2,5,1655905782.5918763,1544937606.1050646,14752721286.08102,28,0.0004000840008302,252135629.51470703,16872258.847263165,978974672.8540117,572212498.8162788,9843610.986468708,5070563.775638374,20664267.512570184,1655905782.5918763,1655905782.5918763,0.9999999999741691,0.9999999999741691
base__disk_ud__f2__h8__ridge__s0__independent__nn0,2,8,ridge,independent,1788411406.9318063,4465007757.153137,0.9898215687011708,1.204191921103523,True,661735607.2129916,661735607.2129916,False,0.0,0.0,352014014.0528803,297741958.7423166,1167697633.7927384,7284340.913054824,0,0,1788411406.9318063,1700338936.08756,14074439191.09831,28,0.0777484999998705,428569122.27674246,20707935.05656375,1167697633.7927384,804518974.3564005,12744191.705698682,7284340.913054824,22575900.26896352,1655905782.5918763,1788411406.9318063,1.0,1.0800200263402233
base__disk_ud__f2__h8__ridge__s0__bottom_up__nn0,2,8,ridge,bottom_up,1814899348.1047177,4698242884.737776,0.988730430049137,1.2220270593963427,True,661735607.2129916,0.0,True,82716950.90162396,11698246119.354004,352014014.0528803,297741958.7423166,1167697633.7927384,7284340.913054824,0,0,1788411406.9318063,1713716136.7461169,16635674044.914108,28,0.0777484999998705,428569122.27674246,20707935.05656375,1167697633.7927384,804518974.3564005,12744191.705698682,7284340.913054824,22575900.26896352,1655905782.5918763,1788411406.9318063,1.0148108768878599,1.0960160699867716
base__disk_ud__f2__h8__ridge__s0__top_down__nn0,2,8,ridge,top_down,1788411406.9318063,4465007757.153137,0.9898215687011708,1.204191921103523,True,661735607.2129916,6.996317112699468e-05,True,82716950.90162398,2583758635.157776,406697443.6237336,376456616.5213015,1156963400.1455228,20178060.531896852,2,5,1788411406.9318063,1700338936.08756,14074439191.09831,28,0.0777484999998705,475141197.33466005,166921487.35923883,1156963400.1455228,804464110.0336175,71616699.24156791,20178060.531896852,151597150.71963093,1655905782.5918763,1788411406.9318063,1.0,1.0800200263402233
base__disk_ud__f2__h8__ridge__s0__wls__nn0,2,8,ridge,wls,1755673173.309065,4518124010.258844,0.9895779606620763,1.182148270360242,True,661735607.2129916,0.0,True,82716950.90162407,5402286029.513672,350665474.7576017,296520752.36698246,1154538401.0802243,7284277.025097347,3,4,1788411406.9318063,1661393384.129101,15257225322.344315,28,0.0777484999998705,426680419.3446472,20804601.226887416,1154538401.0802243,810030199.9289709,12744318.462110044,7284277.025097347,22576106.235274512,1655905782.5918763,1788411406.9318063,0.9816942379723987,1.0602494367529955
base__disk_ud__f2__h8__ridge__s0__mint__nn0,2,8,ridge,mint,1756980501.263976,4496822771.257299,0.9896760009203458,1.1830285341269762,True,661735607.2129916,0.0,True,82716950.90162393,5627519349.30249,351446304.7774283,297065092.4359108,1161729730.2485502,7284793.092139105,2,5,1788411406.9318063,1664148563.5953453,14977170925.729097,28,0.0777484999998705,426654182.75884765,20755184.546766028,1161729730.2485502,808378031.5350814,12744354.110389592,7284793.092139105,22577857.150224283,1655905782.5918763,1788411406.9318063,0.982425237534269,1.0610389309190613
