base_model,n_hierarchy_jobs,series_fits_accounted,total_train_sec,median_job_train_sec,mean_job_train_sec,slowest_job_train_sec,median_fit_time_per_series_proxy,slowest_fit_per_series_proxy,early_stops,timeouts,warm_inference_latency,forecasts_per_second,reconciliation_overhead,note
dlinear,9,72,19.03234658299698,2.177500207999401,2.1147051758885533,2.7709184160003133,0.27218752599992513,0.34636480200003916,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,unavailable_in_frozen_pack_metrics,per-series fit times not individually persisted; proxies divide job sum by 8
