hierarchy,model,horizon,seed,outer_fold,method,top_mae,top_mase,mase_valid,coherence_error,experiment_stage,eligible_for_final_claims
cpu_core_weighted,lstm,1,1,outer_2,bottom_up,1.4889611623398642,1.2677520287834148,True,0.0,development,False
cpu_core_weighted,lstm,1,1,outer_2,wls,1.4579049916666091,1.2413097518637188,True,0.0,development,False
cpu_core_weighted,lstm,1,1,outer_2,mint,1.4562304955288292,1.2398840290647948,True,0.0,development,False
cpu_core_weighted,lstm,1,1,outer_2,bottom_up_nn,1.4889622181118183,1.267752927703461,True,0.0,development,False
memory_um,lstm,8,0,outer_2,independent,120350445200.65086,114.04213033122667,True,11.506693482398987,development,False
memory_um,lstm,8,0,outer_2,bottom_up,120350445189.14413,114.04213032032308,True,0.0,development,False
memory_um,lstm,8,0,outer_2,wls,120350445192.9579,114.04213032393695,True,0.0,development,False
memory_um,lstm,8,0,outer_2,mint,120350445192.9579,114.04213032393695,True,0.0,development,False
memory_um,lstm,8,0,outer_2,bottom_up_nn,120350445189.14413,114.04213032032308,True,0.0,development,False
cpu_core_weighted,lstm,8,0,outer_2,independent,1.5341063551419856,1.306091995344021,True,87.37566679876758,development,False
cpu_core_weighted,lstm,8,0,outer_2,bottom_up,1.659421133900968,1.412781227734474,True,0.0,development,False
cpu_core_weighted,lstm,8,0,outer_2,wls,1.6291667902573381,1.3870235897943881,True,0.0,development,False
cpu_core_weighted,lstm,8,0,outer_2,mint,1.6277988630473839,1.3858589777235586,True,0.0,development,False
cpu_core_weighted,lstm,8,0,outer_2,bottom_up_nn,1.659421133900968,1.412781227734474,True,0.0,development,False
memory_um,lstm,8,1,outer_2,independent,120350445201.21753,114.04213033176363,True,8.105458855628967,development,False
memory_um,lstm,8,1,outer_2,bottom_up,120350445193.11212,114.04213032408308,True,0.0,development,False
memory_um,lstm,8,1,outer_2,wls,120350445195.79848,114.04213032662862,True,0.0,development,False
memory_um,lstm,8,1,outer_2,mint,120350445195.79848,114.04213032662862,True,0.0,development,False
memory_um,lstm,8,1,outer_2,bottom_up_nn,120350445193.11212,114.04213032408308,True,0.0,development,False
cpu_core_weighted,lstm,8,1,outer_2,independent,1.6044174423712414,1.3659527396178865,True,92.07081881167564,development,False
cpu_core_weighted,lstm,8,1,outer_2,bottom_up,1.641127600329602,1.3972066636346423,True,0.0,development,False
cpu_core_weighted,lstm,8,1,outer_2,wls,1.6586225821712939,1.412101364817213,True,0.0,development,False
cpu_core_weighted,lstm,8,1,outer_2,mint,1.6593031425018567,1.412680773407183,True,0.0,development,False
cpu_core_weighted,lstm,8,1,outer_2,bottom_up_nn,1.641127600329602,1.3972066636346423,True,0.0,development,False
memory_um,lstm,16,0,outer_2,independent,120352652758.42499,114.01705585657784,True,11.540686964988708,development,False
memory_um,lstm,16,0,outer_2,bottom_up,120352652746.88438,114.01705584564475,True,0.0,development,False
memory_um,lstm,16,0,outer_2,wls,120352652750.70892,114.01705584926796,True,0.0,development,False
memory_um,lstm,16,0,outer_2,mint,120352652750.70892,114.01705584926796,True,0.0,development,False
memory_um,lstm,16,0,outer_2,bottom_up_nn,120352652746.88438,114.01705584564475,True,0.0,development,False
cpu_core_weighted,lstm,16,0,outer_2,independent,1.576430638036516,1.341940501806852,True,94.23881360830414,development,False
cpu_core_weighted,lstm,16,0,outer_2,bottom_up,1.6375984267607528,1.3940097341057465,True,0.0,development,False
cpu_core_weighted,lstm,16,0,outer_2,wls,1.6406372373725602,1.396596529197717,True,0.0,development,False
cpu_core_weighted,lstm,16,0,outer_2,mint,1.6413779880322965,1.397227095039344,True,0.0,development,False
cpu_core_weighted,lstm,16,0,outer_2,bottom_up_nn,1.6375984267607528,1.3940097341057465,True,0.0,development,False
memory_um,lstm,16,1,outer_2,independent,120352652758.8336,114.01705585696494,True,9.088709354400635,development,False
memory_um,lstm,16,1,outer_2,bottom_up,120352652749.74489,114.01705584835467,True,0.0,development,False
memory_um,lstm,16,1,outer_2,wls,120352652752.75693,114.01705585120816,True,0.0,development,False
memory_um,lstm,16,1,outer_2,mint,120352652752.75693,114.01705585120816,True,0.0,development,False
memory_um,lstm,16,1,outer_2,bottom_up_nn,120352652749.74489,114.01705584835467,True,0.0,development,False
cpu_core_weighted,lstm,16,1,outer_2,independent,1.6348240699989425,1.3916480560113824,True,89.9034848253607,development,False
cpu_core_weighted,lstm,16,1,outer_2,bottom_up,1.637324667330472,1.3937766957097768,True,0.0,development,False
cpu_core_weighted,lstm,16,1,outer_2,wls,1.673831929165536,1.4248535931542206,True,0.0,development,False
cpu_core_weighted,lstm,16,1,outer_2,mint,1.6793255533027454,1.4295300543657377,True,0.0,development,False
cpu_core_weighted,lstm,16,1,outer_2,bottom_up_nn,1.637324667330472,1.3937766957097768,True,0.0,development,False
memory_um,dlinear,1,0,outer_2,independent,142723939016.43387,135.28161346941184,True,13662635629.477957,development,False
memory_um,dlinear,1,0,outer_2,bottom_up,129061303386.95592,122.33141461042695,True,0.0,development,False
memory_um,dlinear,1,0,outer_2,wls,133025886989.26546,126.08926539671342,True,0.0,development,False
memory_um,dlinear,1,0,outer_2,mint,129160078727.68578,122.42503932087855,True,0.0,development,False
memory_um,dlinear,1,0,outer_2,bottom_up_nn,110171956563.30281,104.42705089052664,True,0.0,development,False
cpu_core_weighted,dlinear,1,0,outer_2,independent,1.48402920766251,1.2635527953136458,True,74.3981006519419,development,False
cpu_core_weighted,dlinear,1,0,outer_2,bottom_up,1.4962173795299045,1.273930218179242,True,0.0,development,False
cpu_core_weighted,dlinear,1,0,outer_2,wls,1.5077075297229123,1.2837133217192436,True,0.0,development,False
cpu_core_weighted,dlinear,1,0,outer_2,mint,1.505652553155044,1.2819636449789023,True,0.0,development,False
cpu_core_weighted,dlinear,1,0,outer_2,bottom_up_nn,1.4868163854111398,1.2659258929704396,True,0.0,development,False
memory_um,dlinear,1,1,outer_2,independent,103263209801.93356,97.8785600390936,True,16554483070.144703,development,False
memory_um,dlinear,1,1,outer_2,bottom_up,86708726731.78886,82.18730883544394,True,0.0,development,False
memory_um,dlinear,1,1,outer_2,wls,91941199852.90582,87.1469351681962,True,0.0,development,False
memory_um,dlinear,1,1,outer_2,mint,89110980076.9921,84.46429691986029,True,0.0,development,False
memory_um,dlinear,1,1,outer_2,bottom_up_nn,86698323827.90965,82.17744838994864,True,0.0,development,False
cpu_core_weighted,dlinear,1,1,outer_2,independent,1.451594847448244,1.235937081080166,True,79.1406812959482,development,False
cpu_core_weighted,dlinear,1,1,outer_2,bottom_up,1.4940551327255367,1.2720892079216877,True,0.0,development,False
cpu_core_weighted,dlinear,1,1,outer_2,wls,1.4941205498665593,1.272144906294047,True,0.0,development,False
cpu_core_weighted,dlinear,1,1,outer_2,mint,1.493555827373215,1.2716640824117693,True,0.0,development,False
cpu_core_weighted,dlinear,1,1,outer_2,bottom_up_nn,1.4849146068371422,1.2643066541974861,True,0.0,development,False
memory_um,dlinear,8,0,outer_2,independent,170917760469.911,161.95889830680542,True,119496703345.88782,development,False
memory_um,dlinear,8,0,outer_2,bottom_up,51421057124.02321,48.725759913313496,True,0.0,development,False
memory_um,dlinear,8,0,outer_2,wls,81233239443.90904,76.97530046062445,True,0.0,development,False
memory_um,dlinear,8,0,outer_2,mint,70508311389.29454,66.81253254598809,True,0.0,development,False
memory_um,dlinear,8,0,outer_2,bottom_up_nn,37077256089.50097,35.13380664469923,True,0.0,development,False
cpu_core_weighted,dlinear,8,0,outer_2,independent,1.4909679082918077,1.2693652195675293,True,67.9871238697182,development,False
cpu_core_weighted,dlinear,8,0,outer_2,bottom_up,1.5054141729928185,1.2816643347008245,True,0.0,development,False
cpu_core_weighted,dlinear,8,0,outer_2,wls,1.519857212746985,1.2939607042114027,True,0.0,development,False
cpu_core_weighted,dlinear,8,0,outer_2,mint,1.516593689152749,1.2911822384102793,True,0.0,development,False
cpu_core_weighted,dlinear,8,0,outer_2,bottom_up_nn,1.4969336960921698,1.274444311812899,True,0.0,development,False
memory_um,dlinear,8,1,outer_2,independent,128815295415.05609,122.06328513274038,True,91651997997.029,development,False
memory_um,dlinear,8,1,outer_2,bottom_up,37163297418.02708,35.215338012408644,True,0.0,development,False
memory_um,dlinear,8,1,outer_2,wls,62688049221.702446,59.40217892532632,True,0.0,development,False
memory_um,dlinear,8,1,outer_2,mint,55474619147.28533,52.5668495560801,True,0.0,development,False
memory_um,dlinear,8,1,outer_2,bottom_up_nn,36928241125.63249,34.992602481287456,True,0.0,development,False
cpu_core_weighted,dlinear,8,1,outer_2,independent,1.4937434614549712,1.2717282420248113,True,85.82697861792167,development,False
cpu_core_weighted,dlinear,8,1,outer_2,bottom_up,1.4882995290680328,1.2670934417777866,True,0.0,development,False
cpu_core_weighted,dlinear,8,1,outer_2,wls,1.5067898257156551,1.2828355240408906,True,0.0,development,False
cpu_core_weighted,dlinear,8,1,outer_2,mint,1.5022956222719994,1.279009294442446,True,0.0,development,False
cpu_core_weighted,dlinear,8,1,outer_2,bottom_up_nn,1.48128769550812,1.2611237776442727,True,0.0,development,False
memory_um,dlinear,16,0,outer_2,independent,188252818257.5334,178.3428250435871,True,136269144585.91287,development,False
memory_um,dlinear,16,0,outer_2,bottom_up,51983673671.62052,49.24715233775655,True,0.0,development,False
memory_um,dlinear,16,0,outer_2,wls,83350114369.89278,78.96240280502631,True,0.0,development,False
memory_um,dlinear,16,0,outer_2,mint,70559326752.61826,66.84494703829978,True,0.0,development,False
memory_um,dlinear,16,0,outer_2,bottom_up_nn,37036267426.94289,35.08660652800856,True,0.0,development,False
cpu_core_weighted,dlinear,16,0,outer_2,independent,1.4978043570302229,1.2750096845269943,True,71.13443898834512,development,False
cpu_core_weighted,dlinear,16,0,outer_2,bottom_up,1.5134534810043674,1.2883310402352652,True,0.0,development,False
cpu_core_weighted,dlinear,16,0,outer_2,wls,1.527835361836002,1.3005736520663627,True,0.0,development,False
cpu_core_weighted,dlinear,16,0,outer_2,mint,1.5247639676399742,1.2979591201172767,True,0.0,development,False
cpu_core_weighted,dlinear,16,0,outer_2,bottom_up_nn,1.5050686141689134,1.281193401485255,True,0.0,development,False
memory_um,dlinear,16,1,outer_2,independent,172523828685.93997,163.4418399680724,True,126514269597.80058,development,False
memory_um,dlinear,16,1,outer_2,bottom_up,46009559088.1394,43.58752672463785,True,0.0,development,False
memory_um,dlinear,16,1,outer_2,wls,77915119974.73938,73.81351704862979,True,0.0,development,False
memory_um,dlinear,16,1,outer_2,mint,68249358703.84995,64.6565801846669,True,0.0,development,False
memory_um,dlinear,16,1,outer_2,bottom_up_nn,37063575948.081314,35.112477475666445,True,0.0,development,False
cpu_core_weighted,dlinear,16,1,outer_2,independent,1.520289646084327,1.2941503427637047,True,83.2331658785691,development,False
cpu_core_weighted,dlinear,16,1,outer_2,bottom_up,1.5057879709866873,1.281805755765697,True,0.0,development,False
cpu_core_weighted,dlinear,16,1,outer_2,wls,1.524042130014598,1.2973446540431925,True,0.0,development,False
cpu_core_weighted,dlinear,16,1,outer_2,mint,1.5191390338504431,1.2931708812376042,True,0.0,development,False
cpu_core_weighted,dlinear,16,1,outer_2,bottom_up_nn,1.4935774274183742,1.2714115001809378,True,0.0,development,False
