experiment_stage,eligible_for_final_claims,resolution,factor,target,model,horizon_steps,wallclock_horizon_sec,context_steps,outer_fold,mae,mase,mase_valid,peak_recall,peak_magnitude_mae,train_seconds,infer_seconds,n_test
development,False,2x,2,jitterWithGoogleDns,ridge,1,84.570332,16,outer_1,0.20068493937334675,0.8155276373988969,True,0.28125,4.02687419903654,0.0006850829995528329,9.849999696598388e-05,4138
development,False,2x,2,jitterWithGoogleDns,persistence,8,676.562656,16,outer_1,0.1986062696683612,0.8070805033053623,True,1.0,2.24961935483871,2.725000013015233e-05,3.8540998502867296e-05,4131
development,False,2x,2,jitterWithGoogleDns,ridge,8,676.562656,16,outer_1,0.19582362550330887,0.7957726132926235,True,0.25806451612903225,4.055837656894156,0.004304125002818182,0.0007458330001099966,4131
development,False,approx_3min,4,cluster_mean_CU,persistence,1,169.140664,8,outer_1,1.076479412680491,0.838236304532551,True,1.0,8.536507496756967,1.841700213844888e-05,1.8339997041039169e-06,2069
development,False,approx_3min,4,cluster_mean_CU,ridge,1,169.140664,8,outer_1,0.921619030712352,0.7176491453445835,True,0.26373626373626374,5.786785995228165,0.0006124999999883585,6.887500057928264e-05,2069
development,False,approx_3min,4,cluster_mean_CU,persistence,8,1353.125312,8,outer_1,1.0796530449941704,0.8407075583170888,True,1.0,8.536507496756967,2.2415999410441145e-05,2.2542000806424767e-05,2062
development,False,approx_3min,4,cluster_mean_CU,ridge,8,1353.125312,8,outer_1,0.9228082980185448,0.7185752076734135,True,0.26373626373626374,5.808655644249541,0.00389004200042109,0.0004725840008177329,2062
development,False,approx_3min,4,cluster_UM,persistence,1,169.140664,8,outer_1,1142196496.7037215,0.8155968114112975,True,1.0,9057681319.384615,1.7250000382773578e-05,1.5830009942874312e-06,2069
development,False,approx_3min,4,cluster_UM,ridge,1,169.140664,8,outer_1,1031585143.833847,0.7366136706234296,True,0.8846153846153846,7784484243.047878,0.0005695840009138919,6.554100036737509e-05,2069
development,False,approx_3min,4,cluster_UM,persistence,8,1353.125312,8,outer_1,1145140052.1745877,0.8176986865817949,True,1.0,9057681319.384615,2.00829999812413e-05,2.1749998268205673e-05,2062
development,False,approx_3min,4,cluster_UM,ridge,8,1353.125312,8,outer_1,1034348669.3793769,0.73858699362844,True,0.8846153846153846,7778955288.537854,0.004217208999762079,0.0004072500014444813,2062
development,False,approx_3min,4,machine01_DWT,persistence,1,169.140664,8,outer_1,4635789.044193153,0.4968608361670173,True,1.0,90916664.00418334,1.4041001122677699e-05,1.624997821636498e-06,2069
development,False,approx_3min,4,machine01_DWT,ridge,1,169.140664,8,outer_1,6618548.006243782,0.7093716442323974,True,0.4117647058823529,113008324.17119321,0.0005501249979715794,6.566700176335871e-05,2069
development,False,approx_3min,4,machine01_DWT,persistence,8,1353.125312,8,outer_1,4651471.600469917,0.4985416822863354,True,1.0,90916664.00418334,2.0750001567648724e-05,2.216600114479661e-05,2062
development,False,approx_3min,4,machine01_DWT,ridge,8,1353.125312,8,outer_1,6617117.068919886,0.7092182773064057,True,0.4117647058823529,112948136.19029485,0.0030718330017407425,0.00039258399920072407,2062
development,False,approx_3min,4,machine01_tx_bond0,persistence,1,169.140664,8,outer_1,34.01215714672742,1.3349683745026204,True,1.0,195.8158940919367,1.4833000022917986e-05,1.4170000213198364e-06,2069
development,False,approx_3min,4,machine01_tx_bond0,ridge,1,169.140664,8,outer_1,39.045289859911364,1.532517532228467,True,0.5959595959595959,250.00021587702332,0.0007174999991548248,0.00017162499716505408,2069
development,False,approx_3min,4,machine01_tx_bond0,persistence,8,1353.125312,8,outer_1,34.057588141459824,1.3367515293001335,True,1.0,195.8158940919367,2.5749999622348696e-05,2.3332999262493104e-05,2062
development,False,approx_3min,4,machine01_tx_bond0,ridge,8,1353.125312,8,outer_1,39.07093068972994,1.5335239281696635,True,0.5858585858585859,252.46256171515273,0.0032474170002387837,0.0003917499998351559,2062
development,False,approx_3min,4,averageRttWithGoogleDns,persistence,1,169.140664,8,outer_1,0.20171145480908653,0.7947024062635819,True,1.0,5.21259375,1.4790999557590112e-05,1.6660014807712287e-06,2069
development,False,approx_3min,4,averageRttWithGoogleDns,ridge,1,169.140664,8,outer_1,0.230735306954249,0.9090505237794148,True,0.75,6.214753373129564,0.0005529579975700472,6.541699985973537e-05,2069
development,False,approx_3min,4,averageRttWithGoogleDns,persistence,8,1353.125312,8,outer_1,0.19588166828322018,0.7717342243896574,True,1.0,5.193358695652174,2.1042000298621133e-05,2.2542000806424767e-05,2062
development,False,approx_3min,4,averageRttWithGoogleDns,ridge,8,1353.125312,8,outer_1,0.22487071555589672,0.8859452177350239,True,0.7391304347826086,6.279899793854285,0.0036287920011091046,0.0003819580015260726,2062
development,False,approx_3min,4,jitterWithGoogleDns,persistence,1,169.140664,8,outer_1,0.17323775575962624,0.7947391753625072,True,1.0,1.6578183520599252,1.4792000001762062e-05,1.5419973351527005e-06,2069
development,False,approx_3min,4,jitterWithGoogleDns,ridge,1,169.140664,8,outer_1,0.1807779938129343,0.8293304949408898,True,0.23595505617977527,2.593685514030897,0.0005247080007393379,6.149999899207614e-05,2069
development,False,approx_3min,4,jitterWithGoogleDns,persistence,8,1353.125312,8,outer_1,0.16949672647914646,0.777576966626088,True,1.0,1.6466549019607843,2.1666997781721875e-05,2.28749995585531e-05,2062
development,False,approx_3min,4,jitterWithGoogleDns,ridge,8,1353.125312,8,outer_1,0.17600535877879425,0.807435729479938,True,0.2,2.746558231778571,0.003023458000825485,0.00036374999763211235,2062
development,False,approx_5min,7,cluster_mean_CU,persistence,1,295.99616199999997,5,outer_1,1.025355422434574,0.792073395071418,True,1.0,7.667395802557005,1.5249999705702066e-05,1.5410005289595574e-06,1182
development,False,approx_5min,7,cluster_mean_CU,ridge,1,295.99616199999997,5,outer_1,0.8310511027681471,0.6419758983518851,True,0.045454545454545456,4.55670365920669,0.0005294170005072374,6.137500167824328e-05,1182
development,False,approx_5min,7,cluster_mean_CU,persistence,8,2367.9692959999998,5,outer_1,1.0307339168731098,0.7962282103258091,True,1.0,7.667395802557005,1.7250000382773578e-05,1.6582998796366155e-05,1175
development,False,approx_5min,7,cluster_mean_CU,ridge,8,2367.9692959999998,5,outer_1,0.8333798590815548,0.6437748315599185,True,0.045454545454545456,4.601193258458629,0.0030179590030456893,0.0005627499995171092,1175
development,False,approx_5min,7,cluster_UM,persistence,1,295.99616199999997,5,outer_1,1282164455.8046896,0.818949368503592,True,1.0,8925115382.247618,1.4207998901838437e-05,1.45800004247576e-06,1182
development,False,approx_5min,7,cluster_UM,ridge,1,295.99616199999997,5,outer_1,1142325767.1082628,0.7296310246032882,True,0.65,8665065105.597721,0.0005847499996889383,6.0166999901412055e-05,1182
development,False,approx_5min,7,cluster_UM,persistence,8,2367.9692959999998,5,outer_1,1287294548.2232223,0.8222260822882411,True,1.0,8925115382.247618,1.599999814061448e-05,1.604200224392116e-05,1175
development,False,approx_5min,7,cluster_UM,ridge,8,2367.9692959999998,5,outer_1,1146569629.232345,0.7323416817196972,True,0.65,8670218883.399487,0.0028826670022681355,0.0003357499990670476,1175
development,False,approx_5min,7,machine01_DWT,persistence,1,295.99616199999997,5,outer_1,4477774.506525676,0.42614756050966285,True,1.0,86879176.71808064,1.300000076298602e-05,1.4159995771478862e-06,1182
development,False,approx_5min,7,machine01_DWT,ridge,1,295.99616199999997,5,outer_1,6965846.680579273,0.6629361450620356,True,0.0,,0.0004861249981331639,5.6834000133676454e-05,1182
development,False,approx_5min,7,machine01_DWT,persistence,8,2367.9692959999998,5,outer_1,4504366.893040743,0.42867834463579757,True,1.0,86879176.71808064,1.5416997484862804e-05,1.7624999600229785e-05,1175
development,False,approx_5min,7,machine01_DWT,ridge,8,2367.9692959999998,5,outer_1,6970613.087174439,0.6633897615940799,True,0.0,,0.0031706249974376988,0.0003219999998691492,1175
development,False,approx_5min,7,machine01_tx_bond0,persistence,1,295.99616199999997,5,outer_1,31.32494073074871,1.4069107259519682,True,1.0,160.70671338865264,1.3749999197898433e-05,1.4590004866477102e-06,1182
development,False,approx_5min,7,machine01_tx_bond0,ridge,1,295.99616199999997,5,outer_1,37.1624840750951,1.6690948563215633,True,0.5084745762711864,236.89891862385676,0.0005591670014837291,6.0708000091835856e-05,1182
development,False,approx_5min,7,machine01_tx_bond0,persistence,8,2367.9692959999998,5,outer_1,31.42861717603422,1.4115671913593415,True,1.0,160.70671338865264,1.6166999557754025e-05,1.6417001461377367e-05,1175
development,False,approx_5min,7,machine01_tx_bond0,ridge,8,2367.9692959999998,5,outer_1,37.26910556817575,1.6738835939450933,True,0.5,242.7266790172839,0.0026623339981597383,0.0003172920005454216,1175
development,False,approx_5min,7,averageRttWithGoogleDns,persistence,1,295.99616199999997,5,outer_1,0.18902425267907505,0.7230398676328735,True,1.0,3.3292089947089956,1.3792003301205114e-05,1.5419973351527005e-06,1182
development,False,approx_5min,7,averageRttWithGoogleDns,ridge,1,295.99616199999997,5,outer_1,0.22719279415353696,0.8690390015233249,True,0.2777777777777778,4.195500687289029,0.0005416249987320043,5.9250000049360096e-05,1182
development,False,approx_5min,7,averageRttWithGoogleDns,persistence,8,2367.9692959999998,5,outer_1,0.16963951367781155,0.6488909744463067,True,0.9333333333333333,3.397775510204082,1.604100179974921e-05,1.6707999748177826e-05,1175
development,False,approx_5min,7,averageRttWithGoogleDns,ridge,8,2367.9692959999998,5,outer_1,0.20855771588043512,0.7977576482739736,True,0.06666666666666667,4.9810762387314105,0.0028927499988640193,0.0003146660019410774,1175
development,False,approx_5min,7,jitterWithGoogleDns,persistence,1,295.99616199999997,5,outer_1,0.1625742889372331,0.8202069690151387,True,1.0,1.4423715986394556,1.458300175727345e-05,1.5420009731315076e-06,1182
development,False,approx_5min,7,jitterWithGoogleDns,ridge,1,295.99616199999997,5,outer_1,0.164797630547555,0.8314239965980882,True,0.23214285714285715,2.223634446572294,0.0004926670007989742,5.3750001825392246e-05,1182
development,False,approx_5min,7,jitterWithGoogleDns,persistence,8,2367.9692959999998,5,outer_1,0.15187866261398175,0.7662462393963274,True,1.0,1.350490196078431,1.7958001990336925e-05,1.6707999748177826e-05,1175
development,False,approx_5min,7,jitterWithGoogleDns,ridge,8,2367.9692959999998,5,outer_1,0.1566154552063742,0.7901439314634879,True,0.1568627450980392,2.6962044653464265,0.0029482089994417038,0.0004075420001754537,1175
development,False,native,1,cluster_mean_CU,persistence,1,42.285166,32,outer_2,1.341430523059793,1.141877730141291,True,1.0,7.934947878490967,2.6458001229912043e-05,2.1660016500391066e-06,8279
development,False,native,1,cluster_mean_CU,ridge,1,42.285166,32,outer_2,1.3009527738415996,1.1074214988240922,True,0.9857142857142858,7.436227810361843,0.0020615419998648576,0.00017816699983086437,8279
development,False,native,1,cluster_mean_CU,persistence,8,338.281328,32,outer_2,1.342198790256855,1.1425317090004588,True,1.0,7.934947878490967,5.458300074678846e-05,7.191699842223898e-05,8272
development,False,native,1,cluster_mean_CU,ridge,8,338.281328,32,outer_2,1.3018172984994685,1.1081574157702243,True,0.9857142857142858,7.435895173487706,0.012096166999981506,0.0010878749999392312,8272
development,False,native,1,cluster_UM,persistence,1,42.285166,32,outer_2,1042314122.8689455,0.9889313939551116,True,1.0,11236939283.292753,1.779200101736933e-05,1.7500024114269763e-06,8279
development,False,native,1,cluster_UM,ridge,1,42.285166,32,outer_2,1062872941.5920458,1.008437280723627,True,0.8318840579710145,9403162597.406927,0.0024684170020918828,0.00020079100067960098,8279
development,False,native,1,cluster_UM,persistence,8,338.281328,32,outer_2,1043003720.7891682,0.9895856737135375,True,1.0,11236939283.292753,4.470900239539333e-05,6.316600047284737e-05,8272
development,False,native,1,cluster_UM,ridge,8,338.281328,32,outer_2,1063739741.8137753,1.0092596872637938,True,0.8318840579710145,9403243105.656912,0.011117375001049368,0.001027291000355035,8272
development,False,native,1,machine01_DWT,persistence,1,42.285166,32,outer_2,5531376.351773693,0.5121202063610866,True,1.0,175298429.55770454,1.883400182123296e-05,1.5419973351527005e-06,7817
development,False,native,1,machine01_DWT,ridge,1,42.285166,32,outer_2,7438933.864787575,0.6887306347758984,True,0.7925925925925926,177195955.72530743,0.0015418330003740266,0.00013666700033354573,7817
development,False,native,1,machine01_DWT,persistence,8,338.281328,32,outer_2,5601496.444115009,0.5186122462940371,True,1.0,175298429.55770454,4.324999827076681e-05,6.520900205941871e-05,7712
development,False,native,1,machine01_DWT,ridge,8,338.281328,32,outer_2,7517110.065170278,0.695968546161132,True,0.7925925925925926,177130657.16302946,0.011647040999378078,0.0012277499990887009,7712
development,False,native,1,machine01_tx_bond0,persistence,1,42.285166,32,outer_2,55.263729857155,1.3717583152600155,True,1.0,387.7209410152739,2.091600254061632e-05,1.915999746415764e-06,8014
development,False,native,1,machine01_tx_bond0,ridge,1,42.285166,32,outer_2,55.71797201188356,1.3830335305685213,True,0.8269841269841269,398.93448172107514,0.0016329170030076057,0.00016045799929997884,8014
development,False,native,1,machine01_tx_bond0,persistence,8,338.281328,32,outer_2,54.78055694831715,1.3597649797193294,True,1.0,384.72365511767083,4.479199924389832e-05,6.824999945820309e-05,7952
development,False,native,1,machine01_tx_bond0,ridge,8,338.281328,32,outer_2,55.52220029252722,1.378174077820508,True,0.8225806451612904,398.7991885033573,0.011079874999268213,0.001082917002349859,7952
development,False,native,1,averageRttWithGoogleDns,persistence,1,42.285166,32,outer_2,0.4196355840077303,1.4291476088191983,True,1.0,6.321873684210526,2.1708001440856606e-05,1.5829973563086241e-06,8279
development,False,native,1,averageRttWithGoogleDns,ridge,1,42.285166,32,outer_2,0.4281653057269236,1.4581971743552176,True,0.624561403508772,8.133717812860635,0.002112666999892099,0.00019212500046705827,8279
development,False,native,1,averageRttWithGoogleDns,persistence,8,338.281328,32,outer_2,0.41983861218568663,1.4298390593207932,True,1.0,6.321873684210526,4.691699723480269e-05,7.116599954315461e-05,8272
development,False,native,1,averageRttWithGoogleDns,ridge,8,338.281328,32,outer_2,0.4257858529579539,1.4500935021103762,True,0.6035087719298246,8.322302607327462,0.012246292000781978,0.0010649590003595222,8272
development,False,native,1,jitterWithGoogleDns,persistence,1,42.285166,32,outer_2,0.37314758670870724,1.378939137857972,True,1.0,3.236649269311065,2.2791999072069302e-05,1.5420009731315076e-06,8246
development,False,native,1,jitterWithGoogleDns,ridge,1,42.285166,32,outer_2,0.33100163948438543,1.2231919262993405,True,0.3695198329853862,5.354346095566545,0.001634125001146458,0.00015358299788204022,8246
development,False,native,1,jitterWithGoogleDns,persistence,8,338.281328,32,outer_2,0.36831608357628765,1.3610846775819698,True,1.0,3.2158227848101264,4.579199958243407e-05,6.42910017631948e-05,8232
development,False,native,1,jitterWithGoogleDns,ridge,8,338.281328,32,outer_2,0.3267890908034918,1.2076247661377209,True,0.36075949367088606,5.341223203007698,0.0111742500012042,0.0010307500015187543,8232
development,False,2x,2,cluster_mean_CU,persistence,1,84.570332,16,outer_2,1.4752292825947653,1.1051134156464768,True,1.0,9.394704829412019,1.654099833103828e-05,1.5000005078036338e-06,4139
development,False,2x,2,cluster_mean_CU,ridge,1,84.570332,16,outer_2,1.3746516214251039,1.0297693833768364,True,0.6715328467153284,10.406172215944153,0.0007047090002743062,0.00011133400039398111,4139
development,False,2x,2,cluster_mean_CU,persistence,8,676.562656,16,outer_2,1.477256555333651,1.1066320719850877,True,1.0,9.394704829412019,3.120900146313943e-05,3.6166002246318385e-05,4132
development,False,2x,2,cluster_mean_CU,ridge,8,676.562656,16,outer_2,1.3766173486907145,1.0312419352020736,True,0.6715328467153284,10.40431126478024,0.004458499999600463,0.0005985829993733205,4132
development,False,2x,2,cluster_UM,persistence,1,84.570332,16,outer_2,1194275716.5460255,0.998226580639894,True,1.0,10415094202.81081,1.8208997062174603e-05,1.6670019249431789e-06,4139
development,False,2x,2,cluster_UM,ridge,1,84.570332,16,outer_2,1185221722.3167713,0.9906588661034714,True,0.7783783783783784,9312987283.44558,0.0007422499984386377,8.945800072979182e-05,4139
development,False,2x,2,cluster_UM,persistence,8,676.562656,16,outer_2,1196031787.8644724,0.9996943799456044,True,1.0,10415094202.81081,3.100000321865082e-05,3.566600207705051e-05,4132
development,False,2x,2,cluster_UM,ridge,8,676.562656,16,outer_2,1187521345.692665,0.9925809894016969,True,0.7783783783783784,9309837501.511148,0.004865124999923864,0.0006448329986596946,4132
development,False,2x,2,machine01_DWT,persistence,1,84.570332,16,outer_2,5793034.653366855,0.5621786133672136,True,1.0,134243593.87510768,1.6500001947861165e-05,1.5409968909807503e-06,4139
development,False,2x,2,machine01_DWT,ridge,1,84.570332,16,outer_2,7649967.033327833,0.7423825536071399,True,0.6266666666666667,149199471.14887252,0.0007214580000436399,8.737499956623651e-05,4139
development,False,2x,2,machine01_DWT,persistence,8,676.562656,16,outer_2,5802772.803199116,0.5631236413011103,True,1.0,134243593.87510768,3.054199987673201e-05,3.566699888324365e-05,4132
development,False,2x,2,machine01_DWT,ridge,8,676.562656,16,outer_2,7661178.046112172,0.7434705138902497,True,0.6266666666666667,149198461.68486172,0.0046593749975727405,0.0007434159997501411,4132
development,False,2x,2,machine01_tx_bond0,persistence,1,84.570332,16,outer_2,53.807134084363,1.4275779868464589,True,1.0,325.68463926507104,1.7541999113745987e-05,1.45800004247576e-06,4122
development,False,2x,2,machine01_tx_bond0,ridge,1,84.570332,16,outer_2,50.149404903000544,1.3305333523381058,True,0.4117647058823529,323.43897683151306,0.0008124999985739123,0.00033879199691000395,4122
development,False,2x,2,machine01_tx_bond0,persistence,8,676.562656,16,outer_2,53.96511874558311,1.431769539294943,True,1.0,325.68463926507104,3.108300006715581e-05,3.741699765669182e-05,4108
development,False,2x,2,machine01_tx_bond0,ridge,8,676.562656,16,outer_2,50.26647345443897,1.333639343575689,True,0.4117647058823529,323.3541274033487,0.004615624999132706,0.000850791999255307,4108
development,False,2x,2,averageRttWithGoogleDns,persistence,1,84.570332,16,outer_2,0.3935384150761053,1.3318370283951475,True,1.0,5.08010248447205,1.895900277304463e-05,1.4999968698248267e-06,4139
development,False,2x,2,averageRttWithGoogleDns,ridge,1,84.570332,16,outer_2,0.40703705925113776,1.3775199743458293,True,0.6832298136645962,6.322950849705703,0.0008708749992365483,0.00011874999836436473,4139
development,False,2x,2,averageRttWithGoogleDns,persistence,8,676.562656,16,outer_2,0.3915494917715392,1.3251059912150873,True,1.0,5.080478125000001,3.662500239443034e-05,5.8999998145736754e-05,4132
development,False,2x,2,averageRttWithGoogleDns,ridge,8,676.562656,16,outer_2,0.40536807879088455,1.3718717075147415,True,0.68125,6.332697471224636,0.005664374999469146,0.000882707998243859,4132
development,False,2x,2,jitterWithGoogleDns,persistence,1,84.570332,16,outer_2,0.36593210920512204,1.4214106060672353,True,1.0,2.843629496402878,2.183399919886142e-05,2.124997990904376e-06,4139
development,False,2x,2,jitterWithGoogleDns,ridge,1,84.570332,16,outer_2,0.3193248602348848,1.2403714560734962,True,0.3669064748201439,4.068410633040104,0.0008552920007787179,0.00011499999891384505,4139
development,False,2x,2,jitterWithGoogleDns,persistence,8,676.562656,16,outer_2,0.3661368586640852,1.4222059258690118,True,1.0,2.8512906137184113,2.883300112443976e-05,3.3332999009871855e-05,4132
development,False,2x,2,jitterWithGoogleDns,ridge,8,676.562656,16,outer_2,0.3195984185064102,1.2414340538033544,True,0.36823104693140796,4.068443478240447,0.005654458000208251,0.0005534999982046429,4132
development,False,approx_3min,4,cluster_mean_CU,persistence,1,169.140664,8,outer_2,1.5756089755778566,1.1132225121742876,True,1.0,8.870592320679584,1.6375000996049494e-05,1.624997821636498e-06,2069
development,False,approx_3min,4,cluster_mean_CU,ridge,1,169.140664,8,outer_2,1.337625466370031,0.9450788901952204,True,0.18248175182481752,7.070679271664225,0.0006537500012200326,6.891699740663171e-05,2069
development,False,approx_3min,4,cluster_mean_CU,persistence,8,1353.125312,8,outer_2,1.5801542302226672,1.116433892581861,True,1.0,8.870592320679584,2.1666000975528732e-05,2.049999966402538e-05,2062
development,False,approx_3min,4,cluster_mean_CU,ridge,8,1353.125312,8,outer_2,1.342267568839962,0.9483586969578416,True,0.18248175182481752,7.06621986139425,0.003123750000668224,0.00035616600143839605,2062
development,False,approx_3min,4,cluster_UM,persistence,1,169.140664,8,outer_2,1464700797.3397777,0.9712191490578598,True,1.0,11327606348.8,1.6374997358070686e-05,1.333999534836039e-06,2069
development,False,approx_3min,4,cluster_UM,ridge,1,169.140664,8,outer_2,1342286377.462362,0.8900481488633573,True,0.8625,10857577794.153234,0.0005757079998147674,6.245900294743478e-05,2069
development,False,approx_3min,4,cluster_UM,persistence,8,1353.125312,8,outer_2,1468645484.756547,0.9738348067834323,True,1.0,11327606348.8,2.2333002561936155e-05,2.070800110232085e-05,2062
development,False,approx_3min,4,cluster_UM,ridge,8,1353.125312,8,outer_2,1347181804.6504045,0.8932942265854972,True,0.8625,10855314346.416668,0.003081458999076858,0.00036433300192584284,2062
development,False,approx_3min,4,machine01_DWT,persistence,1,169.140664,8,outer_2,5474128.277120287,0.6138728657297233,True,1.0,85660622.45970291,1.662499926169403e-05,1.6670019249431789e-06,2069
development,False,approx_3min,4,machine01_DWT,ridge,1,169.140664,8,outer_2,7425356.409390164,0.8326850572991692,True,0.43902439024390244,107525878.1796427,0.000565500002267072,6.133400165708736e-05,2069
development,False,approx_3min,4,machine01_DWT,persistence,8,1353.125312,8,outer_2,5492638.375959525,0.6159486021473144,True,1.0,85660622.45970291,2.28749995585531e-05,2.1167001250432804e-05,2062
development,False,approx_3min,4,machine01_DWT,ridge,8,1353.125312,8,outer_2,7449910.746061326,0.8354385990971244,True,0.43902439024390244,107535381.66315313,0.003092208000452956,0.00036066599932382815,2062
development,False,approx_3min,4,machine01_tx_bond0,persistence,1,169.140664,8,outer_2,45.10685375036655,1.38799463389359,True,1.0,224.28555234216572,1.695800165180117e-05,1.333999534836039e-06,2069
development,False,approx_3min,4,machine01_tx_bond0,ridge,1,169.140664,8,outer_2,44.02563760790545,1.3547242530303951,True,0.2032967032967033,303.9330537601043,0.0005685420001100283,6.025000038789585e-05,2069
development,False,approx_3min,4,machine01_tx_bond0,persistence,8,1353.125312,8,outer_2,45.24587677473733,1.3922725472431272,True,1.0,224.28555234216572,2.4583998310845345e-05,2.175000190618448e-05,2062
development,False,approx_3min,4,machine01_tx_bond0,ridge,8,1353.125312,8,outer_2,44.1792824078427,1.3594520968081674,True,0.1978021978021978,295.7602811879842,0.003045500001462642,0.0003485830020508729,2062
development,False,approx_3min,4,averageRttWithGoogleDns,persistence,1,169.140664,8,outer_2,0.3587925326244562,1.2301887659409259,True,1.0,3.946561688311688,1.641699782339856e-05,1.45800004247576e-06,2069
development,False,approx_3min,4,averageRttWithGoogleDns,ridge,1,169.140664,8,outer_2,0.3817544174208711,1.3089179761470524,True,0.7142857142857143,5.088979966104804,0.0005891250002605375,6.354099969030358e-05,2069
development,False,approx_3min,4,averageRttWithGoogleDns,persistence,8,1353.125312,8,outer_2,0.35492846750727447,1.216940080235985,True,1.0,3.9843966666666666,2.3125001462176442e-05,2.099999983329326e-05,2062
development,False,approx_3min,4,averageRttWithGoogleDns,ridge,8,1353.125312,8,outer_2,0.3794230425124261,1.300924411730907,True,0.7333333333333333,5.088616527579029,0.003405458999623079,0.00036429100146051496,2062
development,False,approx_3min,4,jitterWithGoogleDns,persistence,1,169.140664,8,outer_2,0.3158763492830675,1.360074541773028,True,1.0,1.910155077262693,1.662499926169403e-05,1.5419973351527005e-06,2069
development,False,approx_3min,4,jitterWithGoogleDns,ridge,1,169.140664,8,outer_2,0.28335139891990185,1.2200312714814263,True,0.2781456953642384,2.9933085413894642,0.0005733329999202397,6.129200119175948e-05,2069
development,False,approx_3min,4,jitterWithGoogleDns,persistence,8,1353.125312,8,outer_2,0.3163544697704494,1.3621331938508556,True,1.0,1.910155077262693,2.6792000426212326e-05,2.7709000278264284e-05,2062
development,False,approx_3min,4,jitterWithGoogleDns,ridge,8,1353.125312,8,outer_2,0.2839889035700327,1.222776186847432,True,0.2781456953642384,2.993415320387507,0.0057828329991025385,0.0006152079986350145,2062
development,False,approx_5min,7,cluster_mean_CU,persistence,1,295.99616199999997,5,outer_2,1.5613234934182079,1.1104726643845175,True,1.0,7.638729838778611,1.645800148253329e-05,1.4999968698248267e-06,1181
development,False,approx_5min,7,cluster_mean_CU,ridge,1,295.99616199999997,5,outer_2,1.1343474001547516,0.8067910238317864,True,0.014492753623188406,0.9795842502155292,0.0006219579991011415,6.075000055716373e-05,1181
development,False,approx_5min,7,cluster_mean_CU,persistence,8,2367.9692959999998,5,outer_2,1.569333801718411,1.1161699003757557,True,1.0,7.638729838778611,1.9917002646252513e-05,1.774999691406265e-05,1174
development,False,approx_5min,7,cluster_mean_CU,ridge,8,2367.9692959999998,5,outer_2,1.1391776083379581,0.8102264516424538,True,0.014492753623188406,0.9813507338104746,0.003937833000236424,0.0003435830003581941,1174
development,False,approx_5min,7,cluster_UM,persistence,1,295.99616199999997,5,outer_2,1572243847.664207,0.9358741423006477,True,1.0,8969785057.399418,1.8957998690893874e-05,1.9999970390927047e-06,1181
development,False,approx_5min,7,cluster_UM,ridge,1,295.99616199999997,5,outer_2,1377246790.2575462,0.8198026409729574,True,0.061224489795918366,7472184692.826222,0.0006401669998012949,6.52920025459025e-05,1181
development,False,approx_5min,7,cluster_UM,persistence,8,2367.9692959999998,5,outer_2,1579182995.0956438,0.9400046521196822,True,1.0,8969785057.399418,2.1249998098937795e-05,1.8999999156221747e-05,1174
development,False,approx_5min,7,cluster_UM,ridge,8,2367.9692959999998,5,outer_2,1377230627.257217,0.8197930199882147,True,0.061224489795918366,7466525311.194234,0.004071667000971502,0.00036933400042471476,1174
development,False,approx_5min,7,machine01_DWT,persistence,1,295.99616199999997,5,outer_2,6421845.944179959,0.6604520417962225,True,1.0,99939563.32832046,1.6499998309882358e-05,1.958000211743638e-06,1181
development,False,approx_5min,7,machine01_DWT,ridge,1,295.99616199999997,5,outer_2,8356172.2510997765,0.8593870162583785,True,0.5,124319249.05812724,0.0006242499985091854,8.199999865610152e-05,1181
development,False,approx_5min,7,machine01_DWT,persistence,8,2367.9692959999998,5,outer_2,6459719.448008727,0.6643471263484075,True,1.0,99939563.32832046,2.3332999262493104e-05,1.8458002159604803e-05,1174
development,False,approx_5min,7,machine01_DWT,ridge,8,2367.9692959999998,5,outer_2,8365648.973052095,0.860361645736779,True,0.5,124292691.30316655,0.004718708001746563,0.00040341699786949903,1174
development,False,approx_5min,7,machine01_tx_bond0,persistence,1,295.99616199999997,5,outer_2,43.21854052343847,1.5347977097947638,True,1.0,209.58115032637266,1.5667003026464954e-05,1.5830009942874312e-06,1181
development,False,approx_5min,7,machine01_tx_bond0,ridge,1,295.99616199999997,5,outer_2,39.89818856078607,1.4168837653100412,True,0.1414141414141414,268.4251391997123,0.0006314579986792523,6.491699969046749e-05,1181
development,False,approx_5min,7,machine01_tx_bond0,persistence,8,2367.9692959999998,5,outer_2,43.452091081439015,1.5430916701460191,True,1.0,209.58115032637266,2.0250001398380846e-05,1.7291000403929502e-05,1174
development,False,approx_5min,7,machine01_tx_bond0,ridge,8,2367.9692959999998,5,outer_2,40.04612880170845,1.4221374906835533,True,0.15151515151515152,264.9806443418271,0.003375707998202415,0.0004489169987209607,1174
development,False,approx_5min,7,averageRttWithGoogleDns,persistence,1,295.99616199999997,5,outer_2,0.3526300955606628,1.1932362423808904,True,1.0,3.9817312925170065,1.662499926169403e-05,1.7079983081202954e-06,1181
development,False,approx_5min,7,averageRttWithGoogleDns,ridge,1,295.99616199999997,5,outer_2,0.3672072723003444,1.242562762766861,True,0.5476190476190477,5.374071628217776,0.000592500000493601,6.104200292611495e-05,1181
