target,horizon,method,mae_mean,mae_std,beat_rate,peak_recall_mean
averageRttWithGoogleDns,8,regime_router,0.3018060447204638,0.10384821339199178,0.3333333333333333,0.18317812011720772
averageRttWithGoogleDns,8,ridge,0.3388786284804744,0.08624649180202819,0.0,0.19775448543399607
averageRttWithGoogleDns,8,static_router,0.2883479339324504,0.09690341086982492,0.0,0.20686170896175002
averageRttWithGoogleDns,16,constrained_mixture,0.3384886805265097,0.10834247453384749,0.0,0.1831531513326732
averageRttWithGoogleDns,16,ens_inverse_mae,0.30396399717703604,0.10060781644671288,0.0,0.19403109234074942
averageRttWithGoogleDns,16,ens_mean,0.30978711444899154,0.10020805122687226,0.0,0.19403109234074942
averageRttWithGoogleDns,16,ens_stacking,0.3284606432908409,0.08398708081406149,0.0,0.17845831565192205
averageRttWithGoogleDns,16,ewma,0.2873905691418042,0.09578575428714833,0.0,0.2078003650790443
averageRttWithGoogleDns,16,lightgbm,0.4169709524304192,0.13378895317546394,0.0,0.16391577586032693
averageRttWithGoogleDns,16,persistence,0.3023508246934695,0.10154613815421719,0.0,0.18733168980405632
averageRttWithGoogleDns,16,regime_router,0.3067049758128028,0.09991226020020695,0.0,0.18381056304349289
averageRttWithGoogleDns,16,ridge,0.33773879452795336,0.08611341549498025,0.0,0.19864004688099904
averageRttWithGoogleDns,16,static_router,0.2873905691418042,0.09578575428714833,0.0,0.2078003650790443
cluster_UM,1,constrained_mixture,1313874352.037856,349802582.5074553,0.0,0.7030050135996427
cluster_UM,1,ens_inverse_mae,1088859179.5934207,269036083.7354433,0.3333333333333333,0.7000066113401883
cluster_UM,1,ens_mean,1092347558.1183703,256848039.0343486,0.3333333333333333,0.7024719887955181
cluster_UM,1,ens_stacking,1600454742.3146207,822435825.8175358,0.0,0.7018319211742668
cluster_UM,1,ewma,1207725819.9670486,266306332.0812887,0.0,0.6558480203675673
cluster_UM,1,lightgbm,1745820553.9009368,696626242.5599682,0.0,0.7156604235897257
cluster_UM,1,persistence,1060130265.5337276,225643808.76669642,0.0,0.7184301256734579
cluster_UM,1,regime_router,1278940032.549958,421775731.6335125,0.3333333333333333,0.7112956776913664
cluster_UM,1,ridge,1085329875.9505737,262856622.81030264,0.0,0.6538810161745858
cluster_UM,1,static_router,1475131442.5055475,935494125.7008348,0.0,0.6825927907394842
cluster_UM,4,constrained_mixture,1457710699.4574099,563946886.1933099,0.0,0.6980661777544963
cluster_UM,4,ens_inverse_mae,1107454863.3757985,292492064.79436374,0.3333333333333333,0.6990515685932134
cluster_UM,4,ens_mean,1109736395.6090539,277832991.22947246,0.3333333333333333,0.7007182352598801
cluster_UM,4,ens_stacking,1698195295.6296608,960055582.753115,0.0,0.6922923578371457
cluster_UM,4,ewma,1207997997.625844,266327726.04776114,0.0,0.6555573016704499
cluster_UM,4,lightgbm,1843494571.446225,836488675.65895,0.0,0.7022561259530877
cluster_UM,4,persistence,1060186880.664023,225363800.7096339,0.0,0.7185713869972644
cluster_UM,4,regime_router,1198606638.2136285,479848692.1196991,0.3333333333333333,0.7089776497293522
cluster_UM,4,ridge,1085258659.1453125,262317372.71420467,0.0,0.6536134392643036
cluster_UM,4,static_router,1560845686.0285625,1082732472.0039265,0.0,0.6722561259530876
cluster_UM,8,constrained_mixture,1456532439.3166149,611454667.5674757,0.0,0.6928852467156185
cluster_UM,8,ens_inverse_mae,1074410085.825714,243267734.90272582,0.3333333333333333,0.6987951620723294
cluster_UM,8,ens_mean,1082942739.1389825,237208729.76272225,0.3333333333333333,0.7015336557839581
cluster_UM,8,ens_stacking,1545321687.600794,749834669.5574198,0.0,0.6901908124937934
cluster_UM,8,ewma,1207475058.6290796,264891585.10497412,0.0,0.6552644737687585
cluster_UM,8,lightgbm,1704042414.3484647,613126188.9079065,0.0,0.7048526482425856
cluster_UM,8,persistence,1059679844.4118851,224018468.0300289,0.0,0.7183106099106835
