target,horizon,method,mae_mean,mae_std,beat_rate,peak_recall_mean
machine01_rx_bond0,1,persistence,20.087322584632243,3.1212848517638654,0.0,0.33413624236853273
machine01_rx_bond0,1,regime_router,18.155183123748845,3.6380570673481922,0.3333333333333333,0.3449455516181701
machine01_rx_bond0,1,ridge,16.2288784005239,1.9149564495768734,0.0,0.4514509064975063
machine01_rx_bond0,1,static_router,16.925931468036435,2.504935476170877,0.0,0.5042260482353461
machine01_rx_bond0,4,constrained_mixture,16.092505791939747,1.9186532562583904,0.6666666666666666,0.5135542945937855
machine01_rx_bond0,4,ens_inverse_mae,16.334248313231885,2.378201968134074,0.6666666666666666,0.5139587703712195
machine01_rx_bond0,4,ens_mean,16.402973649947977,2.3766697953909093,0.6666666666666666,0.5009374168115498
machine01_rx_bond0,4,ens_stacking,16.409548143621837,2.032133852938856,0.6666666666666666,0.5072190952917726
machine01_rx_bond0,4,ewma,17.02337625667678,2.3537717547115875,0.0,0.5178165491679563
machine01_rx_bond0,4,lightgbm,16.87911381608235,1.9017486986551124,0.0,0.5176232016965667
machine01_rx_bond0,4,persistence,20.093841998132845,3.1136214755591025,0.0,0.3333028409850786
machine01_rx_bond0,4,regime_router,18.216957612557476,3.1502360002149494,0.0,0.34197499729339015
machine01_rx_bond0,4,ridge,16.2266027386349,1.8914017377374048,0.0,0.45457208179693415
machine01_rx_bond0,4,static_router,17.012955863135954,2.488817899060415,0.0,0.5020067633404023
machine01_rx_bond0,8,constrained_mixture,15.94209682855133,1.8321821365613895,1.0,0.49166272012052453
machine01_rx_bond0,8,ens_inverse_mae,16.208191107287707,2.2692310414490646,0.6666666666666666,0.5156541358691499
machine01_rx_bond0,8,ens_mean,16.28034447303448,2.2633375650769207,0.6666666666666666,0.5087966570654323
machine01_rx_bond0,8,ens_stacking,16.400748541877473,1.9930799370152603,0.6666666666666666,0.4886277849251279
machine01_rx_bond0,8,ewma,16.914535736634743,2.2359210468345503,0.0,0.5187010814386838
machine01_rx_bond0,8,lightgbm,16.631107759499308,1.7470585666774057,0.0,0.5358498023953292
machine01_rx_bond0,8,persistence,19.95821938210121,2.96053778886006,0.0,0.33428974114399096
machine01_rx_bond0,8,regime_router,18.311943597662225,3.1927416149869763,0.0,0.3386572260415997
machine01_rx_bond0,8,ridge,16.143272721533563,1.8242922594581588,0.0,0.4551918714834495
machine01_rx_bond0,8,static_router,16.851787858729057,2.385051584173483,0.0,0.5021656745548135
machine01_rx_bond0,16,constrained_mixture,15.909659059382605,1.6962735370446065,0.6666666666666666,0.5014890646497837
machine01_rx_bond0,16,ens_inverse_mae,16.098183973097573,2.1594232072903115,0.6666666666666666,0.517805540461753
machine01_rx_bond0,16,ens_mean,16.18524780933129,2.1558113157317154,0.6666666666666666,0.5055910748034599
machine01_rx_bond0,16,ens_stacking,16.173052144413237,1.7708327438410505,0.6666666666666666,0.49394214907738104
machine01_rx_bond0,16,ewma,16.835465299006497,2.1079108778198754,0.0,0.5180618717335658
machine01_rx_bond0,16,lightgbm,16.559676692284643,1.575725130193747,0.0,0.5016009537302718
machine01_rx_bond0,16,persistence,19.839241521434033,2.8180637763546055,0.0,0.33436029831413777
machine01_rx_bond0,16,regime_router,17.645702195899712,3.7554317757461044,0.3333333333333333,0.36581041246312007
machine01_rx_bond0,16,ridge,16.021683816723886,1.7349712104505417,0.0,0.4476433066797702
machine01_rx_bond0,16,static_router,16.681868265387052,2.299019957869953,0.0,0.49360204555671405
machine01_tx_bond0,1,constrained_mixture,46.05271105342757,6.1056021962873475,0.6666666666666666,0.7068518045262232
machine01_tx_bond0,1,ens_inverse_mae,45.32282044327875,6.297417256485207,0.6666666666666666,0.6742482323877672
machine01_tx_bond0,1,ens_mean,45.176288992639165,6.435898181636068,0.6666666666666666,0.6942319523714873
machine01_tx_bond0,1,ens_stacking,45.946574127567295,6.292180122800465,0.6666666666666666,0.7052898221502873
machine01_tx_bond0,1,ewma,46.693488885223076,7.983316616432345,0.0,0.6786137850091339
machine01_tx_bond0,1,lightgbm,49.218739599159335,5.4670688593630885,0.0,0.6489015721573862
machine01_tx_bond0,1,persistence,48.05163691564775,8.23538163984709,0.0,0.4808899111224692
machine01_tx_bond0,1,regime_router,48.04543854524136,8.326475411580217,0.0,0.48392466706420195
machine01_tx_bond0,1,ridge,48.69076897177998,6.09419635132045,0.0,0.6611170268147012
machine01_tx_bond0,1,static_router,47.88566910601461,8.507181708624318,0.0,0.5434591248544737
machine01_tx_bond0,4,constrained_mixture,45.97540098638743,6.058677159707265,0.6666666666666666,0.7039912095911344
machine01_tx_bond0,4,ens_inverse_mae,45.16927187447707,6.369940864611758,0.6666666666666666,0.6739879916287798
machine01_tx_bond0,4,ens_mean,45.055132455994745,6.519125248137611,0.6666666666666666,0.6918455378069788
machine01_tx_bond0,4,ens_stacking,45.77437970698926,6.2759674719772836,0.6666666666666666,0.7096013077678524
machine01_tx_bond0,4,ewma,46.44263976210872,8.076813666897438,0.0,0.6787677300124564
machine01_tx_bond0,4,lightgbm,49.20145316453158,5.275583502215442,0.0,0.6588325448447026
machine01_tx_bond0,4,persistence,47.7391046279024,8.31239353063478,0.0,0.4807831684504143
machine01_tx_bond0,4,regime_router,47.78971365588476,8.316986667381501,0.0,0.4844228294599182
machine01_tx_bond0,4,ridge,48.496165375816666,6.152417360388263,0.0,0.6633606747178479
machine01_tx_bond0,4,static_router,47.60782350806854,8.528946067273345,0.0,0.5434229894794971
machine01_tx_bond0,8,constrained_mixture,45.6816097279725,6.099784188621226,0.3333333333333333,0.6994225927431686
machine01_tx_bond0,8,ens_inverse_mae,44.87232767883116,6.444324892771967,0.6666666666666666,0.680246342429685
machine01_tx_bond0,8,ens_mean,44.74718028851783,6.601903380112659,0.6666666666666666,0.7004329061646356
machine01_tx_bond0,8,ens_stacking,45.457201125615995,6.346587729593535,0.6666666666666666,0.7066593819008617
machine01_tx_bond0,8,ewma,46.23067399466826,8.116741287543526,0.0,0.6776943378729419
machine01_tx_bond0,8,lightgbm,48.61708312082959,5.225619126977081,0.0,0.6716439063167695
machine01_tx_bond0,8,persistence,47.528503773268746,8.38889489938307,0.0,0.4798067122652507
machine01_tx_bond0,8,regime_router,47.72696985875,7.962729929461102,0.0,0.4824512951358222
machine01_tx_bond0,8,ridge,48.349567979829,6.2161473281535535,0.0,0.661957192784603
machine01_tx_bond0,8,static_router,47.43538336328604,8.542024772181211,0.0,0.5430835484234428
machine01_tx_bond0,16,constrained_mixture,45.08898891892272,6.691135263352397,0.6666666666666666,0.6967568681853225
machine01_tx_bond0,16,ens_inverse_mae,44.36504748087697,6.708839725705771,0.6666666666666666,0.6702604306352109
machine01_tx_bond0,16,ens_mean,44.259865951070104,6.863762270968253,0.6666666666666666,0.6901367869972944
machine01_tx_bond0,16,ens_stacking,45.03865707108914,6.773423922345548,0.6666666666666666,0.7115573075360285
machine01_tx_bond0,16,ewma,45.86810048543473,8.121358677894207,0.0,0.675119224538291
machine01_tx_bond0,16,lightgbm,47.686506262681014,6.301543184754292,0.0,0.6699304197776531
machine01_tx_bond0,16,persistence,47.139756530766626,8.154137758517562,0.0,0.47743493791699665
machine01_tx_bond0,16,regime_router,47.43614445012131,7.886065465096361,0.0,0.47743493791699665
machine01_tx_bond0,16,ridge,48.0467221219142,6.40849443943248,0.0,0.6565009565659127
machine01_tx_bond0,16,static_router,46.9823687958713,8.400046817683595,0.0,0.5429421842938082
machine06_CU,1,constrained_mixture,0.07961727414068391,0.02564697145853354,0.3333333333333333,0.675443069742549
machine06_CU,1,ens_inverse_mae,0.07158033067298747,0.015245159449150265,0.3333333333333333,0.6888264709211697
machine06_CU,1,ens_mean,0.07017143931475153,0.01376967928488064,0.0,0.6923562838427001
machine06_CU,1,ens_stacking,0.07975637569737454,0.02817986126915384,0.3333333333333333,0.6911841825003093
machine06_CU,1,ewma,0.06920571736608165,0.005796036536151697,0.0,0.6807694114141359
machine06_CU,1,lightgbm,0.08742439732524378,0.046557044682568875,0.0,0.6720587984738388
machine06_CU,1,persistence,0.07487603359801999,0.005578870532478391,0.0,0.6687085800337025
machine06_CU,1,regime_router,0.07924819754223324,0.027243604806466103,0.0,0.6553222844531282
machine06_CU,1,ridge,0.0702401151479845,0.011381684127960758,0.0,0.6129154105088581
machine06_CU,1,static_router,0.09336843583073928,0.04293437131925748,0.0,0.6631240905700587
machine06_CU,4,constrained_mixture,0.07992369594285625,0.02592109664736454,0.3333333333333333,0.6792772977120123
machine06_CU,4,ens_inverse_mae,0.07177504316353656,0.0154858052454247,0.3333333333333333,0.6873871985044246
machine06_CU,4,ens_mean,0.07033661688142455,0.013977685002920381,0.0,0.6933363035179215
machine06_CU,4,ens_stacking,0.07972959209474088,0.028660773971347864,0.3333333333333333,0.6858463499556499
machine06_CU,4,ewma,0.06924350820841765,0.005795988149681928,0.0,0.6815254518611701
machine06_CU,4,lightgbm,0.08799856697549456,0.04721825629922068,0.0,0.6587213778630469
machine06_CU,4,persistence,0.07487218331071768,0.005556338853831968,0.0,0.6698187367853579
machine06_CU,4,regime_router,0.06960071088345661,0.012179286692931716,0.0,0.6633715899952871
machine06_CU,4,ridge,0.07036291743869501,0.01158497355789312,0.0,0.6128242537816493
machine06_CU,4,static_router,0.093848540280333,0.04362910267969516,0.0,0.6518200666139095
machine06_CU,8,constrained_mixture,0.0799641251892373,0.02624426931380519,0.3333333333333333,0.6829081821882209
machine06_CU,8,ens_inverse_mae,0.07190518481707181,0.015610584432122187,0.3333333333333333,0.6882916846656979
machine06_CU,8,ens_mean,0.07047765392538648,0.01411995416351877,0.0,0.6960272683506488
machine06_CU,8,ens_stacking,0.0795272937810723,0.028905856098218954,0.3333333333333333,0.6846989429555895
machine06_CU,8,ewma,0.06937921094473898,0.005759852710051017,0.0,0.6801228775427982
machine06_CU,8,lightgbm,0.08801233440624982,0.04787168580635823,0.0,0.6714812646966116
machine06_CU,8,persistence,0.07500226101100109,0.005515710681623788,0.0,0.6686074453343706
machine06_CU,8,regime_router,0.0729611728097757,0.019983254318857523,0.0,0.6639548126137211
machine06_CU,8,ridge,0.07046402028198649,0.011610528652648326,0.0,0.6130940693269703
machine06_CU,8,static_router,0.09399994095932185,0.0442064810098132,0.0,0.6616359763703107
machine06_CU,16,constrained_mixture,0.08026180011655831,0.026706203139801727,0.3333333333333333,0.6838054254046494
machine06_CU,16,ens_inverse_mae,0.07195181760518558,0.015602140083047809,0.3333333333333333,0.6953513070798714
machine06_CU,16,ens_mean,0.07048714850449851,0.014102011347946756,0.0,0.6992117470656313
machine06_CU,16,ens_stacking,0.08041666232968812,0.029560816587835288,0.3333333333333333,0.6930960290885411
machine06_CU,16,ewma,0.06948950945263216,0.0056027348896589176,0.0,0.681669250923102
machine06_CU,16,lightgbm,0.08797835032965744,0.04778667708674077,0.0,0.686076899879397
machine06_CU,16,persistence,0.0749629214953339,0.0053047478737354116,0.0,0.6712264222695078
machine06_CU,16,regime_router,0.06853567516412545,0.012452054494592996,0.0,0.690376157197993
machine06_CU,16,ridge,0.07056565967922725,0.01171181531524504,0.0,0.6140369769230772
machine06_CU,16,static_router,0.09402434706506728,0.04399629672097359,0.0,0.6716780517872443
