family,base_model,horizon,outer_fold,machine,method,mae,mae_vs_local,mae_rel
CU,ridge,8,outer_1,machine01,local,2.519721408597366,0.0,1.0
CU,ridge,8,outer_1,machine01,global_pooled,3.457839404786375,0.9381179961890092,1.3723102057981975
CU,ridge,8,outer_1,machine01,global_onehot,2.6341577543913894,0.11443634579402362,1.0454162691968896
CU,ridge,8,outer_1,machine01,global_residual,2.519721465405346,5.680798009777277e-08,1.0000000225453416
CU,ridge,8,outer_1,machine01,global_embed,2.708085775269822,0.18836436667245637,1.0747560289918368
CU,ridge,8,outer_1,machine02,local,1.2755438074004766,0.0,1.0
CU,ridge,8,outer_1,machine02,global_pooled,1.5206273477707009,0.24508354037022428,1.1921404337101504
CU,ridge,8,outer_1,machine02,global_onehot,1.4668641636355084,0.19132035623503185,1.1499912077696002
CU,ridge,8,outer_1,machine02,global_residual,1.2755435968689346,-2.1053154197758772e-07,0.9999998349476193
CU,ridge,8,outer_1,machine02,global_embed,1.254816916237511,-0.020726891162965666,0.983750545420148
CU,ridge,8,outer_1,machine03,local,0.775986727869941,0.0,1.0
CU,ridge,8,outer_1,machine03,global_pooled,1.0810091117353733,0.30502238386543223,1.3930768051957654
CU,ridge,8,outer_1,machine03,global_onehot,1.072832083136803,0.29684535526686195,1.382539216980802
CU,ridge,8,outer_1,machine03,global_residual,0.7759871410763975,4.1320645649545185e-07,1.0000005324916543
CU,ridge,8,outer_1,machine03,global_embed,0.7946996612685224,0.018712933398581377,1.0241150173404998
CU,ridge,8,outer_1,machine04,local,2.5261582328041188,0.0,1.0
CU,ridge,8,outer_1,machine04,global_pooled,2.6533024795086737,0.12714424670455493,1.050331069943873
CU,ridge,8,outer_1,machine04,global_onehot,2.621039644293955,0.09488141148983642,1.0375595678282254
CU,ridge,8,outer_1,machine04,global_residual,2.5261582238595808,-8.944537999155955e-09,0.9999999964592329
CU,ridge,8,outer_1,machine04,global_embed,3.2866634446181613,0.7605052118140425,1.3010520884789774
CU,ridge,8,outer_1,machine05,local,0.6034379815715188,0.0,1.0
CU,ridge,8,outer_1,machine05,global_pooled,0.6341553879957069,0.030717406424188076,1.050903999022719
CU,ridge,8,outer_1,machine05,global_onehot,0.6364994461383239,0.03306146456680503,1.0547885044966905
CU,ridge,8,outer_1,machine05,global_residual,0.6034379466038935,-3.496762535082354e-08,0.9999999420526609
CU,ridge,8,outer_1,machine05,global_embed,0.6156340939422292,0.012196112370710388,1.0202110452824802
CU,ridge,8,outer_1,machine06,local,0.0805041702188901,0.0,1.0
CU,ridge,8,outer_1,machine06,global_pooled,0.15984692211827176,0.07934275189938166,1.9855731906017966
CU,ridge,8,outer_1,machine06,global_onehot,0.1649690468182579,0.08446487659936779,2.0491987728052914
CU,ridge,8,outer_1,machine06,global_residual,0.08050218161309314,-1.9886057969625837e-06,0.9999752981020541
CU,ridge,8,outer_1,machine06,global_embed,0.16457830703517498,0.08407413681628488,2.044345113895194
CU,ridge,8,outer_1,machine07,local,0.9800790977933145,0.0,1.0
CU,ridge,8,outer_1,machine07,global_pooled,1.0560425166294514,0.07596341883613689,1.0775074369070532
CU,ridge,8,outer_1,machine07,global_onehot,1.027665893583696,0.0475867957903815,1.0485540359931407
CU,ridge,8,outer_1,machine07,global_residual,0.9800790049707078,-9.282260671206188e-08,0.9999999052906986
CU,ridge,8,outer_1,machine07,global_embed,0.9783729157157897,-0.0017061820775248204,0.9982591383885583
CU,ridge,8,outer_2,machine01,local,2.9539022980556977,0.0,1.0
CU,ridge,8,outer_2,machine01,global_pooled,3.8500925976029343,0.8961902995472366,1.303391991040842
CU,ridge,8,outer_2,machine01,global_onehot,3.03824714036338,0.08434484230768247,1.0285537007649845
CU,ridge,8,outer_2,machine01,global_residual,2.9539021009152466,-1.9714045107477318e-07,0.9999999332610117
CU,ridge,8,outer_2,machine01,global_embed,3.6877259729458935,0.7338236748901958,1.2484251680812901
CU,ridge,8,outer_2,machine02,local,1.2737173316003705,0.0,1.0
