family,base_model,horizon,outer_fold,machine,method,mae,mae_vs_local,mae_rel
CU,ridge,8,outer_2,machine02,global_pooled,1.4477991268614683,0.1740817952610978,1.1366722356226178
CU,ridge,8,outer_2,machine02,global_onehot,1.4004259996384927,0.1267086680381222,1.0994794252182454
CU,ridge,8,outer_2,machine02,global_residual,1.273716973274012,-3.583263585849039e-07,0.9999997186767035
CU,ridge,8,outer_2,machine02,global_embed,1.2583401502271903,-0.015377181373180226,0.9879273202996622
CU,ridge,8,outer_2,machine03,local,2.222866564273671,0.0,1.0
CU,ridge,8,outer_2,machine03,global_pooled,2.49887614435436,0.276009580080689,1.1241683079482894
CU,ridge,8,outer_2,machine03,global_onehot,2.49735085408547,0.27448428981179873,1.123482126288353
CU,ridge,8,outer_2,machine03,global_residual,2.2228665808078416,1.6534170477200405e-08,1.00000000743822
CU,ridge,8,outer_2,machine03,global_embed,2.1286143913939193,-0.09425217287975185,0.9575988165935867
CU,ridge,8,outer_2,machine04,local,4.090239433296455,0.0,1.0
CU,ridge,8,outer_2,machine04,global_pooled,4.806016971736198,0.7157775384397427,1.1749964886194633
CU,ridge,8,outer_2,machine04,global_onehot,4.440188749551484,0.3499493162550289,1.0855571713983974
CU,ridge,8,outer_2,machine04,global_residual,4.090238969579087,-4.637173685040352e-07,0.9999998866283072
CU,ridge,8,outer_2,machine04,global_embed,4.698517564265642,0.6082781309691869,1.1487145534849426
CU,ridge,8,outer_2,machine05,local,0.4965091045541596,0.0,1.0
CU,ridge,8,outer_2,machine05,global_pooled,0.5339911074723873,0.03748200291822773,1.0754910686922543
CU,ridge,8,outer_2,machine05,global_onehot,0.5389491890098952,0.042440084455735605,1.085476951110181
CU,ridge,8,outer_2,machine05,global_residual,0.4965088469940213,-2.575601382726056e-07,0.9999994812579751
CU,ridge,8,outer_2,machine05,global_embed,0.5243317994872646,0.02782269493310502,1.056036625870312
CU,ridge,8,outer_2,machine06,local,0.06879648066986627,0.0,1.0
CU,ridge,8,outer_2,machine06,global_pooled,0.07466747242356275,0.005870991753696486,1.0853385477938853
CU,ridge,8,outer_2,machine06,global_onehot,0.08033209111752544,0.011535610447659175,1.1676773337144253
CU,ridge,8,outer_2,machine06,global_residual,0.06879641950473243,-6.116513383280786e-08,0.9999991109264131
CU,ridge,8,outer_2,machine06,global_embed,0.07716337585649255,0.008366895186626283,1.1216180697785474
CU,ridge,8,outer_2,machine07,local,1.2327691823662426,0.0,1.0
CU,ridge,8,outer_2,machine07,global_pooled,1.2659404852900733,0.03317130292383075,1.026907959250052
CU,ridge,8,outer_2,machine07,global_onehot,1.2519530605786375,0.019183878212394978,1.0155616140367594
CU,ridge,8,outer_2,machine07,global_residual,1.2327691386668638,-4.3699378782235954e-08,0.9999999645518566
CU,ridge,8,outer_2,machine07,global_embed,1.2430224376889725,0.010253255322729915,1.0083172547378652
CU,ridge,16,outer_0,machine01,local,3.8218855893091357,0.0,1.0
CU,ridge,16,outer_0,machine01,global_pooled,4.43622471992709,0.614339130617954,1.1607424179144528
CU,ridge,16,outer_0,machine01,global_onehot,3.9006273217510414,0.07874173244190574,1.0206028491962627
CU,ridge,16,outer_0,machine01,global_residual,3.8218868972693194,1.3079601837162613e-06,1.0000003422290262
CU,ridge,16,outer_0,machine01,global_embed,4.265377315106771,0.4434917257976352,1.1160400319251322
CU,ridge,16,outer_0,machine02,local,1.2293837725144277,0.0,1.0
CU,ridge,16,outer_0,machine02,global_pooled,1.506754282053085,0.2773705095386574,1.2256175132126224
CU,ridge,16,outer_0,machine02,global_onehot,1.455759846071934,0.22637607355750644,1.1841378409400225
CU,ridge,16,outer_0,machine02,global_residual,1.2293831622985893,-6.102158383036738e-07,0.9999995036408874
CU,ridge,16,outer_0,machine02,global_embed,1.264931627805314,0.03554785529088633,1.0289151818054187
CU,ridge,16,outer_0,machine03,local,0.8214389725802337,0.0,1.0
CU,ridge,16,outer_0,machine03,global_pooled,1.2120423251041408,0.3906033525239071,1.4755111037609736
CU,ridge,16,outer_0,machine03,global_onehot,1.2040183106942621,0.38257933811402844,1.4657428620805548
CU,ridge,16,outer_0,machine03,global_residual,0.8214392850779966,3.1249776288877484e-07,1.0000003804272422
CU,ridge,16,outer_0,machine03,global_embed,0.9484365373106911,0.12699756473045742,1.1546037733412424
CU,ridge,16,outer_0,machine04,local,3.362777728495905,0.0,1.0
CU,ridge,16,outer_0,machine04,global_pooled,3.5642587489165365,0.20148102042063165,1.0599150573388476
CU,ridge,16,outer_0,machine04,global_onehot,3.651046753211838,0.28826902471593296,1.0857234845684758
CU,ridge,16,outer_0,machine04,global_residual,3.3627779126097863,1.8411388147399066e-07,1.0000000547505354
CU,ridge,16,outer_0,machine04,global_embed,4.0423877912910235,0.6796100627951187,1.202097824377793
CU,ridge,16,outer_0,machine05,local,0.6012373141297562,0.0,1.0
CU,ridge,16,outer_0,machine05,global_pooled,0.630794195192026,0.029556881062269724,1.04916009097847
CU,ridge,16,outer_0,machine05,global_onehot,0.6309145109941906,0.029677196864434374,1.04936020464297
CU,ridge,16,outer_0,machine05,global_residual,0.6012368343569019,-4.797728543337598e-07,0.999999202024154
CU,ridge,16,outer_0,machine05,global_embed,0.6190500880192916,0.017812773889535394,1.0296268602611898
CU,ridge,16,outer_0,machine06,local,0.058705728552941205,0.0,1.0
CU,ridge,16,outer_0,machine06,global_pooled,0.0698402275028808,0.011134498949939592,1.1896663106718526
CU,ridge,16,outer_0,machine06,global_onehot,0.07110735336775877,0.01240162481481756,1.2112506755389927
CU,ridge,16,outer_0,machine06,global_residual,0.058705019303888495,-7.092490527105255e-07,0.9999879185716591
CU,ridge,16,outer_0,machine06,global_embed,0.07118389707415605,0.012478168521214847,1.2125545296650557
CU,ridge,16,outer_0,machine07,local,0.9484160204858929,0.0,1.0
CU,ridge,16,outer_0,machine07,global_pooled,1.0536868876997834,0.10527086721389045,1.1109965088526847
CU,ridge,16,outer_0,machine07,global_onehot,1.0219555242071314,0.07353950372123852,1.0775392888065753
CU,ridge,16,outer_0,machine07,global_residual,0.9484158397358489,-1.807500440431653e-07,0.9999998094190312
CU,ridge,16,outer_0,machine07,global_embed,0.9863381296840339,0.037922109198140985,1.039984678009459
CU,ridge,16,outer_1,machine01,local,2.487655195950001,0.0,1.0
CU,ridge,16,outer_1,machine01,global_pooled,3.4048293836195955,0.9171741876695947,1.3686902385679454
CU,ridge,16,outer_1,machine01,global_onehot,2.596255990062044,0.10860079411204326,1.0436558869930406
CU,ridge,16,outer_1,machine01,global_residual,2.4876552616346976,6.568469679280042e-08,1.0000000264042608
CU,ridge,16,outer_1,machine01,global_embed,2.74027116381078,0.2526159678607791,1.101547822331667
CU,ridge,16,outer_1,machine02,local,1.283528283267591,0.0,1.0
CU,ridge,16,outer_1,machine02,global_pooled,1.5292155421060476,0.24568725883845666,1.19141553952593
CU,ridge,16,outer_1,machine02,global_onehot,1.474644038331183,0.19111575506359202,1.1488987485161228
CU,ridge,16,outer_1,machine02,global_residual,1.2835280126180362,-2.7064955476774344e-07,0.9999997891362752
CU,ridge,16,outer_1,machine02,global_embed,1.18862599999733,-0.09490228327026085,0.9260614008219128
CU,ridge,16,outer_1,machine03,local,0.7527725219614502,0.0,1.0
CU,ridge,16,outer_1,machine03,global_pooled,1.0569573364712264,0.3041848145097762,1.404085969712579
CU,ridge,16,outer_1,machine03,global_onehot,1.0473404637666948,0.2945679418052446,1.3913106990644506
CU,ridge,16,outer_1,machine03,global_residual,0.7527728258821758,3.039207255861598e-07,1.000000403735148
CU,ridge,16,outer_1,machine03,global_embed,0.8704520932040207,0.11767957124257056,1.1563281971769381
CU,ridge,16,outer_1,machine04,local,2.5681621242983894,0.0,1.0
CU,ridge,16,outer_1,machine04,global_pooled,2.7214414617175247,0.15327933741913524,1.0596844474766212
CU,ridge,16,outer_1,machine04,global_onehot,2.697286732442845,0.1291246081444557,1.0502789940412083
CU,ridge,16,outer_1,machine04,global_residual,2.568162239324572,1.150261828009036e-07,1.0000000447892996
CU,ridge,16,outer_1,machine04,global_embed,3.030928465512251,0.4627663412138614,1.1801935854576497
CU,ridge,16,outer_1,machine05,local,0.607848774132213,0.0,1.0
CU,ridge,16,outer_1,machine05,global_pooled,0.6382279174990078,0.030379143366794703,1.049978127224432
CU,ridge,16,outer_1,machine05,global_onehot,0.6404202177847187,0.03257144365250564,1.0535847813446788
CU,ridge,16,outer_1,machine05,global_residual,0.6078487556619958,-1.8470217244548337e-08,0.9999999696137953
CU,ridge,16,outer_1,machine05,global_embed,0.6127090576770626,0.004860283544849575,1.007995876197642
CU,ridge,16,outer_1,machine06,local,0.07898558011663283,0.0,1.0
CU,ridge,16,outer_1,machine06,global_pooled,0.16710950054178808,0.08812392042515525,2.1156963118461425
CU,ridge,16,outer_1,machine06,global_onehot,0.17229642086495192,0.0933108407483191,2.1813655177379605
CU,ridge,16,outer_1,machine06,global_residual,0.07898358377483938,-1.996341793444878e-06,0.9999747252373091
CU,ridge,16,outer_1,machine06,global_embed,0.16955491783738896,0.09056933772075614,2.146656612346435
CU,ridge,16,outer_1,machine07,local,0.979168982538001,0.0,1.0
CU,ridge,16,outer_1,machine07,global_pooled,1.0560219345968187,0.0768529520588177,1.078487935616195
CU,ridge,16,outer_1,machine07,global_onehot,1.0272762026187647,0.048107220080763735,1.049130661753674
CU,ridge,16,outer_1,machine07,global_residual,0.9791688986842405,-8.385376049080406e-08,0.9999999143623195
CU,ridge,16,outer_1,machine07,global_embed,0.974687057836703,-0.004481924701298046,0.9954227260245919
CU,ridge,16,outer_2,machine01,local,2.985536048341956,0.0,1.0
CU,ridge,16,outer_2,machine01,global_pooled,3.868286496683304,0.8827504483413482,1.295675695770477
CU,ridge,16,outer_2,machine01,global_onehot,3.054387012372874,0.06885096403091806,1.0230615081901808
CU,ridge,16,outer_2,machine01,global_residual,2.985535867531081,-1.8081087516108596e-07,0.9999999394377183
CU,ridge,16,outer_2,machine01,global_embed,3.344569062021134,0.35903301367917795,1.120257470640346
CU,ridge,16,outer_2,machine02,local,1.2866772887154787,0.0,1.0
CU,ridge,16,outer_2,machine02,global_pooled,1.462625484989573,0.1759481962740943,1.136746173898622
CU,ridge,16,outer_2,machine02,global_onehot,1.414605277739049,0.12792798902357028,1.0994250774032732
CU,ridge,16,outer_2,machine02,global_residual,1.2866769273409462,-3.6137453252038654e-07,0.9999997191412829
CU,ridge,16,outer_2,machine02,global_embed,1.2712061464384607,-0.015471142277017957,0.9879758954224931
CU,ridge,16,outer_2,machine03,local,2.2649867844553504,0.0,1.0
CU,ridge,16,outer_2,machine03,global_pooled,2.494491766567006,0.2295049821116555,1.1013272941311414
CU,ridge,16,outer_2,machine03,global_onehot,2.49566077645201,0.2306739919966594,1.101843416297075
CU,ridge,16,outer_2,machine03,global_residual,2.2649868175446786,3.3089328166369114e-08,1.0000000146090602
CU,ridge,16,outer_2,machine03,global_embed,2.1290069358332557,-0.13597984862209467,0.939964396456824
CU,ridge,16,outer_2,machine04,local,4.183030800598856,0.0,1.0
CU,ridge,16,outer_2,machine04,global_pooled,4.9125695482889675,0.7295387476901114,1.174404345190494
CU,ridge,16,outer_2,machine04,global_onehot,4.547721788329263,0.3646909877304072,1.087183433523415
CU,ridge,16,outer_2,machine04,global_residual,4.1830304071383955,-3.9346046065702467e-07,0.9999999059389042
CU,ridge,16,outer_2,machine04,global_embed,4.778573029450267,0.5955422288514107,1.1423709882236943
CU,ridge,16,outer_2,machine05,local,0.5001852708851547,0.0,1.0
CU,ridge,16,outer_2,machine05,global_pooled,0.5368777241406606,0.03669245325550585,1.073357724409943
CU,ridge,16,outer_2,machine05,global_onehot,0.5417801486410985,0.04159487775594373,1.0831589416504313
CU,ridge,16,outer_2,machine05,global_residual,0.5001850193404713,-2.5154468341614944e-07,0.9999994970969798
CU,ridge,16,outer_2,machine05,global_embed,0.5656482919593296,0.0654630210741749,1.1308775465505572
CU,ridge,16,outer_2,machine06,local,0.06915438351006356,0.0,1.0
CU,ridge,16,outer_2,machine06,global_pooled,0.07512591523648025,0.005971531726416693,1.0863507332915157
CU,ridge,16,outer_2,machine06,global_onehot,0.08114445912535036,0.011990075615286797,1.1733812812248114
CU,ridge,16,outer_2,machine06,global_residual,0.06915428844366739,-9.506639617185009e-08,0.9999986253019498
CU,ridge,16,outer_2,machine06,global_embed,0.07675282627739012,0.00759844276732656,1.1098765165945093
CU,ridge,16,outer_2,machine07,local,1.2291349660033286,0.0,1.0
CU,ridge,16,outer_2,machine07,global_pooled,1.2616058101548575,0.0324708441515289,1.0264176392744822
CU,ridge,16,outer_2,machine07,global_onehot,1.2478805838617133,0.01874561785838469,1.0152510654865985
CU,ridge,16,outer_2,machine07,global_residual,1.22913489326992,-7.273340862923305e-08,0.9999999408255312
CU,ridge,16,outer_2,machine07,global_embed,1.2428088702924371,0.01367390428910853,1.0111248192162092
UM,ridge,1,outer_0,machine01,local,431364487.1115283,0.0,1.0
UM,ridge,1,outer_0,machine01,global_pooled,1002503899.3267741,571139412.2152458,2.32402974579495
UM,ridge,1,outer_0,machine01,global_onehot,470240276.85566014,38875789.74413186,1.0901228332551183
UM,ridge,1,outer_0,machine01,global_residual,431364487.1115287,4.172325134277344e-07,1.0000000000000009
UM,ridge,1,outer_0,machine01,global_embed,1.6512584239006874e+17,1.6512584195870426e+17,382798879.65690565
UM,ridge,1,outer_0,machine02,local,230515824.39887717,0.0,1.0
UM,ridge,1,outer_0,machine02,global_pooled,976556947.3447303,746041122.9458531,4.236398737012204
UM,ridge,1,outer_0,machine02,global_onehot,787371178.3116429,556855353.9127657,3.4156925250788905
UM,ridge,1,outer_0,machine02,global_residual,230515824.3988756,-1.5795230865478516e-06,0.9999999999999931
UM,ridge,1,outer_0,machine02,global_embed,2.5821556420267824e+16,2.5821556189752e+16,112016415.7389344
UM,ridge,1,outer_0,machine03,local,559235518.7529912,0.0,1.0
UM,ridge,1,outer_0,machine03,global_pooled,996208924.1812761,436973405.4282849,1.7813763446260853
UM,ridge,1,outer_0,machine03,global_onehot,617154270.8704433,57918752.117452145,1.1035677280416702
UM,ridge,1,outer_0,machine03,global_residual,559235518.752991,-2.384185791015625e-07,0.9999999999999996
UM,ridge,1,outer_0,machine03,global_embed,1.84109599235699e+17,1.841095986764635e+17,329216569.87423646
UM,ridge,1,outer_0,machine04,local,438174764.57702976,0.0,1.0
UM,ridge,1,outer_0,machine04,global_pooled,594429659.4443969,156254894.8673671,1.3566040482002655
UM,ridge,1,outer_0,machine04,global_onehot,447465752.6897677,9290988.112737954,1.0212038411698732
UM,ridge,1,outer_0,machine04,global_residual,438174764.5770304,6.556510925292969e-07,1.0000000000000016
UM,ridge,1,outer_0,machine04,global_embed,6.997819071140581e+16,6.997819027323104e+16,159703835.9316648
UM,ridge,1,outer_0,machine05,local,60770321.31929644,0.0,1.0
UM,ridge,1,outer_0,machine05,global_pooled,308156219.5648914,247385898.24559495,5.070834132105245
UM,ridge,1,outer_0,machine05,global_onehot,245961292.2280731,185190970.90877664,4.047391668965437
UM,ridge,1,outer_0,machine05,global_residual,60770321.31929669,2.4586915969848633e-07,1.000000000000004
UM,ridge,1,outer_0,machine05,global_embed,1.6449269439625914e+16,1.6449269378855592e+16,270679323.1057471
UM,ridge,1,outer_0,machine06,local,5206775.023727161,0.0,1.0
UM,ridge,1,outer_0,machine06,global_pooled,42519600.34106844,37312825.317341276,8.166206557284989
UM,ridge,1,outer_0,machine06,global_onehot,42722466.07623999,37515691.052512825,8.205168435654437
UM,ridge,1,outer_0,machine06,global_residual,5206775.0237269085,-2.523884177207947e-07,0.9999999999999515
UM,ridge,1,outer_0,machine06,global_embed,3076767583510671.5,3076767578303896.5,590916175.4617605
UM,ridge,1,outer_0,machine07,local,106869919.74479176,0.0,1.0
UM,ridge,1,outer_0,machine07,global_pooled,1260545765.2360733,1153675845.4912815,11.795140936254938
UM,ridge,1,outer_0,machine07,global_onehot,1112826476.3559043,1005956556.6111126,10.412906447514548
UM,ridge,1,outer_0,machine07,global_residual,106869919.7447916,-1.6391277313232422e-07,0.9999999999999984
UM,ridge,1,outer_0,machine07,global_embed,2.0722425234802532e+16,2.0722425127932612e+16,193903254.3889641
UM,ridge,1,outer_1,machine01,local,323324236.2392891,0.0,1.0
UM,ridge,1,outer_1,machine01,global_pooled,1075829658.967011,752505422.7277219,3.327401841199433
UM,ridge,1,outer_1,machine01,global_onehot,593741463.5930638,270417227.3537747,1.8363654716983282
UM,ridge,1,outer_1,machine01,global_residual,323324236.2392925,3.3974647521972656e-06,1.0000000000000104
UM,ridge,1,outer_1,machine01,global_embed,1.4521442678734106e+17,1.4521442646401683e+17,449129420.2883983
UM,ridge,1,outer_1,machine02,local,117911756.76068981,0.0,1.0
UM,ridge,1,outer_1,machine02,global_pooled,806100080.3894058,688188323.628716,6.836469089553492
UM,ridge,1,outer_1,machine02,global_onehot,434208259.25098044,316296502.49029064,3.682484861388645
UM,ridge,1,outer_1,machine02,global_residual,117911756.76069039,5.811452865600586e-07,1.0000000000000049
UM,ridge,1,outer_1,machine02,global_embed,3.651545067938362e+16,3.651545056147186e+16,309684561.4258321
UM,ridge,1,outer_1,machine03,local,319745778.1354212,0.0,1.0
UM,ridge,1,outer_1,machine03,global_pooled,710745656.5589567,390999878.4235355,2.2228461019989956
UM,ridge,1,outer_1,machine03,global_onehot,608049840.4901145,288304062.35469323,1.9016665178064946
UM,ridge,1,outer_1,machine03,global_residual,319745778.1354199,-1.3113021850585938e-06,0.9999999999999959
UM,ridge,1,outer_1,machine03,global_embed,1.5100721462593466e+17,1.5100721430618886e+17,472272739.6324805
UM,ridge,1,outer_1,machine04,local,298111328.57360685,0.0,1.0
UM,ridge,1,outer_1,machine04,global_pooled,418048366.7180478,119937038.14444095,1.4023229802044481
UM,ridge,1,outer_1,machine04,global_onehot,305751190.60744864,7639862.033841789,1.0256275468308995
UM,ridge,1,outer_1,machine04,global_residual,298111328.5736081,1.2516975402832031e-06,1.0000000000000042
UM,ridge,1,outer_1,machine04,global_embed,5.106560273412073e+16,5.10656024360094e+16,171297088.83744112
UM,ridge,1,outer_1,machine05,local,56000174.882426806,0.0,1.0
UM,ridge,1,outer_1,machine05,global_pooled,235302479.30160996,179302304.41918316,4.201816865672848
UM,ridge,1,outer_1,machine05,global_onehot,184958314.97214973,128958140.08972293,3.3028167387061282
UM,ridge,1,outer_1,machine05,global_residual,56000174.882426694,-1.1175870895385742e-07,0.999999999999998
UM,ridge,1,outer_1,machine05,global_embed,1.1423604453523054e+16,1.142360439752288e+16,203992299.6224044
UM,ridge,1,outer_1,machine06,local,4578406.465541778,0.0,1.0
UM,ridge,1,outer_1,machine06,global_pooled,54542173.635972336,49963767.170430556,11.912916436421767
UM,ridge,1,outer_1,machine06,global_onehot,55361452.204404764,50783045.738862984,12.091860480511894
UM,ridge,1,outer_1,machine06,global_residual,4578406.4655415,-2.784654498100281e-07,0.9999999999999392
UM,ridge,1,outer_1,machine06,global_embed,3561984437068899.0,3561984432490492.5,777996550.5197663
UM,ridge,1,outer_1,machine07,local,127610225.86832495,0.0,1.0
UM,ridge,1,outer_1,machine07,global_pooled,898445292.621366,770835066.753041,7.04054307958384
UM,ridge,1,outer_1,machine07,global_onehot,441582529.9847099,313972304.116385,3.4604008180375634
UM,ridge,1,outer_1,machine07,global_residual,127610225.86832315,-1.8030405044555664e-06,0.9999999999999859
UM,ridge,1,outer_1,machine07,global_embed,5.835022554426881e+16,5.8350225416658584e+16,457253524.52927786
UM,ridge,1,outer_2,machine01,local,263946876.66099674,0.0,1.0
UM,ridge,1,outer_2,machine01,global_pooled,545650255.2662653,281703378.60526854,2.067273014058346
UM,ridge,1,outer_2,machine01,global_onehot,423096707.46377933,159149830.8027826,1.602961599000804
UM,ridge,1,outer_2,machine01,global_residual,263946876.66099703,2.980232238769531e-07,1.000000000000001
UM,ridge,1,outer_2,machine01,global_embed,5826786206442519.0,5826785942495642.0,22075602.03080645
UM,ridge,1,outer_2,machine02,local,88817985.78525221,0.0,1.0
UM,ridge,1,outer_2,machine02,global_pooled,474443093.88913625,385625108.10388404,5.34174570268081
UM,ridge,1,outer_2,machine02,global_onehot,264328622.37785813,175510636.59260592,2.9760708942101295
UM,ridge,1,outer_2,machine02,global_residual,88817985.78525162,-5.960464477539062e-07,0.9999999999999933
UM,ridge,1,outer_2,machine02,global_embed,828676267155468.4,828676178337482.6,9330050.212567035
UM,ridge,1,outer_2,machine03,local,624311043.0919858,0.0,1.0
UM,ridge,1,outer_2,machine03,global_pooled,1064913496.9768825,440602453.88489664,1.7057418874136083
UM,ridge,1,outer_2,machine03,global_onehot,945515718.5430477,321204675.45106184,1.5144946241223793
UM,ridge,1,outer_2,machine03,global_residual,624311043.0919845,-1.3113021850585938e-06,0.9999999999999979
UM,ridge,1,outer_2,machine03,global_embed,1.2017038952861688e+16,1.2017038328550644e+16,19248480.522378173
UM,ridge,1,outer_2,machine04,local,366860810.4973293,0.0,1.0
UM,ridge,1,outer_2,machine04,global_pooled,480345724.2173027,113484913.71997339,1.3093405195450811
UM,ridge,1,outer_2,machine04,global_onehot,419756523.45618016,52895712.95885086,1.144184691973895
UM,ridge,1,outer_2,machine04,global_residual,366860810.49732846,-8.344650268554688e-07,0.9999999999999978
UM,ridge,1,outer_2,machine04,global_embed,7622766344611281.0,7622765977750471.0,20778360.965505127
UM,ridge,1,outer_2,machine05,local,55193169.222070545,0.0,1.0
UM,ridge,1,outer_2,machine05,global_pooled,236893071.9355441,181699902.71347356,4.29207228493079
UM,ridge,1,outer_2,machine05,global_onehot,197275707.24462238,142082538.02255183,3.5742775786416723
UM,ridge,1,outer_2,machine05,global_residual,55193169.22207087,3.2782554626464844e-07,1.000000000000006
UM,ridge,1,outer_2,machine05,global_embed,224528174020581.1,224528118827411.88,4068042.788360071
UM,ridge,1,outer_2,machine06,local,4603730.31364543,0.0,1.0
UM,ridge,1,outer_2,machine06,global_pooled,14715505.50487025,10111775.19122482,3.196430829419694
UM,ridge,1,outer_2,machine06,global_onehot,16181063.384266863,11577333.070621433,3.5147722133736385
UM,ridge,1,outer_2,machine06,global_residual,4603730.313645466,3.632158041000366e-08,1.000000000000008
UM,ridge,1,outer_2,machine06,global_embed,88648717230197.6,88648712626467.28,19255844.975854322
UM,ridge,1,outer_2,machine07,local,164709677.2838431,0.0,1.0
UM,ridge,1,outer_2,machine07,global_pooled,682312735.8060433,517603058.52220017,4.142517592516548
UM,ridge,1,outer_2,machine07,global_onehot,321582262.6057037,156872585.3218606,1.952418752248073
UM,ridge,1,outer_2,machine07,global_residual,164709677.28383785,-5.245208740234375e-06,0.9999999999999681
UM,ridge,1,outer_2,machine07,global_embed,1604362752646205.8,1604362587936528.5,9740549.426743263
UM,ridge,4,outer_0,machine01,local,431391573.6373015,0.0,1.0
UM,ridge,4,outer_0,machine01,global_pooled,1002064303.6224226,570672729.985121,2.3228648051084146
UM,ridge,4,outer_0,machine01,global_onehot,470253088.72491145,38861515.08760995,1.0900840847676903
UM,ridge,4,outer_0,machine01,global_residual,431391573.63730067,-8.344650268554688e-07,0.9999999999999981
UM,ridge,4,outer_0,machine01,global_embed,3.982647049691936e+16,3.9826470065527784e+16,92320928.20246884
UM,ridge,4,outer_0,machine02,local,230492967.36921647,0.0,1.0
UM,ridge,4,outer_0,machine02,global_pooled,976459467.5207072,745966500.1514908,4.2363959242043165
UM,ridge,4,outer_0,machine02,global_onehot,787354075.7906815,556861108.421465,3.4159570453594528
UM,ridge,4,outer_0,machine02,global_residual,230492967.36921504,-1.430511474609375e-06,0.9999999999999938
UM,ridge,4,outer_0,machine02,global_embed,3770879772489692.5,3770879541996725.0,16360064.324432455
UM,ridge,4,outer_0,machine03,local,558478423.7230225,0.0,1.0
UM,ridge,4,outer_0,machine03,global_pooled,994721560.2138203,436243136.4907979,1.7811280041628839
UM,ridge,4,outer_0,machine03,global_onehot,616472597.4612904,57994173.7382679,1.1038431768798826
UM,ridge,4,outer_0,machine03,global_residual,558478423.7230239,1.430511474609375e-06,1.0000000000000027
UM,ridge,4,outer_0,machine03,global_embed,4.734803974275405e+16,4.7348039184275624e+16,84780427.91181548
UM,ridge,4,outer_0,machine04,local,438315169.50103366,0.0,1.0
UM,ridge,4,outer_0,machine04,global_pooled,594319094.3733208,156003924.87228715,1.3559172388440899
UM,ridge,4,outer_0,machine04,global_onehot,447591359.32636803,9276189.82533437,1.0211632872206868
UM,ridge,4,outer_0,machine04,global_residual,438315169.5010337,5.960464477539063e-08,1.0000000000000002
UM,ridge,4,outer_0,machine04,global_embed,2.692876894118657e+16,2.69287685028714e+16,61436999.70923106
UM,ridge,4,outer_0,machine05,local,60783122.871407844,0.0,1.0
UM,ridge,4,outer_0,machine05,global_pooled,308090453.67079824,247307330.7993904,5.068684185947327
UM,ridge,4,outer_0,machine05,global_onehot,245908158.8571506,185125035.98574278,4.045665099790799
UM,ridge,4,outer_0,machine05,global_residual,60783122.87140771,-1.341104507446289e-07,0.9999999999999978
UM,ridge,4,outer_0,machine05,global_embed,1741183948022593.8,1741183887239471.0,28645845.52041238
UM,ridge,4,outer_0,machine06,local,5206639.787046766,0.0,1.0
UM,ridge,4,outer_0,machine06,global_pooled,42517331.216583855,37310691.42953709,8.165982851811593
UM,ridge,4,outer_0,machine06,global_onehot,42720335.026541635,37513695.23949487,8.204972261154413
UM,ridge,4,outer_0,machine06,global_residual,5206639.7870463645,-4.0140002965927124e-07,0.999999999999923
UM,ridge,4,outer_0,machine06,global_embed,293266113458329.3,293266108251689.5,56325408.60382266
UM,ridge,4,outer_0,machine07,local,106893857.0490303,0.0,1.0
UM,ridge,4,outer_0,machine07,global_pooled,1260422537.6693366,1153528680.6203063,11.791346785168423
UM,ridge,4,outer_0,machine07,global_onehot,1112727938.7180488,1005834081.6690185,10.409652803599933
UM,ridge,4,outer_0,machine07,global_residual,106893857.04903154,1.2367963790893555e-06,1.0000000000000115
UM,ridge,4,outer_0,machine07,global_embed,2059923754934075.5,2059923648040218.5,19270740.263298996
UM,ridge,4,outer_1,machine01,local,323315645.84746146,0.0,1.0
UM,ridge,4,outer_1,machine01,global_pooled,1076158552.7893848,752842906.9419234,3.3285075022231077
UM,ridge,4,outer_1,machine01,global_onehot,594373975.1241214,271058329.27665997,1.838370591581404
UM,ridge,4,outer_1,machine01,global_residual,323315645.84746206,5.960464477539062e-07,1.0000000000000018
UM,ridge,4,outer_1,machine01,global_embed,2.2981180091578908e+16,2.2981179768263264e+16,71079703.02934644
UM,ridge,4,outer_1,machine02,local,117941794.15706414,0.0,1.0
UM,ridge,4,outer_1,machine02,global_pooled,806221294.2462945,688279500.0892303,6.835755721781224
UM,ridge,4,outer_1,machine02,global_onehot,434434015.35798305,316492221.2009189,3.683461138292024
UM,ridge,4,outer_1,machine02,global_residual,117941794.15706387,-2.682209014892578e-07,0.9999999999999978
UM,ridge,4,outer_1,machine02,global_embed,5258245313039990.0,5258245195098196.0,44583392.60158734
UM,ridge,4,outer_1,machine03,local,319845119.3109211,0.0,1.0
UM,ridge,4,outer_1,machine03,global_pooled,710806649.0670191,390961529.75609803,2.2223463987769807
UM,ridge,4,outer_1,machine03,global_onehot,608272939.5425024,288427820.23158133,1.9017733984904144
UM,ridge,4,outer_1,machine03,global_residual,319845119.3109204,-6.556510925292969e-07,0.999999999999998
UM,ridge,4,outer_1,machine03,global_embed,2.5228495167663436e+16,2.5228494847818316e+16,78877224.14528653
UM,ridge,4,outer_1,machine04,local,298214482.93454784,0.0,1.0
UM,ridge,4,outer_1,machine04,global_pooled,418117230.03128976,119902747.09674191,1.4020688261577765
UM,ridge,4,outer_1,machine04,global_onehot,305857341.29427904,7642858.359731197,1.0256287296462683
UM,ridge,4,outer_1,machine04,global_residual,298214482.934549,1.1324882507324219e-06,1.0000000000000038
