target,horizon,outer_fold,router,selected,constituent,selected_flag
machine01_tx_bond0,1,outer_2,static,persistence,ewma,0.0
machine01_tx_bond0,1,outer_2,static,persistence,ridge,0.0
machine01_tx_bond0,1,outer_2,static,persistence,lightgbm,0.0
machine01_tx_bond0,1,outer_2,regime,per_timestep,persistence,0.4906413775892189
machine01_tx_bond0,1,outer_2,regime,per_timestep,ewma,0.2725230846019466
machine01_tx_bond0,1,outer_2,regime,per_timestep,ridge,0.0007486897928624906
machine01_tx_bond0,1,outer_2,regime,per_timestep,lightgbm,0.23608684801597205
machine01_tx_bond0,4,outer_2,static,persistence,persistence,1.0
machine01_tx_bond0,4,outer_2,static,persistence,ewma,0.0
machine01_tx_bond0,4,outer_2,static,persistence,ridge,0.0
machine01_tx_bond0,4,outer_2,static,persistence,lightgbm,0.0
machine01_tx_bond0,4,outer_2,regime,per_timestep,persistence,0.49330161512457743
machine01_tx_bond0,4,outer_2,regime,per_timestep,ewma,0.26655815700513336
machine01_tx_bond0,4,outer_2,regime,per_timestep,ridge,0.00037561036684612495
machine01_tx_bond0,4,outer_2,regime,per_timestep,lightgbm,0.2397646175034431
machine01_tx_bond0,8,outer_2,static,persistence,persistence,1.0
machine01_tx_bond0,8,outer_2,static,persistence,ewma,0.0
machine01_tx_bond0,8,outer_2,static,persistence,ridge,0.0
machine01_tx_bond0,8,outer_2,static,persistence,lightgbm,0.0
machine01_tx_bond0,8,outer_2,regime,per_timestep,persistence,0.4987424547283702
machine01_tx_bond0,8,outer_2,regime,per_timestep,ewma,0.4357394366197183
machine01_tx_bond0,8,outer_2,regime,per_timestep,ridge,0.0
machine01_tx_bond0,8,outer_2,regime,per_timestep,lightgbm,0.06551810865191147
machine01_tx_bond0,16,outer_2,static,persistence,persistence,1.0
machine01_tx_bond0,16,outer_2,static,persistence,ewma,0.0
machine01_tx_bond0,16,outer_2,static,persistence,ridge,0.0
machine01_tx_bond0,16,outer_2,static,persistence,lightgbm,0.0
machine01_tx_bond0,16,outer_2,regime,per_timestep,persistence,0.48757606490872213
machine01_tx_bond0,16,outer_2,regime,per_timestep,ewma,0.07302231237322515
machine01_tx_bond0,16,outer_2,regime,per_timestep,ridge,0.0002535496957403651
machine01_tx_bond0,16,outer_2,regime,per_timestep,lightgbm,0.43914807302231235
machine01_rx_bond0,1,outer_2,static,ewma,persistence,0.0
machine01_rx_bond0,1,outer_2,static,ewma,ewma,1.0
machine01_rx_bond0,1,outer_2,static,ewma,ridge,0.0
machine01_rx_bond0,1,outer_2,static,ewma,lightgbm,0.0
machine01_rx_bond0,1,outer_2,regime,per_timestep,persistence,0.2936975316376394
machine01_rx_bond0,1,outer_2,regime,per_timestep,ewma,0.1176544292695151
machine01_rx_bond0,1,outer_2,regime,per_timestep,ridge,0.043979451196591905
machine01_rx_bond0,1,outer_2,regime,per_timestep,lightgbm,0.5446685878962536
machine01_rx_bond0,4,outer_2,static,ewma,persistence,0.0
machine01_rx_bond0,4,outer_2,static,ewma,ewma,1.0
machine01_rx_bond0,4,outer_2,static,ewma,ridge,0.0
machine01_rx_bond0,4,outer_2,static,ewma,lightgbm,0.0
machine01_rx_bond0,4,outer_2,regime,per_timestep,persistence,0.289288408348001
machine01_rx_bond0,4,outer_2,regime,per_timestep,ewma,0.13967814935881318
machine01_rx_bond0,4,outer_2,regime,per_timestep,ridge,0.04136283630877546
machine01_rx_bond0,4,outer_2,regime,per_timestep,lightgbm,0.5296706059844104
machine01_rx_bond0,8,outer_2,static,ewma,persistence,0.0
machine01_rx_bond0,8,outer_2,static,ewma,ewma,1.0
machine01_rx_bond0,8,outer_2,static,ewma,ridge,0.0
machine01_rx_bond0,8,outer_2,static,ewma,lightgbm,0.0
machine01_rx_bond0,8,outer_2,regime,per_timestep,persistence,0.29616064662793634
machine01_rx_bond0,8,outer_2,regime,per_timestep,ewma,0.11568577923718111
machine01_rx_bond0,8,outer_2,regime,per_timestep,ridge,0.05102298560242485
machine01_rx_bond0,8,outer_2,regime,per_timestep,lightgbm,0.5371305885324577
machine01_rx_bond0,16,outer_2,static,ewma,persistence,0.0
machine01_rx_bond0,16,outer_2,static,ewma,ewma,1.0
machine01_rx_bond0,16,outer_2,static,ewma,ridge,0.0
machine01_rx_bond0,16,outer_2,static,ewma,lightgbm,0.0
machine01_rx_bond0,16,outer_2,regime,per_timestep,persistence,0.2939077236808565
machine01_rx_bond0,16,outer_2,regime,per_timestep,ewma,0.11967881723171042
machine01_rx_bond0,16,outer_2,regime,per_timestep,ridge,0.05212847310731583
machine01_rx_bond0,16,outer_2,regime,per_timestep,lightgbm,0.5342849859801173
averageRttWithGoogleDns,1,outer_2,static,ewma,persistence,0.0
averageRttWithGoogleDns,1,outer_2,static,ewma,ewma,1.0
averageRttWithGoogleDns,1,outer_2,static,ewma,ridge,0.0
averageRttWithGoogleDns,1,outer_2,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,1,outer_2,regime,per_timestep,persistence,0.4882232153641744
averageRttWithGoogleDns,1,outer_2,regime,per_timestep,ewma,0.5033216572049765
averageRttWithGoogleDns,1,outer_2,regime,per_timestep,ridge,0.0025365382292547407
averageRttWithGoogleDns,1,outer_2,regime,per_timestep,lightgbm,0.005918589201594396
averageRttWithGoogleDns,4,outer_2,static,ewma,persistence,0.0
averageRttWithGoogleDns,4,outer_2,static,ewma,ewma,1.0
averageRttWithGoogleDns,4,outer_2,static,ewma,ridge,0.0
averageRttWithGoogleDns,4,outer_2,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,4,outer_2,regime,per_timestep,persistence,0.49238762687288545
averageRttWithGoogleDns,4,outer_2,regime,per_timestep,ewma,0.471725471242146
averageRttWithGoogleDns,4,outer_2,regime,per_timestep,ridge,0.003987433542774287
averageRttWithGoogleDns,4,outer_2,regime,per_timestep,lightgbm,0.031899468342194294
averageRttWithGoogleDns,8,outer_2,static,ewma,persistence,0.0
averageRttWithGoogleDns,8,outer_2,static,ewma,ewma,1.0
averageRttWithGoogleDns,8,outer_2,static,ewma,ridge,0.0
averageRttWithGoogleDns,8,outer_2,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,8,outer_2,regime,per_timestep,persistence,0.47642649903288203
averageRttWithGoogleDns,8,outer_2,regime,per_timestep,ewma,0.49770309477756286
averageRttWithGoogleDns,8,outer_2,regime,per_timestep,ridge,0.002538684719535783
averageRttWithGoogleDns,8,outer_2,regime,per_timestep,lightgbm,0.023331721470019343
averageRttWithGoogleDns,16,outer_2,static,ewma,persistence,0.0
averageRttWithGoogleDns,16,outer_2,static,ewma,ewma,1.0
averageRttWithGoogleDns,16,outer_2,static,ewma,ridge,0.0
averageRttWithGoogleDns,16,outer_2,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,16,outer_2,regime,per_timestep,persistence,0.4640609874152953
averageRttWithGoogleDns,16,outer_2,regime,per_timestep,ewma,0.508107454017425
averageRttWithGoogleDns,16,outer_2,regime,per_timestep,ridge,0.0027831558567279766
averageRttWithGoogleDns,16,outer_2,regime,per_timestep,lightgbm,0.025048402710551792
jitterWithGoogleDns,1,outer_2,static,ewma,persistence,0.0
jitterWithGoogleDns,1,outer_2,static,ewma,ewma,1.0
jitterWithGoogleDns,1,outer_2,static,ewma,ridge,0.0
jitterWithGoogleDns,1,outer_2,static,ewma,lightgbm,0.0
jitterWithGoogleDns,1,outer_2,regime,per_timestep,persistence,0.6372786805723988
jitterWithGoogleDns,1,outer_2,regime,per_timestep,ewma,0.32088285229202035
jitterWithGoogleDns,1,outer_2,regime,per_timestep,ridge,0.04001940334707737
jitterWithGoogleDns,1,outer_2,regime,per_timestep,lightgbm,0.001819063788503517
jitterWithGoogleDns,4,outer_2,static,ewma,persistence,0.0
jitterWithGoogleDns,4,outer_2,static,ewma,ewma,1.0
jitterWithGoogleDns,4,outer_2,static,ewma,ridge,0.0
jitterWithGoogleDns,4,outer_2,static,ewma,lightgbm,0.0
jitterWithGoogleDns,4,outer_2,regime,per_timestep,persistence,0.6006067961165048
jitterWithGoogleDns,4,outer_2,regime,per_timestep,ewma,0.34817961165048544
jitterWithGoogleDns,4,outer_2,regime,per_timestep,ridge,0.04053398058252427
jitterWithGoogleDns,4,outer_2,regime,per_timestep,lightgbm,0.010679611650485437
jitterWithGoogleDns,8,outer_2,static,ewma,persistence,0.0
jitterWithGoogleDns,8,outer_2,static,ewma,ewma,1.0
jitterWithGoogleDns,8,outer_2,static,ewma,ridge,0.0
jitterWithGoogleDns,8,outer_2,static,ewma,lightgbm,0.0
jitterWithGoogleDns,8,outer_2,regime,per_timestep,persistence,0.613581146744412
jitterWithGoogleDns,8,outer_2,regime,per_timestep,ewma,0.33746355685131196
jitterWithGoogleDns,8,outer_2,regime,per_timestep,ridge,0.044096209912536447
jitterWithGoogleDns,8,outer_2,regime,per_timestep,lightgbm,0.004859086491739553
jitterWithGoogleDns,16,outer_2,static,ewma,persistence,0.0
jitterWithGoogleDns,16,outer_2,static,ewma,ewma,1.0
jitterWithGoogleDns,16,outer_2,static,ewma,ridge,0.0
jitterWithGoogleDns,16,outer_2,static,ewma,lightgbm,0.0
jitterWithGoogleDns,16,outer_2,regime,per_timestep,persistence,0.6435004868549172
jitterWithGoogleDns,16,outer_2,regime,per_timestep,ewma,0.3285053554040896
jitterWithGoogleDns,16,outer_2,regime,per_timestep,ridge,0.02385589094449854
jitterWithGoogleDns,16,outer_2,regime,per_timestep,lightgbm,0.004138266796494644
machine01_DWT,1,outer_2,static,ewma,persistence,0.0
machine01_DWT,1,outer_2,static,ewma,ewma,1.0
machine01_DWT,1,outer_2,static,ewma,ridge,0.0
machine01_DWT,1,outer_2,static,ewma,lightgbm,0.0
machine01_DWT,1,outer_2,regime,per_timestep,persistence,0.5548164257387744
machine01_DWT,1,outer_2,regime,per_timestep,ewma,0.4423691953434822
machine01_DWT,1,outer_2,regime,per_timestep,ridge,0.0002558526288857618
machine01_DWT,1,outer_2,regime,per_timestep,lightgbm,0.002558526288857618
machine01_DWT,4,outer_2,static,ewma,persistence,0.0
machine01_DWT,4,outer_2,static,ewma,ewma,1.0
machine01_DWT,4,outer_2,static,ewma,ridge,0.0
machine01_DWT,4,outer_2,static,ewma,lightgbm,0.0
machine01_DWT,4,outer_2,regime,per_timestep,persistence,0.5253474009264024
machine01_DWT,4,outer_2,regime,per_timestep,ewma,0.4696345856922285
machine01_DWT,4,outer_2,regime,per_timestep,ridge,0.0002573340195573855
machine01_DWT,4,outer_2,regime,per_timestep,lightgbm,0.004760679361811631
machine01_DWT,8,outer_2,static,ewma,persistence,0.0
machine01_DWT,8,outer_2,static,ewma,ewma,1.0
machine01_DWT,8,outer_2,static,ewma,ridge,0.0
machine01_DWT,8,outer_2,static,ewma,lightgbm,0.0
machine01_DWT,8,outer_2,regime,per_timestep,persistence,0.54201244813278
machine01_DWT,8,outer_2,regime,per_timestep,ewma,0.44852178423236516
machine01_DWT,8,outer_2,regime,per_timestep,ridge,0.00025933609958506224
machine01_DWT,8,outer_2,regime,per_timestep,lightgbm,0.00920643153526971
machine01_DWT,16,outer_2,static,ewma,persistence,0.0
machine01_DWT,16,outer_2,static,ewma,ewma,1.0
machine01_DWT,16,outer_2,static,ewma,ridge,0.0
machine01_DWT,16,outer_2,static,ewma,lightgbm,0.0
machine01_DWT,16,outer_2,regime,per_timestep,persistence,0.48893572181243417
machine01_DWT,16,outer_2,regime,per_timestep,ewma,0.49894625922023184
machine01_DWT,16,outer_2,regime,per_timestep,ridge,0.00026343519494204424
machine01_DWT,16,outer_2,regime,per_timestep,lightgbm,0.01185458377239199
