target,horizon,outer_fold,router,selected,constituent,selected_flag
machine06_CU,4,outer_1,regime,per_timestep,ewma,0.05319148936170213
machine06_CU,4,outer_1,regime,per_timestep,ridge,0.10493827160493827
machine06_CU,4,outer_1,regime,per_timestep,lightgbm,0.7017336485421591
machine06_CU,8,outer_1,static,lightgbm,persistence,0.0
machine06_CU,8,outer_1,static,lightgbm,ewma,0.0
machine06_CU,8,outer_1,static,lightgbm,ridge,0.0
machine06_CU,8,outer_1,static,lightgbm,lightgbm,1.0
machine06_CU,8,outer_1,regime,per_timestep,persistence,0.0977712921199257
machine06_CU,8,outer_1,regime,per_timestep,ewma,0.054921729901830724
machine06_CU,8,outer_1,regime,per_timestep,ridge,0.13345715043778192
machine06_CU,8,outer_1,regime,per_timestep,lightgbm,0.7138498275404617
machine06_CU,16,outer_1,static,lightgbm,persistence,0.0
machine06_CU,16,outer_1,static,lightgbm,ewma,0.0
machine06_CU,16,outer_1,static,lightgbm,ridge,0.0
machine06_CU,16,outer_1,static,lightgbm,lightgbm,1.0
machine06_CU,16,outer_1,regime,per_timestep,persistence,0.11872207932855015
machine06_CU,16,outer_1,regime,per_timestep,ewma,0.05157709489643969
machine06_CU,16,outer_1,regime,per_timestep,ridge,0.07337214024637877
machine06_CU,16,outer_1,regime,per_timestep,lightgbm,0.7563286855286314
cluster_UM,1,outer_1,static,ridge,persistence,0.0
cluster_UM,1,outer_1,static,ridge,ewma,0.0
cluster_UM,1,outer_1,static,ridge,ridge,1.0
cluster_UM,1,outer_1,static,ridge,lightgbm,0.0
cluster_UM,1,outer_1,regime,per_timestep,persistence,0.37409376510391495
cluster_UM,1,outer_1,regime,per_timestep,ewma,0.08011116481391976
cluster_UM,1,outer_1,regime,per_timestep,ridge,0.09533591106814887
cluster_UM,1,outer_1,regime,per_timestep,lightgbm,0.45045915901401645
cluster_UM,4,outer_1,static,ridge,persistence,0.0
cluster_UM,4,outer_1,static,ridge,ewma,0.0
cluster_UM,4,outer_1,static,ridge,ridge,1.0
cluster_UM,4,outer_1,static,ridge,lightgbm,0.0
cluster_UM,4,outer_1,regime,per_timestep,persistence,0.7535355977275474
cluster_UM,4,outer_1,regime,per_timestep,ewma,0.08388734437326242
cluster_UM,4,outer_1,regime,per_timestep,ridge,0.07433820863048471
cluster_UM,4,outer_1,regime,per_timestep,lightgbm,0.08823884926870543
cluster_UM,8,outer_1,static,ridge,persistence,0.0
cluster_UM,8,outer_1,static,ridge,ewma,0.0
cluster_UM,8,outer_1,static,ridge,ridge,1.0
cluster_UM,8,outer_1,static,ridge,lightgbm,0.0
cluster_UM,8,outer_1,regime,per_timestep,persistence,0.7497883661869633
cluster_UM,8,outer_1,regime,per_timestep,ewma,0.088644334260491
cluster_UM,8,outer_1,regime,per_timestep,ridge,0.08465352521465715
cluster_UM,8,outer_1,regime,per_timestep,lightgbm,0.0769137743378885
cluster_UM,16,outer_1,static,ridge,persistence,0.0
cluster_UM,16,outer_1,static,ridge,ewma,0.0
cluster_UM,16,outer_1,static,ridge,ridge,1.0
cluster_UM,16,outer_1,static,ridge,lightgbm,0.0
cluster_UM,16,outer_1,regime,per_timestep,persistence,0.5555017552354437
cluster_UM,16,outer_1,regime,per_timestep,ewma,0.3039583585522334
cluster_UM,16,outer_1,regime,per_timestep,ridge,0.06948311342452487
cluster_UM,16,outer_1,regime,per_timestep,lightgbm,0.07105677278779808
machine01_UM,1,outer_1,static,persistence,persistence,1.0
machine01_UM,1,outer_1,static,persistence,ewma,0.0
machine01_UM,1,outer_1,static,persistence,ridge,0.0
machine01_UM,1,outer_1,static,persistence,lightgbm,0.0
machine01_UM,1,outer_1,regime,per_timestep,persistence,0.9549299178347027
machine01_UM,1,outer_1,regime,per_timestep,ewma,0.018487191880135333
machine01_UM,1,outer_1,regime,per_timestep,ridge,0.016916384726921217
machine01_UM,1,outer_1,regime,per_timestep,lightgbm,0.009666505558240696
machine01_UM,4,outer_1,static,persistence,persistence,1.0
machine01_UM,4,outer_1,static,persistence,ewma,0.0
machine01_UM,4,outer_1,static,persistence,ridge,0.0
machine01_UM,4,outer_1,static,persistence,lightgbm,0.0
machine01_UM,4,outer_1,regime,per_timestep,persistence,0.9556388250936783
machine01_UM,4,outer_1,regime,per_timestep,ewma,0.014988516862081469
machine01_UM,4,outer_1,regime,per_timestep,ridge,0.02163664934123051
machine01_UM,4,outer_1,regime,per_timestep,lightgbm,0.007736008703009791
machine01_UM,8,outer_1,static,persistence,persistence,1.0
machine01_UM,8,outer_1,static,persistence,ewma,0.0
machine01_UM,8,outer_1,static,persistence,ridge,0.0
machine01_UM,8,outer_1,static,persistence,lightgbm,0.0
machine01_UM,8,outer_1,regime,per_timestep,persistence,0.917523279719434
machine01_UM,8,outer_1,regime,per_timestep,ewma,0.030475269077276577
machine01_UM,8,outer_1,regime,per_timestep,ridge,0.04111742653283348
machine01_UM,8,outer_1,regime,per_timestep,lightgbm,0.010884024670455919
machine01_UM,16,outer_1,static,persistence,persistence,1.0
machine01_UM,16,outer_1,static,persistence,ewma,0.0
machine01_UM,16,outer_1,static,persistence,ridge,0.0
machine01_UM,16,outer_1,static,persistence,lightgbm,0.0
machine01_UM,16,outer_1,regime,per_timestep,persistence,0.9352378646652948
machine01_UM,16,outer_1,regime,per_timestep,ewma,0.02287858612758746
machine01_UM,16,outer_1,regime,per_timestep,ridge,0.034741556712262436
machine01_UM,16,outer_1,regime,per_timestep,lightgbm,0.007141992494855344
machine01_tx_bond0,1,outer_1,static,ewma,persistence,0.0
machine01_tx_bond0,1,outer_1,static,ewma,ewma,1.0
machine01_tx_bond0,1,outer_1,static,ewma,ridge,0.0
machine01_tx_bond0,1,outer_1,static,ewma,lightgbm,0.0
machine01_tx_bond0,1,outer_1,regime,per_timestep,persistence,0.3190451745379877
machine01_tx_bond0,1,outer_1,regime,per_timestep,ewma,0.4362166324435318
machine01_tx_bond0,1,outer_1,regime,per_timestep,ridge,0.011165297741273101
machine01_tx_bond0,1,outer_1,regime,per_timestep,lightgbm,0.2335728952772074
machine01_tx_bond0,4,outer_1,static,ewma,persistence,0.0
machine01_tx_bond0,4,outer_1,static,ewma,ewma,1.0
machine01_tx_bond0,4,outer_1,static,ewma,ridge,0.0
machine01_tx_bond0,4,outer_1,static,ewma,lightgbm,0.0
machine01_tx_bond0,4,outer_1,regime,per_timestep,persistence,0.3056667096940751
machine01_tx_bond0,4,outer_1,regime,per_timestep,ewma,0.3243836323738221
machine01_tx_bond0,4,outer_1,regime,per_timestep,ridge,0.025429198399380404
machine01_tx_bond0,4,outer_1,regime,per_timestep,lightgbm,0.34452045953272237
machine01_tx_bond0,8,outer_1,static,ewma,persistence,0.0
machine01_tx_bond0,8,outer_1,static,ewma,ewma,1.0
machine01_tx_bond0,8,outer_1,static,ewma,ridge,0.0
machine01_tx_bond0,8,outer_1,static,ewma,lightgbm,0.0
machine01_tx_bond0,8,outer_1,regime,per_timestep,persistence,0.294783400546377
machine01_tx_bond0,8,outer_1,regime,per_timestep,ewma,0.4797710420189931
machine01_tx_bond0,8,outer_1,regime,per_timestep,ridge,0.027448939768440223
machine01_tx_bond0,8,outer_1,regime,per_timestep,lightgbm,0.19799661766618967
machine01_tx_bond0,16,outer_1,static,ewma,persistence,0.0
machine01_tx_bond0,16,outer_1,static,ewma,ewma,1.0
machine01_tx_bond0,16,outer_1,static,ewma,ridge,0.0
machine01_tx_bond0,16,outer_1,static,ewma,lightgbm,0.0
machine01_tx_bond0,16,outer_1,regime,per_timestep,persistence,0.301572617946346
machine01_tx_bond0,16,outer_1,regime,per_timestep,ewma,0.22188449848024316
machine01_tx_bond0,16,outer_1,regime,per_timestep,ridge,0.023919651116690893
machine01_tx_bond0,16,outer_1,regime,per_timestep,lightgbm,0.45262323245672
machine01_rx_bond0,1,outer_1,static,ridge,persistence,0.0
machine01_rx_bond0,1,outer_1,static,ridge,ewma,0.0
machine01_rx_bond0,1,outer_1,static,ridge,ridge,1.0
machine01_rx_bond0,1,outer_1,static,ridge,lightgbm,0.0
machine01_rx_bond0,1,outer_1,regime,per_timestep,persistence,0.1481006160164271
machine01_rx_bond0,1,outer_1,regime,per_timestep,ewma,0.09509753593429159
machine01_rx_bond0,1,outer_1,regime,per_timestep,ridge,0.10626283367556469
machine01_rx_bond0,1,outer_1,regime,per_timestep,lightgbm,0.6505390143737166
machine01_rx_bond0,4,outer_1,static,ridge,persistence,0.0
machine01_rx_bond0,4,outer_1,static,ridge,ewma,0.0
machine01_rx_bond0,4,outer_1,static,ridge,ridge,1.0
machine01_rx_bond0,4,outer_1,static,ridge,lightgbm,0.0
machine01_rx_bond0,4,outer_1,regime,per_timestep,persistence,0.16599974183554925
machine01_rx_bond0,4,outer_1,regime,per_timestep,ewma,0.06828449722473215
machine01_rx_bond0,4,outer_1,regime,per_timestep,ridge,0.1044275203304505
machine01_rx_bond0,4,outer_1,regime,per_timestep,lightgbm,0.661288240609268
machine01_rx_bond0,8,outer_1,static,ridge,persistence,0.0
machine01_rx_bond0,8,outer_1,static,ridge,ewma,0.0
machine01_rx_bond0,8,outer_1,static,ridge,ridge,1.0
machine01_rx_bond0,8,outer_1,static,ridge,lightgbm,0.0
machine01_rx_bond0,8,outer_1,regime,per_timestep,persistence,0.17106803694549239
machine01_rx_bond0,8,outer_1,regime,per_timestep,ewma,0.09262391049824378
machine01_rx_bond0,8,outer_1,regime,per_timestep,ridge,0.058020033823338105
machine01_rx_bond0,8,outer_1,regime,per_timestep,lightgbm,0.6782880187329258
machine01_rx_bond0,16,outer_1,static,ridge,persistence,0.0
machine01_rx_bond0,16,outer_1,static,ridge,ewma,0.0
machine01_rx_bond0,16,outer_1,static,ridge,ridge,1.0
machine01_rx_bond0,16,outer_1,static,ridge,lightgbm,0.0
machine01_rx_bond0,16,outer_1,regime,per_timestep,persistence,0.15673318356019558
machine01_rx_bond0,16,outer_1,regime,per_timestep,ewma,0.06739791198625611
machine01_rx_bond0,16,outer_1,regime,per_timestep,ridge,0.04612131624157526
machine01_rx_bond0,16,outer_1,regime,per_timestep,lightgbm,0.729747588211973
averageRttWithGoogleDns,1,outer_1,static,ewma,persistence,0.0
averageRttWithGoogleDns,1,outer_1,static,ewma,ewma,1.0
averageRttWithGoogleDns,1,outer_1,static,ewma,ridge,0.0
averageRttWithGoogleDns,1,outer_1,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,1,outer_1,regime,per_timestep,persistence,0.42390380177335113
averageRttWithGoogleDns,1,outer_1,regime,per_timestep,ewma,0.5543544273047492
averageRttWithGoogleDns,1,outer_1,regime,per_timestep,ridge,0.0018219361107737156
averageRttWithGoogleDns,1,outer_1,regime,per_timestep,lightgbm,0.019919834811125955
averageRttWithGoogleDns,4,outer_1,static,ewma,persistence,0.0
averageRttWithGoogleDns,4,outer_1,static,ewma,ewma,1.0
averageRttWithGoogleDns,4,outer_1,static,ewma,ridge,0.0
averageRttWithGoogleDns,4,outer_1,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,4,outer_1,regime,per_timestep,persistence,0.40950528746809284
averageRttWithGoogleDns,4,outer_1,regime,per_timestep,ewma,0.5776103075240063
averageRttWithGoogleDns,4,outer_1,regime,per_timestep,ridge,0.0015801628783274583
averageRttWithGoogleDns,4,outer_1,regime,per_timestep,lightgbm,0.011304242129573356
averageRttWithGoogleDns,8,outer_1,static,ewma,persistence,0.0
averageRttWithGoogleDns,8,outer_1,static,ewma,ewma,1.0
averageRttWithGoogleDns,8,outer_1,static,ewma,ridge,0.0
averageRttWithGoogleDns,8,outer_1,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,8,outer_1,regime,per_timestep,persistence,0.46063998053291155
averageRttWithGoogleDns,8,outer_1,regime,per_timestep,ewma,0.5206229468305147
averageRttWithGoogleDns,8,outer_1,regime,per_timestep,ridge,0.0027983939652025795
averageRttWithGoogleDns,8,outer_1,regime,per_timestep,lightgbm,0.015938678671371213
averageRttWithGoogleDns,16,outer_1,static,ewma,persistence,0.0
averageRttWithGoogleDns,16,outer_1,static,ewma,ewma,1.0
averageRttWithGoogleDns,16,outer_1,static,ewma,ridge,0.0
averageRttWithGoogleDns,16,outer_1,static,ewma,lightgbm,0.0
averageRttWithGoogleDns,16,outer_1,regime,per_timestep,persistence,0.45910032914787274
averageRttWithGoogleDns,16,outer_1,regime,per_timestep,ewma,0.5199317322930636
averageRttWithGoogleDns,16,outer_1,regime,per_timestep,ridge,0.0023162257710593686
averageRttWithGoogleDns,16,outer_1,regime,per_timestep,lightgbm,0.01865171278800439
jitterWithGoogleDns,1,outer_1,static,ridge,persistence,0.0
jitterWithGoogleDns,1,outer_1,static,ridge,ewma,0.0
jitterWithGoogleDns,1,outer_1,static,ridge,ridge,1.0
jitterWithGoogleDns,1,outer_1,static,ridge,lightgbm,0.0
jitterWithGoogleDns,1,outer_1,regime,per_timestep,persistence,0.6005603605798514
jitterWithGoogleDns,1,outer_1,regime,per_timestep,ewma,0.39103423072237786
jitterWithGoogleDns,1,outer_1,regime,per_timestep,ridge,0.0017054452430259471
jitterWithGoogleDns,1,outer_1,regime,per_timestep,lightgbm,0.006699963454744792
jitterWithGoogleDns,4,outer_1,static,ridge,persistence,0.0
jitterWithGoogleDns,4,outer_1,static,ridge,ewma,0.0
jitterWithGoogleDns,4,outer_1,static,ridge,ridge,1.0
jitterWithGoogleDns,4,outer_1,static,ridge,lightgbm,0.0
jitterWithGoogleDns,4,outer_1,regime,per_timestep,persistence,0.6543947336340363
jitterWithGoogleDns,4,outer_1,regime,per_timestep,ewma,0.32902596610995977
jitterWithGoogleDns,4,outer_1,regime,per_timestep,ridge,0.0013409728148238449
jitterWithGoogleDns,4,outer_1,regime,per_timestep,lightgbm,0.015238327441180055
jitterWithGoogleDns,8,outer_1,static,ridge,persistence,0.0
jitterWithGoogleDns,8,outer_1,static,ridge,ewma,0.0
jitterWithGoogleDns,8,outer_1,static,ridge,ridge,1.0
jitterWithGoogleDns,8,outer_1,static,ridge,lightgbm,0.0
jitterWithGoogleDns,8,outer_1,regime,per_timestep,persistence,0.6848078096400244
jitterWithGoogleDns,8,outer_1,regime,per_timestep,ewma,0.3077486272117145
jitterWithGoogleDns,8,outer_1,regime,per_timestep,ridge,0.0024405125076266015
jitterWithGoogleDns,8,outer_1,regime,per_timestep,lightgbm,0.0050030506406345335
jitterWithGoogleDns,16,outer_1,static,ridge,persistence,0.0
jitterWithGoogleDns,16,outer_1,static,ridge,ewma,0.0
jitterWithGoogleDns,16,outer_1,static,ridge,ridge,1.0
jitterWithGoogleDns,16,outer_1,static,ridge,lightgbm,0.0
jitterWithGoogleDns,16,outer_1,regime,per_timestep,persistence,0.6167013082283898
jitterWithGoogleDns,16,outer_1,regime,per_timestep,ewma,0.3643477197701431
jitterWithGoogleDns,16,outer_1,regime,per_timestep,ridge,0.002812079716346742
jitterWithGoogleDns,16,outer_1,regime,per_timestep,lightgbm,0.01613889228512043
machine01_DWT,1,outer_1,static,ewma,persistence,0.0
machine01_DWT,1,outer_1,static,ewma,ewma,1.0
machine01_DWT,1,outer_1,static,ewma,ridge,0.0
machine01_DWT,1,outer_1,static,ewma,lightgbm,0.0
machine01_DWT,1,outer_1,regime,per_timestep,persistence,0.449181626187962
machine01_DWT,1,outer_1,regime,per_timestep,ewma,0.5488384371700106
machine01_DWT,1,outer_1,regime,per_timestep,ridge,0.0
machine01_DWT,1,outer_1,regime,per_timestep,lightgbm,0.001979936642027455
machine01_DWT,4,outer_1,static,lightgbm,persistence,0.0
machine01_DWT,4,outer_1,static,lightgbm,ewma,0.0
machine01_DWT,4,outer_1,static,lightgbm,ridge,0.0
machine01_DWT,4,outer_1,static,lightgbm,lightgbm,1.0
machine01_DWT,4,outer_1,regime,per_timestep,persistence,0.4440750099747307
machine01_DWT,4,outer_1,regime,per_timestep,ewma,0.554063040297912
machine01_DWT,4,outer_1,regime,per_timestep,ridge,0.0
machine01_DWT,4,outer_1,regime,per_timestep,lightgbm,0.0018619497273573613
machine01_DWT,8,outer_1,static,ewma,persistence,0.0
machine01_DWT,8,outer_1,static,ewma,ewma,1.0
machine01_DWT,8,outer_1,static,ewma,ridge,0.0
machine01_DWT,8,outer_1,static,ewma,lightgbm,0.0
machine01_DWT,8,outer_1,regime,per_timestep,persistence,0.4455192798602714
machine01_DWT,8,outer_1,regime,per_timestep,ewma,0.5512562138922478
machine01_DWT,8,outer_1,regime,per_timestep,ridge,0.0
machine01_DWT,8,outer_1,regime,per_timestep,lightgbm,0.0032245062474808546
machine01_DWT,16,outer_1,static,lightgbm,persistence,0.0
machine01_DWT,16,outer_1,static,lightgbm,ewma,0.0
machine01_DWT,16,outer_1,static,lightgbm,ridge,0.0
machine01_DWT,16,outer_1,static,lightgbm,lightgbm,1.0
machine01_DWT,16,outer_1,regime,per_timestep,persistence,0.44877245919626935
machine01_DWT,16,outer_1,regime,per_timestep,ewma,0.5495816760389521
machine01_DWT,16,outer_1,regime,per_timestep,ridge,0.0
machine01_DWT,16,outer_1,regime,per_timestep,lightgbm,0.001645864764778494
cluster_mean_CU,1,outer_2,static,lightgbm,persistence,0.0
cluster_mean_CU,1,outer_2,static,lightgbm,ewma,0.0
cluster_mean_CU,1,outer_2,static,lightgbm,ridge,0.0
cluster_mean_CU,1,outer_2,static,lightgbm,lightgbm,1.0
cluster_mean_CU,1,outer_2,regime,per_timestep,persistence,0.09856262833675565
cluster_mean_CU,1,outer_2,regime,per_timestep,ewma,0.09554293996859524
cluster_mean_CU,1,outer_2,regime,per_timestep,ridge,0.05677014132141563
cluster_mean_CU,1,outer_2,regime,per_timestep,lightgbm,0.7491242903732335
cluster_mean_CU,4,outer_2,static,lightgbm,persistence,0.0
cluster_mean_CU,4,outer_2,static,lightgbm,ewma,0.0
cluster_mean_CU,4,outer_2,static,lightgbm,ridge,0.0
cluster_mean_CU,4,outer_2,static,lightgbm,lightgbm,1.0
cluster_mean_CU,4,outer_2,regime,per_timestep,persistence,0.15623489608506524
cluster_mean_CU,4,outer_2,regime,per_timestep,ewma,0.07600289995166747
cluster_mean_CU,4,outer_2,regime,per_timestep,ridge,0.04664088931851136
cluster_mean_CU,4,outer_2,regime,per_timestep,lightgbm,0.7211213146447559
cluster_mean_CU,8,outer_2,static,lightgbm,persistence,0.0
cluster_mean_CU,8,outer_2,static,lightgbm,ewma,0.0
cluster_mean_CU,8,outer_2,static,lightgbm,ridge,0.0
cluster_mean_CU,8,outer_2,static,lightgbm,lightgbm,1.0
cluster_mean_CU,8,outer_2,regime,per_timestep,persistence,0.08994197292069632
cluster_mean_CU,8,outer_2,regime,per_timestep,ewma,0.10166827852998066
cluster_mean_CU,8,outer_2,regime,per_timestep,ridge,0.044366537717601545
cluster_mean_CU,8,outer_2,regime,per_timestep,lightgbm,0.7640232108317214
cluster_mean_CU,16,outer_2,static,lightgbm,persistence,0.0
cluster_mean_CU,16,outer_2,static,lightgbm,ewma,0.0
cluster_mean_CU,16,outer_2,static,lightgbm,ridge,0.0
cluster_mean_CU,16,outer_2,static,lightgbm,lightgbm,1.0
cluster_mean_CU,16,outer_2,regime,per_timestep,persistence,0.14883833494675702
cluster_mean_CU,16,outer_2,regime,per_timestep,ewma,0.10346079380445306
cluster_mean_CU,16,outer_2,regime,per_timestep,ridge,0.07320909970958374
cluster_mean_CU,16,outer_2,regime,per_timestep,lightgbm,0.6744917715392061
machine01_CU,1,outer_2,static,lightgbm,persistence,0.0
machine01_CU,1,outer_2,static,lightgbm,ewma,0.0
machine01_CU,1,outer_2,static,lightgbm,ridge,0.0
machine01_CU,1,outer_2,static,lightgbm,lightgbm,1.0
machine01_CU,1,outer_2,regime,per_timestep,persistence,0.08405985686402082
machine01_CU,1,outer_2,regime,per_timestep,ewma,0.09056603773584905
machine01_CU,1,outer_2,regime,per_timestep,ridge,0.004033832140533507
machine01_CU,1,outer_2,regime,per_timestep,lightgbm,0.8213402732595966
machine01_CU,4,outer_2,static,lightgbm,persistence,0.0
machine01_CU,4,outer_2,static,lightgbm,ewma,0.0
machine01_CU,4,outer_2,static,lightgbm,ridge,0.0
machine01_CU,4,outer_2,static,lightgbm,lightgbm,1.0
machine01_CU,4,outer_2,regime,per_timestep,persistence,0.06948085998951233
machine01_CU,4,outer_2,regime,per_timestep,ewma,0.06384373361300472
machine01_CU,4,outer_2,regime,per_timestep,ridge,0.00275301520713162
machine01_CU,4,outer_2,regime,per_timestep,lightgbm,0.8639223911903513
machine01_CU,8,outer_2,static,lightgbm,persistence,0.0
machine01_CU,8,outer_2,static,lightgbm,ewma,0.0
machine01_CU,8,outer_2,static,lightgbm,ridge,0.0
machine01_CU,8,outer_2,static,lightgbm,lightgbm,1.0
machine01_CU,8,outer_2,regime,per_timestep,persistence,0.06329449152542373
machine01_CU,8,outer_2,regime,per_timestep,ewma,0.05627648305084746
machine01_CU,8,outer_2,regime,per_timestep,ridge,0.005693855932203389
machine01_CU,8,outer_2,regime,per_timestep,lightgbm,0.8747351694915254
machine01_CU,16,outer_2,static,lightgbm,persistence,0.0
machine01_CU,16,outer_2,static,lightgbm,ewma,0.0
machine01_CU,16,outer_2,static,lightgbm,ridge,0.0
machine01_CU,16,outer_2,static,lightgbm,lightgbm,1.0
machine01_CU,16,outer_2,regime,per_timestep,persistence,0.0972972972972973
machine01_CU,16,outer_2,regime,per_timestep,ewma,0.09202702702702703
machine01_CU,16,outer_2,regime,per_timestep,ridge,0.009594594594594594
machine01_CU,16,outer_2,regime,per_timestep,lightgbm,0.8010810810810811
machine06_CU,1,outer_2,static,persistence,persistence,1.0
machine06_CU,1,outer_2,static,persistence,ewma,0.0
machine06_CU,1,outer_2,static,persistence,ridge,0.0
machine06_CU,1,outer_2,static,persistence,lightgbm,0.0
machine06_CU,1,outer_2,regime,per_timestep,persistence,0.08015614834092388
machine06_CU,1,outer_2,regime,per_timestep,ewma,0.050618087182823686
machine06_CU,1,outer_2,regime,per_timestep,ridge,0.03825634352635003
machine06_CU,1,outer_2,regime,per_timestep,lightgbm,0.8309694209499024
machine06_CU,4,outer_2,static,persistence,persistence,1.0
machine06_CU,4,outer_2,static,persistence,ewma,0.0
machine06_CU,4,outer_2,static,persistence,ridge,0.0
machine06_CU,4,outer_2,static,persistence,lightgbm,0.0
machine06_CU,4,outer_2,regime,per_timestep,persistence,0.08714454199973791
machine06_CU,4,outer_2,regime,per_timestep,ewma,0.08609618660725986
machine06_CU,4,outer_2,regime,per_timestep,ridge,0.02057397457738173
machine06_CU,4,outer_2,regime,per_timestep,lightgbm,0.8061852968156205
machine06_CU,8,outer_2,static,persistence,persistence,1.0
machine06_CU,8,outer_2,static,persistence,ewma,0.0
machine06_CU,8,outer_2,static,persistence,ridge,0.0
machine06_CU,8,outer_2,static,persistence,lightgbm,0.0
machine06_CU,8,outer_2,regime,per_timestep,persistence,0.08083079772456674
machine06_CU,8,outer_2,regime,per_timestep,ewma,0.05159412620717026
machine06_CU,8,outer_2,regime,per_timestep,ridge,0.014816774705648895
machine06_CU,8,outer_2,regime,per_timestep,lightgbm,0.8527583013626141
machine06_CU,16,outer_2,static,persistence,persistence,1.0
machine06_CU,16,outer_2,static,persistence,ewma,0.0
machine06_CU,16,outer_2,static,persistence,ridge,0.0
machine06_CU,16,outer_2,static,persistence,lightgbm,0.0
machine06_CU,16,outer_2,regime,per_timestep,persistence,0.07228590694538098
machine06_CU,16,outer_2,regime,per_timestep,ewma,0.04666217127444369
machine06_CU,16,outer_2,regime,per_timestep,ridge,0.027242076871207013
machine06_CU,16,outer_2,regime,per_timestep,lightgbm,0.8538098449089683
cluster_UM,1,outer_2,static,persistence,persistence,1.0
cluster_UM,1,outer_2,static,persistence,ewma,0.0
cluster_UM,1,outer_2,static,persistence,ridge,0.0
cluster_UM,1,outer_2,static,persistence,lightgbm,0.0
cluster_UM,1,outer_2,regime,per_timestep,persistence,0.6886097354752989
cluster_UM,1,outer_2,regime,per_timestep,ewma,0.19845391955550187
cluster_UM,1,outer_2,regime,per_timestep,ridge,0.09191931392680275
cluster_UM,1,outer_2,regime,per_timestep,lightgbm,0.021017031042396425
cluster_UM,4,outer_2,static,persistence,persistence,1.0
cluster_UM,4,outer_2,static,persistence,ewma,0.0
cluster_UM,4,outer_2,static,persistence,ridge,0.0
cluster_UM,4,outer_2,static,persistence,lightgbm,0.0
cluster_UM,4,outer_2,regime,per_timestep,persistence,0.7033591106814886
cluster_UM,4,outer_2,regime,per_timestep,ewma,0.180401159980667
cluster_UM,4,outer_2,regime,per_timestep,ridge,0.09255679072015466
cluster_UM,4,outer_2,regime,per_timestep,lightgbm,0.023682938617689706
cluster_UM,8,outer_2,static,persistence,persistence,1.0
cluster_UM,8,outer_2,static,persistence,ewma,0.0
cluster_UM,8,outer_2,static,persistence,ridge,0.0
cluster_UM,8,outer_2,static,persistence,lightgbm,0.0
cluster_UM,8,outer_2,regime,per_timestep,persistence,0.7082930367504836
cluster_UM,8,outer_2,regime,per_timestep,ewma,0.18254352030947776
cluster_UM,8,outer_2,regime,per_timestep,ridge,0.07918278529980657
cluster_UM,8,outer_2,regime,per_timestep,lightgbm,0.029980657640232108
cluster_UM,16,outer_2,static,persistence,persistence,1.0
cluster_UM,16,outer_2,static,persistence,ewma,0.0
cluster_UM,16,outer_2,static,persistence,ridge,0.0
cluster_UM,16,outer_2,static,persistence,lightgbm,0.0
cluster_UM,16,outer_2,regime,per_timestep,persistence,0.7015972894482091
cluster_UM,16,outer_2,regime,per_timestep,ewma,0.17207163601161665
cluster_UM,16,outer_2,regime,per_timestep,ridge,0.0776863504356244
cluster_UM,16,outer_2,regime,per_timestep,lightgbm,0.048644724104549855
machine01_UM,1,outer_2,static,persistence,persistence,1.0
machine01_UM,1,outer_2,static,persistence,ewma,0.0
machine01_UM,1,outer_2,static,persistence,ridge,0.0
machine01_UM,1,outer_2,static,persistence,lightgbm,0.0
machine01_UM,1,outer_2,regime,per_timestep,persistence,0.7899504771107622
machine01_UM,1,outer_2,regime,per_timestep,ewma,0.09167773885734992
machine01_UM,1,outer_2,regime,per_timestep,ridge,0.017876555139509604
machine01_UM,1,outer_2,regime,per_timestep,lightgbm,0.1004952288923783
machine01_UM,4,outer_2,static,persistence,persistence,1.0
machine01_UM,4,outer_2,static,persistence,ewma,0.0
machine01_UM,4,outer_2,static,persistence,ridge,0.0
machine01_UM,4,outer_2,static,persistence,lightgbm,0.0
machine01_UM,4,outer_2,regime,per_timestep,persistence,0.7979700338327694
machine01_UM,4,outer_2,regime,per_timestep,ewma,0.09388593523441276
machine01_UM,4,outer_2,regime,per_timestep,ridge,0.037699371677138716
machine01_UM,4,outer_2,regime,per_timestep,lightgbm,0.07044465925567907
machine01_UM,8,outer_2,static,persistence,persistence,1.0
machine01_UM,8,outer_2,static,persistence,ewma,0.0
machine01_UM,8,outer_2,static,persistence,ridge,0.0
machine01_UM,8,outer_2,static,persistence,lightgbm,0.0
machine01_UM,8,outer_2,regime,per_timestep,persistence,0.8259187620889749
machine01_UM,8,outer_2,regime,per_timestep,ewma,0.0892166344294004
machine01_UM,8,outer_2,regime,per_timestep,ridge,0.01801257253384913
machine01_UM,8,outer_2,regime,per_timestep,lightgbm,0.06685203094777563
machine01_UM,16,outer_2,static,persistence,persistence,1.0
machine01_UM,16,outer_2,static,persistence,ewma,0.0
machine01_UM,16,outer_2,static,persistence,ridge,0.0
machine01_UM,16,outer_2,static,persistence,lightgbm,0.0
machine01_UM,16,outer_2,regime,per_timestep,persistence,0.8065101645692159
machine01_UM,16,outer_2,regime,per_timestep,ewma,0.0872458857696031
machine01_UM,16,outer_2,regime,per_timestep,ridge,0.026742497579864473
machine01_UM,16,outer_2,regime,per_timestep,lightgbm,0.07950145208131655
machine01_tx_bond0,1,outer_2,static,persistence,persistence,1.0
