hierarchy,model,horizon,outer_fold,method,top_mae,top_mae_vs_indep,top_mae_rel,bottom_mae_macro,worst_child_mae,coherence_error,coherent,adjustment_mae
bond0_transmitted_acamas,ridge,8,outer_0,mint,44.530243949407705,0.0025698953344246434,1.0000577145649086,11.132975782343564,44.525007509536415,0.0,True,0.004185045925122022
bond0_transmitted_acamas,ridge,8,outer_0,bottom_up_nn,44.48392362232573,-0.043750431747547225,0.9990174552640136,11.12139570047644,44.47868718156064,0.0,True,0.06780894269662541
bond0_transmitted_acamas,ridge,8,outer_0,ols_nn,44.47992993700975,-0.04774411706353021,0.9989277653037625,11.120830752762087,44.477652457120996,0.0,True,0.06391997507092248
bond0_transmitted_acamas,ridge,8,outer_1,independent,44.99882959288649,0.0,1.0,11.251279822837658,44.99885183408749,0.006775280557260195,True,0.0
bond0_transmitted_acamas,ridge,8,outer_1,bottom_up,45.004350607405634,0.005521014519146661,1.000122692402649,11.251279822837658,44.99885183408749,0.0,True,0.006775280557260195
bond0_transmitted_acamas,ridge,8,outer_1,top_down,44.99882959288649,0.0,1.0,11.249900308935068,44.99333455407743,9.990209951518638e-13,True,0.0016938250441117058
bond0_transmitted_acamas,ridge,8,outer_1,ols,44.99993369427927,0.0011041013927837184,1.00002453622467,11.250823684361896,44.99774773269469,0.0,True,0.0027101122228911775
bond0_transmitted_acamas,ridge,8,outer_1,wls,45.001589849456956,0.0027602565704683,1.0000613406303107,11.250589760239588,44.99609158369718,0.0,True,0.004234553202867673
bond0_transmitted_acamas,ridge,8,outer_1,mint,45.0015898722648,0.0027602793783145785,1.0000613411371648,11.250589765943944,44.99609160652667,0.0,True,0.004234574126952939
bond0_transmitted_acamas,ridge,8,outer_1,bottom_up_nn,45.00192636732234,0.0030967744358534333,1.0000688189996023,11.250673726683594,44.99642754491484,0.0,True,0.009805761327579678
bond0_transmitted_acamas,ridge,8,outer_1,ols_nn,44.99785133471419,-0.0009782581722959094,0.9999782603640773,11.25010887458282,44.99532267483955,0.0,True,0.006066733868249291
bond0_transmitted_acamas,ridge,8,outer_2,independent,55.52220029252722,0.0,1.0,13.882098341628254,55.522452714811166,0.00689066305425101,True,0.0
bond0_transmitted_acamas,ridge,8,outer_2,bottom_up,55.527512533359065,0.005312240831848669,1.0000956777794083,13.882098341628254,55.522452714811166,0.0,True,0.00689066305425101
bond0_transmitted_acamas,ridge,8,outer_2,top_down,55.52220029252722,0.0,1.0,13.880770761672341,55.51714295958926,9.985450455541718e-13,True,0.0017226673135608671
bond0_transmitted_acamas,ridge,8,outer_2,ols,55.52326274069359,0.001062448166372576,1.0000191355558816,13.881777194846954,55.52139026664476,0.0,True,0.002756265221686354
bond0_transmitted_acamas,ridge,8,outer_2,wls,55.524856412967196,0.002656120439979759,1.0000478388901375,13.88143431153076,55.5197965944244,0.0,True,0.004306664426790983
bond0_transmitted_acamas,ridge,8,outer_2,mint,55.52485640872643,0.002656116199212022,1.0000478388137577,13.881434310474315,55.519796590217055,0.0,True,0.0043066603118711334
bond0_transmitted_acamas,ridge,8,outer_2,bottom_up_nn,55.52186066973251,-0.0003396227947050079,0.9999938831171511,13.880680591789748,55.516792363771536,0.0,True,0.013978947549546322
bond0_transmitted_acamas,ridge,8,outer_2,ols_nn,55.5181442619323,-0.004056030594917104,0.9999269475890086,13.880183299345603,55.51572950713824,0.0,True,0.010373313620083043
cpu_core_weighted,lightgbm,1,outer_0,independent,1.0425360647239126,0.0,1.0,1.336271753775246,3.129778895017828,176.83373759057008,False,0.0
cpu_core_weighted,lightgbm,1,outer_0,bottom_up,0.9562265722702284,-0.08630949245368413,0.9172119839551633,1.336271753775246,3.129778895017828,0.0,True,0.7492954982651273
cpu_core_weighted,lightgbm,1,outer_0,top_down,1.0425360647239126,0.0,1.0,1.495387144597261,3.115615840113055,1.0379172019246258e-12,True,0.7383262513282915
cpu_core_weighted,lightgbm,1,outer_0,ols,1.0054895914127788,-0.037046473311133754,0.9644650438822522,1.7089902834246617,3.181418641864388,0.0,True,0.79976887557882
cpu_core_weighted,lightgbm,1,outer_0,wls,0.9347100404240283,-0.1078260242998843,0.8965733388528491,1.3904065474304776,3.407137076734006,0.0,True,0.7236077556246515
cpu_core_weighted,lightgbm,1,outer_0,mint,0.9313554077629773,-0.11118065696093526,0.893355577113413,1.3796380651225815,3.3317410681461093,0.0,True,0.7287458898539533
cpu_core_weighted,lightgbm,1,outer_0,bottom_up_nn,0.9555110641686384,-0.08702500055527418,0.9165256689912973,1.332144332705289,3.1254169878060827,0.0,True,0.7515030824238577
cpu_core_weighted,lightgbm,1,outer_1,independent,0.7986526767591965,0.0,1.0,1.038365758279438,1.9475953723862547,132.17954197269563,False,0.0
cpu_core_weighted,lightgbm,1,outer_1,bottom_up,0.7297972768192986,-0.06885539993989787,0.9137855516627053,1.038365758279438,1.9475953723862547,0.0,True,0.5600828049690493
cpu_core_weighted,lightgbm,1,outer_1,top_down,0.7986526767591965,0.0,1.0,1.1671606941897192,1.9124700818338531,1.0491559890177115e-12,True,0.5532136617610928
cpu_core_weighted,lightgbm,1,outer_1,ols,0.7692853492796488,-0.029367327479547733,0.9632289124745496,1.311430544783056,2.0127293429886377,0.0,True,0.5978106050259923
cpu_core_weighted,lightgbm,1,outer_1,wls,0.7148677535277003,-0.08378492323149622,0.8950921650053414,1.0734621882851518,2.069356047401076,0.0,True,0.547005951781324
cpu_core_weighted,lightgbm,1,outer_1,mint,0.7140310445150957,-0.0846216322441008,0.8940445143344643,1.0667834191675898,2.0661304337731434,0.0,True,0.5494107964901126
cpu_core_weighted,lightgbm,1,outer_1,bottom_up_nn,0.7296660371859325,-0.06898663957326401,0.9136212253702064,1.0375037505111295,1.943364004651654,0.0,True,0.5602194933417576
cpu_core_weighted,lightgbm,1,outer_2,independent,1.0862841544583075,0.0,1.0,1.4068892772184276,3.0092651631715404,168.7878796687659,False,0.0
cpu_core_weighted,lightgbm,1,outer_2,bottom_up,0.9586344763299234,-0.12764967812838413,0.8824896067898196,1.4068892772184276,3.0092651631715404,0.0,True,0.7152028799523978
cpu_core_weighted,lightgbm,1,outer_2,top_down,1.0862841544583075,0.0,1.0,1.556267472961114,3.164757248333125,1.026543876925099e-12,True,0.7008206453784701
cpu_core_weighted,lightgbm,1,outer_2,ols,1.0493474498203723,-0.03693670463793519,0.9659971983515176,1.7620602169864503,3.124190920844109,0.0,True,0.763379740615858
cpu_core_weighted,lightgbm,1,outer_2,wls,0.9517943264306642,-0.1344898280276433,0.8761927738007844,1.4456674164501468,3.116962689772743,0.0,True,0.6961297952441864
cpu_core_weighted,lightgbm,1,outer_2,mint,0.947889783628985,-0.1383943708293225,0.8725983710051124,1.4227098951000177,3.0965381983215283,0.0,True,0.7059689901201265
cpu_core_weighted,lightgbm,1,outer_2,bottom_up_nn,0.9587322112927538,-0.12755194316555374,0.8825795786102031,1.4065762280936134,3.007602510067816,0.0,True,0.7152981242979971
cpu_core_weighted,lightgbm,8,outer_0,independent,1.0226455502904923,0.0,1.0,1.3467664290747787,3.1488186735939636,177.6026413215424,False,0.0
cpu_core_weighted,lightgbm,8,outer_0,bottom_up,0.9525925915109322,-0.07005295877956008,0.9314982999147057,1.3467664290747787,3.1488186735939636,0.0,True,0.7525535649217898
cpu_core_weighted,lightgbm,8,outer_0,top_down,1.0226455502904923,0.0,1.0,1.4982960157932352,3.0573868779145195,1.034179649174016e-12,True,0.7468371896788338
cpu_core_weighted,lightgbm,8,outer_0,ols,0.987430011394052,-0.03521553889644036,0.9655642770005335,1.715707664167681,3.17121246027685,0.0,True,0.8032464092255494
cpu_core_weighted,lightgbm,8,outer_0,wls,0.9296566829308767,-0.09298886735961565,0.9090702860505272,1.3990405002182358,3.4362147212452823,0.0,True,0.7250992645890086
cpu_core_weighted,lightgbm,8,outer_0,mint,0.9260771478563267,-0.09656840243416565,0.9055700165059786,1.3763546090718648,3.3128420860443764,0.0,True,0.7350780738806362
cpu_core_weighted,lightgbm,8,outer_0,bottom_up_nn,0.9514296672085266,-0.07121588308196569,0.9303611275072422,1.3406928363925328,3.1401216472726294,0.0,True,0.7554268021844454
cpu_core_weighted,lightgbm,8,outer_1,independent,0.809078704491105,0.0,1.0,1.0568707317240054,2.043388890762851,133.11376160484906,False,0.0
cpu_core_weighted,lightgbm,8,outer_1,bottom_up,0.7422424099442272,-0.06683629454687778,0.9173920977330425,1.0568707317240054,2.043388890762851,0.0,True,0.5640413627324113
cpu_core_weighted,lightgbm,8,outer_1,top_down,0.8090787044911049,-1.1102230246251565e-16,0.9999999999999999,1.1805661355460806,2.0119038274852152,1.0377790436683013e-12,True,0.5570599242377525
cpu_core_weighted,lightgbm,8,outer_1,ols,0.7794112062895988,-0.02966749820150616,0.9633317524774473,1.3283313274752655,2.100039495743399,0.0,True,0.6020358156386918
cpu_core_weighted,lightgbm,8,outer_1,wls,0.7275541040527402,-0.08152460043836474,0.899237737953266,1.090534719532682,2.1542226034801364,0.0,True,0.5506498021550859
cpu_core_weighted,lightgbm,8,outer_1,mint,0.7266468434758533,-0.08243186101525168,0.8981163877411658,1.0840027856097785,2.1526802234740576,0.0,True,0.5531897107837987
cpu_core_weighted,lightgbm,8,outer_1,bottom_up_nn,0.7418307406353126,-0.06724796385579235,0.9168832852941173,1.0557806321352519,2.037421674555367,0.0,True,0.564294199804281
cpu_core_weighted,lightgbm,8,outer_2,independent,1.0678244424159007,0.0,1.0,1.4177275600928179,3.0233323151717664,167.71715028314205,False,0.0
cpu_core_weighted,lightgbm,8,outer_2,bottom_up,0.9600264663956981,-0.10779797602020258,0.8990489712182324,1.4177275600928179,3.0233323151717664,0.0,True,0.710665891030263
cpu_core_weighted,lightgbm,8,outer_2,top_down,1.0678244424159007,0.0,1.0,1.5507546711809628,3.1578187963808633,1.0172497107122484e-12,True,0.6958016357118764
cpu_core_weighted,lightgbm,8,outer_2,ols,1.0321528023038198,-0.035671640112080905,0.9665940966556492,1.7581990723649734,3.096505571612075,0.0,True,0.7585371350788292
cpu_core_weighted,lightgbm,8,outer_2,wls,0.9461495501658622,-0.12167489225003847,0.8860534677640878,1.4421342890207458,3.0932650758757556,0.0,True,0.6925852394960575
cpu_core_weighted,lightgbm,8,outer_2,mint,0.9481027687280211,-0.11972167368787956,0.8878826247720879,1.429775476877806,3.0758182094382014,0.0,True,0.724816357535195
cpu_core_weighted,lightgbm,8,outer_2,bottom_up_nn,0.9598635331594417,-0.10796090925645896,0.8988963869264851,1.416911623159179,3.0177266670179432,0.0,True,0.7108631235289877
